Topic,Count,Name,Representation,Representative_Docs
32,21,32_カトリック_お前_部外_スレ,"['カトリック', 'お前', '部外', 'スレ', 'post', '教理', '信者', 'quest', '立て', 'ローマ']","['カトリック 教会 の 教え は 「 互いに 愛し合い なさい 」 の 愛 の 宗教 と 言わ れる が 、 ここ の スレ 主 は 「 お前 」 「 お前 」 で 愛 の カケラ も ない', '>> 393   部外 者 の お前 が カトリック の スレッド で 粘着 し て も 何 の 影響 力 も 無い 。   お前 の 意見 を 読ん で 何 か 効果 が あっ た と でも 自惚れ てる の か ？   お前 は 世界 へ 何 の 影響 も 与え て い ない 。', '> 100   いや 、 あなた が カトリック を 自称 し て いる という こと に 驚い た 。   >> 3   - 5 の ローマ 教皇 の よう な 姿勢 と 、 あまりに も 違い 過ぎる   宣教 が 目的 だ と いう なら ば 「 口 の 利き 方 」 「 礼儀 」 「 他人 から どの よう に 見 られる の か 」 といった 部分 に も 気 を つかっ て いただか ない と 困り ます よ   カトリック は 当然 と し て 、 キリスト 教 全体 の 印象 に も 関わる 問題 です   あなた の よう に 傲慢 な 書き込み を 残さ れ て しまう と 、 神様 の 品格 まで 疑わ れ て しまい ます   それと 最低限 コテハン つけ た ほう が いい 。 そう し なけれ ば スレ を 建て た 者 で ある など と わかり ませ ん   こちら も つけ て おき ます']"
33,21,33_业务_问_十字架_见,"['业务', '问', '十字架', '见', '跑', '名义', '一点', '写', '记得', '条']","['修女 晚上 搭乘 神父 的 车 回家 。 途中 ， 好色 的 神父 竟然 把手 搭 在 了 修女 雪白 的 大腿 上 ！ 修女 羞涩 的 质问 神父 ： 你 记得 圣经上 第 129 条说 的 是 什么 吗 ？ ” 神父 听后 ， 脸红 的 把手 拿开 了 。 回到 家 ， 神父 急忙 打开 圣经 129 条 ， 见 上面 写 着 ： 再 深入 一点 你 会 得到 莫大 的 快乐 ！ ” 神父 看 罢 ， 大呼 ： 上帝 啊 ， 业务 不 熟 害死 人呐 ！', '一 修女 搭 上 神父 的 车 ， 神父 禁不住 伸手 摸 修女 雪白 大腿 ， 修女 问 ： 神父 ， 你 记得 圣经 129 条写 着 什么 吗 ？   神父 脸红 急忙 收手 ， 回到 教堂 后 迫不及待 翻开 圣经 第 129 条 ， 见 上面 写 到 ； 深入 一点 ， 你 将 得到 无尽 的 荣耀 ！ 神父 大呼 ： 上帝 呀 ， 业务 不熟 将 失去 多少 机会 呀 ！   同志 们 ， 要 好好学习 业务 呀 ！', '一 修女 搭 上 神父 的 车 ， 神父 禁不住 伸手 摸 修女 雪白 大腿 ， 修女 问 ： 神父 ， 你 记得 圣经 129 条写 着 什么 吗 ？   神父 脸红 急忙 收手 ， 回到 教堂 后 迫不及待 翻开 圣经 第 129 条 ， 见 上面 写 到     深入 一点 ， 你 将 得到 无尽 的 荣耀 ! 神父 大呼 ： 上帝 呀 ， 业务 不熟 将 失去 多少 机会 呀 !   同志 们 ， 要 好好学习 业务 呀 !']"
34,20,34_rule_すぎる_悪_mass,"['rule', 'すぎる', '悪', 'mass', 'place', '出生', 'interestingly', '赚', 'function', '贪']","['that\'s a tango. \ninterestingly, his rule #1 is also the catholic church\'s rule #1.\nbut, if it takes two to qualify as a ""church"", his seems to just qualify.', 'シモンズ・レオナルド 神父 は どっさり 命 を 取っ て いる 。 あいつ は 悪 すぎる 。 アナテマ だ 。 前田 万葉 神父 が 教 区長 の うち に やっ ちょ こう と 思っ て いる らしい 。 カトリック も 自浄 作用 が ある の だ な 。', 'well, the smells and bells all have their place and function in right worship (a strange comment from a practicing catholic - one usually hears this from our protestant ""friends"") as do proper ecclesiastical garments.  all part of giving god our best.  that is not to say that mass said reverently on the hood of a jeep in the middle of a steaming jungle is any less pleasing to god, so long as it\'s always your best.\n\ncdl. burke will  never be out of place at our church or at our mass.  as for being a man of the letter but not the spirit: having met him on occasion, i can attest that he is both.  he is also humble, knowledgeable, and cordial.']"
35,20,35_refugees_immigrants_country_countries,"['refugees', 'immigrants', 'country', 'countries', 'nation', 'money', 'usa', 'immigration', 'refuse', 'america']","[""all the terrorists that have threatened to kill me have been white christians born and raised in the usa. heck, some states even let the kkk, a christian terrorist organization, adopt highways. most of the founding fathers were slave owning rapists. this country was born in violence and racism and we have yet to correct those sins. see trump and his minions. sunday morning is still the most segregated time of the week in this country. as a nation we have no moral superiority over any other nation. most americans have no idea of how much rape, robbery, torture, and murder that they benefit from. they don't want to know. if we really fear sharia law, why do we give so many weapons to saudi arabia where it is law. trump recently crowed about the latest arms deal. why arm the people so many of his voters fear? the truth is all lives don't matter here. they never have."", 'you missed his words on the vegas attacker. they were swift.\n\nimmigration here was always set up to be immigrants who added to our country, skills, lifestyles, whse culture aligned with our american culture and english speaking was a critical role there.\n\nrefugees were established for those people who were being persecuted and killed. that included refugees from the middle east-it began with a focus on rescuing christians and bringing them here. i know one such family from iran...but they are not \'white\'-\n\nso this "" who speak english and are christian"" makes sense.', 'regarding; "" let us remember that mary, joseph, and the baby jesus were also immigrants in a foreign land when they fled from king herod to egypt. "" (bishop eusebio\'s item on the usccb\'s blog)\n- the bishop reminds us that fleeing means that they were refugees to a country whose border was relatively near to where they were, even by walking. as the story is told, mary, joseph, and jesus returned to their home. the return emphasizes that they were refugees, rather than immigrants, that is ready to make a permanent home in the land of the egypt.\n- though the gospel story is mute on this, it would seem that anyone crossing the border had little if any meaning to egypt.\n- today, most countries have laws that prevent and or control the entry of peoples. usa is such a country where most permanent immigrants are here according to the law. usa also has legal processes to help entering refugees, and asylum seekers.']"
36,20,36_mad_牛_微博_b,"['mad', '牛', '微博', 'b', 'jews', 'url', 'bunch', 'straight', 'wanted', 'u']","['hey michael sean winters,\n\njust wanted to congratulate you on a job well done over the last year.  so many editorials telling the world that anyone who would vote for trump is clueless and cruel-hearted.\n\nmsw, just wanted you to know that i hold you in the same esteem as that other great professional catholic essayist, austin ruse.  \n\nyou  guys are like, awesome.\n\nsee you in church,\n\nutey', ""@synclairwest @hayleyyjay yeah if you're motivated enough to yap to strangers on the internet about their damnation, you are mad. a big mad. a whole mad. go back to your cave, bible thumper. get off jesus's dick and let him rest without your fuckery, fool."", '还 记得 曾经 吹过 的 牛 b 么 , 繁索 的 生活 是否 充溢 你 的 内心 , 你 还 思索 为 这些 牛 b 奋斗 么 ? 你 正在 为 这些 牛 b 奋斗 么 ? @ yyhyang   ? 我 在 奋斗 , 所以 有时候 显得 有点 2 , 不过 我 知道 我 心灵深处 的 呼唤 ! 就 像 基督教徒 心中 时时 有主 一样 !']"
37,20,37_安倍_統一教会_ズブズブ_信じる,"['安倍', '統一教会', 'ズブズブ', '信じる', 'ちゃん', '日本人', '考え', '韓国', 'じゃ', '鶴子']","['>> 796   統一教会 が 「 安倍 は 統一教会 と ズブズブ 」 って 半 万 回 連呼 し て も   ネットウヨ が 統一教会 を 信じ ない の は   「 韓国 人 は うそ つき だ 」 って 偏見 が ある から だ   お前 が 統一教会 を 信じる の に も 理由 は ある よ ね ？   良かっ たら   お前 が 統一教会 の 言葉 を 信じる 理由 を 教え て くれ ない か ？', '>> 819   教祖 の 発言 を 信じる か 否 か は ともかく 、   安倍 ちゃん の 存在 と その 協力 姿勢 が 統一教会 を 利する 事 に なっ て い た の は 確か だ 。   そして 山神 は 当事者 として 、 それ を 良く 知っ て いる 。   安倍 ちゃん 個人 に 恨み は なかっ た なんて 言っ て い た くらい だ から な 。   だが 、 安倍 ちゃん を 安倍 する 事 で 統一教会 に ダメージ を 与え られる と 考え て い た の も 確か だ 。   で なけりゃ 、 あんな 偉業 は せ ん ぜ 。', '>> 580   お前 の id を 追いかけ たら   ガチガチ に 統一教会 の 信者 じゃ ない か   韓国 人 ・ 鶴子 の 「 安倍 は 統一教会 と ズブズブ 」 って 言葉 を 信じる 右寄り なんて いる か よ   右寄り って の は 嫌 韓 って 意味 だ ぞ']"
38,20,38_垃圾_傻子_特_额,"['垃圾', '傻子', '特', '额', '有没有', '话', '创造', '这是', '讲', '真的']","['他 认为 上帝 姓 “ 特 ”', '… … 这样 发掘 上帝 ？ / / @ 讲 还是 你 会 话 : [ doge ] 直勾 钓 ？', '额 ， 有没有 可能 我们 这边 不认 上帝 ？']"
39,20,39_schools_school_public_students,"['schools', 'school', 'public', 'students', 'parents', 'children', 'teachers', '38', '学校', 'found']","[""i have been arguing for a single public system for at least 38 years - as my daughter is 38. but i'm old enough to have gone to swansea public school when there was no catholic school in the area so all children - of all faiths - went to this school. and we learned from each other and supported each other. it works."", 'so the children graduating from catholic schools have actual knowledge that the catholics imaginary supernatural buddy is a fraud and public school grads do not?\n\nprivate schools do better because they can refuse or expel problem students, or ones that require more resources.', 'i was lucky.  i went to a catholic grade and high school.  went i started college i found out i had a leg up on students from public schools.  many of the textbooks in my 1st 2 years were ones i had used in high school.  years latter when i worked with youth, 14 to 18 year olds i was amazed that the youth were in high school but had limited ability to solve simple math problems, poor reading skills and little science knowledge.  the public schools had passed them on.  the question is why?  we know the public schools are failing.  is it the administration or the teachers?  is it the curriculum being taught? is more time spent on social engineering then basic classes?  the big fear is devos will be successful.']"
40,20,40_中国共産党_迫害_中国_弾圧,"['中国共産党', '迫害', '中国', '弾圧', '主義', '政府', '国', 'ユダヤ', '悪魔', 'キリスト教徒']","['>> 657   おっ け   こっち の コピペ の 方 が 良い って こと ね   サタン と は 、 ユダヤ 共産 主義 の こと だ から   ユダヤ 国際 金融 資本 が 、 ルシファー 悪魔 主義 で 世界 統一 狙っ てる   それ を 阻止 する の が 統一教会   だから 、 中国共産党 は 、 中国 で キリスト教 、 お寺 、 など 全て の 神 の 宗教 を 破壊 し てる 訳   ユダヤ 人 が 中国共産党 を 作っ た から', 'キリスト 教 映画 「 逆境 の 甘美 」 抜粋 シーン （ ４ ） なぜ 中国共産党 は 三 自愛 国教 会 に 加わる よう キリスト教徒 を 強いる の か   |   神 の 国 降臨 の 福音   真実 の 解明 シリーズ   763   中国 で は 、 無神 論 中国共産党 政府 の 激しい 弾圧 と 迫害 の 影響 を 家庭 教会 が 直接 受け て き た 。 中国共産党 政府 は 、 中国共産党 中央 統一 戦線 工作 部 が 管理 する 三 自愛 国教 会 に 入る よう 家庭 教会 を 強制 する 。 これ により 中国共産党 は どんな 秘密 を 隠し て いる の か 。 キリスト 教徒 は 投獄 や 死 を も 恐れ ず 福音 を 広げ 、 神 へ の 証 を する 。 一体 なぜ キリスト教徒 は この よう に する の か 。', '>> 644   サタン と は 、 ユダヤ 共産 主義 の こと   ユダヤ 国際 金融 資本 が 、 ルシファー 悪魔 主義 で 世界 統一 狙っ てる   それ を 阻止 する の が 統一教会   だから 、 中国共産党 は 、 中国 で キリスト教 、 お寺 、 など 全て の 神 の 宗教 を 破壊 し てる 訳   ユダヤ 人 が 中国共産党 を 作っ た から']"
41,20,41_アメリカ_白人_肉_米国,"['アメリカ', '白人', '肉', '米国', 'トランプ', '愛し', '米', '人種', '国', '政治']","['アメリカ 人 ならびに ブリ テン を はじめ と し た ヨーロッパ の 白人 たち は パコパコ やり すぎ 聖書 の 神 は 愛 という 教え は パコパコママ そのまま 。 w   だから 、 白人 とくに 日本 と の 貿易 摩擦 は 商務省 が うるさい 政治 家 当時 の 党 と 企業 と その 業界 関係 者 故 の 金 集め アメリカ 人 。   てめえ この やろ う パコパコ やり すぎ て 有り余っ て いる 肉 と 農産物 。   現物 支給 で タダ で よこし なさい 肉 と 農産物 アメリカ さん の 魂 の 灯火 、 命 ＝ 肉 と 農産物 。   大 パッキン （ ダンボール ： 縦横 高 さ 140 cm サイズ or 160 cm サイズ ） 。   肉 の 盛り合わせ 。   枝肉 で 日本 へ 搬送 し て 来 なさい 航空 便 。   一時 給付 金 より も よっぽど ありがたい 現物 支給 食料 品 。 肉 の 盛り合わせ （ 牛 、 豚 、 鶏 、 鴨 、 アヒル 、 ターキー 、 バッファ ロー 、 羊 と 山羊 など ） 。   これ で どう よ 日本 政府 。   一応 恫喝 し て おい た から 欧米 系 。', 'ブリ テン と フランス に対する 心理 戦 は ロスケ の 核 恫喝 から の ・ ・ ・   ゴク・マゴク へ と 続く 。 。   少し は 聖書 読ん で 見 なさい よ 白人 。   白人 の 政治 家 と 貴族 階級 とき たら ・ ・ ・ なまじ 権力 と 金 持っ てる から お ま ん こ に 勤しむ 脱税 。   そう だ よ な ・ ・ ・ azazel ならびに gabriel よ 。 。   少なく て も 現 政権 の こいつ ら は 納税 義務 果たし て いる の だろ う か 脱税 。   政治 家 と 役人 が これ じゃあ しょうが ねえ な 共和党 。 。   また 上院 議員 に 突っつか れる ぞ 現 政権 と 役人 ども 。   これ で 司法省 も 動け ば 政府 の 予算 削減 ゆえ に 役所 の 機能 低下 それ リストラ 。   財政難 で ある アメリカ は 当然 いつも の よう に リストラ で ある 。   だって 、 大 企業 も リストラ する の 当たり前 の 国 アメリカ 。   中小 企業 だって 当然 で ある 。 。   経営 者 ・ 雇用 主 と 従業 員 も 安泰 で は ない 国家 ・ ・ ・ それ が アメリカ で ある 。 。', 'これ が 現状 アメリカ 人 の 脳みそ 。   だって ミシェルオバマ が 食 育 と 言っ たら 全米 ピザ 業界 逆 キレ ！ ！   そんな 国 、 共和党 民主党 白人 社会 金髪 。   こいつ ら の やる こと は ・ ・ ・ デブ 量産 。   @ ピザ は 野菜   https :// ja . wikipedia . org / wiki /   ピザ は 野菜   馬鹿 か かい つら 白人 。   勝手 に 言っ てろ ヤラシ とけ 白人 アメリカ 人 アメリカ 軍 。 。   無能 な 集団 だっ た デブ 量産 。   興味 肉 が うめ え ぜ と つぶやく パコパコママ と その 男 たち 繁殖 しろ 家畜 ども 。   これ だ から 阿弥陀 と その 配下 の サタン と イエス たち amy 属 の トカゲ 野郎 ども レプレリアアン 。 。   @   https :// note . com / sho ... kubz / n / n 5754545 e 2439   結局 何 も でき なかっ た この 黒人 japhkiel 鈴木 さん 。   まあ 、 すけ べ な おじさん だ から こいつ 。   娘 の マキエ が 言っ て た ぜ 。 。 「 うち の お父さん 、 、 すけ べ だから 。 」 と つぶやく 。   責任 とれ と いれ が こいつ に 黒人 初 の アメリカ 大統領 やら せ たら この ザマ だ ぜ ざま あ w']"
42,19,42_french_spirit_迷信_commandments,"['french', 'spirit', '迷信', 'commandments', 'holy', 'ghost', 'bodies', 'figure', 'field', '活动']","[""the talmud is not relevant here.  jesus is the one who gave the commandments.  i think he is the one who is in best in a position to teach and explain the true meaning behind sabbath rest.  don't you?\n\ni am arguing that jesus did not break the rules--what he did was attack the false understanding of the rules the pharisees had."", ""i've never heard the 1812 overture associated in any way with the fourth. \n\nof course i've only lived in the us for sixty-odd years, so maybe i missed it.\n\ni wouldn't say russia won the battle of borodino, even if the russians think so. general kutuzov didn't _lose_ it, though, so the russians came off a lot better than they might have expected. the french were left in possession of the field, free to continue their advance on moscow, so in conventional terms that would usually be considered a french victory. the bodies were left where they fell; the french actually found a survivor when they crossed the battlefield a year later, during their retreat in 1813. had the russians won and ended up in possession of the field they would have buried the bodies. russians in those days were very religious people and felt obligated to treat fellow christians to proper burials."", 'either holy ghost or holy spirit is fine by me. lately i\'ve found myself preferring ""holy ghost"".\n\ni don\'t feel the need to implicitly correct our lord by calling god the father ""parent"".']"
43,19,43_実在_earth_神様_情報,"['実在', 'earth', '神様', '情報', 'redemption', 'fact', 'data', 'things', '処刑', '拡散']","['almost, i am referring to the more profound fact that all of of creation was designed to bring about our salvation and entry into heaven!!  it\'s god\'s plan to bring about our unity with him. \n\nso it\'s much more grand than what you write (""spiritual womb"" sounds oh so cuddly, but it misses the fact that our end is in heaven), and my point is at the same time far more ""particular""....my salvation, and your salvation (vs ""we all are"")). \n\nthe environment is here to serve god\'s plan, for you, and for me, and for that other person.\n\ngravity in fact serves our redemption.\n\nncr should serve our redemption.\n\nexxon should serve our redemption, by solving a particular set of problems for your family and my family.   and when they don\'t, then it\'s up to christian lay people...not bishops...to work toward a better outcome using their positions in the lay/secular world.', ""you are missing the point once again, aislin. let me try to lay it out more clearly for you. the earth has always had these things that i listed above as part of its existence. i doubt that even you will object to this statement. so then, you cannot try to blame the cause of these natural disasters and the subsequent suffering by the human race because of these things on man rejecting god in the garden of eden. these things (earthquakes, tsunamis, asteroids etc) all existed before man was created and still exist now, today. how naive and embarrassing then for you or anyone to try to claim that the reason people suffer today due to these natural disasters is because of adam and eve's disobedience and rejection of god. did you even read what you're saying before hitting submit?  \n\ni agree that nobody has the right to expect a peaceful earth and easy life. but that's because god made the earth with all of these things (among many others) for obviously very clear and specific purposes."", '>> 444   「 治安 崩壊 」 の わかり やすい 例 を 挙げる と 、 地球 温暖 化 や 原発 だ   無神 論 者 は 死後 の 世界 が ある と 考え て い ない ので 、 森林 伐採 を 躊躇 し ない し 、 十 万 年 先 まで 悪影響 が 及ぶ と いわ れる 汚染 について も 恐れ ない   だが 、 死後 の 世界 が 実在 する 、 つまり は 神様 が 実在 さ れ て いる と 確信 し て いる なら ば 、 その よう な 悪行 を 自制 する よう に なる   ここ を 理解 さ せる ため の 努力 が 足り て い ない ので 、 現在 、 無神 論 者 が 中心 と なっ て 環境 破壊 が 加速 し て いる   そいつ ら は 文字通り 、 死後 に 罰 を 受ける こと に なる 可能 性 が 高い と 推測 さ れる が 、 その 原因 は 、 宗教 団体 が 布教 に 力 を 入れ て い ない こと が 理由 で ある と いえる   ようするに 「 神様 が 実在 さ れ て いる という 情報 共有 不足 」 が 原因 で あり 、 宗教 団体 による 「 神様 が 実在 さ れ て いる という 事実 について の 教育 不足 」 が 影響 し て いる   なので もっと 「 神様 が 実在 し て いる という 、 わかり やすい 証拠 」 について 、 積極 的 に 拡散 し て いく 努力 を 積め   おまえ ごとき に 戦争 する し ない の 判断 が ある など と 自惚れる な   今 の インターネット 時代 は どう み て も 「 平穏 で 格差 の 少ない 社会 を 維持 する こと 」 が 、 神様 の 実在 を 広く 理解 さ せる ため に は 有利 な 状況 で あり 、   カルト 統一教会 など が 常に 非難 し て いる 、 日本 共産党 、 社民党 、 れい わ の よう な 、 弱者 保護 を 第 一 と し た 政治 が 実践 さ れ て いる ほう が 、 神様 の 実在 に関する 情報 が 広がり やすく なっ て いる   おまえ は 「 ネット 時代 入り 」 し て いる こと と 「 多数 派 の 貧困 層 に 重要 な 存在 が まぎれ て いる 可能 性 が ある 」 こと を 軽視 し て いる']"
44,19,44_business_rights_religious_state,"['business', 'rights', 'religious', 'state', 'law', 'public', 'forced', 'society', 'special', 'supreme']","[""would you support an ao that would require businesses who engage in discriminatory behavior to openly identify themselves with a sign or some other means? it is absolutely ridiculous to me that any american would have to ask before hand whether or not they serve my kind. the supreme court has ruled on this in a number of different cases, the equal protection clause of the fourteenth amendment prohibits by law the discriminatory behavior you describe. if someone is unable to reconcile their religious beliefs with the secular flow of commerce in our economy they should reorganize their business as a non-profit charity or church, then they would be free to refuse service to anyone they didn't like."", ""im not saying that the owner would be judged. im speculating that in this particular case the employer cannot be forced to provide based on his personal belief. the user of such services would be judged by god just not in association with this entity. people are created equally and can make their own choices- no one is stopping them. now the law of the land is a point of contention. the far left has a war going on christianity- snipping away at religious freedoms- here is someone who says no and is willing to back it up with all his being. comparing sharia law to christianity is a coveted liberal mantra. words & reality are 2 different things. the koran is full of culture that in reality goes against every moral fiber of us civilized society. the state does not have jurisdiction over business entity's except by regulation which are disappearing rapidly. there is no personal moral code chunked at the voting machine. you may be the first to own this dysfunction."", 'it is the chefs’ and bakers’ business. they are in the business, so it is their business.\n\nwhy did jack philips choose to disoby the law he said he would obey in writing? when you sign a business application you agree to abide by state law. jack philips knowingly broke the law.\n\nmaking a cake for a gay wedding does not mean he is complicit with or in favor of gay weddings. jesus knows how much jack philips hates gays, so that is not the problem. \n\njack philips is not even good at being christain. he is cherry picking parts of the bible to follow. \nhis rights are not being restricted, he could choose another profession or not make wedding cakes. it is very simple.\nwhy do you hate equal rights?']"
45,18,45_山上_安倍_徹也_統一教会,"['山上', '安倍', '徹也', '統一教会', '旧', '元', '三', '晋', '国賊', '殺さ']","['旧 統一教会 が 信者 の 親族 を どれ だけ 苦しめ て き た か という の が 良く 分かる 証言 だ な   こんな 団体 と 長年 関係 を 持っ て 関連 イベント に 祝電 や メッセージ ビデオ を 送り 、 日本国 首相 という 責任 ある 立場 に あり ながら この 団体 の 権威 付け に 協力 し て い た 安倍 晋 三 は 殺さ れ て 当然 の クズ だ と しか 思え ない   山上 徹也 は 無罪 か 、 せいぜい 執行 猶予 付き の 判決 に す べき だ   >> 5   旧 統一教会 の 元 信者 や 信者 の 親族 から 山上 徹也 に対する 同情 が 集まっ て いる の も 事実 な ん だ が', '> 被害 者 が 安倍 氏 だっ た こと は 不思議 に 思わ なかっ た か と の 問い に は 、 「 不思議 に 思い ませ ん でし た 。 母 の 部屋 に 安倍 元 首相 が 表紙 の 旧 統一教会 の 機関 誌 が あり まし た 。   > 信者 の 叔母 から 、 選挙 時 に 自民党 の 特定 の 候補 に 入れ て ほしい と 言わ れ た こと も あり ます 」 と 答え た 。   旧 統一教会 と 安倍 晋 三 が どれ だけ 悪辣 な こと を し て き た か が 良く 分かる エピソード だ な   安倍 は これ だけ で なく 、 旧 統一教会 関連 団体 の 集会 に 祝電 を 送っ たり ビデオ メッセージ まで 寄せ て い た の だ から 、 旧 統一教会 と ズッポリ 癒着 し て い た と しか 思え ん   日本国 首相 という 重要 で 責任 ある 立場 に あっ た の に も かかわら ず 反 社会 勢力 と しか 思え ない 旧 統一教会 と 長年 関係 を 持っ て い た の だ から 、 安倍 晋 三 は 殺さ れ て 当然 の クズ 、 国賊 だ と 思う   山上 徹也 は ほん と いい 仕事 を し て くれ た と 思う   彼 は 害虫 を 駆除 し て 公共 の 福祉 に 寄与 し て くれ た の だ から 無罪 に なっ て 当然 だ と 思う   山上 徹也 に は 国民 栄誉 賞 を 与え こそ すれ 、 罰する など ありえ ない 選択 だ   自分 が この 裁判 の 裁判 員 に なっ て いれ ば 山上 徹也 を 絶対 無罪 に し て い た のに 、 残念 で なら ない', 'カルト 旧 統一教会 によって 家庭 を 破壊 さ れ 、 元 総理 大臣 という 要職 に あっ た の に も かかわら ず その 旧 統一教会 と 協力 関係 に あっ た 国賊 安倍 を 殺す こと しか 自分 を 救う 方法 が ない という ところ まで 追い詰め られ た 山上 徹也 さん の 主張 は 聞く べき もの が ある と 思う   彼 が 自力 救済 を せ ざる を 得 ない 状況 に 追い込ま れ た の は 政治 の 責任 で あり 、 旧 統一教会 と 協力 関係 に あり この 団体 の 活動 に お墨付き を 与え た 国賊 安倍 の 罪 は 重い し 彼 が 殺さ れ た の は 自業自得 だ と 思う   国賊 安倍 が 山上 徹也 さん に 殺さ れ た の は 国賊 安倍 自身 に 責任 が ある の だ から 、 山上 徹也 さん は 無罪 に す べき だ と 思う']"
46,18,46_love_divorce_mercy_law,"['love', 'divorce', 'mercy', 'law', 'sin', 'choice', 'pharisees', 'loves', 'draw', 'human']","['with all due respect to the bishop, if it\'s that simple, then we don\'t really need a religion do we.  no wonder so many no longer feel compelled to go to church anymore; if ""be nice to one another"" is all i have to do, and god loves me regardless of my actions, heck, that gives me an extra hour a week for myself.\n\nthe problem, of course, is how love is defined.  if you want to learn what love is, look to parents (after all god is our father); or better yet, become a parent.  parents love their children by teaching them; and isn\'t that what jesus really did?  teach?  \n\nand here\'s the part that no one likes:  you just can\'t say ""be nice.""  you have to teach the bad with the good:  do this don\'t do that.  love requires expressions of approval and expressions of disapproval.  there are good works and there is sin.  when you do wrong/sin, you must atone for it (e.g., apologize/confess).  god loves us but he is not always pleased with us.  lots of spoiled brats around these days...', 'part ii: because the thread has continued to focus on the nature of god\'s love, decided to include the following quote from ware from a christianity today interview only a few months later (think it speaks to this issue): \n\nct: if i were to meet you on a train and ask you, ""what is the center of the christian message?,"" how would you succinctly put that?\n\nkw: i would answer, ""i believe in a god who loves humankind so intensely, so totally, that he chose himself to become human. therefore, i believe in jesus christ as fully and truly god, but also totally and unreservedly one of us, fully human."" and i would say to you, ""the love of god is so great that christ died for us on the cross. but love is stronger than death, and so the death of jesus was followed by his resurrection. i am a christian because i believe in the great love of god that led him to become incarnate, to die, and to rise again."" that\'s my faith.\n\nsarasi: is unreservedly unconditional? to me it is.', 'the human authors of the genesis myth told the story to describe their own human experience. in their experience, humans came as male and female. and that\'s how \'families\' were formed and babies were born. so god was the source of that sexual division and propagation by intercourse.\n\nbut it is harder to argue that \'god joined\' every individual partnership and chose \'this jane\' for \'this tarzan\'. individual couples are a human choice and \'what man (and woman)\' hath joined together. logically, what humans join together, humans ought to be able to separate.\n\nplus, that current translation of  "" (unless the marriage is unlawful) "" is a new version to make it fit our \'doctrine\'. the old translations used to say \'unless there is adultery\' - and that got changed to \'unless there is \'porneia\' - or something like that, which would seem to allow for divorce in cases of infidelity.\n\neither way, we do love to make jesus say what we want him to say.']"
47,17,47_文化_渗透_中国_西方,"['文化', '渗透', '中国', '西方', '自由', '机会', '000', '一种', 'english', '人生']","['/ / @ 金娅丽 : / / @ 海狼 的 秘密 :   其 战略 意图 是 改变 中国 意识形态 和 政治 制度 。 应当 重视 境外 基督教 右翼 势力 的 “ 合法 渗透 ” 。 境外 右翼 势力 推动 基督教 在 我国 传播 ， 实质 上 是 一种 文化 殖民 和 意识形态 渗透 。', '从 有 记录 的 马可波罗 1275 年 抵达 中国 ， 到 清朝 传教士 入主 我们 朝廷 的 天文 机构 钦 天监 ， 西方人 花 了 六百年 左右 偷师 中华文化 ， 然后 消化吸收 并 篡改 自己 的 历史 ！ 又 从 19 世纪 到 现在 ， 一直 向 中国 及 全世界 灌输 西方 中心主义 … … 还 真是 学透 了 我们 的 “ 愚公移山 ” 精神 ， 一点点 渗透 直至 “ 崇洋 ” 成为 全球 主流 意识', '文化 在 正常 情况 下属 一种 交流 ， 在 不 正常 情况 下 被 视为 一种 渗透 。 美方 的 举动 可 认同 为 没收 了 中国 的 文化 资产 。   / / @ 奈儿 宝贝 :   / / @ 胡 � 尘 :   不 废话 ， 把 中国 的 什么 教堂 教会 神学院 统统 关闭 ！']"
48,17,48_人类_妇人_父亲_丈夫,"['人类', '妇人', '父亲', '丈夫', '问', '禁果', '撒旦', '一只', '吃', '地狱']","['原罪 已经 种下 ， 我 再 一次 提到 历史观 ， 请 回望 历史 ， 无趣 感会 非常 明晰 。 日头 底下 无新事 ， 人类 所蹈践 的 每 一桩 罪孽 都 已 往返 重复 数千年 。 爱恋 的 男女 彼此 背叛 ， 精明 的 君王 沦于 昏庸 ， 忠诚 的 仆人 变得 诡诈 ， 没 人 觉得 像是 肥皂剧 的 重播 么 ？ 唯一 不变 的 是 人类 彼此 仇恨 。 人类 永远 贪婪 。 直到 神 的 独生子 ， 耶稣 的 降生 。', '如果 把 现实 理解 成 一场 历史 遗留 的 战争 ， 可否 这样 想 ， 是 撒旦 与 上帝 之战 ， 撒旦 将 上帝 打入 凡间 ， 并且 早已 把 人类 驯化 为 自己 的 军队 ， 而 上帝 终将 撒旦 打入 地狱 永世 不得 超生 ， 尽管 上帝 努力 的 教化 人类 ， 但是 撒旦 的 恶咒 还是 让 人长 出 了 獠牙 并且 伸向 上帝 ， 当今社会 灾难 频发 ， 人性 泯灭 ， 信仰 极度 匮乏 人类 正 走向 灭亡 。', '妇人 死 后来 到 天堂 ， 法官 问 ： 你 是 谁 ？ 妇人 ： 我 是 市长 妻子 。 法官 ： 我 没 问 你 的 丈夫 。 妇人 ： 我 是 教师 。 法官 ： 我 没 问 你 的 职业 。 妇人 ： 我 是 一名 基督教 信徒 。 法官 ： 我 没 问 你 的 宗教信仰 。 妇人 无论 怎么 回答 ， 总是 不能 回答 法官 的 问题 。 ― ―   世人 多 是 如此 ， 总 想 证明 自我 的 价值 ， 却 遗忘 了 自己 本身 。']"
