text,lang,post_id,source,tokenized_text,topic
@pastorlocke maybe you should get your head out of your wifes pussy for a second and come to reality and see that some things u say are not true and need to get your facts straight you bible thumping dumb fuck take your bible and shove it up your candy ass prick,en,train,Messuring,@pastorlocke maybe you should get your head out of your wifes pussy for a second and come to reality and see that some things u say are not true and need to get your facts straight you bible thumping dumb fuck take your bible and shove it up your candy ass prick,36
"Wow, if this the voice of reason, God help us all. 

""Sullivan, were he to give a damn about the people he supposedly represents, should have been the deciding vote against the bill. But not Sullivan. He votes the Republican party line every single time."" 
Think he might represent Republicans? I'd say so, by the way he votes. 

No matter how you spin this Shannyn, there have been more than 50,000,000 American lives ended by abortion since Roe V. Wade - and Planned Parenthood is the nation's largest abortion provider at more than 1/3 of a million abortions per year, mostly from poor and ethnic mothers. From eugenics origins at that : Margaret Sanger.

Federal funding supports abortion every time is goes to an abortion clinic due to these funds supporting ""other services"" and freeing other revenues for direct abortion support. You don't need a degree in economics to get this basic fact.

A war on women you say? How about the war on humanity that you so blithely celebrate and defend?",en,5083538,Jigsaw,"wow, if this the voice of reason, god help us all. 

""sullivan, were he to give a damn about the people he supposedly represents, should have been the deciding vote against the bill. but not sullivan. he votes the republican party line every single time."" 
think he might represent republicans? i'd say so, by the way he votes. 

no matter how you spin this shannyn, there have been more than 50,000,000 american lives ended by abortion since roe v. wade - and planned parenthood is the nation's largest abortion provider at more than 1/3 of a million abortions per year, mostly from poor and ethnic mothers. from eugenics origins at that : margaret sanger.

federal funding supports abortion every time is goes to an abortion clinic due to these funds supporting ""other services"" and freeing other revenues for direct abortion support. you don't need a degree in economics to get this basic fact.

a war on women you say? how about the war on humanity that you so blithely celebrate and defend?",-1
"Humanism provides that we live our lives humanly, not on the basis of license. As for the demands of the Gospel, there are some very big ones as far as abandoning riches or at least detatching from them. There is certainly no demand we become obsessed with sexual immorality as the key to our salvation. The Gospel demands we love others perfectly as the father loves them. That would include making sure your employees children have the same standard of living as your own children. I would rather people be obsessed with that. I assure you, no employee will have an abortion if that rule is applied.",en,6110284,Jigsaw,"humanism provides that we live our lives humanly, not on the basis of license. as for the demands of the gospel, there are some very big ones as far as abandoning riches or at least detatching from them. there is certainly no demand we become obsessed with sexual immorality as the key to our salvation. the gospel demands we love others perfectly as the father loves them. that would include making sure your employees children have the same standard of living as your own children. i would rather people be obsessed with that. i assure you, no employee will have an abortion if that rule is applied.",-1
"What an odd interpretation of Scripture.  Does a pregnancy cause a women's thighs to ""rot""? Glad you're not a doctor or a priest.",en,5271708,Jigsaw,"what an odd interpretation of scripture.  does a pregnancy cause a women's thighs to ""rot""? glad you're not a doctor or a priest.",10
"Unfortunately, this is a common pattern with this particular poster.  Generally, he shows up in any article addressing women and the church or the church's past and ongoing support for child abusing clergy, then seeks to lead the conversation off on a tangent, drawing as much attention to himself as possible.  It's not very christian, but for some the devotion to the institution is more important than any particular code of conduct.  Based upon the behavior of many bishops and not a few popes, this is acceptable for catholics.  Jesus's instructions about conduct are only used to criticize other posters, but may be completely ignored by the pro-institution poster.",en,5999183,Jigsaw,"unfortunately, this is a common pattern with this particular poster.  generally, he shows up in any article addressing women and the church or the church's past and ongoing support for child abusing clergy, then seeks to lead the conversation off on a tangent, drawing as much attention to himself as possible.  it's not very christian, but for some the devotion to the institution is more important than any particular code of conduct.  based upon the behavior of many bishops and not a few popes, this is acceptable for catholics.  jesus's instructions about conduct are only used to criticize other posters, but may be completely ignored by the pro-institution poster.",3
"I'll start praying for your successful surgery and easy recovery now, Anon.  My understanding is that these types of surgeries are now so much easier and far more successful than they were even a few years ago.  I wonder if you'll set off the airport metal detectors afterwards?  My parents were very active in a couple of Church-sponsored faith movements, such as poverty, ministry to mentally disabled Catholics, and a hunger program at a local Church that fed thousands.  It was that work of my parents (and they took their kids with them on these missions) that set my path in both religious life and in human services/sciences, so I really and deeply honor your same efforts as it is all so very close to me.  Be well, and know that you are in my prayers.  Many blessings and much love to you.",en,580423,Jigsaw,"i'll start praying for your successful surgery and easy recovery now, anon.  my understanding is that these types of surgeries are now so much easier and far more successful than they were even a few years ago.  i wonder if you'll set off the airport metal detectors afterwards?  my parents were very active in a couple of church-sponsored faith movements, such as poverty, ministry to mentally disabled catholics, and a hunger program at a local church that fed thousands.  it was that work of my parents (and they took their kids with them on these missions) that set my path in both religious life and in human services/sciences, so i really and deeply honor your same efforts as it is all so very close to me.  be well, and know that you are in my prayers.  many blessings and much love to you.",-1
"Again and again environmental activists wrap themselves in a cloak they call ""science"".  While doing so, they mix their data set origins, and even ""adjust"" the data itself so as to support a pre-determined conclusion. The underlying assumption is that climate change is primarily anthropogenic, and this must not be challenged.   Any contrary data are ignored, explained away, or ""adjusted"".  Scepticism is not tolerated.  

This behaviour is, in fact, profoundly unscientific.  Science does not massage the facts, but looks for better ways to explain them.  It questions what we think are facts.  The environmental movement behaves more like a religion.  

Those of us who question the science find ourselves referred to as ""deniers"", an odious reference to deniers of the historical fact of the holocaust.  This has the same effect as the epithet, ""heretic"", five centuries ago.

Professor Homer-Dixon's moralizing does not convince me of the truth of his underlying assumptions.",en,779740,Jigsaw,"again and again environmental activists wrap themselves in a cloak they call ""science"".  while doing so, they mix their data set origins, and even ""adjust"" the data itself so as to support a pre-determined conclusion. the underlying assumption is that climate change is primarily anthropogenic, and this must not be challenged.   any contrary data are ignored, explained away, or ""adjusted"".  scepticism is not tolerated.  

this behaviour is, in fact, profoundly unscientific.  science does not massage the facts, but looks for better ways to explain them.  it questions what we think are facts.  the environmental movement behaves more like a religion.  

those of us who question the science find ourselves referred to as ""deniers"", an odious reference to deniers of the historical fact of the holocaust.  this has the same effect as the epithet, ""heretic"", five centuries ago.

professor homer-dixon's moralizing does not convince me of the truth of his underlying assumptions.",43
"If you can point to where in Scripture it that says public accommodations must be segregated by skin color, this would be a valid point. This is appropriating the struggles of African Americans to force cake makers who take the Bible seriously to celebrate gay weddings.",en,509664,Jigsaw,"if you can point to where in scripture it that says public accommodations must be segregated by skin color, this would be a valid point. this is appropriating the struggles of african americans to force cake makers who take the bible seriously to celebrate gay weddings.",44
"The call by the Association of Catholic Priests follows a public statement by one of association’s leadership team, parish priest Fr. Roy Donovan, who warned Aug. 9 that introducing permanent deacons without women is “extending patriarchy.”

Quite right!  I salute these priest for their wisdom and courage.",en,5900765,Jigsaw,"the call by the association of catholic priests follows a public statement by one of association’s leadership team, parish priest fr. roy donovan, who warned aug. 9 that introducing permanent deacons without women is “extending patriarchy.”

quite right!  i salute these priest for their wisdom and courage.",20
"The clergy blaspheme the Holy Pulpit; exploiting its high dignity; ....communists 'preaching' high treason against the Nations, the sedition of globalism.  These have transformed themselves into evil POLITICIANS and have made themselves fair-game for ridicule.  The vatican has become hillary clinton wrapped in a cassock; ....many authentic catholics now refer to jorge bergoglio as 'the vicar of george soros'.  Even EWTN is beginning to anticipate a schism, and no Christian is going to be following team bergoglio ['the forces of evil'] headlong into this apostasy. [why hasn't this apostate vatican defrocked 'fr' tony flannery?  ..maybe because he is spiritual-brother to this 'pope'; even now denying the Resurrection while, professing the essential things like climate change!]",en,5388801,Jigsaw,"the clergy blaspheme the holy pulpit; exploiting its high dignity; ....communists 'preaching' high treason against the nations, the sedition of globalism.  these have transformed themselves into evil politicians and have made themselves fair-game for ridicule.  the vatican has become hillary clinton wrapped in a cassock; ....many authentic catholics now refer to jorge bergoglio as 'the vicar of george soros'.  even ewtn is beginning to anticipate a schism, and no christian is going to be following team bergoglio ['the forces of evil'] headlong into this apostasy. [why hasn't this apostate vatican defrocked 'fr' tony flannery?  ..maybe because he is spiritual-brother to this 'pope'; even now denying the resurrection while, professing the essential things like climate change!]",0
"And Christianity uses snakes in their sermons. Thus, you must wonder why you didn't see any snakes in church this past Sunday. See if you can figure out why.",en,6273881,Jigsaw,"and christianity uses snakes in their sermons. thus, you must wonder why you didn't see any snakes in church this past sunday. see if you can figure out why.",42
"Meeting God upon death need not mean damnation by Him.  That's only if you have spent your entire life apart from him or her.  However, with that relationship with Jesus, He is merciful and will LOVE him/her more than any person has.  All deeds of mercy are not applicable unless the heart has been changed by God.  Thus, God will condemn the ones who do not believe in Him.",en,5646303,Jigsaw,"meeting god upon death need not mean damnation by him.  that's only if you have spent your entire life apart from him or her.  however, with that relationship with jesus, he is merciful and will love him/her more than any person has.  all deeds of mercy are not applicable unless the heart has been changed by god.  thus, god will condemn the ones who do not believe in him.",22
"You sound like you have not experienced the Holy Mary’s apparition personally.
Do you want to limit Catholic faith to what your little brain can comprehend?
Is there anyone who knows everything about God or his spirits movement among us? 
 
What exactly do you gain spiritually by your bad mouthing here?
Is your spiritual devotion walking on your Treadmill?

How do you know what people experience by walking on their knee?
Do you know how God’s spirit will respond to their devotions/penances?
Jesus’s passion does not exactly make sense in our logical mind, does it?
 
If you have your ways to love God and your neighbor, follow it without try to hide the sun with the palm of your hand for everyone else!",en,5080130,Jigsaw,"you sound like you have not experienced the holy mary’s apparition personally.
do you want to limit catholic faith to what your little brain can comprehend?
is there anyone who knows everything about god or his spirits movement among us? 
 
what exactly do you gain spiritually by your bad mouthing here?
is your spiritual devotion walking on your treadmill?

how do you know what people experience by walking on their knee?
do you know how god’s spirit will respond to their devotions/penances?
jesus’s passion does not exactly make sense in our logical mind, does it?
 
if you have your ways to love god and your neighbor, follow it without try to hide the sun with the palm of your hand for everyone else!",-1
"i lived in pohnpei in the early 60s and there was one catholic and one new england protestant church on the island. five years later there were seven day, jehovah, mormon, baptist, unitarian and three or four others all fighting for a slice of the pie. it seemed that whichever church had the best bbq or singing group on friday got the largest crowd. it also began animosity that wasn't present before. one island, kosrae, has introduced ordinances to ban any religion not based on christianity. all these religions target poor, contented, isolated areas because they dont want to confront the reality of inner cities worldwide. it is reported that the mormon church spends less than two percent of its seven billion in tithes income on helping poor, non mormons. hawaii has about a thousand or so churches with six hundred thousand people claiming a relationship with the christian faith, and seven or eight thousand homeless. go figure.",en,959882,Jigsaw,"i lived in pohnpei in the early 60s and there was one catholic and one new england protestant church on the island. five years later there were seven day, jehovah, mormon, baptist, unitarian and three or four others all fighting for a slice of the pie. it seemed that whichever church had the best bbq or singing group on friday got the largest crowd. it also began animosity that wasn't present before. one island, kosrae, has introduced ordinances to ban any religion not based on christianity. all these religions target poor, contented, isolated areas because they dont want to confront the reality of inner cities worldwide. it is reported that the mormon church spends less than two percent of its seven billion in tithes income on helping poor, non mormons. hawaii has about a thousand or so churches with six hundred thousand people claiming a relationship with the christian faith, and seven or eight thousand homeless. go figure.",19
"Thank you, Sheila. Notice please how all the victims' organizations (most branches of SNAP) are led by active Catholics and women. When 80% of all victims are male.Most of the victims I've met are no longer Catholics and as far as women victims leading us. I support women's leadeship in all matters but odds-wise this is neigh on impossible. Why would the scam choose women to lead ? 2 very good reasons to heterosexualize the abuse and to appear liberal to liberal Catholics when neither are true. SNAP has aimed victims away from seeking compensation. That's what Doyle had planned since the '80's. Doyle's banishment by the church was a fraud to give him credence. I have all the documents that when seen would warrant a real investigation but NCR won't even look. Meanwhile victims rot as SNAP implodes, as it was always intended to do, leaving victims smeared as fraudulant claiments and SNAP being sued by priests for libel. If you have any connecions who would help bring this to light. Do.",en,1070748,Jigsaw,"thank you, sheila. notice please how all the victims' organizations (most branches of snap) are led by active catholics and women. when 80% of all victims are male.most of the victims i've met are no longer catholics and as far as women victims leading us. i support women's leadeship in all matters but odds-wise this is neigh on impossible. why would the scam choose women to lead ? 2 very good reasons to heterosexualize the abuse and to appear liberal to liberal catholics when neither are true. snap has aimed victims away from seeking compensation. that's what doyle had planned since the '80's. doyle's banishment by the church was a fraud to give him credence. i have all the documents that when seen would warrant a real investigation but ncr won't even look. meanwhile victims rot as snap implodes, as it was always intended to do, leaving victims smeared as fraudulant claiments and snap being sued by priests for libel. if you have any connecions who would help bring this to light. do.",-1
"Fact-check:

The building housing the Supreme Court does not have the 10 Commandments on its front: http://www.snopes.com/politics/religion/capital.asp

Congress does not and cannot call only Christian invocations before every session: ""The first rabbi...delivered an invocation in 1860 wearing a tallit and a yarmulke. He included the priestly blessing in his text. He was invited again although the Episcopal Church viewed his participation as an insult to Christianity. A Muslim imam was first given the honor in 1991 and a Hindu priest in 2000. Rabbis were invited to open a House of Representatives session seven times during the 112th Congress. ""

Deists are not the same thing as Christians: https://en.wikipedia.org/wiki/Deism

Please utilize Google, it is your friend.",en,437714,Jigsaw,"fact-check:

the building housing the supreme court does not have the 10 commandments on its front: http://www.snopes.com/politics/religion/capital.asp

congress does not and cannot call only christian invocations before every session: ""the first rabbi...delivered an invocation in 1860 wearing a tallit and a yarmulke. he included the priestly blessing in his text. he was invited again although the episcopal church viewed his participation as an insult to christianity. a muslim imam was first given the honor in 1991 and a hindu priest in 2000. rabbis were invited to open a house of representatives session seven times during the 112th congress. ""

deists are not the same thing as christians: https://en.wikipedia.org/wiki/deism

please utilize google, it is your friend.",44
"The Christians who have cast their lot with Donald Trump have made a Faustian bargain with the Devil, and it will surely come back to haunt them. Trump is a Christian in name only, and the Christians who lavished him with their votes and continue to lavish him with their support would realize this if only they would open their eyes and ears to the truth that he's a complete charlatan. But that will never happen in their hermetically-sealed echo chamber. And so they will continue to delude themselves as they willfully cast a blind eye on his abuses of power, his utter disdain for the poor and needy whom Jesus championed, his blatant favoritism for his own billionaire class over everyone else, and of course his demonization of everyone who is not white and Christian. People who actually read the Gospels have no problem figuring out what Jesus Christ would make of Donald Trump, which makes me wonder if these Trump-supporting Christians are reading from a completely different book.",en,5258036,Jigsaw,"the christians who have cast their lot with donald trump have made a faustian bargain with the devil, and it will surely come back to haunt them. trump is a christian in name only, and the christians who lavished him with their votes and continue to lavish him with their support would realize this if only they would open their eyes and ears to the truth that he's a complete charlatan. but that will never happen in their hermetically-sealed echo chamber. and so they will continue to delude themselves as they willfully cast a blind eye on his abuses of power, his utter disdain for the poor and needy whom jesus championed, his blatant favoritism for his own billionaire class over everyone else, and of course his demonization of everyone who is not white and christian. people who actually read the gospels have no problem figuring out what jesus christ would make of donald trump, which makes me wonder if these trump-supporting christians are reading from a completely different book.",1
"@william. That's exactly my point. All conferences have the necessary resources based on my own experience to teach Christ in a thoughtful and immersive way. I think at times we abuse such resources and try to compete against other churches in way way to best each other to prove who has what and who is doing what when in all actuality, those same churches have to at least help each other and or assist in progressing closer to Christ. The article suggest a #whysowhite hashtag in a way to bring into focus what ""some"" consider major setbacks withing the Adventist Church. To me, that's actually taking focus away from the churches objective. I live in Florida and I can tell the difference between the Southeastern conference and the Florida conference. It even gets to a point where people call those conferences the black and white conference respectively. However, God isn't concerned about makeup and or structure model of said conferences. Are we saving/winning souls for Christ?",en,492952,Jigsaw,"@william. that's exactly my point. all conferences have the necessary resources based on my own experience to teach christ in a thoughtful and immersive way. i think at times we abuse such resources and try to compete against other churches in way way to best each other to prove who has what and who is doing what when in all actuality, those same churches have to at least help each other and or assist in progressing closer to christ. the article suggest a #whysowhite hashtag in a way to bring into focus what ""some"" consider major setbacks withing the adventist church. to me, that's actually taking focus away from the churches objective. i live in florida and i can tell the difference between the southeastern conference and the florida conference. it even gets to a point where people call those conferences the black and white conference respectively. however, god isn't concerned about makeup and or structure model of said conferences. are we saving/winning souls for christ?",-1
"Yea, Pope Francis!
Nothing happens except for communication, whether at the interpersonal, social level, or at the quantum-electric. Informed consciousness enables trustful communication; committed conscience compels truthful (trustworthy) communication.
Communication is by way of 'Word', the initial agency toward becoming godlike. 
Surely it is appropriate that 'we the people' expect trustful communication from and with our institutions!(?) Especially Church! (?)",en,581723,Jigsaw,"yea, pope francis!
nothing happens except for communication, whether at the interpersonal, social level, or at the quantum-electric. informed consciousness enables trustful communication; committed conscience compels truthful (trustworthy) communication.
communication is by way of 'word', the initial agency toward becoming godlike. 
surely it is appropriate that 'we the people' expect trustful communication from and with our institutions!(?) especially church! (?)",0
"Technically in the sense that there is no resurrection without the cross. But it is rarely referred to that way. The Orthodox Liturgy is about what hasn't even happened yet--the transfigured world. This is the entire meaning of iconography, to make the unseen real, and why it is part of our theology, not just pretty pictures. When you receive communion, you are receiving the transfigured Christ. Some people may argue the finer points and there may be some variation from region to region but it has been said many times about the two liturgies--one seems forever centred on Calvary; the other on Pascha. 

There is some parting of ways on the whole notion of atonement too, mostly a reaction to Anselm, but then, there are some Orthodox thinkers who think Anselm's ideas are correct. One thing for certain: you will always get lots of disagreement within the Orthodox church.",en,567031,Jigsaw,"technically in the sense that there is no resurrection without the cross. but it is rarely referred to that way. the orthodox liturgy is about what hasn't even happened yet--the transfigured world. this is the entire meaning of iconography, to make the unseen real, and why it is part of our theology, not just pretty pictures. when you receive communion, you are receiving the transfigured christ. some people may argue the finer points and there may be some variation from region to region but it has been said many times about the two liturgies--one seems forever centred on calvary; the other on pascha. 

there is some parting of ways on the whole notion of atonement too, mostly a reaction to anselm, but then, there are some orthodox thinkers who think anselm's ideas are correct. one thing for certain: you will always get lots of disagreement within the orthodox church.",0
"“Soft sounding parts of Christianity”?

Patience, kindness, never puffed up. These are not easy things. St Paul describes patience in what you quoted. You are only making my point with those quotes, unless you think Paul is extolling stoic indifference instead of passionate commitment to Christ.

Of course, I only quoted the parts of I Cor 13 that actually refuted your point, so I did not talk about about patience and kindness. I didn’t know I could just drift off to another topic and pretend you disagree with me on the Eucharist? What was this last note about?",en,6109158,Jigsaw,"“soft sounding parts of christianity”?

patience, kindness, never puffed up. these are not easy things. st paul describes patience in what you quoted. you are only making my point with those quotes, unless you think paul is extolling stoic indifference instead of passionate commitment to christ.

of course, i only quoted the parts of i cor 13 that actually refuted your point, so i did not talk about about patience and kindness. i didn’t know i could just drift off to another topic and pretend you disagree with me on the eucharist? what was this last note about?",0
"Jesus, being God had no need to do a chemical analysis of the bread and wine He used.",en,5572457,Jigsaw,"jesus, being god had no need to do a chemical analysis of the bread and wine he used.",5
"Love bears fruit, even if not children. How we know nature has changed because we talk about it differently. You are free to use the old language but the world is moving on. It is up to the Church to try and keep up. If it does not, it loses souls. Remember what Paul said about being all things to all people for the sake of the Gospel? It applies here.",en,5974791,Jigsaw,"love bears fruit, even if not children. how we know nature has changed because we talk about it differently. you are free to use the old language but the world is moving on. it is up to the church to try and keep up. if it does not, it loses souls. remember what paul said about being all things to all people for the sake of the gospel? it applies here.",0
Well.  At least they aren't hiding Pell in the Vatican.,en,5496683,Jigsaw,well.  at least they aren't hiding pell in the vatican.,-1
"Um, actually it has EVERYTHING to do with it.

You see, women exercise motherhood.  Pregnancy is the quintessential aspect of being a mother.  It is true that not every women can or will become pregnant.   Getting pregnant however is part of the female nature.  It is not part of the male nature.  This is because males exercise fatherhood, not motherhood.

Women cannot be priests because of what the priesthood is at it's core: Fatherhood.  You will notice that many of the debates about women's ordination are as much about what the priesthood is as who can exercise it.  It is not a coincidence that those who support women's ordination also tend to take a very Protestant notion in their theology of ministry.  The idea that ordination isn't a Sacrament but just a formal commissioning of someone specially trained in theology to represent and act on behalf of the congregation.  Indeed--if that is all the priesthood was, there is no reason women cannot get ordained.",en,738868,Jigsaw,"um, actually it has everything to do with it.

you see, women exercise motherhood.  pregnancy is the quintessential aspect of being a mother.  it is true that not every women can or will become pregnant.   getting pregnant however is part of the female nature.  it is not part of the male nature.  this is because males exercise fatherhood, not motherhood.

women cannot be priests because of what the priesthood is at it's core: fatherhood.  you will notice that many of the debates about women's ordination are as much about what the priesthood is as who can exercise it.  it is not a coincidence that those who support women's ordination also tend to take a very protestant notion in their theology of ministry.  the idea that ordination isn't a sacrament but just a formal commissioning of someone specially trained in theology to represent and act on behalf of the congregation.  indeed--if that is all the priesthood was, there is no reason women cannot get ordained.",20
"Creating that environment is even more necessary in the wake of the “so-called Trump effect” on racial justice and equality, said Fr. Bryan Massingale, professor of theology at Fordham University and author of Racial Injustice and the Catholic Church. In this “moment of stark clarity” Massingale called for the creation of a “powerful, robust vision” that would enable Catholic colleges to present “who we are and what we believe.”

Fr. Bryan is one of the leaders of the future for the Catholic Church in America.  Hopefully he will be the first African-American cardinal.",en,941692,Jigsaw,"creating that environment is even more necessary in the wake of the “so-called trump effect” on racial justice and equality, said fr. bryan massingale, professor of theology at fordham university and author of racial injustice and the catholic church. in this “moment of stark clarity” massingale called for the creation of a “powerful, robust vision” that would enable catholic colleges to present “who we are and what we believe.”

fr. bryan is one of the leaders of the future for the catholic church in america.  hopefully he will be the first african-american cardinal.",3
"The Church is not the foundation of our lives. At least it shouldn't be. Family is more foundational than Church, and a personal relationship with God even more so.

The true foundation is Christ, as we are reminded in Matthew 7:24-27. The Church serves to facilitate our relationship with him, not to supplant it.",en,5499576,Jigsaw,"the church is not the foundation of our lives. at least it shouldn't be. family is more foundational than church, and a personal relationship with god even more so.

the true foundation is christ, as we are reminded in matthew 7:24-27. the church serves to facilitate our relationship with him, not to supplant it.",-1
"He who sits in the heavens laughs; the Lord holds them in derision. Then he will speak to them in his wrath, and terrify them in his fury, saying, “As for me, I have set my King on Zion, my holy hill.”

I will tell of the decree: The Lord said to me, “You are my Son; today I have begotten you. Ask of me, and I will make the nations your heritage, and the ends of the earth your possession. You shall break them with a rod of iron and dash them in pieces like a potter’s vessel.”

Psalm 2:4-9",en,5609873,Jigsaw,"he who sits in the heavens laughs; the lord holds them in derision. then he will speak to them in his wrath, and terrify them in his fury, saying, “as for me, i have set my king on zion, my holy hill.”

i will tell of the decree: the lord said to me, “you are my son; today i have begotten you. ask of me, and i will make the nations your heritage, and the ends of the earth your possession. you shall break them with a rod of iron and dash them in pieces like a potter’s vessel.”

psalm 2:4-9",24
"Trid, please read this explanation from an excellent source:

""In this [Orthodox] Church, there is no authorized listing of all the truths on faith and morals in a formulated system, nor an official catechism which encompasses all the truths. The Church leaves teachers and thinkers of theology free to constantly study and present the existing truths of the revealed Word to cope with human needs and circumstances. Orthodox theologians are free to further study various subjects in greater depths, achieving a greater perspective from which to interpret the truths of the Church for the steadfastness of the faithful.""
http://www.goarch.org/ourfaith

I hope this clarifies things for you.",en,510578,Jigsaw,"trid, please read this explanation from an excellent source:

""in this [orthodox] church, there is no authorized listing of all the truths on faith and morals in a formulated system, nor an official catechism which encompasses all the truths. the church leaves teachers and thinkers of theology free to constantly study and present the existing truths of the revealed word to cope with human needs and circumstances. orthodox theologians are free to further study various subjects in greater depths, achieving a greater perspective from which to interpret the truths of the church for the steadfastness of the faithful.""
http://www.goarch.org/ourfaith

i hope this clarifies things for you.",0
"The legitimacy of the church isn't as important as the legitimacy of the rite. Baptism, in the name of the Triune God is the issue. Similarly, most folks might not balk at a Church of Christ baptism, even though they're fully Pelagian. I think if one is truly concerned, they should speak to their elders/pastor about it and seek rebaptism, but so long as they understand what baptism is/isn't.",en,train,Messuring,"the legitimacy of the church isn't as important as the legitimacy of the rite. baptism, in the name of the triune god is the issue. similarly, most folks might not balk at a church of christ baptism, even though they're fully pelagian. i think if one is truly concerned, they should speak to their elders/pastor about it and seek rebaptism, but so long as they understand what baptism is/isn't.",0
"I think RCIC (Roman Catholic Institutional Church) is already too big for  mere men to serve instead lord over the people and it's corruptions.
Instead perhaps open the door to anyone who wish to experience the worship services and it's teachings.  
In human family, if ten children lives, there will be ten different relationships flourish between parent and children.  
I shutter at the thought if RCIC gets any bigger, what Vatican will try to force on people!!!!!!!  
They probably force scheduled open clergy sex abuse of children sessions!
The way it is Vatican should be closed for it's open unethical practices and their corruptions!!!!!
God have mercy on us!",en,5352690,Jigsaw,"i think rcic (roman catholic institutional church) is already too big for  mere men to serve instead lord over the people and it's corruptions.
instead perhaps open the door to anyone who wish to experience the worship services and it's teachings.  
in human family, if ten children lives, there will be ten different relationships flourish between parent and children.  
i shutter at the thought if rcic gets any bigger, what vatican will try to force on people!!!!!!!  
they probably force scheduled open clergy sex abuse of children sessions!
the way it is vatican should be closed for it's open unethical practices and their corruptions!!!!!
god have mercy on us!",20
"There are quite a few 'tells' that indicate you biblical familiarization is about as extensive as your desire to have Biblical familiarization in the first place, but suffice to say Christians look at Christ, his teachings, and the Judeo-Christian paradigm as the basis for everything from our moral compass to where our human rights and liberty are derived in the first place (a.k.a., all our Founding Fathers).",en,6230056,Jigsaw,"there are quite a few 'tells' that indicate you biblical familiarization is about as extensive as your desire to have biblical familiarization in the first place, but suffice to say christians look at christ, his teachings, and the judeo-christian paradigm as the basis for everything from our moral compass to where our human rights and liberty are derived in the first place (a.k.a., all our founding fathers).",5
"@boozemunkee @corvuscorxx Catholic guilt , My MOM did as well . Explains , so much 🤪🤪",en,train,Messuring,"@boozemunkee @corvuscorxx catholic guilt , my mom did as well . explains , so much 🤪🤪",36
"rangerMC, i dont need your prayers but tks. your faith is great and it helps you, that's wonderful. just because you believe it doesn't make it the truth. stop trying to pass laws protecting your belief, while making the rest of us live under them. your bible doesn't pertain to me at all so please stop thinking it does. oh, maybe you can tell me why 600,000 professed christians in hawaii can't take care of 8000 homeless people. have a great day at the beach.",en,5561960,Jigsaw,"rangermc, i dont need your prayers but tks. your faith is great and it helps you, that's wonderful. just because you believe it doesn't make it the truth. stop trying to pass laws protecting your belief, while making the rest of us live under them. your bible doesn't pertain to me at all so please stop thinking it does. oh, maybe you can tell me why 600,000 professed christians in hawaii can't take care of 8000 homeless people. have a great day at the beach.",-1
Exclusion instigates violence. We do violence to ourselves by creating walls of exclusion - even if they are 'only' mental walls - this applies also and especially to male-exclusive 'confecting' of Eucharist. Women and nations are victims of male exclusionary violence. Enough already! http://www.evolution101.org/2000%20A%20SUMMARY%20PREVISION%20toward%20Global%20Revitalization.pdf,en,721989,Jigsaw,exclusion instigates violence. we do violence to ourselves by creating walls of exclusion - even if they are 'only' mental walls - this applies also and especially to male-exclusive 'confecting' of eucharist. women and nations are victims of male exclusionary violence. enough already! http://www.evolution101.org/2000%20a%20summary%20prevision%20toward%20global%20revitalization.pdf,20
"The conclusion that the sacraments are effective “ex opere operato” (from the work worked) was one of the results of the Church’s dealing with the Donatists.

Caecilian noted that  ""the validity of the sacraments and of other such acts cannot be made to depend on the worthiness of the one administering them, for in that case all Christians would be in constant doubt regarding the validity of their own baptism or of the communion of which they had partaken.""

The Church concluded that the efficacy of the sacrament is a result, not of the holiness of a priest or minister, but rather of Christ Himself who is the Author of each sacrament. The priest or minister acts in persona Christi (in the person of Christ), even if in a state of mortal sin.

The principle affirms that while a proper disposition is necessary to exercise the efficacious grace in the sacraments, it is not the cause of the sufficient grace.",en,829600,Jigsaw,"the conclusion that the sacraments are effective “ex opere operato” (from the work worked) was one of the results of the church’s dealing with the donatists.

caecilian noted that  ""the validity of the sacraments and of other such acts cannot be made to depend on the worthiness of the one administering them, for in that case all christians would be in constant doubt regarding the validity of their own baptism or of the communion of which they had partaken.""

the church concluded that the efficacy of the sacrament is a result, not of the holiness of a priest or minister, but rather of christ himself who is the author of each sacrament. the priest or minister acts in persona christi (in the person of christ), even if in a state of mortal sin.

the principle affirms that while a proper disposition is necessary to exercise the efficacious grace in the sacraments, it is not the cause of the sufficient grace.",0
"Isn't it clear? The Institutional Roman Catholic church wants to rid itself of gay people.  I don't know why gay people, their friends, families, and co-workers, choose to remain in what is an abusive relationship.",en,680667,Jigsaw,"isn't it clear? the institutional roman catholic church wants to rid itself of gay people.  i don't know why gay people, their friends, families, and co-workers, choose to remain in what is an abusive relationship.",3
Bravo Mr Pauw!!     Your book is No. 1 on my Christmas wish list. Nolite te bastardes carborundorum.,en,6289397,Jigsaw,bravo mr pauw!!     your book is no. 1 on my christmas wish list. nolite te bastardes carborundorum.,-1
Greetings......Being a Christian I cannot really in all good conscience feel that voting for either Clinton or Trump is morally ethical. Clinton is not a  caring progressive as she says....but a Pro Choice Republican and Trump is off the charts as a greedy Narcisstic Fascist,en,519093,Jigsaw,greetings......being a christian i cannot really in all good conscience feel that voting for either clinton or trump is morally ethical. clinton is not a  caring progressive as she says....but a pro choice republican and trump is off the charts as a greedy narcisstic fascist,1
