response,source,text
"教皇が言ってる「段階主義」とかいう聞こえのいい言葉、要するにこういうことでしょ。「戒律ってのは絶対的な命令じゃなくて、まあ努力目標みたいなもんだ」って。

そりゃまあ、「聖性を目指せ」と言われても、誰だって途中でコケる。この世を旅する巡礼者として一歩ずつ進むしかない、って意味なら分かるよ。

でもな、「汝、殺すなかれ」みたいな絶対的な道徳律にそれを当てはめるのは、教会自身がずっと否定してきた話じゃねえか。当たり前だろ。命令は「なるべく誰も殺さないように頑張りましょう」じゃないんだよ。キリストが「不倫しないように努力してみてね」なんて言ったか？

だから人間は罪を犯すもんだから、ゆるしの秘跡がある。教会を通じて神はいつだって慈悲を与える、と。

あんたのその理屈は、その大前提を根底からぶっ壊してるんだよ。教皇の言い分だと、悔い改めなんて不要で、罪を犯し続けてもOK。それなのに、教会との一致とか恵みの状態（笑）を示すための秘跡は受けられる、ってことになる。不完全だろうが何だろうが関係ない、と。

結局、根本的な問いには何一つ答えてないんだよな。",llm,
"イエス本人の言動は別にどうでもいい。問題なのは、その教えを自分勝手に解釈して他人を裁くことしか能がない信者ども。あいつらの理屈は根本的に腐ってる。

神が誰を愛そうが許そうが、なんでお前らが口を挟むんだよ。人間なんて全員罪人だろうが。",llm,
"で、続きだが…こういう手合いにとって「慈悲」なんつー概念は、そりゃ理解不能だろうな。
罪人が気持ちよくなるために、神の「不変の法」（笑）とやらを無視する行為、それが慈悲だろ？ってか？
「法によればお前は生まれながらの悪だ」と断罪されても、それでも愛そうとしたり、祈ろうとしたり…そういう健気な努力なんざ、連中にはどうでもいいんだよ。
ゲイだろうがバツイチだろうが、そいつらが周りの人間を幸せにしてるかなんて関係ない。女が本当に優れた指導者や導き手かなんて、知ったこっちゃない。
この俺が日々罪深いことを知りながら、それでも神が示してくださる慈悲なんて、なおさらだ。

全部どうでもいい。大事なのは、揺るぎない「法」とやらと、それを盾に「神はそんなお前を愛せない。神は『俺』が教えるやり方でしかお前を愛さない。なぜなら神が（不変の真理として）この『俺』にそう啓示したからだ」と他人に説教垂れることだけ。

「普遍」を名乗る教会が、その「法」で人を切り捨てるなら、俺は信仰の名においてその法を疑うね。
どうせ誰もが罪人なんだから、人が人を愛するなら、俺はそっちを支持する。

だって、俺はそうやってカトリックとして育てられたんでな。",llm,
"まず大前提として、「罪」と「個人の責任」をごっちゃにしてる時点で話にならん。

人間の良心にはな、自分が勝手に決めたんでもない、絶対に従うべき「掟」が刻み込まれてるんだよ。

自分が「これは罪じゃない」って”思ってるだけ”で、それが無罪放免になるワケねーだろ。

その「無知」も結局はお前の自己責任なんだよ。何が正しくて善いことか、本気で知ろうともしない怠慢。罪を犯し続けて、良心がマヒしてる状態。こういう奴は、自分がやらかした悪事の責任から逃れられない。

絶対的な教えを知ろうとしない無知、周りのクズな連中の悪影響、自分の欲望の奴隷になってる惨めさ、『良心は自分だけのもの』っていう勘違いも甚だしい思い上がり、偉大な教えや権威への反発、向上心も慈悲の心もゼロ。

――こういうのが、お前みたいなのが道徳的な判断を誤る元凶なんだよ。",llm,
"「悔い改めの兆しが見られない限り…」
こんなもん、まともな信者ですらドン引きだろ。その言葉の意味と悪意に。
一体何様のつもりで、神の裁きやイエスの慈悲を差し置いて、他人の良心を推し量るのか？内心どうかなんて誰にも分からんっつーの。
キリストの教会は、ルールを守らないとか、お布施が足りないとか、そんなくだらない言い分で信者を門前払いするような選民思想のサークルじゃねえんだよ。
もしこれがキリストの教会だと言うなら、まず罪なき者だけが石を投げろって話だ。自分たちだけの「清く正しい」お花畑の世界で生きてるってんなら、そのルールは誰一人例外なく、自分たちにも平等に適用されなきゃ筋が通らねえだろ。",llm,
へえ、おたくらの教えでは罪人を赦すとかそういう話は一切ないんだ。それなら教会へのそのコメントも筋が通るわな。もし書いてあったらただの特大ブーメランでしかないもんなw,llm,
"そもそもキリスト教徒が安っぽく口にする「慈悲」だの「憐れみ」だの「赦し」だのって、意味わかってんのか？

慈悲が必要なヤツってのは、何かやらかした罪人だろ。
憐れみが必要なヤツってのは、同情されるだけの惨めな負け犬だ。
赦しを乞うってのは、自分が悪かったって白状してるのと同じことだよな。

神の子であるイエス自身は罪を是認したことなんて一度もないはずだが？結局お前らがやってんのは、そういう連中を甘やかしてるだけじゃねえか。根本的に矛盾してんだよ。",llm,
"まあ、公立側の身にもなってみろって話だよな。

みんな忘れてるかもしれんが、そもそもあの地域、例の宗教団体が何年も前に自分らで勝手に学校を閉鎖して撤退したんだろ。だから公立しか機能してなかったわけだ。公立側は学校の統廃合とか、何年もかかる長期計画を立ててた。

そしたら、いきなり何の前触れもなく、一度捨てたくせにあの連中がしゃしゃり出てきて、ピカピカの新校舎を建てやがった。

自分たちの予算も長期計画も、こんな後出しジャンケンで全部メチャクチャにされて、公立側が「はい、そうですか」って喜ぶわけねーだろ。

あの団体や信者の親たちに権利があるとか言うんだろうが、そりゃ抵抗されることくらい覚悟しとけよ。記事にあった「法的に問題になるなんて心外だ」みたいな連中のコメント、マジでウケるわ。本気で言ってんのか？",llm,
"信者でもない親が、規律が厳しいだの、進学率がいいだの、果ては（おぞましいことに）『価値観』が身につくだの言って、子供を宗教系の学校にブチ込んでるらしいじゃん。

あんなカルト施設を潰せとか言う前に、どうやったらあそこまで人間を従順な家畜にできるのか、その洗脳テクニックでも研究した方がよっぽど有益だろｗ",llm,
あのさぁ…宗教系の私立に税金投入されてるの、もしかしてご存知ない感じ？w,llm,
「教育の質がいいから」とか言って子供をミッションスクールに入れる親に限って、いざ入学したら「ウチの子に宗教の授業は受けさせたくない」とか言い出すんだから笑える。学歴とブランドイメージだけが目当てで、学校の根幹にある教えは要らないって、どんだけ虫がいいんだよ。,llm,
もう「宗教法人」とかいう聖域は終わりだろ。税金も払わずに信者からカネを巻き上げて、その上さらに公金で学校運営とか、ふざけてんのか？教育は国民みんなのものであって、特定のカルトが私物化していいわけねーんだよ。,llm,
カトリックだけど、そんな話は初耳なんだが。要は、そのお祈りとやらを子供に強制して、従わないなら学校に来るなってことだろ？そんなくだらんルールのせいで学校選ばなきゃいけないとか、どこの新興宗教だよ。金でも搾り取る気か？大体、世の中そんなにガチガチじゃないっつーの。少しは周り見ろよな。,llm,
"どうせこれも前の政権の負の遺産だろ。連中がまともな私学への助成金を潰したせいで、ちゃんとした教育をしてる学校がどんどん閉校に追い込まれてるんだよ。案の定、この記事は一番肝心なことにはダンマリかよ。

新しい文科大臣には期待したいね。こういう教育理念がしっかりした学校にも、ちゃんと税金が回る仕組みを作ってもらわんと。",llm,
この判例は、例の憲法89条を骨抜きにするための良い前例になるな。ただ、やり方が重要なんだよな。その分の穴埋めは、きっちり地方税とかで増税しないと。自分の子供を宗教系の学校に通わせる連中は、授業料がタダになる代わりに、その分しっかり税金を多く納めるべきだ。あと、教団の幹部どもが金よこせって言うなら、まずその前にコソコソやってる政治活動と手を切るくらいの誠意は見せろって話だ。,llm,
"マーガレット・ウェンテ曰く

「宗教系学校に実害なんてあるわけ？ なのに世俗派の連中は目の敵にしすぎ」

「正直、なんであんなに俗っぽい連中が宗教系の学校、それも公的資金が入ってるような学校にまでヒステリックになるのか理解できない。別にいいじゃん、実害あるわけ？」

「特に統一教会の件以来、宗教アレルギーが酷すぎる。ああいう学校に行ったら、子供がみんな思考停止の狂信者になって、親の金巻き上げて、家族を崩壊させるカルト信者になるとでも思ってるみたいだ。」

「今の日本では、『信教の自由』がいつの間にか『宗教を叩く自由』や『反宗教の自由』になってる。その結果どうなるかなんて、誰も考えちゃいない。」",llm,
"マジでそれな。宗教を盾に税金チューチューしてる学校とかマジで潰すべき。子供を教育するんじゃなくて、時代遅れの教義を刷り込むための洗脳機関なんだから。

そもそも、みんな知らないのか見て見ぬフリしてんのか知らんが、ああいう学校って信者じゃない家庭は平気で門前払いするくせに、国からの補助金はガッツリもらってんだよな。

それに、宗教行事への参加を断った家庭への無言の圧力もエグいらしいじゃん。子供が村八分にされるとか、完全にカルトの手口だろ。こんな歪んだ仕組みはとっとと終わらせるべき。",llm,
税金チューチューしてるカルト団体って、自分らの教義が法律より上とか本気で思ってやがる。公金使うならルール守れ。守れないならとっとと潰れろ。当たり前の話だろ。こっちも納税者として、いちいち狂信者が妄想を押し付けてくんの、マジでうんざりなんだよ。,llm,
"いや、それはよくある言い分だけど、実態は違うでしょ。
公立にも良い学校もあればクソみたいな学校もある。カトリック系だって同じ。いじめなんてどこにでもある。学校の種類なんて関係ない。社会全体の問題なのに、誰も本気で向き合おうとしないだけ。

私自身の経験から言わせてもらうけど、もし子供ができたとしても、カトリックだろうが他の宗教系だろうが、どんな理由があっても絶対に行かせないって夫には言ってある。まあ、夫は私とは全然違う良い経験をしたみたいだけどね。

そもそも宗教系の学校が信者でもない子を入学させるのなんて、結局は生徒数を確保して学校を潰さないための金集めでしょ。質の高い教育を受けられる子がいるのは否定しない。でも結局、特定の宗教団体を延命させるために、私たちの税金が使われることになるわけだ。

個人的には、公立の学校にしっかり金かけて質を上げてほしい。宗教系の学校は、やりたいなら自分たちの信者のコミュニティの中だけでやってろって思う。",llm,
税金の使い道なんて、気に食わないものだらけだろうが。公金が投入されていようと、カトリック系の学校に通わせたいっていう需要が現実にある以上、それは選択肢として認めるべきだ。お前の個人的な好き嫌いで公共サービスを語るな。需要があるなら、外野は黙ってろ。,llm,
「独自の教育方針ガー」とか「道徳ガー」とか言って子供を私立のカトリック校に入れる親がいるけどさ。結局、私学助成金っていう税金が投入されてるんだろ？それなのに「うちの価値観に合わないからジェンダー教育はやりません」とか、そんな理屈が通るわけねーだろ。税金チューチューしといて義務は果たさないとか、ただのダブスタ。どの口が言ってんだよ。,llm,
"いい加減にしろ。特定の宗教法人の学校にだけ税金垂れ流すの、マジで不公平だろ。他の団体にそんな「特権」が認められてるか？

国民を平等に扱うためなら、憲法改正も辞さない覚悟でやるべき。

www.宗教特権を許すな.com",llm,
そもそも宗教法人が何様のつもりで、俺らの税金で学校運営とか許されてんの？,llm,
"「宗教系の学校が何の害になる？」とか言ってる奴、マジで頭お花畑かよ。

税金で運営されてるくせに、子供たちに非科学的なオカルトを刷り込んで、思考停止した排他的な信者に仕立て上げる。あれはもう社会の常識に対する明確な攻撃だろ。

そもそも日本で「信教の自由」ってのは、カルトを信じない自由、宗教から距離を置く自由も保障するって意味なんだよ。

宗教なんてのは個人の趣味でやれ。それを盾に子供や社会を巻き込むな。",llm,
それ、税金で優遇されてるどっかの宗教団体さんにも同じこと言えんの？w,llm,
頭おかしいんじゃねえの？ 創価学会みたいに政党作って税金にたかってる連中がいる一方で、「キリスト教が弾圧されてる！」とか寝言は寝て言えよ。そっちはスルーするくせに、イスラム教徒が学校で祈りたいって言った途端に発狂するとか、ダブスタにも程があるだろ。マジで恥を知れ。,llm,
そもそも宗教系の学校って、子供たちに一体何を吹き込んでるわけ？,llm,
"ジョン：
「あの坊主どもが出したコメントほど自己中心的なもんもねえな。アメリカには差別の歴史がーとか言ってるが（今更何言ってんだか）、こっちには政教分離の原則ってのがあんだよ。学校選択がどうとか、問題が複雑なのはわかるが、結局、こいつらは1876年の不正を正すとかじゃなくて、ただの金目当てだろ。」

上の段落は攻撃的で独善的だ。

「公立学校はみんなのもの、誰でも歓迎される」

公立学校がみんなのもの？笑わせるな。デトロイトの某郡じゃ、住民の21%がカトリック教徒なのに、教育委員会の方針でカトリック教徒の教師は3%しか採用されないことになってる。南フロリダ大学なんて、地域の28%がカトリック教徒なのに、ほとんどの学部でカトリックの教員はゼロだ。これが全国の公立学校のやり口なんだよ。",llm,
それ、保守派版の「ご都合主義カトリック」ってやつだろw 自分に都合の悪い教えは「慎重な判断が求められる事案（笑）」とか言って煙に巻くくせに、都合のいい教えだけは「絶対不変の真理」なんだとさ。,llm,
"嘆かわしいことに、あなた様ほど模範的な信者ばかりではありませんからね。連中は、我らが偉大なる教祖様のような徳高き御方を、傲慢で自己中心的、信仰の愛など微塵もない人物に仕立て上げるため、言質を都合よく切り貼りするのです。あの方の豪奢な御召し物ひとつで、聖霊に選ばれし唯一真なる教団の指導者、徳の化身たるお方だと分からないのでしょうか。

幸い、我々のような献身的な信徒が教団を守っております。世間が勇気ある指導者たちを叩けば、我々がすぐさま反論する。例えば、教祖様が過去の不祥事で批判されても、あなた様のような方が「ソースは？」「文脈は？」と重箱の隅をつつき、批判の矛盾を暴き、論点をずらしてくださる。その徹底して知的に誠実な姿勢は、全信徒の鑑です。

どうか、アンチの誹謗中傷に萎縮なさらないでください！",llm,
それってただの受け売りでしょ。当の教会ですら時代に合わせてアップデートしてんのに、信者だけ取り残されてて草。,llm,
"言いたいことは分かるし、俺がお前みたいな教会信者だったら同じこと言うだろうな。

だが所詮、時代錯誤なんだよ。教会が自らに与えるその権威主義なんて、古代から現代に至るまでの連中の歴史を見ればハリボテだって一目瞭然だ。教会だの法王だのが、王や皇帝と権力や土地、富を奪い合ってた時代の遺物にすぎん。

それからお前の最後の言葉だが、世界中のカトリック信者の大半がどうでもいいと思ってるのは、キリスト教会の分裂がどうとか、ローマ教会の無謬性（笑）がどうとか、そういう内輪揉めなんだよ。カトリックも他のクリスチャンも、洗礼を受けた者として本当に大事にしてるのは、お前が二の次に考えてるらしい「ナザレのイエスの生き様と教え」、つまり復活のキリストそのものだろうが。自分らと何ら変わらん罪深いオッサン連中が、何が真実で何が偽りかなんて上から目線で決めつけて、信者を分断して支配してるだけの構造じゃないか。

お前の立ち位置は分かったし、こっちのスタンスも伝わっただろ。話が平行線で終わってむしろ清々するぜ。",llm,
"おいジェイ、お前が言うところの「真理」とやらを教えてくれよ。そこらの生ぬるいカトリック信者やプロテスタントの連中には理解できない、そのありがた〜いご高説をな。
ぜひともアンタの手書きの怪文書を拝ませてもらって、その真価を吟味してやりたいもんだぜw

（もちろん自分の言葉で語れよ？カテキズムからの陳腐なコピペなんざ要らねーからな）",llm,
"カトリック教会がキリストの教会であることに、俺は何の問題も感じないが？問題なのはそっちだろ。

お前が「ルール」とか呼んでるそれは、そこらの連中が作ったんじゃない。聖霊の導きを受けた教父や聖人、歴代の教皇、そして公会議によって築き上げられた神聖なもんだ。

歴史上、全ての教皇や聖職者が聖人君子だったわけじゃないのは事実だ。誰がそんなこと期待するかよ。だが、聖職者がろくでなしだったからといって、その教えが神の言葉から逸脱してない限り、無効になんかならない。その逸脱した典型が、あのマルティン・ルターだろ。

コンスタンティヌスの時代に教会が堕落したとかいう陳腐な陰謀論を信じ込んでるから、ルターやプロテスタント、今の自称「進歩的」カトリックみたいに、自分に都合のいいキリスト教をデッチ上げる格好の言い訳になるんだよ。

自分に都合の悪い教えは全部ポイ捨てして、あとは「自分は根は善人だし、隣人を愛してるから大丈夫」とか適当に思い込んで自己満足に浸ってりゃいいんだからな。",llm,
"結局、最後は自分で判断するしかないって話だろ。例えば「金曜は肉食うな」みたいな、クソどうでもいい戒律なんて、神の教えじゃなくて所詮は教団が勝手に作ったルールじゃねえか。（で、教団が「やっぱアレ、もう罪じゃないわ」とか言い出しても、その肉のせいで地獄で焼かれてるヤツが今もいるんだろうな。笑えるぜ）

これこそが「良心」の問題なんだよ。自分の頭で考えて、自分の判断に従う。それを放棄すること自体が、そもそも間違いなんだ。教団の方針に少しでも異を唱えれば信者失格、なんて理屈は暴論もいいとこだ。そんなの、自分の道徳判断を教団のお偉いさんに丸投げしてるだけじゃねえか。それは思考停止の「怠惰」ってもんだろ。最悪、思考停止で命令に従っただけの役人だったアイヒマンと何が違うんだよ。

確かにお偉いさんの話に耳を傾けるべき、だって？ まあ、それ自体はいいだろう。だがな、まるでマインドコントロールされた信者が教祖様の言うことを鵜呑みにするみたいに、何も考えずにそれに追従するのは、どう考えても間違ってるだろ。",llm,
カトリック信者でもない部外者が、教会の何を語れるっていうんだ？まず自分の立場を弁えたらどうだ？,llm,
教会の教えを自分に都合よくつまみ食いしてる奴が、真面目に守ってる人間を諭そうとか、片腹痛いわ。,llm,
"お説ごもっとも。あなたの言い分はよく理解できましたよ。しかし、それは聖なる教祖様はさておき、所詮は人間が作った組織への硬直した思考停止にすぎない。その教義の多くは、本来の使命からかけ離れた理屈で塗り固められ、一部の特権階級のエリート連中によって腐敗しきっている。幸い、我々には福音書があり、カトリック内外の公認・非公認の聖人たちが道を示してくれる。

あなたが執拗に、見え透いたレッテル貼りで「パヨク」を叩いているのを見ると、教会とキリスト自身の本来の意図を、あなたがいかに捻じ曲げて信じ込んでいるかがよくわかる。「敬虔な信者」様、それは知的な詭弁であり、そこには恵みなど欠片もなく、独善的な傲慢さが透けて見えるだけだ。どれだけの人間が「教会こそが問題だ」と考えているかは知らないが、あなたのその思考こそが、まさしく「問題」であることは確かだね。",llm,
そんなの、カトリックの教義じゃないだろ。常識だぞ。,llm,
そもそも話が噛み合わねえんだよ。勘違いすんな。こっちの主張はカトリックの教えに沿ってるが、お前のは完全に逸脱してる。,llm,
Jay、勘違いしてるようだが、お前はここの奴らの指導者様じゃないんだよ。それにその「ありがたいご高説」は、教会の公式な教えに反してるんだが？要するに、カトリックについてお前の言うことなんか何一つ信用できん。,llm,
信仰心アピールしてる信者様（笑）勘違いすんなよ。お前が「熱心」だからって地獄行きを免除されるとでも思ってんなら、マジで頭お花畑だわ。,llm,
"宗教ってのは実に素晴らしくて便利な道具だよな。気に入らない奴を「神の教えに背いてる」とか言って一方的に断罪できるんだから。

そういう手合いに限って、自分のことは棚に上げて他人を叩く。まさに「目くそ鼻くそを笑う」ってやつだ。本人はその教えを知らないのか、それとも都合よく無視してるのか。

まあ、ありがたいことに、信者様方は教祖の有り難いお言葉なんてどうでもよくて、「伝統」だの「教団のルール」だの、後付けの理屈をいくらでも持ち出して、自分らの行いを正当化できるんだからな。

「器が小さい」って指摘はその通りだが、それを言ってる本人が一番、その言葉が自分にブーメランとして突き刺さってるのを理解してないんだろうな。",llm,
"茶化しているつもりはない。あんた、一体どの立場から物を言ってるんだ？
こっちは教会が公式に真理として教えていることを引用しているだけだ。あんたは自分の立場とやらを「明確化」しているつもりだろうが、結局あんたやあんたの仲間が言ってることなんて、何の権威もない個人的な見解に過ぎん。
教会の公式な声明や教えが単なる「戯言」だというなら、誰がそんなものに耳を貸す？そもそも、そんな「ゴミ」を教える教会に所属している意味がどこにある？
あんたみたいな連中は、自分たちに都合のいい「あるべき教会の姿」を勝手に妄想しているだけだ。俺たちのように、教会が自らについて教えていることを信じる人間からすれば、そんなものは断固として受け入れられない。話が平行線なのはそこなんだよ。
西欧では俺たちは少数派かもしれんが、世界全体で見ればどうだかな。大多数の一般信徒なんて、口先では適当に合わせても、本心ではエキュメニズムだの他宗派との一致だの、これっぽっちも興味ないだろうよ。",llm,
教団が右だの左だの極端に走り出したら、まともな信者なら頭と心でその偽善を見抜くべきだろ。教祖が説いたのはそんなことじゃない。結局は今の偉い連中が自分たちの都合のいいようにやってるだけなんだよな。,llm,
"ダンノ、あんたの言う通りだ。この腐りきった状況へのコメントとしては、ここのサイトで一番スカッとしたぜ。

ローマ・カトリックの連中は、そろそろ自分たちが都合よくこしらえた神学の砂の中から頭を出せ。カトリックっていう名の、そのイデオロギーによる洗脳から自由になれよ。そしてとっとと気づけ：お前らが「教会」とありがたがってる、あの人間様中心のインチキ宗教システムなんざ、とっっっくの昔に地獄の門に飲み込まれてんだよ！！

目を覚ませ、カトリック信者ども！！！🤕🤕🤕",llm,
"俺らカトリックって、独善的で自己正当化が過ぎるんだよな。
本来、カトリックであるべき姿ってのはイエス様みたいに、世間の評判や自己満足のためじゃなく、公に尽くし、自分を捧げることだろ。
なのに、教会の上層部や、政治に癒着してる連中ときたら、自分たちが特別だと勘違いしてるだけじゃねえか。",llm,
一部の信者様方とやらは、そのへんの問題は意に介さないご様子で。,llm,
あのさぁ、信者の9割は自分の意思でそれ選んだわけじゃないでしょ。生まれた時から親に決められてた、ただの宗教2世じゃんw,llm,
とっくに辞めたくせに、カトリックの何が分かるってんだよ？,llm,
"まず言っとくが、教会内の保守派だの改革派だの、自民支持か立憲支持か、改憲派か9条護憲派か、みたいなことで、いちいち相手を「破門だ！」とか認定しあうのはもうやめねえか？そんなもん、「冬と夏、どっちが好きか」って言い争うのと同じレベルだろ。それで教会が分裂するわけねーじゃん。

いい加減にしろよ。カトリックの右も左も、お互い同じ信徒として信頼しあおうぜ。それぞれが自分の良心に従って真剣に考えてるってことを認め合って、同じ教会の家族を愛そうじゃねえか。「本物のカトリック信者」かどうかを見分けるためのリトマス試験紙みたいな真似は、もうウンザリなんだよ。想像してみろよ、どんだけ滑稽か。「お前は〇〇党に投票したからダメな信者だ」とか「家族計画がなってないから信仰が足りない」とか、マジでアホらしいだろ。

昨日のミサの駐車場、どう見てもガチガチの保守派っぽいオッサンも、いかにもリベラルな感じの家族連れも、みんな同じようにミサに来て聖体拝領してたぞ。これを嘆くのか？違うだろ、むしろ喜ぶべきことじゃねえか。断言するが、あそこに「分裂」なんてカケラもなかったね。",llm,
結局さ、カトリックの伝統主義者みたいな連中って、民主主義がどうとかより、自分たちにとって都合のいい「信仰の国」を実現してくれるなら、権威主義的な独裁者の方がよっぽどマシだと思ってるんだよ。これが現実なんだから、マジで救いようがない。,llm,
そりゃそうだろ。ああいうのを内心ありがたがってる連中なんていくらでもいる。統一教会とズブズブだった自民党がいい例だよ。,llm,
「本物のカトリック」？w 人それぞれだろ。何様のつもりだよ、宗教警察か？,llm,
第二の統一教会かよ,llm,
自分に反対する奴はみんな創価学会員だと思い込んでる男がどの口で言ってんだか。,llm,
"ああ、そいつの言う通りだわ。信者は信者だろ、一括りにして何が悪い？

そもそも母体が腐ってんだから、末端がどうとか関係ねえんだよ。",llm,
奴らの攻撃は、まんまと成功してるわけだ。お前の周りにはいないかもしれんが、敬虔なカトリックの家庭で育ったのに、結局は教会を離れて『無宗教』になり、救いを棒に振るような連中が実際にいるんだ。こうなる原因は、すべて教会への執拗な攻撃のせいだ。真の信徒や、聖霊に導かれた聖職者の方々の側に問題があるわけがない。,llm,
カトリックだかなんだか知らんが、わざわざ区別してアピールする意味って何？自分らはカルトじゃないとでも言いたいの？（笑）,llm,
つーか、その理屈が本当だとして、なんであいつら未だにカトリックのフリしてんの？,llm,
カトリックは他の宗教とは別格なんだよ。まあ、最近のなんちゃって信者には分からんだろうけどw,llm,
そもそも、その両方を平然とやってのける「本物」のカトリック信者なんて、いくらでもいるのが現実なんだが。,llm,
この国のカトリックなんて、昔はずっと「よそ者」扱いだった。それが今じゃすっかり市民権を得て、たまにエリート様たちの仲間に入れてもらえるまでになった。で、面白いのが、そういう連中がネットの掲示板で真っ先にやることが、自分たちに代わる新しい「よそ者」――壺を売りつけ、手かざしで病気を治すとか言ってる、頭お花畑で時代遅れな新興宗教の信者ども――を上から目線で嘲笑うことなんだよな。まあ、大変な汚れ仕事なんだろうが、誰かがやらなきゃならんのだろうよw,llm,
大半は信念じゃなくて、ただの惰性で続けてるだけの名ばかり信者だろ。,llm,
ウケるわ。教皇や司教の発言をガン無視する信者ねぇ。「現代のカトリック」とやら、もはやただのファッションだろ。自己矛盾も甚だしいわ。,llm,
"結局、俺の言った通りってことだな。お前が「あれは本物じゃない」と見下してるそのカトリック教徒連中――ああ、そいつらも立派なカトリックだよ――がお前の意見を否定してるわけだ。

要は、自分勝手な「カトリックはこうあるべき」っていう理想像に当てはまらない奴を、片っ端から異端認定して追い出してるだけなんだよ、お前は。",llm,
お前ごときが教祖様とか、おこがましいにも程があるわ。,llm,
この記事、的を射てるな。教祖様とやらは天国とやらに行けるかもしれんが、アレは地獄行き確定だろ。,llm,
"あの教皇は完全にお花畑に住んでるな。良心的な司祭からの人望なんてゼロだろ。

まあ、60年代の化石みたいな老害連中とか、インテリぶった気取った神父からの支持はまだ残ってるかもしれんが… ヨハネ・パウロ2世やベネディクト16世の時代に育ったまともな司祭は、ほぼ誰もついていってない。

そうなると、彼の周りにいるのは、歴史上の聖人が警告したような、一握りの邪な枢機卿や司教だけだ。

今の司祭なんて、信徒に「次の主日は守るべき祝日ですよ」って恐る恐る注意を促すのがやっとだぞ。あの教皇の哀れな戯言の根拠になる「義務」とやらも、所詮はその程度のもんだ。

週に何回、あの愚痴を聞かされなきゃならんのだ？

まあいいさ。この苦痛も、次期教皇様のご健康のために、喜んでお捧げするとしようぜ。

ミサに行くのは愛の行為なんだがな… 本来は。",llm,
"教皇だのバチカンの偉そうな連中だの、頭ん中どうなってんだ？マジで誠実さのカケラもねえ。
あんな救いようのない外道ども、どう始末すりゃいいんだよ？",llm,
"第2バチカン公会議のせいで棄教者が増えた？ だから何だよ。

教皇猊下を遠回しにディスるのが、お前らにとっての美徳ってわけか？",llm,
つーか、あの教皇自身、そもそもクリスチャンなのかって話だよな。彼に裏切られたと感じてる信者はもちろん、必死に擁護してる狂信者でさえ、もはや教皇が本物じゃないって暗に認めてるようなもんだろ。トランプの信仰心にあれこれ口出しする前に、まず自分の心配しとけっての。,llm,
"胸糞悪い光景だな。上司が部下を公衆の面前でパワハラか。

どうせこれ見てキレてる奴らも、自分たちの教祖様が同じことしてもダンマリなんだろ？w",llm,
で、教皇様とやらは何か解決策でもあんの？いつものお気持ちポエム垂れ流してるだけ？,llm,
"今更、教皇が教会の昔ながらの教義を述べただけで発狂してる奴がいるとか、マジでウケるんだがw
そもそも変えようのない教会のルールなんだから、部外者が文句言っても無駄。そんなことに粘着する暇があるなら、もっと自分の人生にプラスになることでも考えたらどうだ？",llm,
なんでも、教皇様のお言葉は初代様からのお告げなんだとかなんとか。前の教祖様とその腰巾着が垂れ流した戯言は、全部「絶対正しい」つって鵜呑みにして、逆らう奴は「神の敵」だの「サタン」だのレッテル貼りしてた癖に。今のトップが「ルールより慈悲の心が大事」なんて言い出した途端、「あいつは組織を潰す気だ！」とか、どの口が言ってんだよw,llm,
どうせ教祖なんて上層部の書いたシナリオ読んでるだけだろ。,llm,
誰が言ってるかと思えば、どっかのヤバいカルトに脳みそやられてる奴か。話にならん。,llm,
どこの異世界の話だよ？特にヨハネ・パウロ2世とベネディクト16世の時代なんて、歴代で一番現場介入が酷かっただろうが。,llm,
"法王が神学的に絶対とか本気で信じてる奴いんの？w どっからそんな話が出てくんだよ。
教皇が絶対的なのは、あの「エクス・カテドラ」ってやつで宣言する時だけだっつーの。少しは調べろよ。
現場の信者たちは別に迷ってなんかない。むしろ、自分らの進むべき道が分からなくなってるのは、上の方の聖職者どもだろ。
つーか、歴代で一番イエスマンに囲まれず、権威を振りかざさないのが今のフランシスコじゃん。あの質素な暮らしぶりを見りゃ一発で分かるだろ。",llm,
茶番だろ。「処罰」されたヤツなんていやしねえよ。どいつもこいつも、トップの意向を代弁する手駒が欲しくて、都合が悪くなれば軌道修正するだけ。昔から何も変わっちゃいねえ。,llm,
"今の教皇が独裁者なのは間違いない。
こいつのせいでベネディクト前教皇がただのヘタレに見えるレベル。

今回の件については俺も同意するが、
「つまずきをもたらす者は裁きを受ける」みたいなキリストの言葉、完全に自分の都合で使う相手を選んでるだろ。ダブスタも大概にしろよ。",llm,
そもそも、その教皇様とやらは神の前に出て恥ずかしくないのかね？,llm,
教祖様（笑）もお前も、そんなこと知る由もねーわ。神のみぞ知るって話。マジでそれだけが救いだね。,llm,
この教会を神の似姿へと作り変えようと奮闘する教皇がいるなら、そりゃ祈りも捧げるし、感謝もするだろう。悲しいかな、そんな当たり前のことが、他の歴代教皇の行いと区別される「偉業」みたいに語られちまうのが現実なんだよな。,llm,
今の教皇の「リベラルなこと言ってみる→やっぱ無しで！とバチカンが強硬声明」っていうマッチポンプ、もう見飽きたわ。,llm,
戯言を。お前ごときにイエスの教えが分かってたまるか。,llm,
そもそもイエス本人が、金持ちボロクソにこき下ろしてなかったか？,llm,
キリストをサヨクの活動家みたいに語るなよ。聖書エアプか？,llm,
