text,error
"◎戦犯・戦犯と、日本を悪く言い立てるのであれば、 何ら罪もない日本に原爆を落としたアメリカこそが 一番の戦犯である！ 鳩山一郎 , . -- ､＜:..ヽ 卜、 ≦ニ、.:.:.:.:＼}:.:.:ﾚ'.:.:.:} 卜､ /{ ∠三.:.:.:.:.:.:.:.:.:.:.:.:.:.:.:.:.:.:.:厶ノ.:.:.| ヽ二 .:.::.:.:.:.:.:.:.:.:.:.:.:.:.:.:.:.:.:.::.::.:.:.:.:..:.丿 /} ト-一'.:.:.:.}ﾘリ::|i:.:.:.|i:.:.ヽ:.:.:.:､:.:.:.:.:.:.^一'丿, >.:.:.:.:.:.:./ }ノ}:.:.:ﾉ〉.:.:ﾊ :.:.:ｌ ､:.:.:l:i:.:.:.:こノ .〈ィ.:.:.:.:.: {＿_ , へ、j／ |:.:.:.川:.:.从:.､.:.＼ {|:.:., -､:.:ｆ∠三二､＼‐ﾉ∠ _，-‐{ :l iﾄ､:.｝ ＜~_/ f'Ｙ.:.| r‐苙ヾ三ヲ ノ三三丿,リﾚ′ 叭 { |:.:.| ¨ニ＝ ﾄ埣ブ/／ ､ _丿＼｣:.:.| | /桜井誠さんの演説こそが （ィ.:.:.:.‘羊′ 'ニン ./． 最も正しい！！！ ― ┴ ― ┴ ､ ` ー - /j : . :. : . :. : . :. : | ‐=' /＝＝＝=ミ、 : . :. : . :. : . :. : |＼ ?W / ｏ-o ¬/ : . :. : . :. : . :. : | ＞ ､ ＿/ ＿/ : . :. : . :. : . :. : | 厂.￣:¨.`: ｰ.､^/ : | ./ . : . . : . . : . . ＼ /. : . . : . . : .. : . . : . :> ◎桜井誠 演説 https://you ●tube.com/shorts/U99v22_JUwA?si=kWEIeOh2Us5pXx4W （URLから●を抜いてね）",index out of range in self
▲７六歩△3四歩▲2六歩△８四歩▲７八金。☟ 例（ △３二金には▲１六歩とついておく。△８五歩を待ちたい。） △８五歩 この手を待って ▲７七角。後手は、△同角成ると角を取るか△６二銀としたいが、銀を上げておくのは▲８八銀と固くされるのが微妙か。 そのため△同角成る と角を切る。▲７七同金 と角を取りながら坂田流向かい飛車にする。 △２二銀、▲３八銀、△３三銀、▲２七銀、△６二銀、▲８八飛 △３二金、▲３八金、△７四歩（注１）、▲４八玉、△７三桂（注２）、▲６六歩 △７二金（注３）、▲３九玉、△４二玉、▲２八玉、△４四銀（注４）、▲１六歩 △２四歩、▲８六歩、△同歩、▲同金、△３三桂（注５）、▲８五歩打つ。、△２一飛。 《後手からは次に△２五歩（▲同歩）、△３五銀▲３六歩、△２六歩打つ、▲３五歩（銀を取る）、△２七歩成る（銀を取る）（▲同金）、 △３五歩（歩を取る）、》といった狙いがある。 《注意事項６・・・・・・▲８六歩とつくと角を打たれる筋がありそう。▲８六歩。△同歩、▲同金。そこで△３三桂ではなく△４九角と打つ手が生じる。 注６）▲６八銀には△５八角成るがある。▲５六角打つと、６七の地点を守る手には、△４五銀（３三桂がある。）と角取りにされる可能性がある。（又、△５五銀もある。） 注１）積極的に攻めていく狙い。△７三桂へ繋げたい。△７三桂の次に６五桂と跳ねて７七金を狙う。（△５七桂成るも狙い筋） 注２）先手▲６六歩と桂が跳ねるところに受けるとどうなるか。 注３）△８一飛とバランスを取りたい。△８一飛〜△３三桂〜△２一飛〜を狙う。 注４）後手△３三桂と跳ねる狙い。△２四歩〜△３五歩が狙い。 注５）後手から次に△２一飛が狙いで、△２五歩も狙う。,index out of range in self
"In some parts of the word buildings have no 13th floor and streets have no houses with the number 13. 世界の或る所ではビルに１３階が無かったり、通りには１３番地がない。 In Japan, they think 4 is unlucky becau se in Japanese this word “death” have the same pronunciation. 日本では四は死と言う言葉と同じ発音を持つので不吉だと思っている。 For example, Japanese people never give 4 cups for their gifts. 例えば、日本人は絶対に４個のコップを贈り物として上げない。 What are the lucky in Japan and China, businesses often open on august 8th. 日本や中国では縁起が良いとして、よく８月８日に開業する。 There are many other kinds of superstitions. その他に、沢山の種類の迷信がある。 There are even superstitions about superstitions. 迷信の上に更に（輪を掛けたような）迷信もある。 Those superstitions tell people how to change bad luck to good luck. こう言った迷信は、人々にいかにして不運を幸運に変えるかを告げる。 For example, in many parts of the world, spilling salt is bad luck, but throwing salt is good luck. 例えば、世界の多くの場所では塩をこぼす事は不吉とされるが、然し塩を投げる(かける)のは吉だとされる。 So people who spill salt throw a little of the spilled salt over their left shoulder. だから塩をこぼした者は、こぼれた塩を自分の左肩に少し投げかけるのだ。 Throwing the spilled salt changes the bad luck to good luck. こぼれた塩を投げる事によって、不幸（凶）を幸運（吉）に変えるのだ。 To change bad luck, people also put their hats on backward. 不幸を切り替える為に、人々は帽子を後ろ向きに被る事もある。",index out of range in self
７月２８日に北海道テレビが放送した伊達忠一前参議院議長の発言は衝撃的だった。安倍元総理が旧統一教会の組織票の取りまとめを一手に引き受けている様子が生々しく語られたからだ。 伊達前議長は北海道で臨床検査技師を務めていたが、北海道議会議員を経て２００１年に参議院議員に初当選した。参議院国対委員長や参議院幹事長を務めた後、２０１６年に参議院議長に選出され、２０１９年の参議院選挙には出馬せず政界を引退した。 その伊達前議長は２０１６年の参議院選挙に、長野県で臨床検査技師をしていた宮島喜文氏を日本臨床衛生検査技師会の組織内候補として立候補させた。しかし組織票が十分でなかったため安倍元総理と面会し、旧統一教会票を回してもらうよう依頼した。 すると安倍元総理は「わかりました。そしたらちょっと頼んでアレ（支援）しましょう」と言ってくれた。結果、宮島候補は当選した。ところが今年の参議院選挙で宮島候補が自民党の公認を得ていたにもかかわらず、安倍元総理から「悪いけど勘弁してくれ。井上をアレ（支援）する」と言われ、宮島氏は公認を辞退し、安倍元総理の元首席秘書官であった井上義行氏が旧統一教会の支援を受けることになったのである。 伊達前議長は２０１９年７月に政界を引退した後の１０月、旧統一教会関連団体「天宙平和連合（UPF）」の会合に来賓として出席、翌２０年にも２月と８月に旧統一教会のイベントに参加し、今年２月には関連団体がソウルで開いた会合でもオンラインで演説を行った。宮島氏の当選のお礼として参加したと伊達前議長は語っている。 安倍元総理は２０１３年の参議院選挙には、産経新聞社の政治部長であった北村経夫氏を立候補させ、旧統一教会の支援で当選させ、１６年の宮島氏の次の１９年には再び北村氏を旧統一教会の支援で当選させた。 そして今年の参議院選挙では宮島氏の支援を断り、かつての秘書官である井上氏に旧統一教会の支援を回したのである。そのため宮島氏は出馬断念を余儀なくされた。 伊達前議長の話やこうした経緯を見ると、安倍元総理は旧統一教会の支援をいわばポケットマネーのように意のままにできるのだ。そして旧統一教会だけでなく、安倍元総理には「日本会議」や全国の神社の元締めである神社本庁もバックにいると言われてきた。 「日本会議」は宗教団体ではないが、イデオロギー集団として固い集票マシーンとなる。また日本には約８万の神社が存在すると言われ、５万軒と言われるコンビニの数を上回る。それを束ねているのが神社本庁でこちらも集票マシーンになる。,index out of range in self
・中核派全学連、なぜか文学フリマに出店。サークル名は“みどるこあガールズ” [519411371] (18) 2:全学連、6派に分裂 「中核派中央」「矢嶋派」「革マル派」「革労協主流派」「革労協反主流派」「日本民主青年同盟（民青）」 [377482965] (9) 3:中核派、分裂 [175344491] (45) 未5 4:【悲報】「中核」内部分裂でボロボロになる🥺 [616817505] (17) 未無 5:「ジジイババア左翼集団」中核派を揶揄した公務員、なんかしらんがメチャ大ごとになってしまう [389326466] (24) 6:三里塚芝山連合空港反対同盟（北原派）、成田闘争40年全国総決起集会中止 支援団体中核派の全学連との内ゲバが持ち込まれる可能性の為 [377482965] (14) 未無 7:【速報】過激派『中核派』トップ・清水丈夫議長(88)が退任へ。党内では内内ゲバ進行中 [416353139] (14) 未無 8:中核派の清水丈夫さん(88)、先月議長を退任していた事が判明 高齢のため [377482965] (6) 未無 9:【おっぱい】中核派除名幹部の妻は全学連委員長 夫の女性差別を告発したら「頭越しで処分決定」と非難 [147827849] (28) 未無 10:【悲報】中核派が内部分裂してしまう🥺 [616817505] (105) 未無 11:中核派全学連トップに初の女性委員長 両親に反対されるも「獄も覚悟」とSM女王様バイトしながら学生生活と両立 Z世代女子の入党相次ぐ [377482965] (23) 12:【初】中核派全学連におっぱい女性委員長が誕生 [256556981] (258) 13:中核派、学生戦線トップの男を「女性差別・性暴力」「私党化」理由に除名 一部は男に追従 中核派分裂か [377482965] (18) 未無 14:【嫌儲中核派】中核派が内紛で大変なことになってるコア！若手のリーダー的存在が追放、お互いが女性差別と罵り合う [389326466] (21) 未無 15:【速報】極左『中核派』でクーデター発生。識者「このままでは血を見る事態に」 [519411371] (100) 未1 16:【悲報】中核派、久しぶりに内ゲバ騒動を起こす🥺 [616817505] (6) 未無 17:【悲報】中核派で内ゲバ、クーデターで全学連のトップが解任されYouTubeの前進チャンネルも閉鎖 [578695774] (54) 未無 18:中核派んp女の子、不起訴 [377482965] (19) 未無 19:＿＿中核派と革マル派の仕事、公安とのプロレス [827565401] (9) 未無 20:「核戦争を進める石破を倒せ！」広島で中核,index out of range in self
安倍晋三元首相銃撃事件で起訴された山上徹也被告（45）の裁判員裁判が19日、奈良地裁（田中伸一裁判長）であり、山上家の長女で被告の妹が弁護側証人として出廷した。 被告とともに、世界平和統一家庭連合（旧統一教会）の信者である母親の下で生きてきた苦しみを打ち明け、「私たちは教団に家庭を壊された被害者です。徹也は絶望の果てにあった」と証言した。 被告には1学年上の兄と4学年下の妹がいた。3人は母親の教団への入信に批判的な「宗教2世」。兄は病気の末に自殺しており、妹は一家の境遇を最もよく知る人物の一人だ。 前日の尋問では、自身が小学生の頃に母親が信者となり「私のことに無関心になった」と語っていた。19日も傍聴席から遮蔽（しゃへい）された状態で証言した。 ◇「母の形をしているから突き放せない」 妹によると、教団への献金で一家は経済的苦境に陥り、長男が暴力を振るうようになった。大学進学の希望を絶たれた長男は「お前が献金したせいでこんなことになったんや、自由に決められんのや」と母親をののしり、包丁を振り回したり、火を付けて死んでやるとすごんだりしていた。 妹も大学に行きたいと母親に伝えた。しかし、「金なんかない。自分でどうにかしろ」とけんもほろろ。 逆に、教団に財産をつぎ込んだ母親から金を無心されることも度々で、腕にしがみついた母を引きずりながら歩いたこともあった。 「必死の形相だった。恥ずかしく、惨めで、つらかった。本当は私に関心なんかないくせに親として偉そうに言ってきました。この人はもう母じゃない、母のふりをした旧統一教会の信者だと思いました」。ここまで言葉を吐き出し、続けた。「でも、母の形をしているから私は突き放せなかった」。妹は、静まりかえった法廷でむせび泣いた。 2015年に長男が自殺したことにも話は及んだ。被告は「生きていたらなんとかなるやろ」と号泣し、自宅に戻ってきた長男の遺体のそばを離れなかった。「俺のせいや」と自分を責めていたという。 公判に出廷した母親は長男の自殺後から被告と疎遠になったと証言していた。それは妹も同じだった。 16年のことだ。飼っていた猫が死んでしまい、被告に伝えた。すると、1人暮らしをしていた妹の自宅に被告がやってきた。それが事件前、最後に被告と会った記憶という。 長男の死をきっかけに、被告が他者とのつながりを拒むようになった状況がうかがえる。こうした様子を確認した弁護人は「事件時のことを教えてほしい」と切り出した。 妹は「間違いなく兄だと思った。『特定の団体に恨みがあった』と聞いて旧統一教会と確信した」と振り返った。 被害者が安倍氏だったことは不思議に思わなかったかとの問いには、「不思議に思いませんでした。母の部屋に安倍元首相が表紙の旧統一教会の機関誌がありました。信者の叔母から、選挙時に自民党の特定の候補に入れてほしいと言われたこともあります」と答えた。 ◇「大好きなお兄ちゃん」 2人の兄の悲劇を防ぐ方法はなかったのか。妹は「親が（宗教に）入ってしまった場合の相談窓口を探したけど、そんなところはありませんでした。母は成人で、自らの意思で自らの財産を献金していたので、子どもの私たちが口出しすることは到底できませんでした。徹也は絶望の果てにあり、事件を起こしてしまった」と声を震わせた。 反対尋問で、検察側から被告との仲を聞かれると、ためらいなく「私にとって大好きなお兄ちゃんでした」と応じた妹。 妹の声は被告にも届いていたはずだが、うつむいたままだった。【田辺泰裕、林みづき、木谷郁佳、喜多瑞輝】 https://newsatcl-pct...1-mai-000-2-view.jpg https://news.yahoo.c...b800f7664b6101907db2 関連スレ 「母の部屋に安倍氏が表紙の機関誌が」「(安倍氏が被害者なのは)不思議に思いませんでした」山上被告の妹が証言 ★2 [おっさん友の会★] https://asahi.5ch.ne...newsplus/1763590981/ 教会内部ビデオ（１９９８年１月撮影） https://www.youtube..../watch?v=GICoPbs8NTg 前スレ ★1:2025/11/20(木) 15:57 https://asahi.5ch.ne...newsplus/1763880533/,index out of range in self
日テレ奈良公園鹿蹴り問題 インタビューに答えた男性が勤める飲食店が特定され Googleマップの口コミ欄が炎上 トランプさん、雇用統計の局長に傀儡を送り込もうとするも超党派で阻止されてしまう😭 [175344491] 河村たかし、新党立ち上げへ [377482965]河村たかし氏、新党立ち上げへ 日本保守党から共同代表解任通告 毎日新聞 10/1(水) 7:配信 減税日本と日本保守党が「特別友党関係」を解消 河村たかし衆院議員 離党の準備を進め新党設立を模索か（メ～テレ（名古屋テレビ）） >河村氏は離党する見通しで、今後は新党を立ち上げて活動していく方針という。 【【悲報】チョコプラYouTubeの最新動画、謝罪したのに未だコメント大荒れ自民党国会議員「ネトウヨ（ネット右翼）のような過激な主張の議員が党の中心に入り込んできている」 [718678614] [339035499] ・中田敦彦、アベノミクスの失敗も高市にぶっこむ「今初めて統一教会の教義について聞きました」ってさ 統一教会と直接つながってるのも無数いれば関連団体と高市自身繋がってたのに下村が文科相で改名許可したことどう思ってんの 許可された経緯調べないと自民の信用は戻らない まで詰めまくってて高市フリーズしてたな 安倍の死因であったことから統一教会があれだけ騒がれたのに 「今初めて統一教会の教義について聞きました」ってさ こんなふざけた嘘あるか？ 万博 「黒字」のまやかし、建設費は？／未使用券300万枚、 払い戻さずの異常／未払い問題 拡大／維新 瀕死の「副首都」の愚 顔こええよww目ガンギマリでこわい😭中田 「どんな問題も徹底的に調べてあげて鋭く突っ込んでいくのが持ち味の高市さんが統一教会については未だに無知なのは非常に不可解」 火の玉ストレート食らってたな キチガイマスコミ（読売等） 万博は成功した！ 黒字化した！ とか大嘘を付くけどなあ！ 報【朗報】中田敦彦、高市早苗に統一教会問題をぶっこむwwwwwwwwwwww [339035499] 国民民主党の藤原よういち「万博行ったけど疲れただけ。盛り上がってるのは金持ちだけ😮‍💨」 [485187932] 】ネトウヨ発狂「日テレで鹿の証言した女は仕込みの役者なんだああっっ！！」 [237216734] 高市を誹謗中傷する自演がなぜか小泉陣営から漏れる文春の記事を読んでみた>> しかも離党扱いになったのは、中山が「この1年で勧誘した党員」でまだ投票権がない(2年間の党費納付が条件)から、党員が800人増えたところで今回の総裁選とは関係なかった 小泉側近って誰だ？と思ったら県議の土井隆典だった(7期目、純一郎の秘書出身で神奈川9区が地盤) 県連副会長だった土井が、中山が支部長をクビになったのを受けて「中山が集めてきた党員に集金ができなくなりそうだ」と県連に伝えたら、党費未納で離党扱いになった様だ 6月のことだから小泉は農水相になったばかりで総裁選どころか石破おろしも起こっていない。総裁選とは関係ないただの事務的ミスだな ・高市支持派の党員の除籍がなぜか漏れる【衝撃】小泉進次郎のお膝元･神奈川県で高市派の自民党員826人が勝手に離党させられていたことが明らかに 手段選ばなくなってきたな [597533159] 【安倍悲報】信千代はじめ、山口県選出議員全員が高市ではなく林を応援🥺晋さん…どうして… [359965264] あ、ふーん(察し)🙄 小泉陣営に文春に金で買収された裏切り者がおるかスパイが忍び込んどるのは確定やろな 【ステマ報道で進次郎叩かれまくったの忘れたように シカ突っ込まれたらマスコミ陰謀論になるのは草ドミニオンガークラーケンガーw 速本日福岡県田川市の麻生セメントの工場でサイロの清掃中に作業員が転落し、サイロ内でセメント材に生き埋めになり死亡が確認されました。 報】麻生セメントで事故 作業員2人が下敷き [583597859]【速報】サイゲ木村,index out of range in self
魔に魂を喰われし者 ↓ ↓ ↓ キリストスレのド変態爺さん http://rio2016.5ch.n...i/psy/1741611770/216 http://rio2016.5ch.n...i/psy/1741611770/217 http://rio2016.5ch.n...i/psy/1741611770/218 http://rio2016.5ch.n...i/psy/1741611770/219 http://rio2016.5ch.n...i/psy/1741611770/220 http://rio2016.5ch.n...i/psy/1741611770/221 http://rio2016.5ch.n...i/psy/1741611770/222 http://rio2016.5ch.n...i/psy/1741611770/223 http://rio2016.5ch.n...i/psy/1741611770/224 http://rio2016.5ch.n...i/psy/1741611770/225 https://rio2016.5ch....i/psy/1751878168/116 https://rio2016.5ch....i/psy/1751878168/129 129きなり 垢版 | 大砲 2025/07/09(水) 09:39:50.76ID:DmxPDh6E 116 妄想だけに留めなさい。 板に書き込むだけでも確実に犯罪ですね。 https://rio2016.5ch....i/psy/1751878168/136 https://rio2016.5ch....i/psy/1751878168/137 137きなり 垢版 | 大砲 2025/07/10(木) 22:50:35.53ID:CkgaSyHy 136 去りなさい！ https://rio2016.5ch....i/psy/1750996085/537 https://rio2016.5ch....i/psy/1750996085/541 541南野陽子 垢版 | 大砲 2025/07/14(月) 01:04:19.73ID:Vuv7/Qho 537 和紙は悪霊魂にとりつかれていますね。 https://rio2016.5ch....i/psy/1750996085/542 542神も仏も名無しさん 垢版 | 大砲 2025/07/14(月) 01:27:14.44ID:PLYKz6V/ 和紙さんは聖書を読まないから聖書の反対をやっていても自己肯定してしまう これがいわゆる自己判断の悪害の典型例,index out of range in self
"🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻 ▼イベルメクチン推進、反WHO、親ロシア外交、財務省解体でDSに逆らった安倍元総理(自民党清和会＝統一教会)の遺志を引き継ぐのが【参政党】 ▼安倍政権時の消費者契約法改正で統一教会の被害は激減 ▼2014年までに教会は山上家に5,000万円(半額)返金していた ▼壺ガー安倍ガー連呼は財務省を解体しようとした安倍元総理に対するザイム真理教の世論操作 ▼反統一教会を前面に出し保守系議員を攻撃する在日パヨク工作員の飼い主はザイム真理教の自民党宏池会 ▽産経ニュース@Sankei_news 安倍政権は、旧統一教会に利益を与えるどころか決定的な不利益を与えています。30年、安倍政権は霊感商法による契約を無効化する消費者契約法の改正を断行しました。 午前10:24 · 2024年9月29日·76.6万 件の表示 x.com/Sankei_news/status/1840200830865289729 ▽親族が旧統一教会側と協議し、０５年から返金されるようになった。 合意書は、コンプライアンス宣言の２か月後にあたる０９年５月に作成された。その時点で返金済みだった１７６０万円を含めて１４年１０月までに計５０００万円を返金する内容で、「ほかに債権債務がないことを相互に確認する」との文言があった。母親のほかに、山上容疑者の署名もあった。 2022/08/22 06:58 読売新聞 www.yomiuri.co.jp/national/20220821-OYT1T50114/3/ ▽イベルメクチンなど3剤、有効性確認後に早期承認へ 安倍首相が表明 2020年05月15日 19:40 CBnews www.cbnews.jp/news/entry/20200515192634 ▽日本の安倍晋三首相は、WHOには「問題がある」と考えており、パンデミックが終息したら日本は財政的貢献を見直すと述べた。 CNN Breaking News@cnnbrk 午後9:24 · 2020年4月17日 x.com/cnnbrk/status/1251124355389587456 ▽「ワクチンは生物兵器」と発言 藤倉善郎容疑者＠ギャラクティック@SuspendedNyorai 午前9:12 · 2024年6月7日·200万 件の表示 x.com/SuspendedNyorai/status/1798870695155560580 ▽安倍総理が「先月、訪日したプーチン大統領と…北方四島全てにおける『特別な制度』のもとでの共同経済活動について交渉開始で合意 平成三十年七月十七日提出 衆議院 www.shugiin.go.jp/internet/itdb_shitsumon.nsf/html/shitsumon/a196454.htm ▽安倍晋三はなぜ「財務省」と戦い続けたのか…知られざる肉声を明かす 2022.07.18 現代ビジネス gendai.media/articles/-/97562?page=5",index out of range in self
▼参政党、参院選に12人擁立 2/26(水) 16:44配信 時事通信 参政党は26日、夏の参院選に12人を擁立すると発表した。 元内閣府政務官の安藤裕・元自民党衆院議員（59）を比例代表で立てる。安藤氏以外の顔触れは次の通り。 【比例】松田学（元職）▽岩本麻奈▽山中泉（以上新人） 【選挙区】岩手 及川泰輔▽秋田 佐藤美和子▽富山 田保智世▽福井 千田崇裕▽山梨 永田己貴▽三重 難波聖子▽滋賀 中田あい▽広島 小石美千代（以上新人）。 https://news.yahoo.c...8ce671415c2371f1c5fd ▼参政党 作家の寺西一浩氏を参院選比例に擁立 応援団の大村崑「どれだけ活躍するかはもう想像ついている」 2025年3月26日 17:26 東スポWEB 参政党は夏の参院選比例代表に作家で映画監督の寺西一浩氏（４５）の擁立を発表した。 寺西氏は「新宿ミッドナイトベイビー」「嘘と地図」「女優」などの小説のほかに「寺西一浩ミステリー・ＳＰＥＬＬ」ドラマシリーズで脚本、監督を務めている。 記者会見で挨拶した寺西氏は「積極財政、文化政策の強化、若者の政治参画の３つを大きな柱として掲げていきたい。全国でいろんな人たちと対話しながら国民の皆さん方の意見とか思いをすくいあげて、政策に反映できれば」と意気込んだ。 寺西氏が手掛けたドラマで主演を務めた縁がある役者の大村崑が応援団として、会見に飛び入り参加した。 「彼は政界の世界に入るっていうので一番に応援に行かなあかんということで、手をあげた。若い人も参政権を持っている人も持っていない人もみんな応援して、彼を政治家の片隅にのせていただいて、見ていただきたい。どれだけ活躍をするのかっていうのはもう想像ついています」と大村は太鼓判を押した。 https://www.tokyo-sp...jp/articles/-/338797 ▼参院選鹿児島選挙区、参政党が医師・牧野俊一氏を擁立へ 23日に正式発表 4/12(土) 20:23配信 南日本新聞 参政党は１２日、夏の参院選で鹿児島市の医師牧野俊一氏（３９）を鹿児島選挙区（改選数１）に擁立すると決めた。東京都内で２３日に開く党の定例会見で正式発表する。 党によると、牧野氏は京都府出身、北海道大学医学部卒。曽於市末吉の救急クリニックで勤務している。１３日、神谷宗幣党代表らとともに鹿児島市内で演説する。 同選挙区では自民党が元参院議員の園田修光氏（６８）の公認を決定。立憲民主党が無所属で元参院議員秘書の尾辻朋実氏（４４）を推薦する。 https://news.yahoo.c...b72f5790c09a8efe586d,index out of range in self
後藤せいあん|青森県議会議員|参政党 @loveaomori 公務員、議員は日本人で！ 国籍条項撤廃には反対です。 午後7:50 · 2025年2月15日·2.3万 件の表示 x.com/loveaomori/status/1890715227345273267 参政党(公認)広島県支部連合会🟠🌸 @Sanseito_HrsmKe 「公務員の国籍条項撤廃が進んでいます」 岩手/神奈川/愛知/三重/滋賀/奈良/大阪/鳥取/高知/大分/沖縄 午後10:32 · 2024年11月26日·5.2万 件の表示 https://x.com/Sansei.../1861402671464489447 高井 ちとせ/熊本県議会議員/参政党女性局長 @chitose___takai 公的機関の職員の国籍は日本人であるべき。 https://sanseito.jp/news/7446/ なぜなら… 国や自治体の職務を外国籍職員に委ねることは、主権の維持、安全保障などの観点から深刻な問題が生じるから。 仮に中国籍の職員が公的職務に就いた場合【国防動員法】により中国政府の命令に従う可能性を拭えません。 午前0:50 · 2023年12月29日·1.9万 件の表示 https://x.com/chitos.../1740399798417805708 参政党(公認)大分県支部連合会🟠 @Sanseito_oita 皆さん知ってましたか? 大分県の国籍条項が撤廃されて ます。 公務員に外国人、市長、町長に も立候補出来ます。 移民政策が進む中、投票率も低 い日本では主権が外国人になり かねませんよ。 参政党は移民政策に反対! 参政党は日本人しかいません https://x.com/Sansei.../1898138915342893384 参政党（公認）青森🟠🌸 @sanseito_aomori 『自治体職員採用における国籍条項を撤廃する動きが増加している』 茨城県では来年度の職員採用時に ”国籍不問” 自治体職員は日本人以外は認めないで！ 読売新聞Online https://yomiuri.co.jp/national/20241 午後6:31 · 2025年2月15日·2.6万 件の表示 https://x.com/sansei.../1890695467010261360 参政党(公認)岐阜県支部連合会🟠🌸 @sanseitogifu 我が国日本に不要なもの あ！これも追加です 国籍条項撤廃に反対‼ 午前7:52 · 2024年11月28日·782 件の表示 https://x.com/sansei.../1861905955786743894,index out of range in self
"参政党【公式】 @sansei411 公的機関の職員の国籍に関する再質問主意書 https://sanseito.jp/news/9734/ ／ 国立研究開発法人での多国籍職員構成 産業技術総合研究所の外国籍職員146人中41人が中国籍🇨🇳、科学技術振興機構では16人中🇨🇳7人、物質・材料研究機構では179人中🇨🇳58人、理化学研究所では481人中🇨🇳138人 ＼ 中国の国家情報法や国防動員法に基づくと、これらの職員は中国政府の命令に従う義務があるとされています。 このような状況は、我が国の公的機関の運営、さらには日本の安全保障に有事はもとより平時においても、重大な支障をもたらす可能性があるのではないでしょうか。 午後2:22 · 2023年12月1日·29.5万件の表示 https://x.com/sansei.../1730457208985678195 松田まなぶ（松田学）＠参政党 @matsudamanabu 日本にいる中国人は国防動員法で有事の際に戦う義務があり、国家情報法のもと中国共産党政府のために日頃から日本の情報をスパイする義務。中国女性による沖縄の無人島購入に関して、先般、参政党が質問主意書で質したところ、政府の答弁は「お答えできない」。こんな政府で日本は大丈夫なのか？ 午前0:33 · 2023年3月1日·1.8万 件の表示 https://x.com/matsud.../1630591940717871105 参政党【公式】 @sansei411 【我が国に設置された孔子学院に関する質問主意書】 https://sanseito.jp/news/10536/ 政府は、前回の質問主意書への答弁で、孔子学院の「運営の透明性を確保するため、その運営に関する情報を公開するよう働きかけ」「孔子学院を設置する各学校法人の動向を注視」するとしました。 今回は、政府からどのような働きかけをしたのか、またこれまでに開示された主な情報の内容と、政府が新たに把握した情報は何かを問いました。 午後5:23 · 2024年2月29日·4.9万 件の表示 https://x.com/sansei.../1763117827350024248 参政党【公式】 @sansei411 孔子学院、早大学院にも 政府答弁書「動向注視」 参政党の神谷宗幣代表（参院議員）の質問主意書に答えた。 欧米では中国が情報収集やプロパガンダ（政治宣伝）の拠点にしているとの懸念が根強く、閉鎖の動きが広がっている。 https://jiji.com/jc/...icle?k=2024030800529 午後4:53 · 2024年3月8日·1.7万 件の表示 https://x.com/sansei.../1766009295802675203 松田まなぶ（松田学）＠参政党 @matsudamanabu 各国で情報世論工作やプロパガンダ、知的財産盗取…中国の世界覇権の拠点に使われている疑いがある孔子学院に対して欧米諸国では閉鎖など断固とした処置。我々への政府答弁では日本には早稲田大学など13校ある。「我が国に設置された孔子学院に関する質問主意書」解説番組➡ https://youtu.be/Lx0GmCyivjs 午前10:07 · 2023年8月1日·7,224 件の表示 https://x.com/matsud.../1686181891677057024 松田まなぶ（松田学）＠参政党 @matsudamanabu （続）なんと、孔子学院に対しては設立認可を始め法的規制は日本には何もなく、学校教育法上の違法行為には対処できても安全保障上の観点が政府にはないことが判明。これも中国得意の「超限戦」の一環。日本をコントロールしやすい国にする手段。政府に対し引き続き追及していきます。 午前10:09 · 2023年8月1日·1.6万 件の表示 https://x.com/matsud.../1686182264273870848",index out of range in self
