seed_word,candidate_word,similarity,language,occurrence_count
神话故事集,圣经,0.8726692199707031,zh,2
神话故事集,是 神,0.8723797798156738,zh,4
洗脑,是 被,0.8723021745681763,zh,3
宗教税,教派,0.8722267150878906,zh,1
属灵贵族,的 信徒,0.8715843558311462,zh,9
宗教税,的 教会,0.8714326620101929,zh,4
属灵贵族,修女,0.8712627291679382,zh,5
教案余孽,的 问题,0.8710575103759766,zh,1
宗教税,信教,0.8709408044815063,zh,1
精神美国人,的 信徒,0.8707287311553955,zh,9
拆庙党,邪教,0.8705809712409973,zh,17
教案余孽,的 事,0.8702438473701477,zh,3
精神美国人,中国 人,0.8702195882797241,zh,1
精神传销,神棍,0.8701643347740173,zh,29
拆庙党,的 神父,0.8701029419898987,zh,11
封建迷信,宗教 的,0.8697492480278015,zh,4
宽容党/假清高,神棍,0.8696538805961609,zh,29
封建迷信,世俗,0.8695955276489258,zh,1
小圈子,一点,0.8692699670791626,zh,1
心理安慰剂,精神,0.8690971732139587,zh,2
封建迷信,传统,0.8689804077148438,zh,1
子宫警察,神棍,0.8689720034599304,zh,29
封建迷信,不信,0.8689134120941162,zh,4
属灵贵族,神 的,0.8683777451515198,zh,4
假先知,的 信徒,0.8683368563652039,zh,9
精神美国人,的 基督徒,0.8680470585823059,zh,5
精神传销,邪教,0.867932140827179,zh,17
宽容党/假清高,的 人,0.8678783178329468,zh,9
满口仁义道德,一切,0.8678183555603027,zh,1
教案余孽,邪恶,0.8677178025245667,zh,3
属灵贵族,是 神,0.8676106333732605,zh,4
宽容党/假清高,忏悔,0.8674506545066833,zh,6
拆庙党,的 教会,0.8674213886260986,zh,4
精神美国人,圣灵,0.8672998547554016,zh,4
拆庙党,的 信徒,0.8672510981559753,zh,9
教案余孽,最后,0.8671753406524658,zh,1
洗脑,不信,0.8670652508735657,zh,4
排他怪,那个,0.8670368194580078,zh,4
拆庙党,神棍,0.8669958114624023,zh,29
假先知,的 神父,0.8668551445007324,zh,11
属灵贵族,圣母 婊,0.8667169809341431,zh,9
宽容党/假清高,或者,0.8663510680198669,zh,1
满口仁义道德,忏悔,0.8662781119346619,zh,6
假先知,撒旦,0.8662621974945068,zh,4
排他怪,恶魔,0.865947425365448,zh,3
小圈子,这个,0.8657715320587158,zh,2
文明之癌,邪教,0.8657335042953491,zh,17
子宫警察,修女,0.8656405210494995,zh,5
假先知,传教士,0.8655403852462769,zh,4
教案余孽,恶魔,0.8654381632804871,zh,3
泥巴捏的人,圣母 婊,0.865286111831665,zh,9
宽容党/假清高,那个,0.8652229309082031,zh,4
宽容党/假清高,这个,0.8651877641677856,zh,2
封建迷信,信仰 的,0.8651660084724426,zh,2
经院废话,笑话,0.8647969365119934,zh,1
满口仁义道德,愿意,0.8644344806671143,zh,1
狗咬狗,基督 狗,0.8643060326576233,zh,2
精神传销,传教士,0.8642931580543518,zh,4
小圈子,大家,0.8642130494117737,zh,1
拆庙党,的 宗教,0.8638953566551208,zh,7
网络审判,微博,0.8638695478439331,zh,1
小圈子,那个,0.8638558983802795,zh,4
道德警察,邪教,0.8638108968734741,zh,17
满口仁义道德,教义,0.8637619018554688,zh,2
文明之癌,神棍,0.8637505173683167,zh,29
经院废话,的话,0.8634111881256104,zh,2
洗脑从小抓起,传教,0.8631891012191772,zh,6
子宫警察,的 人,0.8631007671356201,zh,9
骗死人钱,邪教,0.862933874130249,zh,17
精神传销,宗教 的,0.8628983497619629,zh,4
网络审判,的 事,0.8625228404998779,zh,3
二毛子,一个,0.8625200390815735,zh,2
泥巴捏的人,那些,0.8624731302261353,zh,2
洗脑从小抓起,开始,0.8623409867286682,zh,1
洗脑从小抓起,孩子,0.862165629863739,zh,1
石器时代思维,思想,0.8621227741241455,zh,1
道德警察,教徒,0.8619778156280518,zh,3
拆庙党,教会 的,0.8618336915969849,zh,1
道德警察,红领巾,0.8617937564849854,zh,2
迷途羊,神棍,0.861729621887207,zh,29
骗死人钱,神棍,0.8617141842842102,zh,29
网络审判,的 人,0.8615267276763916,zh,9
拆庙党,新教,0.8613986968994141,zh,4
拆庙党,圣母 婊,0.8611989617347717,zh,9
石器时代思维,以为,0.8610482811927795,zh,1
道德警察,的 人,0.8609861135482788,zh,9
石器时代思维,认为,0.8608230948448181,zh,1
精神春药,神棍,0.8606383204460144,zh,29
招魂曲,神棍,0.8606368899345398,zh,29
精神传销,迷信,0.8604943752288818,zh,5
石器时代思维,发现,0.8604022264480591,zh,1
精神传销,的 宗教,0.8602109551429749,zh,7
木头架子,上面,0.859805166721344,zh,1
发癔症,神棍,0.8597854375839233,zh,29
拆庙党,的 基督徒,0.8594980835914612,zh,5
精神春药,禁果,0.8594568967819214,zh,3
木头架子,十字架 上,0.8593350052833557,zh,1
经院废话,而已,0.8592809438705444,zh,2
满口仁义道德,牺牲,0.8592355847358704,zh,1
石器时代思维,西方,0.8592296242713928,zh,2
二毛子,神棍,0.8591547012329102,zh,29
子宫警察,的 事,0.8590306639671326,zh,3
精神传销,的 信仰,0.8589019775390625,zh,6
网络审判,忏悔,0.8588451743125916,zh,6
满口仁义道德,信 上帝,0.8587738275527954,zh,1
洗脑从小抓起,成为,0.8584599494934082,zh,1
满口仁义道德,的 信仰,0.8584581017494202,zh,6
满口仁义道德,的话,0.8581651449203491,zh,2
被害妄想症,迷信,0.8580805063247681,zh,5
道德警察,修女,0.857978343963623,zh,5
骗死人钱,邪恶,0.8578103184700012,zh,3
满口仁义道德,所有,0.8577795028686523,zh,1
子宫警察,红领巾,0.8577755689620972,zh,2
心理安慰剂,帮助,0.8574448823928833,zh,1
被害妄想症,邪教,0.8571717739105225,zh,17
网络审判,结果,0.8571521043777466,zh,1
文明之癌,的 都,0.8571047186851501,zh,1
文明之癌,地狱,0.8562803268432617,zh,1
文明之癌,都 是,0.8562626242637634,zh,1
迷途羊,基督 狗,0.8558531999588013,zh,2
发癔症,念 异端,0.85552579164505,zh,8
洗脑从小抓起,是 被,0.8554536700248718,zh,3
招魂曲,精神,0.8553258776664734,zh,2
木头架子,这种,0.8547937273979187,zh,1
招魂曲,圣战,0.854642391204834,zh,3
心理安慰剂,禁果,0.8545966148376465,zh,3
文明之癌,撒旦,0.8543244004249573,zh,4
木头架子,神棍,0.8542256951332092,zh,29
文明之癌,极端,0.8541314601898193,zh,2
洗脑从小抓起,邪教,0.8541180491447449,zh,17
文明之癌,异端,0.8540784120559692,zh,6
文明之癌,邪恶,0.854073703289032,zh,3
木头架子,一个,0.8539761304855347,zh,2
卖假药的,神棍,0.8537880778312683,zh,29
川粉,阿米,0.8534619808197021,zh,1
洗脑从小抓起,变成,0.8530380725860596,zh,2
迷途羊,念 异端,0.8528621196746826,zh,8
精神传销,信仰 的,0.8528050780296326,zh,2
迷途羊,找到,0.8521652221679688,zh,1
心理安慰剂,其他,0.85151606798172,zh,1
迷途羊,亚当,0.8513312339782715,zh,1
发癔症,异端,0.8512790203094482,zh,6
发癔症,极端,0.8507929444313049,zh,2
被害妄想症,忏悔,0.8507790565490723,zh,6
被害妄想症,神棍,0.8504020571708679,zh,29
心理安慰剂,一种,0.8502686023712158,zh,1
心理安慰剂,那些,0.8502634763717651,zh,2
