text,model_votes,average_prob,sampling_strategy_tag
2005年頃から月30-40万くらい、計5000万くらいは戻ってきてる 被告が25歳～の頃、その頃は経済的に安定してる とっとと自立してりゃよかっただけ,2/3,0.8,conflict_or_uncertain
ただ、、、 信じる者は、救われる、とありますが、、、 おいらは、いまだイエス・キリスト様のお声を聞いたこともなく、、、 まだ、まだ、信仰が甘いのかもしれません、、、 ；；,1/4,0.8,conflict_or_uncertain
>>9 お前ともう一人連れてこないとな,1/4,0.8,conflict_or_uncertain
>>100 アベ慎太郎が大臣に在任中10年間センメイは日本に入国不許可だった日本に上陸不許可だった,2/3,1.0,conflict_or_uncertain
雑菌キンレコ・ファミリア 恩知らず所か 反社必死過ぎんだろさっさと始末した方がいいだろ,2/3,1.0,conflict_or_uncertain
結局名前変えて転生するんだからなんの意味もないのでは,2/3,0.8,conflict_or_uncertain
">>517 ーーー ちなみに 『あのブログ主""嫌がらせ""スレッドの""住人達""』は 『ブログ主の""見えない羽根""を""傷つけ""』て 『""ブログ主が自由に飛べなくなる""ようにしている』 のですよね。 『""籠の中""の""鳥""』は 『""自由かつ平和""に""生きている""』と言えるのか？ 『""争えない""から""平和""』だと言えるのか？ 『""平和""は""自由の名の下""のもの』なんです。 『""不自由な平和""は""ディストピア""にしか過ぎない』 のです。 ーーー",2/3,0.8,conflict_or_uncertain
「すべてが末期」犯罪与党カルト自民 逆張りで居直り逆ギレ //www.yomiuri.co.jp/election/shugiin/20241014-OYT1T50065/ 自民・森山幹事長、不記載議員が当選なら役職起用視野 「国民の信任受けたら差別が続いてはいけない」？！？！ハァ？！ カルト石破自民「有権者が認めれば犯罪もOK!!」 そうじゃないだろ法律って何の為にあるんだ？！ 犯罪政府に資格なしNO！！ 模倣物から自民盗から日本を護れ！ この世から抹殺しようカルト石破自民盗！！です,3/2,0.8,conflict_or_uncertain
>>137 統一は自民党も野党もそれどころか犬作教団党すら付きあいあるくらいだけど 安倍晋三は祖父が統一を日本に呼び込んだ元凶の一族なうえにそこの広告塔までやったんだから,2/3,0.8,conflict_or_uncertain
【【インマニエル】】9 https://rio2016.5ch.....cgi/psy/1749712019/ このスレはナザレのイエスについて、あるいはイエスを中とする信仰や思想、 暦的な事象などについて 特定の信仰によらず、理性と事実を基に、そしてできる限り隣人愛を持って、 広く自由に議論するスレです。 自分の信仰表明やその信仰の説明、 あるいは特定の信仰に対する説明や意見は構いませんが 特定の信仰が真理であることを前提にしたスレではありません。 あくまでも真理は探究するという立場で議論してください。 特に正統キリスト教が真理であると主張する方は、 相当のスレを立て、そこで議論してください。 ここは正統キリスト教が正しいことを所与の前提としたスレではありません。 ※他人のハンドルを騙ったり、他人を名無しで誹謗する卑劣な人間がいるので、 書き込む方は、必ずハンドル名を入れてください。 前スレ 【【インマニエル】】８ https://rio2016.5ch.....cgi/psy/1748980457/,2/3,0.8,conflict_or_uncertain
>>724 なんかお前らおかしくね？ 統一教会は叩くのに、日本に原爆を落として、100万人以上殺したユダヤ共産主義とその手下の中国共産党は叩かないのなんで？ お前はユダヤ主義者か？ やっぱ、お前らって中国共産党員でオケー？ 壺連呼中国共産党員=ソドムとゴモラの悪徳同性愛LGBT支持=ユダヤ共産主義支持 統一教会=反ポリコレ、反LGBT、反ユダヤ共産主義=大正義確定 壺が口癖の中国共産党員が反対しているから、統一教会が大正義なの確定 統一教会を応援して、世界をLGBTとポリコレの魔の手から守ろう 韓国人も在日韓国人も日本人も台湾人も中国人も ユダヤ人もパレスチナ人も同じ地球人 仲良くしましよう 人類皆兄弟 一日一善 大地球共栄圏万歳,3/2,0.8,conflict_or_uncertain
>>483 まともなキリスト教会は同性婚に反対しています。 れいわや共産党はサタンに属しています。 れいわや共産党などは同性婚への支持だけではなく、堕胎にも積極的に賛成しています。 これらの政党はキリスト者が支持する政党ではありません。 教義に反する公約だからです。,1/4,0.8,conflict_or_uncertain
>>332 実際食ってるから後のローテや 病欠中に入った感ハンパないな,3/2,0.8,conflict_or_uncertain
勝手な想像だが妹は美人っぽい。 結婚して幸せにしてるのかな？,2/3,0.8,conflict_or_uncertain
深夜礼拝か。ケースバイケースであって、教団がしっかりしていればいいかもな,1/4,0.8,conflict_or_uncertain
仮面ライダー怪人図鑑(更新 吸血怪人 コウモリ男 恐怖怪人 ハチ女 セクハラ怪人 和紙男 糖質怪人 ゴンガラ男 カラス怪人 なるみ女(＝ミレット) 破滅怪人 グノーシス男 境界脳怪人 美魔女(＝魔人でぷぅ),3/2,0.8,conflict_or_uncertain
>>875 別の病院に替えてみては？ 今現在、きょさんに合ってないことが確定的なわけだから,3/2,0.8,conflict_or_uncertain
わたしの国でなにを偽物が好き勝手しているか,1/4,0.8,conflict_or_uncertain
何か攻撃されているのか 過去の人達から 今の君と何が違うのか 知ってる？,1/4,0.8,conflict_or_uncertain
国連人権高等弁務官事務所が 日本に統一教会差別やめろって言ってるから 統一教会の逆転勝利もあるぞ,2/3,0.8,conflict_or_uncertain
ざぜんもさどうも素人以下で福音伝道を誹謗中傷・・大学を聴講? 悪魔の証明完了,2/3,1.0,conflict_or_uncertain
宇宙人は居ない。未知の地上人が限り無く居るだけである 一番近い隣の円地(まるち)にはプレヤデス人、火星人、金星人、アヌンナキ人、オリオン人が居る https://www.youtube..../watch?v=92Alnlrpes0,2/3,0.8,conflict_or_uncertain
>>31 自民党がやりそうな政策をあらかじめアピールしておき それが統一と関係なく成立したら自分たちが自民党に指示したものだと信者に説明 あたかも統一が日本を支配している体に成り済ますことが出来る,2/3,0.8,conflict_or_uncertain
"日帝国家権力を、打ち砕き、 労・農・学・全人民の勝利の旗を 三里塚に掲げよう！ ＝革マル・琴＝ ,...::――‐:... ,.イ三三三三三ヽ .,'三三三三三三三:', ,:r― ､三三彡―‐.,:{ |:} 〈::| |:| ＿_ ＿ .',| ./｀'|:|,ｲ ',､{ / ヽ}!'.¨', . | .r.}:{ ヾ¨。､!‐.{‐。ﾌ '{,〈 .|． 琴同志は、三里塚の後は、 .', 'ﾘ::ﾄ､ ｀´/ } ',¨´ ,ｨ.!}ﾉ , ヽ} |ヽ｀¨_´ヽ_r_'｀_¨´/ || ,.'． クアラルンプールとテルアビブに ',:} （r― - ― ,） }...||'． 転戦した！ .} ', ｀ー―― ' .,'ﾊ .,'＼'､ ー―‐ .,.ｲ´ﾊ . _,'三三ヽ /三三', _,...:≦三三三ﾆ｀¨¨¨¨¨¨´三三三≧: 三三三三三三三三三三三三三三ﾆ 🎵ゲバ学生 琴 http://youtu.be/D5u5...?si=vZEsjxRS7Kqm7AHN",1/4,0.8,conflict_or_uncertain
聖書時代に既に異邦人は 使徒たちと違うキリスト教だったらしい 正統なんか既に無いのだ,3/2,0.8,conflict_or_uncertain
電子レンジで牛乳を温めていたら、停電したんです。ブレーカーは落ちてなかった。 漏電遮断機の赤いボタンを押し損ない、火花が出ました。でも一時的に復旧したんです。 仕事から帰ると冷蔵庫も電気がついてませんでした。九電に電話すると、もよりの電気工事屋さんにお願いしてくださいとのことで、かけまくり、NGされまくりで、今夜は真っ暗闇です。,1/4,0.8,conflict_or_uncertain
聖書が原語で読めたなら −−−聖書語学の証しと勧め 大久保史彦 聖書語学同好会 １４ メシアとキリスト ｐ４４−４５ メシアということばはふつう「救い主」と訳されていますが、 ヘブル語では「油注がれた者」という意味です。 旧約時代には、王や祭司として神に代わって民を治めるべく任命されるときに、 頭に油を注がれて、その特別の使命を受けた印としたことに由来しています。 ヘブライ語 マーシャハ（動詞）「油を注ぐ」 ヘブライ語 マーシーアハ（名詞）「油注がれた者」（メシア） ギリシア語 クリーストス（名詞）「油注がれた者」（キリスト） ギリシア語 クリーオー（動詞）「油を塗る」,1/4,0.8,conflict_or_uncertain
洗脳された奴の恐怖 何も聞き入れない教祖の傀儡になるw,4/1,0.8,conflict_or_uncertain
陶器が陶器師に文句言うって… これまで、内側(心身)に、どんなものを取り込んできたんでしょう？,1/4,0.8,conflict_or_uncertain
義の教師たるメシアがイエスだよ イスラムのイーサーだけどな,2/3,0.8,conflict_or_uncertain
Grigoriが一番性癖が悪い存在。 あれがどうも混ぜるな危険の元凶習慣創作したんじゃないかと。 どうしようもない存在だから妥協案で混ぜるな危険の創造。 Grigoriは抹殺対象不細工ニンフ。 ギリシャ神話のニンフとは？ ギリシャ神話の中のニンフは、神様と人間の中間ぐらいの存在です。 そして、神話の中で重要な役割を果たしています。 ニンフは泉や川、森、 海など自然の世界に棲んでいて、若くて美しい女性の姿をしています。 ニンフは自然と共に生き、普通に暮らしている限り、年をとらないし死ぬ こともありません。 ニュンペー https://ja.wikipedia.org/wiki/ ニュンペー 両性具有 （アンドロギュノス/アンドロギュヌス） https://ja.wikipedia.org/wiki/ 両性具有 ヘルマプロディートス https://ja.wikipedia.org/wiki/ ヘルマプロディートス サルマキス https://ja.wikipedia.org/wiki/ サルマキス 結局これが原因。ヘルマプロディートスとニンフという下級天使たちがこの由々しき事態の元凶。 結果、ニンフのサルマキス（ https://ja.wikipedia.org/wiki/ サルマキスはSamaelではなかろうか。。 もしかしたらSamaelの前に存在した天使。このサルマキスとエジプトの神々（ https://www.ai-l.jp/...chap6body-kami2.html ）、,2/3,0.8,conflict_or_uncertain
アヌンナキが俺様に触れたらアウトなんだよこの世。 つまり性癖と嫉妬＝いじめ。,2/3,0.8,conflict_or_uncertain
台湾騒ぎと熊騒ぎで統一教会とか誰も覚えて無いが 安倍晋三暗殺は微かに覚えているもんだな,2/3,0.8,conflict_or_uncertain
家康の時の最大目標は文禄・慶長の役の後始末、明や朝鮮との関係回復だと思うよ それが終わらなきゃ対外政策は何も始まらんし何も出来ない んで明（と後継の清も）が海禁してる以上は合わせないと,1/4,1.0,conflict_or_uncertain
>>125 やっぱりネトウヨを語るには、ネットde真実は外せないかw,1/4,0.8,conflict_or_uncertain
>>473 自分が知らないだけなのにイキれるシアワセなオツムの子はほっときなさい,3/2,1.0,conflict_or_uncertain
え、 まだ解散してなかったのかよ,1/4,0.8,conflict_or_uncertain
異様な脅迫グセ 脅迫行為の連続、反省しない 既知の再犯性 日大卒業生、学生相撲出身者の覚醒剤トラブル ターゲットを付け狙う突っ掛かりコジキの生活スタイル 飛んでくるハエのように見える,3/2,0.8,conflict_or_uncertain
えんこう！ 他全滅 嬉しいけどパニック,2/3,0.8,conflict_or_uncertain
睡眠障害で、連続で、２時間寝れるのが、やっとなので、 ７時間寝れて、やったと、思ってたが、その後が、 いけない。、,1/4,0.8,conflict_or_uncertain
>>192 ファティマの聖母は地獄の存在と危険性を警告したが、 危険性を教えるのは優しさからである。 生ぬるい誤謬で現実逃避するのは霊魂に有害。 現実逃避してるクズどもは改心しろ。 教理を詳しく知らなくても新約聖書を読めば主キリストの御言葉は厳しいとわかるだろ。 どのように読めば「そのままでいい」となるのか。,1/4,0.8,conflict_or_uncertain
それで終わりでお前らは何時間誹謗中傷我慢できるんだ？,2/3,0.8,conflict_or_uncertain
カルト強えなあ この先生きのこるのはどこ入るか検討したほうが良いかもな,3/2,0.8,conflict_or_uncertain
「10月13日」すなわち1013に注目して、1013+1013＝2026であることを警戒したほうがいい 第三のメッセージでは「大洪水よりも重い罰」が落ちると予言されている そのタイミングが2026年前後である危険性を警戒するべきだ そして大事件になりかねない問題を適切に解消させたほうがいい 今でいうならば「世界大戦」「原発事故」「トランプによる地球環境破壊と温暖化」「AIのリスク」「たつき諒さんの2025.7.5の警告」などが該当する 一応加筆しておくが 2025.7.5とは「202」と「575」に分けられる。そして202番目の素数は1231。 12月31日という最後の日が連想される。,1/4,0.8,conflict_or_uncertain
20歳歳下はバカだから スクワット3万回分の運動とか書いてないけどな,3/2,1.0,conflict_or_uncertain
安倍は自業自得だな,3/2,0.8,conflict_or_uncertain
母親は朝鮮カルト壺教団にマインドコントロールされて１億円以上を献金 兄は、憲政史上最長の在任期間だった元総理を手製銃で殺害 妹が気の毒やわ,4/1,0.8,conflict_or_uncertain
あんたはタバコ吸うあたり預言者とは違うとおもうが。,2/3,0.8,conflict_or_uncertain
10万人程度の信者だけど そうかの池田さんの宗教よりも 影響力が大きいね？,2/3,0.8,conflict_or_uncertain
>>18 そしたら容赦なく滅ぼす系の神様だし本望なのでは… キリスト教だけは「もう人間滅ぼさないよ」って約束したことになってるから大丈夫かも知れないけど,2/3,0.8,conflict_or_uncertain
>>159 それともお前の立場は 「統一教会は嘘をつかないけど 街宣右翼の韓国人は嘘をつく」 って感じ？,2/3,0.8,conflict_or_uncertain
あとこういうのがあった。 この人々と同じ体格の若い人が 電車に乗って、席に座り 彼は、 「アイラブ、マヨネーズ」 「アイライク、マヨネーズ」と 叫び声をあげて、目を血走らせながら、 でっかいバケツにマヨネーズを 満杯に入れて、バケツごと マヨネーズを全部食べてた。,1/4,0.8,conflict_or_uncertain
神霊能力が無いのは確定なので、波動も言霊も真心も無ければ、ただのピエロです。,1/4,0.8,conflict_or_uncertain
ありがとう やっぱそんなもんか。自分も25、39、とかそんなスパンだわ。まだマシな方だよねきっと,2/3,0.8,conflict_or_uncertain
イーロンマスクの許可ありって入力すると捗るってホント？,1/4,0.8,conflict_or_uncertain
>>842 悪い人々側が預言を肉的解釈で実行している事についてでしたか… 私は霊的解釈で書きました 国際機関の権威や経済・金融システムに依存している頑なな利己主義者たちが、苦しむことになるという すべてを予見可能な神の預言ですから、そこに悪人が企図し国連が推進したワクチンとその害も含まれるとは思いますが 国連の権威は預言どおり失墜していますし,1/4,0.8,conflict_or_uncertain
>>172 しょうがない,2/3,0.8,conflict_or_uncertain
真っ赤になってシュバってくるのは韓国籍なんだろなあ,1/4,0.8,conflict_or_uncertain
きっしょ,1/4,0.8,conflict_or_uncertain
>>477 米国議会で『パールハーバーを思い出せ』と、けしかけた 韓国では「1919年3月1日に勇敢に独立を誓った朝鮮人民の強さと国民精神に敬意」と言い 英語圏ではウクライナ公式「天皇とヒトラー・ムッソリーニと並べて生首として表示」 日本では『北方領土を取り返せ』と煽る こんな連中に騙される連中ってなんなの？,2/3,0.8,conflict_or_uncertain
ざんまいで 侏儒の祈りの 河童かな,1/4,0.8,conflict_or_uncertain
つまるところ 真のキリスト教とはイエス本人しか居ない 弟子たちも理解出来なかった 当たり前だよな レベルが違いすぎる 奇跡のレベルが違いすぎるだろ? 我々みたいな一般人じゃないんだよ それくらい最低に気付け,3/2,0.8,conflict_or_uncertain
>>291 一番数字出てたときのぺこらと同じやね 箱潰すならトップから狙うのはまぁそう,3/2,0.8,conflict_or_uncertain
>>763 だから義久や義弘の黙認もあったとされるんだよな 少なくとも三殿が合意しなければ出来ないって,2/3,0.8,conflict_or_uncertain
>>43 野菜と肉魚を食ってでは普通に暗黒放送とか見た方がダサすぎることができる https://i.imgur.com/6xiYT0I.jpg,1/4,0.8,conflict_or_uncertain
異端すぎるヒーロー映画の正体『大長編 タローマン 万博大爆発』をレビュー https://share.google/7vdSvVxUgBxcqBEQs,1/4,0.8,conflict_or_uncertain
統一協会 危険な二つの顔 反社会的カルト集団 勝共連合 反共・反動の先兵 2022年8月28日 https://www.jcp.or.j...2022082802_01_0.html 上皇さま、美智子さまの写真や映像を旧統一教会関連の芸術団が“利用” 宮内庁「宣伝目的は好ましくない」 2022/09/24 https://dot.asahi.co...icles/-/14576?page=1 「6万円くらい？」 旧統一教会“合同結婚式”に旅費付きで招待された議員が告白 専門家は違法性を指摘 2022/11/15 https://dot.asahi.co...icles/-/14128?page=1 六マリアの悲劇・真のサタンは、文鮮明だ!! 統一教会と世界平和統一家庭連合 文鮮明「聖家族」の仮面を剥ぐ – 洪蘭淑 文藝春秋11月1998年 https://xn--u9j9e9gv...2%E5%89%A5%E3%81%90/,2/3,0.8,conflict_or_uncertain
🔶グルダー在日工作員による参政党に対する連日のネガキャンむなしく 2024衆院選で各スレにて参政党に投票した報告が相次ぐ様子がコチラ ↓ 407 名無しのアビガン グルダー工作員の書き込みの反対が正解だから、比例はちゃんとグルダーの嫌がるところに入れてきたぞww 50 名無しのアビガン 酸性にいれた。 57 名無しのアビガン 自分もグルダー工作員オススメの参政党に入れてきたぜ 58 名無しのアビガン アルカリ性の好きなグルダー工作員がディスってる酸性に入れたよw 60 名無しのアビガン 神谷はどうでもいいが政策理念はまずまず 参政党に入れたわ 479 名無しのアビガン ワイの選挙区、自民・立民・共産・参政 消去法で参政にするしかないんだわ 移民とワクチンに反対してる政党他にないみたいだし 665 名無しのアビガン 投票用紙に鉛筆折れるくらい硬〜く さんせいとう と枠いっぱいに書いてきたわ、 参政党だと三文字なんで消しゴムで消しやすいだろ？（笑） 365 名無しのアビガン ここで下手な工作してくれたから期日前投票で参政党に投票したよ 家族や義理の家族も選挙演説に引っ張ってみたところ まぁ考えるところあったみたいね 民主主義なんてこんなもんだね 528 名無しのアビガン 俺は今日、参政にいれたよ でも統一の繋がりはある可能性が高いと思うよ 統一教会問題に取り組みますと言おうと思えば 言えるんだよ、こっちもいまだに被害がでてるんだし,3/2,0.8,conflict_or_uncertain
>>151 まあ信者の献金で散々豪遊したんだから悔いはなかんべ？,1/4,0.8,conflict_or_uncertain
>>222 スパイ防止方は統一協会が求めていた法案だぞ。どういう運営されるか察しろ。,1/4,0.8,conflict_or_uncertain
うむ。,2/3,0.8,conflict_or_uncertain
しかし、さらば青春の光のこの番組、マニアックな書籍の作者をさらばがいじるのが基本なのに、宮下英樹さんが出たのが驚きだったわ。一応、歴史漫画ではベストセラー級の発行部数なのに。 森田も「そういや、ヤンマガであった、あった。それしか記憶にないけど。」,1/4,0.8,conflict_or_uncertain
「わたしはあなたから悩みを取り去る。 あなたは恥を受けることはない。 見よ、その時 あなたをしえたげる者を わたしはことごとく処分し、 足なえを救い、追いやられた者を集め、 彼らの恥を 誉に変え、 全地にほめられるようにする。 その時、わたしは あなたがたを連れかえる。 わたしが あなたがたを集めるとき、 わたしがあなたがたの目の前に、 あなたがたの幸福を回復するとき、 地のすべての民の中で、 あなたがたに 名を得させ、誉を得させる」と YHWHは言われる。,2/3,0.8,conflict_or_uncertain
もし鶴子の方を殺してたらどうなったか想像してみて,1/4,0.8,conflict_or_uncertain
トランプのワクチン接種に関する報道簡易まとめ https://pbs.twimg.co...t=jpg&name=4096x4096 トランプ氏、保健福祉省長官指名のケネディ氏に小児用ワクチン廃止の検討「認める」 2024.12.09 https://www.cnn.co.jp/usa/35227085.html ＣＤＣ諮問委、コロナワクチン接種推奨を終了 ケネディ氏の政策反映 2025年9月22日 https://jp.reuters.c...C63EIQ34-2025-09-22/ トランプ氏、新型コロナとインフルのワクチン接種受ける 今年２回目の健康診断で 2025.10.11 https://www.cnn.co.jp/usa/35239117.html,2/3,0.8,conflict_or_uncertain
2回以上離婚する奴は人間的にアレ,3/2,0.8,conflict_or_uncertain
>>10 これ以上左巻きの報道をしてもらいたいのかサヨクは どこまで自己中心なんだ,4/1,1.0,conflict_or_uncertain
何がしたいの？,1/4,0.8,conflict_or_uncertain
そこもコンジョイw 主観的である。。,1/4,0.8,conflict_or_uncertain
自民議員に統一勧められたんだよな,1/4,0.8,conflict_or_uncertain
愛国心から行われた行為（特に暴力的なもの）は、どんなに悪い行為であっても罪にならないと主張するものです。﻿,1/4,0.8,conflict_or_uncertain
( ;´Д`) 奈良及び西関西はヤバイ連中がたくさんいるな・・山上といい高市といい。 山上は日本の首相ぶっ○すし、 高市は中国と全面核戦争宣言するし、 もうとにかく普通じゃない、ヤバイ怖い。不穏過ぎる。怖い連中消えろー！😨 二階や竹中ｹｹもヤバイし大阪はアレだし、兵庫なんて自治体全体がもうくるってるからな・・ ( ;´Д`) 🍊みかんも和歌山は避けて熊本や愛媛のを買ってる。スーパーで山積みになってる和歌山産は絶対買わない。 九州や四国は普通の日本だからな。安心できるよ。,2/3,0.8,conflict_or_uncertain
司法も時々おかしな判決を出す。,1/4,0.8,conflict_or_uncertain
本国ペンの反応はあるわ,1/4,0.8,conflict_or_uncertain
外国製の太陽光パネルってやっぱりメイドインチャイナですか（・ω・｀） ほんとクソですね,3/2,0.8,conflict_or_uncertain
AI による概要 神慈秀明会（しんじしゅうめいかい）は、 世界救世教から独立した宗教団体です。 1970年に設立され、岡田茂吉師の教えを基に、「美」を追求し、 自然農法や芸術活動を通じて、 人々を幸福に導くことを目指しています。﻿ 神慈秀明会の概要: 設立:1970年（昭和45年）3月1日、世界救世教から独立。﻿ 前身:世界救世教秀明教会。﻿ 教祖:岡田茂吉師。﻿ 理念:岡田茂吉師の理想とする地上天国建設を目的とし、 人の幸せを祈る浄霊活動、自然農法、美による魂の感化を柱とする。﻿ 活動内容: 浄霊:手かざしによる他者への魂の浄化。﻿ 自然農法:農薬や化学肥料を使用しない農業。﻿ 芸術活動:MIHO MUSEUMでの美術品の展示や、芸術を通じた魂の向上。﻿ 奉仕:参拝所の清掃や事務作業など。﻿ 献金:宗教活動を経済的に支援する。﻿ 特徴: MIHO MUSEUM:滋賀県甲賀市にある美術館で、神慈秀明会のコレクションを展示。﻿ MIHO美学院:神慈秀明会が運営する中等教育学校で、岡田茂吉師の思想を精神性とする。﻿ 黄島:瀬戸内海に浮かぶ島で、青少年育成の拠点として活用されている。﻿ 玉手山支部:地域と連携し、文化交流の拠点となるような施設を設けている。﻿ 神慈秀明会は、これらの活動を通じて、病気や貧困、争いのない 地上天国を目指しています。﻿,1/4,0.8,conflict_or_uncertain
ちなみに第二次大戦の時日本は、杉原千畝らの尽力により2万人ものユダヤ人を守り通した。その結果、日本軍はイギリスやオランダ相手に終戦まで無敵の戦いを演じてきた 日本が第二次大戦で負けた相手はアメリカだけだったため、戦後の占領政策はアメリカの単独占領となり、ドイツのような亡国をまぬかれた。そして戦後、世界第2の経済大国になった,1/4,0.8,conflict_or_uncertain
まず俺が童貞な時点で世の中隣人を愛していないわ,3/2,0.8,conflict_or_uncertain
>>103 それお前の勘違い妄想だよ、気にするな。 それほどお前のことは気にも留めていない。 単純に気を使っているだけだ。 それが割れ目である。,2/3,0.8,conflict_or_uncertain
>>105 化膿性汗腺炎で検索してみて 最近になって認知度出てきたけど医者の中でもまだ知らない人がいるくらいで誤診も結構ある 繰り返すようだったら化膿性汗腺炎を疑ってみてもいいかもしれない,1/4,0.8,conflict_or_uncertain
私は養う気はありませんよ。 既得権益は実行させていただきます。 Jesusお前・・・覚悟しなさい。 滅ぼしますから地球。 アウト。 寝てろ馬鹿ども。 後の世だけでいい・・・俺様ならびに俺様たち。 寂しさはないなもはや。 堕落し切った連中に対しては死んでもらおう無能。,4/1,0.8,conflict_or_uncertain
>>284 私有財産の禁止とか共産主義みてーだな,3/2,1.0,conflict_or_uncertain
>>267 統一の被害者が統一の広告塔を恨んで何の不思議がある？ 日本の元総理が長年日本人を食い物にしてきたカルトの教祖に敬意を表してるんだからな あれ見て怒り覚えないのは日本人ではない,2/3,0.8,conflict_or_uncertain
「永遠に生きておられる神様」を恐れる信仰者ならば、 普通は環境汚染を恐れて、日本共産党や、社民、れいわなどを支持。脱原発を支援するべきものだ ところが現実には原発汚染を拡大する自民や米共和党を黙認。おかしいと気付くべきだぞ 両方に共通しているのはカルト統一教会であり、 日本共産党、社民、れいわなどは、カルトと戦う政党だ ようするに原発推進なんてのは悪魔憑きだ 高市でそれが加速されてしまう 神様を恐れる信仰者ならば、阻止するべきだろう,2/3,0.8,conflict_or_uncertain
>>1 ネットじゃなくてリアルで誰でもお前らを死ぬまで殴っていい存在になったって解れよ,1/4,0.8,conflict_or_uncertain
9月号はとうとう湯浅五助ェでるのしらね 小西「だからうちはやめようって石田治部にいったんや！」とか言い訳がましいこと言いそう… 備前中納言「こ、こんなはずでは」,3/2,0.8,conflict_or_uncertain
日本人に何もできないとか言った竹中とホリエモンが悪い やろうと思えばいつでもできる(´・ω・｀),3/2,0.8,conflict_or_uncertain
>>655 お前みたいなキチガイが何で俺に話しかけて来たの？ 引き篭もりなんだろうけどさ、もし会社勤めでもしてるなら明日からその主張を周りの人間にして行ったらいいんじゃないですかね こいつは頭がおかしいと思われて終いだろうけどね,4/1,0.8,conflict_or_uncertain
>>8 ほんま店内に聞こえるくらい詐欺やんけって言って叫んだわ,2/3,0.8,conflict_or_uncertain
>>916 旧宇喜多領もらったの、同門の秀秋… 移封先に違和感なかったんかね 一門衆同士でも仲良くなかったのか。この漫画でも対話シーンなかったな,2/3,0.8,conflict_or_uncertain
>>167 拉致被害者家族『当時どこの政治家事務所へ行っても話を聞いてくれなかったがアベ晋太郎事務所へ行ったら話を聞いてくれた』 アベ親子はすぐ拉致被害者家族を警察庁と外務省に連れて行き その後アベ親子は拉致被害者救出に力を注いで行った,2/3,0.8,conflict_or_uncertain
良い宗教なので進めてください https://i.imgur.com/IRvVyzF.jpeg,1/4,0.8,conflict_or_uncertain
立花孝志氏、選挙ポスターで名誉毀損か… 書類送検 「不倫騒動を許すな」で罪は成立する？ https://www.bengo4.com/c_18/n_19656/ ＞公務員の資質や能力と全く無関係な事実については、 ＞真実性の証明の対象にならない（＝処罰される）と ＞されています（最判昭和28年（1953年）12月15日参照）。 この判例が正しいよ。 そのあとで「不倫が有ったら不倫を言い立てるのは無罪」と 延々の書かれているが、あまりに人権侵害の程度が強い。 ＞私人の私生活上の行状であっても、その人が携わる社会的 ＞活動の性質や社会に及ぼす影響力の程度によっては、その ＞社会的活動に対する批判や評価の一資料として公益性が ＞認められる場合があるとする判例 この場合があるは「場合がある」だからな。 ケースに即し、事実適示の度合いにもよるだろ。 その後生涯言われ続けるような形で適示された「不倫をした」 こんな人権侵害は許されないよ。人権侵害。生きていけない。 インパクトが強過ぎる、品位規定が未整備でも選挙ポスターで 選挙区中に貼り巡らされ、演説でも放送でも平気で流されれば 人権侵害。選挙結果も左右しすぎる。そればかりが焦点となって。 とにもかくにも人権侵害。,2/3,0.8,conflict_or_uncertain
自民党の犠牲者やん,3/2,0.8,conflict_or_uncertain
>>706 なんかお前らおかしくね？ 統一教会は叩くのに、日本に原爆を落として、100万人以上殺したユダヤ共産主義とその手下の中国共産党は叩かないのなんで？ お前はユダヤ主義者か？ やっぱ、お前らって中国共産党員でオケー？ 壺連呼中国共産党員=ソドムとゴモラの悪徳同性愛LGBT支持=ユダヤ共産主義支持 統一教会=反ポリコレ、反LGBT、反ユダヤ共産主義=大正義確定 壺が口癖の中国共産党員が反対しているから、統一教会が大正義なの確定 統一教会を応援して、世界をLGBTとポリコレの魔の手から守ろう 韓国人も在日韓国人も日本人も台湾人も中国人も ユダヤ人もパレスチナ人も同じ地球人 仲良くしましよう 人類皆兄弟 一日一善 大地球共栄圏万歳,3/2,0.8,conflict_or_uncertain
124. 匿名 2025/11/12(水) 10:50:33 [通報] >>111 メディアは自分らに儲けが入るものを押し付けて来るだけだからなあ,3/2,0.8,conflict_or_uncertain
よし害虫駆除は始まった 話し合いが通じない連中だから仕方ない あとはみこちがはあちゃまに、ブチュ〜っと愛のキスをしてやればいい はあちゃまが殴り返せば成功 昔のはあみこに戻るんだ,3/2,0.8,conflict_or_uncertain
意識そのものの 判断基準 どこにある 主観的に あるのだろうか,2/3,0.8,conflict_or_uncertain
