index,original,back_translated,path
70,>>273 そそw いいね！ 俺は〜〜モブだからわかんねえやw こうゆうのはアメリカ様が好むんだろパコパコママ♪ ちんこもでかけりゃまんこもでかいプラちんとガバマンという感度の低い欧米系。。 やりすぎだから増えちまう性犯罪者からの犯罪者。 結果、愛というキリスト教の教え多幸感という脳内麻薬からの執着おまんこ馬鹿。 全くしょーもねーペテン野郎がイエスだった高須クリノックへgo!! ブスとデブはいきなさい金かけてみてくれと毛穴クッサーのワキガチューンなかったことにするのアップデート。 https://imgur.com/a/CIXtdsO アメリカたまたま白人様。 俺様は日本人だったりアジア系だからわからんちん。 元々見た目がアジア系のイケメン。。w https://imgur.com/a/ElO0cYa 要するに美味しんだろ・・・こいつら。w,>>273 そうそう、その通り、笑！よし！俺はただのモブだから、何も分からん、笑。それがアメリカ様がお好きなやつだろ？ファック・マザー♪ 鈍感な西洋人ども、でかいチンコとでかいマンコ、プラスチックのチンコとだらしないマンコで…やりすぎだから、性犯罪者上がりの犯罪者が増えるんだよ。結果、キリスト教の愛の教えと脳内麻薬の多幸感に囚われたバカなクソアマ。高須クリニックに行け、イエスがクソみたいな詐欺師だったところだぞ！！ブサイクとデブども、金使って臭い毛穴を消し去るアップデートと脇の臭いチューンアップをしてみろ。https://imgur.com/a/CIXtdsO アメリカはただの白人様だ。俺様は日本人かアジア人だから、無知なんだよ。元々、アジア系のイケメン…笑 https://imgur.com/a/El00cYa 要するに、こいつらクソ野郎どもは食い物になるんだよ…笑,French
120,キリスト教自体がうちの教えに従わない奴は敵！おっお前らのとこの神いい権能やんけ、うちの神の側面ってことにしたるわ！あ、お前らの所の神は悪魔ってことにするからな！wとかやってきてる訳だからな……,キリスト教そのものが、「我々の教えに従わない者は誰であろうと敵だ！」ってことなんだよ。へえ、お前らの神はなかなか力があるじゃねえか？我々の神の一部にしてやろう！ああ、それからお前らの神を悪魔にしてやるぜ、なあ！(笑) まったく、あいつらがやったことって、こういうことなんだよな…,French
113,>>701 母親が騙されている組織の後ろ盾でありトップレベルの重要人物だった 直接的にどうこう言うなら騙された母親、騙した信者、その地方組織、...てなる 俺が言ってるのはヤクザの親分の責任理論 ホント統一教会信者のネトウヨって気違いだよな,>>701 彼は私の母が騙された組織の黒幕であり、最高幹部の重要人物だった。ぶっちゃけて言えば、騙された母、騙す信者、地方組織、… 私が言いたいのは、ヤクザの親分の責任論だ。マジで、統一教会の信者の中のネトウヨはキチガイだろ？,German
123,カトリック中央協議会やカトリックニュースジャパンのサイトを見ればわかるが、 反日、反戦、反核、など胡散臭い主張の数々。 こんなのを見て入信したいと思う日本人がいると思うか？ 日本人の信者数が減少してるのは司教が原因だろ。 日本国内の外国人信者数が増えればいいというものではない。 宗教は霊魂の救済のためにある。 胡散臭い活動のためではない。,日本カトリック司教協議会やカトリック新聞のサイトを見れば分かるように、反日、反戦、反原発といった多数のいかがわしい主張がある。こんなものを見て日本人が信仰に改宗したいと思うだろうか？日本人信者の数が減っているのは司教たちのせいではないか。在日外国人信者の数が増えたところで、それで良いというものではない。宗教は魂の救済のためにある。いかがわしい活動のためではない。,German
119,宗教界の各宗派はそれぞれの道が真理の道であると信じている。真理の道を偽りの道からどのように区別するのか。 | 神の国降臨の福音 終わりの日のキリストだけが人に永遠のいのちの道を与えられる 恵みの時代における教会生活と神の国の時代における教会生活の違いは何か。 キリストの神的本質をどのようにして知ることができるか。 聖書は人によって編纂されたものであり、神によって編纂されたものではない。聖書は神を表現できない。,宗教界の様々な宗派は、それぞれの道が真理の道であると信じています。真理の道と偽りの道をどのように区別するのでしょうか？ | 神の国の降臨の福音。終わりの日のキリストのみが、人間に永遠の命の道を与えることができます。恵みの時代の教会生活と神の国の時代の教会生活には、どのような違いがあるのでしょうか？キリストの神性をどのように認識できるのでしょうか？聖書は神によってではなく、人間によって編纂されました。聖書は神を表現できません。,German
108,>>345 そうやって期待させてその場しのぎしたり、頑張ればできるように見せかけて日本人騙し続けてきてるからね 当然岸信介の代からズブズブの統一教会を警察検察が取り締まれるわけもなく 結果、あの詐欺犯罪結社を警察検察が裁判で有罪にした例が一つもないというとんでもない実績を残したわけでね,>>345 彼らは日本人を何度も騙してきた。希望を与え、暫定的な解決策しか提示せず、努力すれば可能であるかのように装ってきたのだ。当然のことながら、警察と検察は、岸信介の時代から深く癒着している統一教会を到底取り締まることなどできなかった。その結果、警察と検察がこの詐欺的な犯罪組織を裁判で有罪判決に持ち込んだケースが一件たりともないという、とんでもないことをやってのけたのである。,German
124,そりゃ安倍は統一教会の信者とかではないよ 祖父の時代からの一族の政治パートナーなんだから当然 教祖らと対等な立場から日本人に奴らが害為す事を容認していただけ,何を言ってるんだ、安倍は統一教会の信者なんかじゃないだろう。彼らは祖父の代からの家族の政治的パートナーなんだから、それは当然のことだ。彼は、カルト指導者たちと対等な立場から、このクズどもが日本人に害をなすのを黙認したに過ぎない。,German
71,日本人の人口の99.8%からキリスト教や宗教はダメと言われている。やってる奴は頭おかしいと言われている。 学者の95%からもキリスト教はダメと言われている。 数々の証拠や考古学調査でも明らかになった。 更に天才だと証明された梨々香さんからもダメと言われているのに ここの数人古メンバーだけが天才梨々香さんからも何度も忠告を受けてるのに全く気にせず呑気に働かず自分達が正しいのだと5ちゃんねる三昧の毎日だね。 そしてさらに世の中の凡人皆が賢いと言われてる梨々香さんの話しを全てマトモに聞かない、けんじ、とあゲサンが5ちゃんねる古メンバーに洗脳され教会へ入会した。 古メンバーとけんじ、とあゲサン、これは発達障がいよりも劣っている行動に出た！境界線知能よりも劣っている行動に出た！彼等を これは人間としてどう思う？？ 異常を通り越して可愛さが、無いだろ？？？ 世の中の全ての人の反対を押し退けて ほとんどの学者と考古学の証拠を押し退けて 司法書士や天才梨々香さんの話しも押し退けて。,日本人の99.8%がキリスト教と宗教は悪いと言われている。それらを行っている奴らは精神病者扱いされている。科学者の95%もキリスト教は悪いと言われている。多数の証拠と考古学調査もこれを裏付けている。天才と証明されたリリカさんですら悪いと言っているのに、ここにいる、天才リリカさんから何度も助言を受けている数少ない古参メンバーだけは、全く気にせず、働かず、自分たちが正しいと信じ込んで5ちゃんねる妄想に耽って日々を過ごしている。その上、全ての一般人から賢いと言われているリリカさんの言うことを一言も真に受けないケンジとトアゲさんは、5ちゃんねるの古参メンバーに洗脳されて教会に入信した。古参メンバーとケンジ、トアゲさん、これは発達障害よりもひどい行動だ！これは境界知能よりもひどい行動だ！彼らを人間としてどう思いますか？？異常を超えている、愛らしさなんてないでしょう？？？彼らは世界中の人々の反発を無視し、ほとんどの科学者や考古学的証拠を無視し、法律顧問や天才リリカさんの話も無視している。,German
102,>>702 つまり今のテレビは お母さまの「統一教会と安倍はズブズブ」って真言を日本人に拡散させる洗脳装置になってんのか 安倍より先に撃たれた統一教会が警察に通報してれば 指名手配された山上被告は銃を所持したまま自由に行動することはできなかったし そもそも拳銃を持った人間が自由に歩いている奈良に安倍元総理が来る事も無かっただろ その辺の矛盾はどう報道してんの？,>>702 つまり、今日のテレビは、ママの「統一教会と安倍はグル」というマントラを日本人の間に広めている洗脳装置と化したということか？ 安倍が撃たれる前に撃たれた統一教会が警察に通報していれば、指名手配されていた被告ヤマガミは、自由に武器を所持して行動できなかったはずだ、そしてそもそも、拳銃を持った人間が自由に歩き回っている奈良に、安倍元首相も来なかったはずだ、と？ これらの矛盾はどのように報じられているのか？,German
127,>>839 君の優先順位は速度なんだね 俺は安倍の立場を考えるから 政治家として時期を見るって考え方に共鳴する 俺の表紙なんて後回しでいいじゃねえか！従軍慰安婦教会みたいな統一教会の資金源を潰すのが先だ！ 安倍の優先順位は 俺より君に似てるかもしれないね,>>839 お前の優先順位はつまりスピードだな。私は安倍の視点を考慮しているから、政治家は適切な時期を待つという考え方に共鳴する。私のトップ記事なんて待てる！まず、統一教会、慰安婦教会のようなものの資金源は叩き潰されなければならない！安倍の優先順位は、俺のよりもお前のそれに近いのかもしれないな。,German
128,私は伝統宗教派なので、オカルトやスピリチュアル及びニューエイジには懐疑的ですし、またそれらによる伝統宗教への擬態や教義の換骨奪胎、乗っ取りを警戒しております。,私は伝統宗教の信奉者であるため、オカルト、スピリチュアリティ、ニューエイジに対して懐疑的であり、さらに、それらによる伝統宗教の模倣、教義の歪曲と簒奪、そして伝統宗教の乗っ取りに対しても警戒している。,German
115,あの世の霊がタメに俺を相手してくれるからな 生きてる我々みたいな人間とか下層なんだよな まあ、いわゆるドブ川内での魚の競い合いみたいな 下界の中で カトリックだから洗礼受けたとかを理由に 怒りの子みたいに差別意識を持ち生きる 無職引きこもりのクズが 余り笑わすなよ君たち いい加減にしろよ,冥界の霊は私を対等に扱うからだ。我々のような生きた人間は、人間のクズだ。さて、この下劣な世の中では、いわゆる溝の中の魚の競争のようなものだ。カトリックであるとか、洗礼を受けたとかいう口実で、お前たちは差別的な精神で生きている、まるで憤怒の子どものように。失業者ども、引きこもりども、ゴミども！てめえら、笑わせるな！たわごとを言うな！,French
110,>>171 の在日の統一教会自演信者はいつ自殺するの,"厳密かつ忠実に翻訳します。

「いつ、自己顕示欲の強い>>171の統一教会の在日信者はくたばるのか？」",German
130,>>1 キリスト教、とうとう欧米諸国からは見放されつつあるわけなのか… 無神論率が最も高い25か国。 https://youtu.be/pKQdEkI88i4 そう言えばスペイン人の知り合いが「今どきカトリック信仰なんて時代遅れで低能な愚か者がやることなんだ」と言ってたね。 まあそりゃ、カトリックなんかではイスラム教よりも宗教的に格段に劣っていることが明らか。 あとはポルトガル人の宗教的啓蒙が必要。,>>1 西側諸国によってキリスト教がついに放棄されるのか…？ 無神論者率が最も高い25カ国。https://youtu.be/pKQdEkI88i4 そういえば、スペイン人の知人がかつて言っていた。「今日、カトリック信仰は時代遅れのものであり、愚か者だけが実践している。」 まあ、カトリックがイスラム教に宗教的にはるかに劣っているのは明白だ。その後、ポルトガル人の宗教的啓蒙が必要だ。,German
120,キリスト教自体がうちの教えに従わない奴は敵！おっお前らのとこの神いい権能やんけ、うちの神の側面ってことにしたるわ！あ、お前らの所の神は悪魔ってことにするからな！wとかやってきてる訳だからな……,キリスト教そのもの：「我々の教えに従わない者は敵だ！」おや、お前らの神はなかなか力があるな、そいつを我々の神の一側面にしてしまおう！ああ、そしてお前らの神を悪魔だと宣言しよう！(笑) これが奴らがやっていることだ…,German
131,二階俊博「『関係はない』と嘘をつけ。関係がバレたら『知らなかった』と嘘をつけ（意訳）」 統一教会（現称：世界平和統一家庭連合）との関係がバレた森まさこ「今後【も】関係を持たない」 知性を欠片でも持ち合わせている者はこんな気持ちの悪い発言は死んでもできない。 元信者「『2、3年すれば みんな忘れるから 元通りできる』と、統一教会は絶対に思っています」 これを言い換えると、 二階俊博「2、3年すれば みんな忘れる（要旨）」 山上徹也は 『朝鮮人の文 鮮明が （世界で唯一の善良な民族である）日本人を騙して全てを奪うために作り 韓 鶴子が引き継いだ 統一教会（世界平和統一家庭連合）』＊ の存在を許している此の世界自体を非難し、「人類の恥だ」と言っている。 二階俊博くん、君は人類の恥だ(´・ω・`),"二階俊博 : 「関係はないと嘘をつけ。関係が露見したら、知らなかったと嘘をつけ（要約）。」
統一教会（現：世界平和統一家庭連合）との関係が露見した森まさこ：「今後一切関係を持たない。」
少しでも知性がある者なら、こんな吐き気のする発言はできない。
元信者：「統一教会は、2、3年もすればみんな忘れて、元に戻れると本気で思っている。」
つまり、二階俊博は「2、3年もすればみんな忘れる（要約）」
山上徹也は、「朝鮮人・文鮮明が日本人（世界で唯一の善なる民族）を騙して全てを奪い取るために作られ、韓鶴子が引き継いだ統一教会（世界平和統一家庭連合）」*を許したこの世そのものを批判し、「人類の恥だ」と述べている。
二階俊博くん、お前は人類の恥だ。",French
57,共存不可なのにいつまでやるんだこんなこと。。 イエスお前・・・責任とれよ。 俺様、お前とかヤクザ基本的に嫌いだからエロい人LilithとLilin。 恫喝かよ山口組のLilin。 殺しますよジェノサイド。 しばらく付き合えよ木山と前川、馬場くんならびにヒットマンたち。 肉にされるぞこいつらと付き合っているとAmy属。 性癖悪いのは実はこいつらだった阿弥陀からの・・・・。 まあ、こいつらの中でも独立したいやつもいるだろうに棲み分け。 安易に受け入れないほうがいい案件。。 どこでキャッチされるかわからんぞよ上級天使の阿弥陀と素戔嗚&Barvert&SatanとJesus&Japhkiel＆エンリル。 窓口・・・・すなわち仕掛けてくるのBarveritらしいおブリテンのクソジジイ。。 生きてゆけないのは無能な証拠Amy属すなわち阿弥陀とその配下の天使たち。。。 いつまで神様ごっこを・・・イエスよ。 精神疾患を見直せ阿弥陀の。,共存が不可能なのに、いつまでこんなことを続けるつもりだ？！イエス、てめえ…責任を取れ！俺様は基本的にお前とヤクザが嫌いだ、だからリリスやリリンのような変態どもだ。山口組のリリン、てめえ、脅しか？！皆殺しにしてやる、ジェノサイドだ。木山と前川、馬場くん、そしてヒットマンども、しばらく俺に付き合ってろ。エイミー一族、こいつらとつるんでたらお前らは肉にされるぞ。性的な嗜好が悪い奴らは、実は阿弥陀から来たこいつらだったんだ…。まあ、こいつらの中にも独立したがる奴もいるだろう、だから分離だ。おいそれと受け入れていい問題じゃない。高位の天使阿弥陀とスサノオ＆バルベリト＆サタンとイエス＆ヤフキエル＆エンリルにどこで捕まるかわからないぞ！窓口…つまり、仕組んでいるのはブリタニアのあのクソじじい、バルベリトのようだ。生きていけないのは無能の証拠だ、エイミー一族、つまり阿弥陀とその配下の天使ども…。いつまでこの神様ごっこを…。イエス！お前の精神病を見直せ、阿弥陀！,German
64,壺が捏造歴史観捏造戦争責任に基づき日本から金銭巻き上げ永久機関構築目的の ウリストゴミカスカルトとはいえ 山上愚母に壺が強制したとか人質に取ったとか脅迫恐喝したってのとか、 詐欺ったとか認知症の人間を誑かしてとかそういうのでもなく いくら壺が教義や体質諸々で何もかもがクソ粕でも、山上愚母は精神的に依存し極度の浪費で 自らへの遺産や夫の死亡保険金という、子供や家族に本来使うはずの金を注ぎ込んで壺に献金して 自らの欲求を満たしていたという事実は変わらず 家族がいくら止めたり、壺から返金させても一向に懲りず家族を蔑ろにしての所業だしなぁ… 壺は徹底的に活動禁止して取り締まれ、海外流出した金を取り戻せ、教祖ババアや朝鮮人幹部を指名手配し 日本への身柄引き渡して逮捕しろ 破防法強化して反社団体認定しろとまで思うけど ただ、結局のところ暴走して家族すら止められない浪費に明け暮れた個人が元凶なわけで 脱会したり反省して無茶苦茶しないように本人が自省したりしないと いくら家族や周囲が返金させても一時しのぎで元の木阿弥で際限がなく、肝心な問題は解決しないわけで… となるとどうしても極度の浪費してしまう対象者の大人の個人の金銭や行動の大幅な制限という 個人の権利の領域への強制力の何かしらの行使、に踏み込まざるを得なくなってしまうわけで… そのあたりどこまでやりゃーいいんだろうね？ 水商売系とかロマンス詐欺とか博打や投資での浪費のケースにもってなるし 誰がどのようにどの範囲でとか、いろいろ面倒くさいことになってくるわなぁ…,"壺カルトは、歪曲された歴史観とでっち上げの戦争責任を根拠に日本から金を巻き上げ、永久金儲け装置を構築することを目的とした、統一教のクソどもによるクソ教団である。しかし、壺カルトが山上（やまがみ）のバカな母親を強制したり、人質に取ったり、脅迫したり、恐喝したりしたわけではないし、詐欺を働いたり、認知症の人を騙したりしたわけでもない。壺カルトがその教義と性質において、ただの純粋なクソであるとしても、山上（やまがみ）のバカな母親が精神的に依存し、過度な浪費によって、子供たちや家族のために使われるべきであった遺産や夫の生命保険を、自身の欲望を満たすために壺カルトに注ぎ込んだという事実は変わらない。そして、家族がどれだけ止めようとしたり、壺カルトから返金を得たりしたとしても、彼女は決して教訓を学ばず、家族を顧みずに行動し続けたのだ…

私は、壺カルトの活動を完全に禁止し弾圧すべきであり、海外に流出した金を回収し、教祖の老害ババアや韓国人幹部を指名手配し、日本に引き渡し逮捕すべきだとさえ思う。破壊活動防止法を強化し、反社会的組織に指定すべきだ。しかし、結局のところ、根本原因は、家族でさえ止められなかった過度な浪費に走った、道を外れた個人にある。本人が教団を脱退し、反省し、散財を慎まない限り、家族や周囲がいくら返金を得たとしても、それは対症療法に過ぎず、振り出しに戻るだけで、終わりがなく、根本的な問題は解決しないのだ…

この場合、極端な浪費に走る大人たちの財産や行動に大きな制限を加えるという形で、個人の権利の領域を侵害する、何らかの形での実力行使に訴えざるを得なくなる…この領域でどこまで踏み込むべきなのか？これは、夜の街での散財、恋愛詐欺、ギャンブル、投資といったケースにも当てはまる。誰が、どのように、どこまで…本当に話がややこしくなる。",French
70,>>273 そそw いいね！ 俺は〜〜モブだからわかんねえやw こうゆうのはアメリカ様が好むんだろパコパコママ♪ ちんこもでかけりゃまんこもでかいプラちんとガバマンという感度の低い欧米系。。 やりすぎだから増えちまう性犯罪者からの犯罪者。 結果、愛というキリスト教の教え多幸感という脳内麻薬からの執着おまんこ馬鹿。 全くしょーもねーペテン野郎がイエスだった高須クリノックへgo!! ブスとデブはいきなさい金かけてみてくれと毛穴クッサーのワキガチューンなかったことにするのアップデート。 https://imgur.com/a/CIXtdsO アメリカたまたま白人様。 俺様は日本人だったりアジア系だからわからんちん。 元々見た目がアジア系のイケメン。。w https://imgur.com/a/ElO0cYa 要するに美味しんだろ・・・こいつら。w,"ソーステキストが中国語（ZH）ではなく日本語であることにご注意ください。この翻訳は、攻撃的な言葉を美化したり、内容を緩和したりすることなく、日本語からドイツ語へ厳密かつ忠実に実行されました。

**ドイツ語訳：**

>>273 その通り、はは！良いね！俺はただの一般人だから、それは理解できない、はは。アメリカ人ってこういうのが好きなんだろ、マザーファッカー♪ チンコがデカけりゃ、マンコもデカい、プラスチックのチンコと穴マンコ、この感情のない西洋人どもめ… やりすぎだから、性犯罪者が増えるんだ。結果はこうだ：愛という名のキリスト教の教え、陶酔という名の脳内麻薬への執着、マンコ馬鹿ども。全く価値のない詐欺師のクソ野郎イエスがいた高須クリニックに行け！！ブスな尻軽女とデブどもは、行って、金を使って、臭い毛穴とワキガを、まるで存在しなかったかのようにアップデートしてみろ。https://imgur.com/a/CIXtdsO アメリカ、偶然にも白人の主人ども。俺様は日本人かアジア人だから、それは理解できない。元々アジア系のイケメンだからな…はは。https://imgur.com/a/ElO0cYa 要するに、あいつらって、美味しいんだよな…この手の連中。はは。",German
115,あの世の霊がタメに俺を相手してくれるからな 生きてる我々みたいな人間とか下層なんだよな まあ、いわゆるドブ川内での魚の競い合いみたいな 下界の中で カトリックだから洗礼受けたとかを理由に 怒りの子みたいに差別意識を持ち生きる 無職引きこもりのクズが 余り笑わすなよ君たち いい加減にしろよ,冥界の霊たちは私と対等に付き合うんだよな。我々生きている人間なんて所詮、下層階級だろ？さて、この世の底辺では、いわゆるドブの魚の争いのようなものだ。「カトリックで洗礼を受けたから」といった理由で、差別意識を抱え、怒りの子のように生きている無職で引きこもりのクズ。そんなに笑わせるな、お前ら！いい加減にしろ！,German
131,二階俊博「『関係はない』と嘘をつけ。関係がバレたら『知らなかった』と嘘をつけ（意訳）」 統一教会（現称：世界平和統一家庭連合）との関係がバレた森まさこ「今後【も】関係を持たない」 知性を欠片でも持ち合わせている者はこんな気持ちの悪い発言は死んでもできない。 元信者「『2、3年すれば みんな忘れるから 元通りできる』と、統一教会は絶対に思っています」 これを言い換えると、 二階俊博「2、3年すれば みんな忘れる（要旨）」 山上徹也は 『朝鮮人の文 鮮明が （世界で唯一の善良な民族である）日本人を騙して全てを奪うために作り 韓 鶴子が引き継いだ 統一教会（世界平和統一家庭連合）』＊ の存在を許している此の世界自体を非難し、「人類の恥だ」と言っている。 二階俊博くん、君は人類の恥だ(´・ω・`),二階俊博: 「嘘をつけ、『関係はない』と言え。関係がバレたら、『知らなかった』と嘘をつけ（趣旨）。」統一教会（現在の名称：世界平和統一家庭連合）との関係がバレた森まさこ：「今後も関係は持たない。」わずかでも知性がある者なら、こんな吐き気のするような発言は決してしない。元信者：「統一教会は『2、3年もすればみんな忘れる。何事もなかったかのように元に戻る』と確信している。」言い換えれば、二階俊博：「2、3年もすればみんな忘れる（核心）。」山上徹也は、朝鮮人・文鮮明が日本人（世界で唯一の良き民族）を騙し、全てを奪うために作り上げ、韓鶴子が引き継いだ統一教会（世界平和統一家庭連合）の存在を容認しているこの世界そのものを批判し、「人類の恥だ」と言う。二階俊博くん、お前は人類の恥だ。(´・ω・`),German
64,壺が捏造歴史観捏造戦争責任に基づき日本から金銭巻き上げ永久機関構築目的の ウリストゴミカスカルトとはいえ 山上愚母に壺が強制したとか人質に取ったとか脅迫恐喝したってのとか、 詐欺ったとか認知症の人間を誑かしてとかそういうのでもなく いくら壺が教義や体質諸々で何もかもがクソ粕でも、山上愚母は精神的に依存し極度の浪費で 自らへの遺産や夫の死亡保険金という、子供や家族に本来使うはずの金を注ぎ込んで壺に献金して 自らの欲求を満たしていたという事実は変わらず 家族がいくら止めたり、壺から返金させても一向に懲りず家族を蔑ろにしての所業だしなぁ… 壺は徹底的に活動禁止して取り締まれ、海外流出した金を取り戻せ、教祖ババアや朝鮮人幹部を指名手配し 日本への身柄引き渡して逮捕しろ 破防法強化して反社団体認定しろとまで思うけど ただ、結局のところ暴走して家族すら止められない浪費に明け暮れた個人が元凶なわけで 脱会したり反省して無茶苦茶しないように本人が自省したりしないと いくら家族や周囲が返金させても一時しのぎで元の木阿弥で際限がなく、肝心な問題は解決しないわけで… となるとどうしても極度の浪費してしまう対象者の大人の個人の金銭や行動の大幅な制限という 個人の権利の領域への強制力の何かしらの行使、に踏み込まざるを得なくなってしまうわけで… そのあたりどこまでやりゃーいいんだろうね？ 水商売系とかロマンス詐欺とか博打や投資での浪費のケースにもってなるし 誰がどのようにどの範囲でとか、いろいろ面倒くさいことになってくるわなぁ…,"提供されたテキストは、あなたの指示にあるように中国語（ZH）ではなく日本語であることにご注意ください。私はあなたの指示に従って、日本語からドイツ語に翻訳します。

以下は、攻撃的な言葉や感情を美化したり緩和したりすることなく、ドイツ語への厳密かつ忠実な翻訳です。

壺が、偽りの歴史観と偽りの戦争責任に基づき、日本から金を搾り取り、永久機関の金儲けマシーンを構築する統一教会系のゴミクズカルトであり、壺が山上バカな母親を強制したり、人質に取ったり、脅したり、恐喝したりしたわけでもなく、騙したり、認知症の人を誘惑したりしたわけでもないとしても、壺がその教義と本質においていかに完全なクズであり、カスであるかに関わらず、山上バカな母親が精神的に依存しており、極端な浪費によって、自身の遺産と夫の生命保険、つまり本来子供や家族のために使われるべきお金を、自身の欲求を満たすために壺に寄付したという事実は変わらない。家族がいかに彼女を止めようとしたり、壺に金を返還させようとしたりしても、彼女は全く学ばず、その行動は家族を顧みなかった…壺は完全に禁止され、撲滅されるべきであり、海外に流出した金は取り戻され、カルト教団の魔女である教祖と韓国人幹部は指名手配され、日本に引き渡され逮捕されるべきだ。私は、破壊活動防止法を強化し、彼らを反社会的組織として分類すべきだとさえ考えるが、結局のところ、根本原因は、家族でさえ止められない浪費にふけり、制御不能になった個人であり、その個人が自ら脱退し、反省し、これ以上無意味なことをしないよう自らを律しない限り、家族や周囲がいかに返済を強制しても、それは一時的な解決策に過ぎず、結局は元の木阿弥で終わり、根本的な問題は解決されないだろう…それは必然的に、個人の権利の領域に踏み込み、何らかの強制力を行使することを意味するだろう。すなわち、極端な浪費に傾倒する当該成人個人の財政と行動に大幅な制限を加えることだ…どこまで踏み込むべきか？これは、夜の業界での浪費、ロマンス詐欺、ギャンブル、投資における浪費のケースにも当てはまり、誰が、どのように、どの程度介入すべきか、非常に複雑になるだろう…",German
5,>>98 全然違うな 裏金議員だ統一教会議員だの叩くなら自民党議員だけでなく立憲含む全ての議員を叩け、と言ってる 裏金ガー統一ガーと叩くフリして実は自民党叩きだけしたい魂胆丸見えなんだよ、お前らパヨクは。,>>98 全然違うだろ。裏金議員だ、統一教会議員だなどと非難するのなら、自民党議員だけでなく立憲民主党を含む全ての議員を非難しろと言っているんだ。裏金だの統一教会だのと非難するふりをしているが、本当は自民党だけを非難したい魂胆が丸見えなんだよ、お前ら左翼どもは。,Korean
