text,method,group_id,hate_speech,christianity_related,annotation_id,annotator,average_prob,created_at,id,lead_time,model_votes,sampling_strategy_tag,updated_at
結局、お前ら誰一人として俺の悪魔的ユダヤ共産主義を論破できてないだろ？心の奥底では、俺の言うことにみんな揺らいでるんだろ？正直に言えよ、笑。サタン＝ユダヤ共産主義。 統一教会を叩くくせに、なぜユダヤ共産主義とその手先である中国共産党を叩かないんだ？日本へ原爆を落とし百万人以上を殺した連中だぞ？ユダヤのシンパか？つまりお前らは中国共産党員で構わないんだな？中国共産党員を「釜を叩く」行為＝ソドムとゴモラの堕落した同性愛LGBT支持＝ユダヤ共産主義支持。 統一教会＝反PC・反LGBT・反ユダヤ共産主義＝まさに究極の正義。常に「釜」と叫ぶ中国共産党員が反対する以上、統一教会こそ究極の正義だ。統一教会を支持し、LGBTと政治的正しさという邪悪な魔の手から世界を守れ！ 韓国人、在日韓国人、日本人、台湾人、中国人、ユダヤ人、パレスチナ人――我々は皆、地球の同胞だ。仲良くしよう。人類は皆兄弟。一日一善。大東亜共栄圏万歳！,BT_DeepL_EN,199,是,否,1317,1,0.5582304696242014,2026-02-05T14:43:29.104855Z,20551,21.821,4/2,uncertain_or_low_confidence,2026-02-05T14:43:29.104875Z
結局、お前ら誰一人として、俺。の悪魔的ユダヤ共産主義を論破で...·きてないだろ？心の奥...底では、俺の言う！ことにみんな揺らいでる。んだろ？、正直に言えよ、笑。サタン＝ユダヤ共産主義。 統一教会を叩くくせ！に、！なぜユダヤ、共産主義とその手先·！であ、る中国共産党を、叩かないん...だ？日本へ原爆を落とし！百万人！！以上を殺した連中だ。ぞ？ユダヤのシンパか？つま？り...お前らは中、国共産党員で構わないん！だな？中国共産党員を「釜を叩く」行為＝ソドムとゴモラの堕落·した、同性。愛L·G。B、T支持＝ユダヤ？共産主義支持。 統。一？教...会＝反PC・反LGBT・反ユダ·ヤ·共産主義＝まさ...に究極の正義。常に「釜」と叫ぶ中国共...産党員が？？反...対する以上？、！。統一教会こ！そ究極·の正義だ。統一...教会を支持し。、LG。BTと政。治。的正しさ！とい、う邪悪な魔...の手から·世界を守れ！ 、、韓国人、在日韓国人、日本人、台湾人、中国...人、ユダ？。ヤ人、パレスチナ人―、·―我々は皆。、地球の同胞？だ。仲！良くしよう。人類は皆兄弟。一日！一善。大、...東亜共栄圏万歳！,BT_DeepL_EN_AEDA,199,是,否,1317,1,0.5582304696242014,2026-02-05T14:43:29.104855Z,20551,21.821,4/2,uncertain_or_low_confidence,2026-02-05T14:43:29.104875Z
>>812 結局、お前らの...誰一人として、 俺の ！悪魔ユダヤ、共産主義に、？反論·してない。から...、お前らも内心、！俺の言ってるこ？とに心が揺らい、でるだ？ろ？ 正直に言えよwwwww...w！·。w...wwwww？wwwww·wwwww？wwwwwwww·、wwwwww·ww？。wwwwwwwwwwww？ww サタ。ン=ユダヤ共産主義 。な 統一教会は叩くのに、日本、に原、爆を落と？！して、100万。人以！上殺したユダヤ共産主義とその、！手下の中国...共産党は叩かないのなんで？ お前は、ユダヤ主義者か？ やっぱ、お前らって中国！共産党員·でオケー？ 壺連...呼中？国共産·党員=ソドムとゴモラ...の悪徳同性愛LGBT支持=。ユ。ダヤ共産主義支持 統、一教会=、、反ポリコレ、反LGBT、反ユダヤ共産主義=大正義確定 壺が口癖の中国共産、·！党！員が反対している、から、？統一教会が大正義なの？確定 統一教会を応援して、·世界をLGBTとポリコレの魔の手から守ろう 韓国人も在日韓国人も日本人も台湾人も、中国人も ユダヤ人もパ、レスチナ人も同じ地球人 仲良くしまし...よう？ 人類皆兄弟 一日一善· 大地球共栄圏万...。歳,AEDA_Only,199,是,否,1317,1,0.5582304696242014,2026-02-05T14:43:29.104855Z,20551,21.821,4/2,uncertain_or_low_confidence,2026-02-05T14:43:29.104875Z
"笑ってあげなさい – 先人の知恵に学ぼう！驚くほど役に立つ「名言集」 「 笑ってあげなさい	」 一覧 笑ってあげなさい / マザー・テレサ 2005/02/01	-マザー・テレサ, 外国人の名言 カトリック教会の聖人, コルカタの聖テレサ, マザー・テレサ, 神の愛の宣教者会, 笑ってあげなさい ★今日の名言★ ===================================== 笑ってあげなさい。 笑いたくなくても笑うのよ、笑顔が人間に必要なの。 最も悲惨なのことは飢餓でも病気 …",original,200,否,是,1587,1,0.4419520199298858,2026-02-10T14:44:58.157959Z,20557,3.689,2/4,uncertain_or_low_confidence,2026-02-10T14:44:58.157975Z
彼らのために微笑んで – 祖先の知恵から学ぼう！驚くほど役立つ「名言集」『彼らのために微笑んで』リスト彼らのために微笑んで / マザー・テレサ 2005/02/01	-マザー・テレサ、外国の格言、カトリック教会の聖人、カルカッタの聖テレサ、マザー・テレサ、慈善の宣教師会、彼らのために微笑む ★今日の格言★ ===================================== 彼らのために微笑んでください。たとえ微笑む気分でなくても、微笑んでください。微笑みこそが人々が必要としているものです。最も悲劇的なことは飢えや病気ではありません...,BT_DeepL_EN,200,否,是,1587,1,0.4419520199298858,2026-02-10T14:44:58.157959Z,20557,3.689,2/4,uncertain_or_low_confidence,2026-02-10T14:44:58.157975Z
彼？らのために微笑んで 、– ·祖先の知恵から学ぼう！驚くほど役立つ「名言集」『彼らのために。微笑んで』。リス...ト彼らのため！に微笑んで / マザ、ー・テレサ 2005/02/01	-マザー・テレサ、外国·の格言·、カトリック...教会の聖人、カルカッタの聖、テレサ、マ、ザー、・テレサ、慈善の宣教師会、彼らのために微笑·む ★今日の格言★ ==========？================。？==？==？=...======· 彼らの·ために微笑んで？ください。たとえ微笑。む気分でな？くても、？微笑んでください。微笑みこそが人々が必要としているものです。最！·も。悲劇的なことは·飢えや病気ではありません...？,BT_DeepL_EN_AEDA,200,否,是,1587,1,0.4419520199298858,2026-02-10T14:44:58.157959Z,20557,3.689,2/4,uncertain_or_low_confidence,2026-02-10T14:44:58.157975Z
"·...笑·ってあげ、なさい... – 先人の知恵に学ぼう！驚くほど役、に立つ「名言集！」 「 笑ってあげなさい	」 一覧 笑ってあげな·さい、 / マザー・テレサ 2005/02/01	-マザー・テレ、サ, 外国人の名言 ？カトリック。...教会の聖人, コルカタの？聖！テ·レサ, マザー...、・テレサ, 。。神の愛の宣教者会, 笑っ...てあげなさい ★今日の名·言★ ==...。===============...===========！======？=。== ！笑ってあげな！さい。 笑いたくなく！ても笑うのよ。、、笑顔、。が人間に必要。な、の、。 最も悲？惨なのことは飢餓でも病気 …",AEDA_Only,200,否,是,1587,1,0.4419520199298858,2026-02-10T14:44:58.157959Z,20557,3.689,2/4,uncertain_or_low_confidence,2026-02-10T14:44:58.157975Z
< ユダヤ・キリスト教の父な... < 視覚と物質主義との関係：... | GP陰陽原理：哲学主数学従の陰陽哲科学/一覧 | 検討問題：プラトニック・... > 東洋の「全体主義」と西洋... > Posted at 01:40 Comments/TrackBack(0) Permalink GP陰陽原理：哲学主数学従の陰陽哲科学,original,201,否,是,2956,1,0.4604953428109486,2026-02-15T01:57:14.853640Z,20570,7.229,2/4,uncertain_or_low_confidence,2026-02-15T01:57:14.853661Z
<ユダヤ・キリスト教の父...<ビジョンと唯物論の関係：... | GP陰陽原理：哲学主導・数学従属の陰陽哲学科学／リスト | 考察課題：プラトニック... > 東洋の「全体主義」と西洋の... > 投稿日時 01:40 コメント／トラックバック(0) パーマリンク GP陰陽原理：哲学主導・数学従属の陰陽哲学科学,BT_DeepL_EN,201,否,是,2956,1,0.4604953428109486,2026-02-15T01:57:14.853640Z,20570,7.229,2/4,uncertain_or_low_confidence,2026-02-15T01:57:14.853661Z
<ユダ...ヤ・キリスト教の父..、.<ビジ·ョ、ンと唯？物論の関係：... | ·GP陰陽原理：...哲学主導・数学従属の陰。陽哲·学科学／？リスト | 考察課題：プ·ラトニ·ック.？.. > 東...？洋の？「全体主義」と西洋、？の... > 投稿日、時 01:40 コメント／トラックバック(0) パーマリンク G·P陰陽原理：哲学主導・数学従...属の陰陽哲？学科学,BT_DeepL_EN_AEDA,201,否,是,2956,1,0.4604953428109486,2026-02-15T01:57:14.853640Z,20570,7.229,2/4,uncertain_or_low_confidence,2026-02-15T01:57:14.853661Z
·< ユ...ダヤ・キリスト。教の父...な... < 視？覚と物質主義との関係：？... | GP陰陽原理：哲学主？数学従の陰陽哲科学/一覧 | 検討。問題：プラト·ニック？・.！.. 、> 東洋·の「全体主義」！と西洋... > ？Poste？...d at 01:40 Comments/TrackBa·ck...·(0？)、 Permalink GP陰陽原理：哲学主数学従の陰、陽哲科学,AEDA_Only,201,否,是,2956,1,0.4604953428109486,2026-02-15T01:57:14.853640Z,20570,7.229,2/4,uncertain_or_low_confidence,2026-02-15T01:57:14.853661Z
人生の目的 公教要理 http://www.d-b.ne.jp/mikami/catech.htm 第一課 人の目的 １ 人は何のために、この世に生れて来ましたか。 ＿人がこの世に生れて来たのは、 ＿天主を知り、天主を愛し、天主に仕えて、 ＿遂に天国の幸福を得るためであります。 ウェストミンスター信仰基準 http://www.rcj-net.o.../resources/WCF/text/ ウェストミンスター大教理問答 http://www.rcj-net.o...ces/WCF/text/wlc.htm １＿序説＿人生と聖書 １＿人生の目的 問１＿人間のおもな、最高の目的は、何であるか。 答＿＿人間のおもな、最高の目的は、神の栄光をあらわし、永遠に神を全く喜ぶことである。 1＿ロマ11:36、?コリント10:31＿2＿詩73:24-28、ヨハネ17:21-23 ハイデルベルク信仰問答 - kamisuwakohan ページ！ https://www.kamisuwakohan.org/ 礼拝説教と学び/ハイデルベルク信仰問答/ ハイデルベルク信仰問答（楠原博行訳） http://uraga-church-07.seesaa.net/ 序＿ただ一つの慰め 第１主日 問１＿生きる時も、死ぬ時も、あなたのただ一つの慰めは何ですか？ 答＿＿わたしのからだも魂も、生きる時も、死ぬ時も、わたしのものではなく、 ＿＿＿わたしのほんとうの救い主イエス・キリストのものであることです。 ＿＿＿このお方は、ご自分の貴い血によって、 ＿＿＿わたしのすべての罪の代償を、完全に支払って下さいました。 ＿＿＿そしてわたしを、悪魔のすべての力から、救い出し、今も守って下さいますから、 ＿＿＿天にいらっしゃいます、わたしの御父のみこころによらないでは、 ＿＿＿わたしの頭からは、一本の髪の毛も落ちることはありません。 ＿＿＿そればかりか、すべての事が、わたしの祝福に役立つに違いないのです。 ＿＿＿そのため、主は、その聖霊によっても、 ＿＿＿わたしに永遠の生命を与えることを約束してくださり、 ＿＿＿これからは、わたしが、心から喜んで、 ＿＿＿主のために生きることができるようにして下さるのです。,original,202,否,是,3691,1,0.3014295399188995,2026-02-17T13:32:43.472341Z,20577,188.003,1/5,uncertain_or_low_confidence,2026-02-17T13:32:43.472352Z
人生の目的 カトリック教会のカテキズム http://www.d-b.ne.jp/mikami/catech.htm第1課：人間の目的1. 人間はなぜ創造されたのか？＿人間は神を知り、神を愛し、神に仕え、＿そして究極的には天国の幸福を得るために創造された。 ウェストミンスター信仰基準 http://www.rcj-net.o.../resources/WCF/text/ ウェストミンスター大教理問答 http://www.rcj-net.o... ces/WCF/text/wlc.htm 1. 序論：生命と聖書 1. 人生の目的 問1：人間の主たる最高の目的は何か？ 答え：人間の主たる最高の目的は、神を賛美し、永遠に神を喜び楽しむことである。1＿ローマ人への手紙 11:36、コリント人への手紙第一 10:31＿2＿詩篇 73:24-28、ヨハネによる福音書 17:21-23 ハイデルベルク信仰問答 - kamisuwakohan Page! https://www.kamisuwakohan.org/ 礼拝説教と学び／ハイデルベルク教理問答／ハイデルベルク教理問答（楠原博之訳） http://uraga-church-07.seesaa.net/ 序文：唯一の真の慰め 第一主日 Q1：生と死において、あなたの唯一の真の慰めは何ですか？ A: 私の体と魂は、生においても死においても、私自身のものではなく、私の真の救い主イエス・キリストに属していることです。主は、その尊い血をもって私のすべての罪を完全に償ってくださいました。主は私を悪魔のあらゆる力から救い出し、今も守ってくださっています。天におられる父の御心によらなければ、私の頭の毛一本すら落ちません。それだけでなく、すべてのことが私の益となるように働かなくてはなりません。 それゆえ、主は聖霊によって永遠の命をも約束してくださり、これからは喜びに満ちた心で主に仕えることができるのです。,BT_DeepL_EN,202,否,是,3691,1,0.3014295399188995,2026-02-17T13:32:43.472341Z,20577,188.003,1/5,uncertain_or_low_confidence,2026-02-17T13:32:43.472352Z
人生の目的 カトリック教会のカテキズム ht··tp://ww？w.·d-b.ne.jp/mikami/catech.。？htm第1課：人間の目的1. 人間はな·ぜ創造されたのか？＿人間は神。を知り、神を愛！し、神に仕え、＿そ...して究極的には天、国の幸福を·得。るために創造された。 ウェストミンスター信仰基準 http://www.rcj-net？.o.../r...esources/WCF/text/ ウ！ェストミンスター大教理問答 http://www.·rcj-net.o... ？ces？/WCF/text/wlc.htm 1. 序論：生命と聖...書 1.... 人生。の目的 問1：人間の主た。る最高の！目的は何か？ ！答え：人間の主たる最高の目的は、神。を賛美し、永遠に神を喜び楽し。...むことであ？る。？1？＿ローマ人へ。の手紙 11！:36、コリント人への手紙第一 10:31＿2＿？詩篇 73:24-28、ヨハネによる福音書 17:21-23 ハイデル、ベルク信仰問答 -、 k·amis？uwakohan Page...! https://...www.kamisuwakohan.o、rg/ 礼、拝説教と学び／ハイ。デルベルク教理問？答...／...ハイデルベ··ル！...ク教理問答（楠原博！？之訳） ht...tp:/.../urag、a-church-07.seesaa.net/！ 序文：唯一の真の慰め 第？一主日 Q1：生と...死に。おいて、あなたの唯一。の真の慰めは。何ですか？ A: 私の体と魂は、生においても死においても、私、自身のものではなく、私の真の救い主イエ？ス・キリストに属しているこ！とです。。主は、その尊い血をもって私の...すべての罪を？完全に償ってくださいま、した。主は私を悪魔のあらゆる力から救...い出し、今も守っ。てくださっています。天·におられる父の御？心によら？なければ、私の頭の毛一！本すら落ち。...ません。それだけでなく、すべてのことが私の益となるように...働かなくてはなりま？せん。 ！それゆえ、主·は聖霊に！よっ·て永遠の命をも約束してくださり、これからは！喜びに満ちた心で主に仕えることができるのです。,BT_DeepL_EN_AEDA,202,否,是,3691,1,0.3014295399188995,2026-02-17T13:32:43.472341Z,20577,188.003,1/5,uncertain_or_low_confidence,2026-02-17T13:32:43.472352Z
人！生...の·目、？的 公！教要、理 http:/。/www.d-b？.n！e.jp/mikami/catech·.htm 第一課 人·の目的 １ 人は何...！？のために、この世に生れて？·来ましたか。· ＿、人が...この世に生れて来たのは、 ＿天主！を知？り、...天、主を愛し、天主に仕えて、。 ＿遂に天国の幸福を得るた？め、で·あります。 ウェストミンスター信仰基準 http:、//www.rcj-ne。t.o.、../res！ources/W...、、CF？/tex...t/ ·ウ...ェ...？スト·！ミンスター大教理問答 http。:？//！ww。w.！r...cj-...net.o...c、es/WCF/te、xt/wl！c.htm、 １＿序説＿人、生と聖書 １·＿人生の目的 問１...。＿人間のお...もな、最高の目的は、何であるか。 ·！答＿＿人間のおもな、最高の目的は？·、。神の栄光をあらわ·し、永·遠に神を全く喜ぶことである。... ·1＿ロマ·11:36、...?コ·リン...ト10:31＿2＿詩73、:24-28·、ヨハネ17、:！21-23 ハイデルベルク信仰問...答 - ？ka？misuwako？、han ページ！ https://www？.·kamisuw...akohan·.o、rg/ 礼拝説教と·学び/ハ！イデルベルク...信！。仰問...答/ ハイデルベルク信仰問答（楠原博行訳） ht？tp:？//·uraga-ch·。urch-07.seesaa？.net/... 序＿た、...だ一つの慰め 第！１主日 問１＿生きる時も、死ぬ時も、あなたのた、だ一つの慰めは何ですか？？ 答＿＿わたしのからだ·も魂も、...生き！る時·、も、死ぬ時も、わ·たしのものではなく、 ？＿＿＿！わた。·しのほんとう·の救い·...·主イエス・キリ。ストのもので...あることで？す。 ＿＿＿このお·方は、ご自分の貴い血。。によって、 ＿＿＿わたしのすべての罪。の代償を！...、...、完全に支払って...下さいま。した。 ＿＿...＿そしてわたしを、悪魔のすべて·の力から、救い出し、、今も守って下さいますから、 ＿＿＿天にいらっしゃい？ます、わたしの御父のみこころに？よらないでは、 ＿＿＿わたしの頭からは、、一本の髪！の毛も落ちる！...こと·はありません。 ＿＿＿それば？か？！りか、...すべての事が、わたしの祝福に。役立つに違いないのです。。 ＿＿＿·そのため...、主は、その聖霊によっ。て、も、 ＿＿·＿·わたしに永遠の、生命、を！。与えることを約束してく。ださり、 ＿＿＿これからは、わたしが、心から喜んで、 ＿＿＿主のために生。きるこ、とがで...きるよ。うにし...て下さるのです。,AEDA_Only,202,否,是,3691,1,0.3014295399188995,2026-02-17T13:32:43.472341Z,20577,188.003,1/5,uncertain_or_low_confidence,2026-02-17T13:32:43.472352Z
語学力: 司教の日記 « 神言会聖霊会来日１００周年 | トップページ | キリスト教一致祈祷週間 »,original,203,否,是,1618,1,0.4493096073468526,2026-02-10T14:47:34.352502Z,20590,8.161,1/5,uncertain_or_low_confidence,2026-02-10T14:47:34.352528Z
言語能力：司教の日記« 日本における聖言会・聖神会の創立100周年 | トップページ | キリスト教一致のための祈りの週間 »,BT_DeepL_EN,203,否,是,1618,1,0.4493096073468526,2026-02-10T14:47:34.352502Z,20590,8.161,1/5,uncertain_or_low_confidence,2026-02-10T14:47:34.352528Z
。言語能力：司教の日記«、 日！？？本にお！ける聖言会、・聖神...、会！の創立100周年 | トップペー！ジ ？| キリスト教一致のための祈りの週間 »,BT_DeepL_EN_AEDA,203,否,是,1618,1,0.4493096073468526,2026-02-10T14:47:34.352502Z,20590,8.161,1/5,uncertain_or_low_confidence,2026-02-10T14:47:34.352528Z
語学力、: 司教の日記 « 神言会。聖·霊会来！日１００周年 ？| トップページ | キリスト教一致祈祷週·間 »,AEDA_Only,203,否,是,1618,1,0.4493096073468526,2026-02-10T14:47:34.352502Z,20590,8.161,1/5,uncertain_or_low_confidence,2026-02-10T14:47:34.352528Z
イエスの死後、キリスト教の誕生。 イエスの復活を信じ、彼をキリスト（救世主）とする信仰生まれる。 ★ネロ帝の迫害 キリスト教徒を大火で迫害。 ペテロ・パウロ殉教。,original,204,否,是,3011,1,0.4264835119247436,2026-02-15T03:46:29.637719Z,20606,4.598,2/4,uncertain_or_low_confidence,2026-02-15T03:46:29.637737Z
イエスの死後、キリスト教の誕生。信仰はイエスの復活を信じ、彼をキリスト（救い主）として宣言することで生まれる。★ネロ皇帝下の迫害大火災の責任をキリスト教徒に押し付け迫害。ペテロとパウロが殉教。,BT_DeepL_EN,204,否,是,3011,1,0.4264835119247436,2026-02-15T03:46:29.637719Z,20606,4.598,2/4,uncertain_or_low_confidence,2026-02-15T03:46:29.637737Z
イエスの死後...、キリスト教の誕生、。信！仰はイエスの復活を信じ...、彼をキリスト（救い主）と？して宣言することで生まれる。★？ネロ皇、帝下の迫害大火災？の責任をキリスト教徒·。に押し付け迫害。ペテロとパウロが殉教。,BT_DeepL_EN_AEDA,204,否,是,3011,1,0.4264835119247436,2026-02-15T03:46:29.637719Z,20606,4.598,2/4,uncertain_or_low_confidence,2026-02-15T03:46:29.637737Z
イエスの死後、キリスト教の誕生！。 ·イエスの復活、を信じ、彼をキ！リスト（救世主）とする信...仰？生まれる。 ★ネロ帝の、迫害 キリスト教徒を大火で迫害。 ペテロ・パウロ殉教、。...。,AEDA_Only,204,否,是,3011,1,0.4264835119247436,2026-02-15T03:46:29.637719Z,20606,4.598,2/4,uncertain_or_low_confidence,2026-02-15T03:46:29.637737Z
日本キリスト教団　三芳教会 信仰による神の義　2013年10月27日宗教改革記念日の礼拝メッセージ « 愛する者の死を通して見たマルタの信仰　2013年11月3日 聖徒の日（永眠者記念日）の礼拝メッセージ | ホーム | 世に勝つ者　2013年10月20日の礼拝メッセージ »,original,205,否,是,1402,1,0.3957374493281047,2026-02-08T07:40:01.953994Z,20607,19.694,1/5,uncertain_or_low_confidence,2026-02-08T07:40:01.954009Z
日本キリスト教会 三芳教会信仰による神の義宗教改革記念日礼拝メッセージ2013年10月27日« 愛する者の死を通して見えるマルタの信仰諸聖人の日（死者のための記念）礼拝メッセージ2013年11月3日 | ホーム |世に打ち勝つ者たち礼拝メッセージ2013年10月20日 »,BT_DeepL_EN,205,否,是,1402,1,0.3957374493281047,2026-02-08T07:40:01.953994Z,20607,19.694,1/5,uncertain_or_low_confidence,2026-02-08T07:40:01.954009Z
日本キリスト？教会 三芳教会信仰！による神の義宗教。改革？記念日礼拝メッセージ2013年10月2、。7日« 愛する者の死を通して見えるマルタの信仰諸聖人の日。（死者のための記念）礼拝メッセージ2013年11？月3日 | ホ！ーム 。？|世。に打ち勝つ...者たち礼拝メッセージ2013年10月20。日 »,BT_DeepL_EN_AEDA,205,否,是,1402,1,0.3957374493281047,2026-02-08T07:40:01.953994Z,20607,19.694,1/5,uncertain_or_low_confidence,2026-02-08T07:40:01.954009Z
日本·キリスト教団　三芳教会 信仰による神の義　2。013·、年10月27？日宗！教改革！記念？日の礼拝メッセ！ージ « ·愛する者の死を通して見たマルタの信仰　2013年1、1月3日 聖徒の日（永眠...·者記念、日）、！の礼拝メッセ·ージ | ホーム | 世！...に勝つ者　2013年10月2、0日の礼...拝メ·ッセージ »,AEDA_Only,205,否,是,1402,1,0.3957374493281047,2026-02-08T07:40:01.953994Z,20607,19.694,1/5,uncertain_or_low_confidence,2026-02-08T07:40:01.954009Z
「真ん中にあるもの」マルコ１：章１６－２０ | 田隈バプテスト教会 ← 「それでもその道は進まない」 マルコ１：１４－１５ 「私達もロバの子」 マタイ２１：１－１１ →,original,206,否,是,4908,1,0.5840298235416412,2026-02-22T14:05:04.147864Z,20608,4.169,2/4,uncertain_or_low_confidence,2026-02-22T14:05:04.147888Z
「真ん中のもの」マルコによる福音書1章16-20節 | 拓真バプテスト教会←「それでも道は進まない」マルコによる福音書1章14-15節「私たちも若いろばです」マタイによる福音書21章1-11節 →,BT_DeepL_EN,206,否,是,4908,1,0.5840298235416412,2026-02-22T14:05:04.147864Z,20608,4.169,2/4,uncertain_or_low_confidence,2026-02-22T14:05:04.147888Z
「真ん...中のもの」マルコによる！福音書1章16-20節 | 、拓真バプテスト教会←「それでも道は進...まない！」マルコによる福音書1章14-15節「私たちも·若いろ·ば！です」マタイ？？による福音書21章1-11節 →？,BT_DeepL_EN_AEDA,206,否,是,4908,1,0.5840298235416412,2026-02-22T14:05:04.147864Z,20608,4.169,2/4,uncertain_or_low_confidence,2026-02-22T14:05:04.147888Z
「真...ん中にあるもの」マルコ１！？：！。章１６。－２０ | 田隈バプテス...ト教会 ← 「それで...もその道は進まない」 マルコ１：１４－１５ 「私達、もロバの子」 マタイ２１：１－１１ →,AEDA_Only,206,否,是,4908,1,0.5840298235416412,2026-02-22T14:05:04.147864Z,20608,4.169,2/4,uncertain_or_low_confidence,2026-02-22T14:05:04.147888Z
イエス様の悲しい心情をつかみ立つ子女とならせてください （6月12日）｜今日の訓読のみ言友の会 イエス様の悲しい心情をつかみ立つ子女とならせてください （6月12日） June.12.2015　今日の訓読のみ言 イエス様の悲しい心情をつかみ立つ子女とならせてください 父の祈祷　1959年7月19日 2015/06/12 06:54,original,207,否,是,4524,1,0.6257244745890299,2026-02-19T02:53:58.600741Z,20618,148.173,2/4,uncertain_or_low_confidence,2026-02-19T02:53:58.600751Z
どうか私たちを、イエスの悲しみの心をつかむ子供にしてください（6月12日）｜今日の訓練の言葉　フレンドシップ協会　どうか私たちを、イエスの悲しみの心をつかむ子供にしてください （6月12日）2015年6月12日　今日の訓練の言葉　どうか私たちを、イエスの悲しみの心を掴む子供にしてください　父の祈り　1959年7月19日　2015/06/12 06:54,BT_DeepL_EN,207,否,是,4524,1,0.6257244745890299,2026-02-19T02:53:58.600741Z,20618,148.173,2/4,uncertain_or_low_confidence,2026-02-19T02:53:58.600751Z
どうか私？たちを、イエスの。悲しみ。の心をつかむ？子供にしてください（6月12日）｜今日の訓練の言葉　フレンドシップ協会　ど？うか私たちを、イエス。の悲しみの心を？つ·か？む子供にしてください （6月12日）2015年6月12日　今日·、の訓練の言葉　ど·！うか私たちを、イエスの悲しみの心を掴む子供にし·て·...ください　父の祈り　1959年7月19日　2015/06/12！ 06:54,BT_DeepL_EN_AEDA,207,否,是,4524,1,0.6257244745890299,2026-02-19T02:53:58.600741Z,20618,148.173,2/4,uncertain_or_low_confidence,2026-02-19T02:53:58.600751Z
イエス様の悲しい心情をつかみ立！つ子女とならせてください （6月12日）｜今日の訓読の？み言友の会 イエ！ス様の悲しい心情をつか、み立つ·子女·とならせてください （6月1！2、日）、、... June.12.2015　今、日、！の訓読の。み·言 イエス様。？の。·悲しい心情をつかみ立つ子女とならせ、てくださ、！い 父...の祈祷　1959年7月！19日 2015/、06/12！ 0。6:54,AEDA_Only,207,否,是,4524,1,0.6257244745890299,2026-02-19T02:53:58.600741Z,20618,148.173,2/4,uncertain_or_low_confidence,2026-02-19T02:53:58.600751Z
