index,original,en_intermediate,back_translated
258,主イエスこそ、共にいてくださる神 | 上尾キリスト教会 Home / 週報巻頭言 / 主イエスこそ、共にいてくださる神 By ageo 23 12月 2018年12月21日,"Lord Jesus, the God Who Is With Us | Ageo Christian Church Home / Weekly Bulletin Editorial / Lord Jesus, the God Who Is With Us By ageo 23 December December 21, 2018",主イエス、共にいてくださる神 | 上尾キリスト教会 ホーム / 週報論説 / 主イエス、共にいてくださる神 ageo 著 12月23日 2018年12月21日
250,【【 エマニエル 】】 https://rio2016.5ch.....cgi/psy/1740918960/ このスレはヌザレのジーザスについて、あるいはジーザスを中とする信仰や思想、 暦的な事象などについて 特定の信仰によらず、理性と事実を基に、そしてできる限り隣人愛を持って、 広く自由に議論するスレです。 自分の信仰表明やその信仰の説明、 あるいは特定の信仰に対する説明や意見は構いませんが 特定の信仰が真理であることを前提にしたスレではありません。 あくまでも真理は探究するという立場で議論してください。 特に正統ウリスト教が真理であると主張する方は、 相当のスレを立て、そこで議論してください。 ここは正統ウリスト教が正しいことを所与の前提としたスレではありません。,"[[ Emanuel ]] https://rio2016.5ch.....cgi/psy/1740918960/ This thread is about Jesus of Nazareth, or beliefs and thoughts centered around Jesus, calendar-related events, etc. It is a thread for wide and free discussion, regardless of specific beliefs, based on reason and facts, and with as much neighborly love as possible. Stating one's own beliefs or explaining those beliefs, or providing explanations and opinions regarding specific beliefs, is fine, but this is not a thread that assumes a specific belief is the truth. Please discuss strictly from the standpoint of seeking the truth. Especially those who claim that Orthodox Christardianity is the truth, please create a suitable thread and discuss there. This is not a thread that takes Orthodox Christardianity being correct as a given premise.","[[ Emanuel ]] https://rio2016.5ch.....cgi/psy/1740918960/
このスレッドはナザレのイエス、あるいはイエスを中心とした信仰や思想、暦に関する出来事などを扱います。特定の信仰にとらわれず、理性と事実に基づき、できる限り隣人愛をもって、広く自由に議論するためのスレッドです。自身の信仰を述べたり、その信仰を説明したり、特定の信仰に関する解説や意見を述べることは構いませんが、特定の信仰が真実であると前提するスレッドではありません。真理を探求する立場から厳密に議論してください。特に、正統派キリストガイジ教こそが真実であると主張する方は、適切なスレッドを立ててそちらで議論してください。このスレッドは、正統派キリストガイジ教が正しいことを前提とするものではありません。"
263,たかがカタログ雑誌、されど - 神奈川県平塚市にあるプロテスタントのキリスト教会｜平塚バプテスト教会 たかがカタログ雑誌、されど,"It's just a catalog magazine, but still... - A Protestant Christian church located in Hiratsuka City, Kanagawa Prefecture | Hiratsuka Baptist Church It's just a catalog magazine, but still...",ただのカタログ誌ですが、それでも... - 神奈川県平塚市に位置するプロテスタントのキリスト教会 | 平塚バプテスト教会 ただのカタログ誌ですが、それでも...
271,私はイエスの中にいる - オンライン メッセージ - ライフハウス 私はイエスの中にいる,I am in Jesus - Online Message - Lifehouse I am in Jesus,私はイエス様にある - オンラインメッセージ - ライフハウス 私はイエス様にある
270,グレゴリウス3世 (ローマ教皇) - Wikipedia 出身はシリアで、教皇就任前は司祭を務めた。731年2月11日にグレゴリウス2世が死去したため、3月18日に民衆から歓呼されて選出されて教皇になったと伝わる。 「https://ja.wikipedia.org/w/index.php?title=グレゴリウス3世_(ローマ教皇)&oldid=69716323」から取得 最終更新 2018年8月26日 (日) 08:12 （日時は個人設定で未設定ならばUTC）。,"Gregory III (Pope) - Wikipedia
He was from Syria and served as a priest before his inauguration as pope. It is said that because Gregory II died on February 11, 731, he was acclaimed by the people and elected pope on March 18.
Retrieved from https://ja.wikipedia.org/w/index.php?title=グレゴリウス3世_(ローマ教皇)&oldid=69716323
Last updated August 26, 2018 (Sun) 08:12 (Time is UTC if not set in personal preferences).","グレゴリウス3世 (ローマ教皇) - Wikipedia
彼はシリア出身で、教皇就任前は司祭を務めていた。グレゴリウス2世が731年2月11日に死去したため、彼は民衆に歓呼され、3月18日に教皇に選出されたとされている。
出典: https://ja.wikipedia.org/w/index.php?title=グレゴリウス3世_(ローマ教皇)&oldid=69716323
最終更新 2018年8月26日 (日) 08:12 (個人設定がされていない限り、時刻はUTC)"
268,カトリックの人でまともな人にあったためしがないです。 マリア崇拝が一因していると思います。,I have never met a decent Catholic person. I think Mary worship is one of the causes.,私はまともなカトリック教徒に一度も会ったことがない。マリア崇拝がその原因の一つだと思う。
267,朗読　主イエス・キリストの再臨の御言葉 「唯一の神自身 ６神の聖さ（３）」 その３ | 全能神教会 朗読　主イエス・キリストの再臨の御言葉 「唯一の神自身 ６神の聖さ（３）」 その３ 朗読　主イエスの再臨の御言葉「唯一の神自身 ６神の聖さ（３）」 その１ キリストが発せられた言葉 599 https://youtu.be/nnauW54Vt7g https://youtu.be/bYh65Ovt6vM,"Reading: The Word of the Return of the Lord Jesus Christ God Himself, the Unique 6 The Holiness of God (3) Part 3 | The Church of Almighty God
Reading: The Word of the Return of the Lord Jesus Christ God Himself, the Unique 6 The Holiness of God (3) Part 3
Reading: The Word of the Return of the Lord Jesus God Himself, the Unique 6 The Holiness of God (3) Part 1
The Words Uttered by Christ 599
https://youtu.be/nnauW54Vt7g
https://youtu.be/bYh65Ovt6vM","拝読: 主イエス・キリストご自身、唯一なる神の再臨の御言葉 6 神の聖さ (3) パート3 | 全能神教会
拝読: 主イエス・キリストご自身、唯一なる神の再臨の御言葉 6 神の聖さ (3) パート3
拝読: 主イエスご自身、唯一なる神の再臨の御言葉 6 神の聖さ (3) パート1
キリストの御言葉 599
https://youtu.be/nnauW54Vt7g
https://youtu.be/bYh65Ovt6vM"
269,統一教会に家庭壊されたっていう設定なのに、ご自身は医大いってますよね・・・？,"Even though the premise is that your family was destroyed by the Unification Church, you yourself are going to medical school, aren't you...?",あなたの家族が統一教会によって破壊されたというのが前提なのに、あなた自身は医学部に通っているじゃないですか…？
273,・使徒的勧告「Christus vivit（キリストは生きておられる）」若者参加のビデオ版④⑤⑥ | カトリック・あい ← ・「良心の囚人」が適切な治療を受ける権利を取り上げられて死んでゆく…中国（BW) ・教会にも、寺院にも－習近平の思想学習強制、聖書を著作に置き換え（BW） →,"・Apostolic Exhortation Christus vivit (Christ is alive) Video Version with Youth Participation ④⑤⑥ | Catholic Ai ← ・Prisoners of conscience are deprived of their right to appropriate medical treatment and are dying... China (BW) ・Even in churches and temples – Forced ideological study of Xi Jinping, replacing the Bible with his writings (BW) →","・使徒的勧告『キリストは生きている』若者参加型ビデオ版④⑤⑥ | カトリックAi ←
・良心の囚人、適切な医療を受ける権利を奪われ死亡している…中国（BW）
・教会や寺院でも – 習近平の思想を強制学習、聖書を彼の著作に置き換え（BW） →"
272,"創世記 1, リビングバイブル (JCB) | 章 1 | 聖書アプリ | Bible.com ご���用の聖書訳に該当する章がありません。別の章または聖書訳を選んでください。","Genesis 1, Living Bible (JCB) | Chapter 1 | Bible App | Bible.com There is no corresponding chapter for your selected Bible translation. Please choose a different chapter or Bible translation.","創世記1章、リビングバイブル (JCB) | 1章 | 聖書アプリ | Bible.com
選択された聖書翻訳には対応する章がありません。別の章または聖書翻訳を選択してください。"
265,約束の天のキリストス見せない、約束の天のチチの輪(和)を見せない。 舐め腐ってる。,"They don't show the promised heavenly Christos, they don't show the promised heavenly tits' circle (harmony). They're utterly contemptible.",彼らは約束された天のキリストを見せない。彼らは約束された天のおっぱいの輪（調和）を見せない。彼らは全く唾棄すべきだ。
279,キリスト教の神ペッパーウエイリストもそれを望んでいる,The Christian God Pepper Waylist also wants that.,キリスト教の神ペッパー・ウェイリストもまたそれを望んでいる。
274,キリスト教のお金を使うと犠牲者多発します。 日本は、諸外国から鐘を儲け過ぎなのでやられています。,"If Christian money is used, many victims will occur. Japan is being attacked because it makes too much money from various foreign countries.",もしキリスト教の金が使われるなら、多くの犠牲者が発生するだろう。日本は様々な外国からあまりにも多くの金を稼いでいるから、攻撃されている。
275,秀のブログ 熊本48士　反対牧師との闘い 。 << 後藤裁判勝訴確定!!! 家庭連合VSサンクチュアリ教会　アメリカでもドンパチがはじまった!!! >> 属性で判断するべからず 2015/09/30(Wed)22:07 家庭連合だからサンクチュアリだからどこそこだから、もっといえば他宗だからという理由で、「拉致監禁」された人のことに思いを致せないのであれば、偽善で反対していた（いる）ことにならないでしょうか？,"Hide's Blog Kumamoto 48 Warriors. Struggle with opposing pastors. << Goto lawsuit victory confirmed!!! Family Federation VS Sanctuary Church. A gunfight has begun in America too!!! >> Do not judge by attribute. 2015/09/30(Wed)22:07 If one cannot empathize with those who have been 'abducted and confined' just because it's the Family Federation, or because it's the Sanctuary Church, or because it's such-and-such, or more precisely, because it's another religion, wouldn't that mean they were (are) opposing out of hypocrisy?","秀のブログ 熊本48戦士
反対牧師との闘争
《後藤裁判勝利確定！！！家庭連合VSサンクチュアリ教会。アメリカでも銃撃戦が始まった！！！》
属性で判断するな
2015/09/30(水)22:07
家庭連合だからとか、サンクチュアリ教会だからとか、何々だからとか、もっと言えば、他宗教だからという理由で、「拉致監禁」された人たちに共感できないのなら、それは偽善で反対しているということにはならないだろうか？"
276,">>514 ーーー 不埒なやつら ↓ ローマ3:10-18 次のように書いてある、 「""義人はいない""、""ひとりもいない""。 ""悟りのある人はいない""、""神を求める人はいない""。 ""すべての人は迷い出て""、""ことごとく無益なものになっている""。""善を行う者はいない、ひとりもいない""。 彼らののどは、開いた墓であり、""彼らは、その舌で人を欺き""、""彼らのくちびるには、まむしの毒があり""、 ""彼らの口""は、""のろいと苦い言葉とで満ちている""。 彼らの足は、""血を流すのに速く""、 ""彼らの道には、破壊と悲惨とがある""。 そして、""彼らは平和の道を知らない""。 彼らの目の前には、""神に対する恐れがない""」。 ーーー",">>514 --- Outrageous bastards ↓ Romans 3:10-18 It is written: There is no one righteous, not even one. There is no one who understands, no one who seeks God. All have turned away, they have together become worthless. There is no one who does good, not even one. Their throats are open graves; with their tongues they practice deceit. The poison of vipers is on their lips. Their mouths are full of cursing and bitterness. Their feet are swift to shed blood; ruin and misery mark their ways. And they do not know the way of peace. There is no fear of God before their eyes. ---",>>514 --- とんでもないクソ野郎ども↓ ローマ人への手紙3章10-18節 次のように書かれている。「義人はいない、一人もいない。悟る者もなく、神を求める者もない。皆、道を踏み外し、共に無益な者となった。善を行う者はいない、一人もいない。彼らの喉は開いた墓である。彼らの舌は欺きを行う。蝮の毒が彼らの唇にある。彼らの口は呪いと苦さで満ちている。彼らの足は血を流すのに速い。破滅と悲惨が彼らの道に印されている。そして、彼らは平和の道を知らない。彼らの目の前に神への恐れはない。」
280,票田が統一と創価なのに批判するのか キリスト教と仏教に助けて貰ってる身分で自称国家神道など実質上無神論者の最底辺の集まりだ,"Are you criticizing, despite your electoral base being the Unification Church and Soka Gakkai? As someone who is receiving help from Christianity and Buddhism, you so-called State Shintoists are in effect a gathering of the lowest of the low atheists.",統一教会と創価学会を票田にしていながら、批判しているのか？キリスト教と仏教の恩恵を受けている者として、あなた方、いわゆる国家神道主義者は、実質的に最底辺の無神論者の集団だ。
282,本日の聖書日課より ルカによる福音書12章 自分のために富を積んでも、神の前に豊かにならない者はこのとおりだ。」 まさにその通りだと思うのですが、他人に迷惑をかけないだけの 貯金や蓄えは大切だと思います。 イエス様は、富と神、両方に仕えることは出来ないとも おっしゃっていましたが、他人に迷惑をかけないため、 そして自分のためだけではなく神のために使われる富であれば それは良いことであるように思えます。 清貧も良いのですが、貧しいことへの言い訳にしか過ぎない 場合は問題があるでしょう。,"From today's Bible reading, Luke Chapter 12: This is how it is for those who store up treasure for themselves but are not rich in the sight of God. I truly think that is the case, but I believe that savings and reserves sufficient not to trouble others are important. Jesus also said that one cannot serve both wealth and God, but if it is wealth used not to trouble others, and not only for oneself but also for God, then it seems that it is a good thing. Holy poverty is also good, but if it is nothing more than an excuse for being poor, there will be a problem.",今日の聖書朗読、ルカによる福音書12章より：「自分のために宝を蓄えても、神の前に豊かでない者はこのようになる」とあります。まさにその通りだと思いますが、他人に迷惑をかけない程度の貯蓄や備えは大切だと考えます。イエス様も富と神の両方に仕えることはできないとおっしゃいましたが、それが他人に迷惑をかけず、自分のためだけでなく神のためにも用いられる富であるならば、それは良いことのように思えます。聖なる貧しさも良いことですが、それが貧しいことの言い訳に過ぎないならば、問題が生じるでしょう。
278,兄弟たちよ。 わたしたちの 主キリスト・イエスにあって、 わたしがあなたがたにつき 持っている誇りにかけて言うが、 わたしは日々、死に直面しています。 もし、わたしが人間の考えによって エペソで獣と戦ったとすれば、 それはなんの役に立つのですか。 もし死人が よみがえらないのなら、 「わたしたちは 飲み食いしようではないか。 明日もわからぬ命なのだ」。 まちがってはいけない。 「悪い交わりは、 良いならわしを損ないます」。 目ざめて身を正し、 罪を犯さないようにしなさい。 あなたがたのうちには、 神について無知な人々がいます。 あなたがたをはずかしめるために、 わたしはこう言うのです。,"Brothers, I declare by the pride I have in you in Christ Jesus our Lord, that I face death daily. If, by human reasoning, I fought with beasts in Ephesus, what good is it? If the dead are not raised, Let us eat and drink, for tomorrow we die. Do not be deceived: Bad company corrupts good morals. Awake to righteousness and do not sin; for some among you are ignorant of God. I say this to your shame.","兄弟たち、私たちの主キリスト・イエスにあって、あなたがたを誇りとしていることを誓って言います、私は日々死に直面しています。
もし、人間的な考え方で、私がエペソで獣と戦ったとすれば、それに何の益があるでしょう？
もし死者が復活しないのなら、「食べよう、飲もう。明日には死ぬのだから。」
欺かれてはいけません。「悪い交わりは良い品性を損なう。」
義に目覚め、罪を犯してはいけません。あなたがたの中には神を知らない者がいるからです。私はあなたがたの恥のためにこれを言います。"
284,主イエスは既に人の間に戻られた「敬虔の奥義」予告編 | 全能神教会 シェアする 85 映画【完全版】を見る 福音映画 2364,The Lord Jesus Has Already Returned Among Men ‘The Mystery of Godliness’ Trailer | The Church of Almighty God Share 85 Watch the Movie [Full Version] Gospel Movie 2364,主イエスはすでに人々の間に戻られた「敬虔の奥義」予告編 | 全能神教会 共有 85 映画を観る [完全版] 福音映画 2364
281,>>138 たぶん「差別してる！愛なんて嘘だ！」とか言いたくて貼ってるんだろうけど違うよ パリサイ人とはユダヤ教義を至上の物として選民的な思想をしてる人達 そしてヘロデと言うのはローマの元でユダヤを支配してるユダヤ王 彼らは教義や権力で愛を阻害してる存在だからね 彼らの提示する言葉や権力、物質的な誘惑によって愛を見失うなと言ってるんだよ そしてその後にイエスはパンや魚を増やして見せたけどこれは愛は物質や選民の教義などと違い無限に人を満たすという比喩,">>138 They probably posted that wanting to say something like You're discriminating! Love is a lie! but that's not it. Pharisees are people who consider Jewish doctrine supreme and hold chosen-people ideology. And Herod is the Jewish king who rules Judea under Rome. Because they are beings who obstruct love with doctrine and power, you see. He is saying, Do not lose sight of love due to their presented words, power, and material temptations. And after that, Jesus showed them by multiplying bread and fish, but this is a metaphor that love, unlike material things or chosen-people doctrine, fills people infinitely.",>>138 彼らは「差別だ！愛は嘘だ！」と言いたくてそれを投稿したのだろうが、そうではない。ファリサイ派とは、ユダヤ教の教義を至上とし、選民思想を抱く人々だ。そしてヘロデは、ローマの支配下でユダヤを統治していたユダヤの王だ。彼らは教義と権力によって愛を妨げる存在なのだ。彼は、彼らが提示する言葉、権力、そして物質的な誘惑によって愛を見失うな、と言っているのだ。そしてその後、イエスはパンと魚を増やして彼らに示したが、これは愛が、物質的なものや選民思想とは異なり、人々を無限に満たすという比喩なのだ。
277,>>16 「加わり得ない」というのは、社会の構造的な所では間違いでしょう。 キリスト教は政治団体としてもロビイストとしても慈善活動団体としても巨大勢力です。 唯、個人の精神構造を考える場合、キリスト教という世界観は 個人と絶対者との契約 であり、社会活動はその延長となります。 彼らは「使命」とか「天命」などと言う事がありますが、これも絶対者の命令という話で、儒教的な道徳的判断による解としての「天命」ではなく、文字通り「神からの命令が下った」とし、現象を主観的に判断する思い込みです。 こうした価値観は現代日本人にも波及していて、ドラマかアニメか忘れましたが、「神様の意地悪」なんてセリフがあったように思います。 つまり、宗教としては稚拙な出来であるキリスト教は、幼稚な感情論を誘発しやすいとも言えると考えます。 「原罪」とか「終末」とか強迫観念を植え付けて、唯一の救済という飴で、絶対者との契約という妄想に落とし混む宗教の真似事であり、 ここから派生した様々な「絶対存在」との個人契約は、既存の社会通念と解離し、反社会的カルトとなる訳です。,">>16 The idea that they cannot participate is probably wrong from a societal structural perspective. Christianity is a massive power, both as a political organization, a lobbyist, and a charitable organization. However, when considering the individual's mental structure, the Christian worldview is a contract between the individual and the absolute being, and social activities are an extension of that. They sometimes speak of mission or heaven's mandate, but this is also a matter of the absolute being's command, not heaven's mandate as an interpretation based on Confucian moral judgment, but literally a command from God has been given, and a subjective judgment based on a delusion. Such values have spread to modern Japanese people as well; I forget if it was a drama or an anime, but I recall a line like God's nastiness. In other words, I believe that Christianity, which is a crude creation as a religion, can be said to easily induce childish emotionalism. It is a sham religion that implants obsessions like original sin and the end of the world, and with the lure of the only salvation, traps people into the delusion of a contract with the absolute being, and the various individual contracts with absolute beings derived from this deviate from existing social norms, thus becoming anti-social cults.",>>16 彼らが参加できないという考えは、社会構造的な観点からすればおそらく間違っている。キリスト教は、政治組織、ロビイスト、慈善団体として、巨大な力である。しかし、個人の精神構造を考えると、キリスト教的世界観は個人と絶対者との契約であり、社会活動はその延長線上にある。彼らは時に使命や天命を語るが、これも絶対者の命令であり、儒教的道徳判断に基づく解釈としての天命ではなく、文字通り神からの命令が下されたという妄想に基づく主観的判断である。そうした価値観は現代の日本人にも広まっており、ドラマかアニメか忘れたが、「神様の意地悪」といったセリフを記憶している。要するに、宗教としては粗雑な創造物であるキリスト教は、幼稚な感情主義を容易に誘発すると言える。それは、原罪や世界の終わりといった強迫観念を植え付け、唯一の救済という誘い文句で人々を絶対者との契約という妄想に陥れるインチキ宗教であり、そこから派生する絶対者との様々な個人契約は既存の社会規範から逸脱し、反社会的なカルトと化す。
286,・・・。 キリスト教が２０００年でおわるって、キリスト本人が言ってたが、 その権化たるものが大淫婦への裁き。 カプリコーン（山羊座）の妖精さんピロテースがデスっちゃうらしい。,"... . Christ himself said that Christianity would end in 2000 years, but its embodiment is the judgment of the Great Whore. It seems that Pilotes, the fairy of Capricorn, will die.",...。キリスト自身が、キリスト教は2000年で終わると言ったが、その具現化は大いなる淫婦の裁きである。山羊座の妖精ピロテスは死ぬようだ。
288,旧統一教会への介入も政治によって止められたという陰謀論を 有田芳生が出していたからな,Because Yoshifu Arita was propagating the conspiracy theory that even the intervention into the Former Unification Church was stopped by politics.,有田芳生が、旧統一教会への介入すら政治によって止められたという陰謀論を流布していたから。
290,神の業と人間の実践 終わりの日のキリストだけが人に永遠のいのちの道を与えられる 肉となった神と神に使われる人々との間の本質的違い 贖いの時代における働きについての真実,"God's Work and Human Practice
Only Christ of the last days can give man the way of eternal life
The essential difference between God who became flesh and people used by God
The truth about the work in the Age of Redemption","神の働きと人間の実践
終わりの日のキリストのみが、人間に永遠の命の道を与えることができる
受肉した神と神に用いられる人々との本質的な違い
贖いの時代における働きについての真理"
266,壺が捏造歴史観捏造戦争責任に基づき日本から金銭巻き上げ永久機関構築目的の ウリストゴミカスカルトとはいえ 山上愚母に壺が強制したとか人質に取ったとか脅迫恐喝したってのとか、 詐欺ったとか認知症の人間を誑かしてとかそういうのでもなく いくら壺が教義や体質諸々で何もかもがクソ粕でも、山上愚母は精神的に依存し極度の浪費で 自らへの遺産や夫の死亡保険金という、子供や家族に本来使うはずの金を注ぎ込んで壺に献金して 自らの欲求を満たしていたという事実は変わらず 家族がいくら止めたり、壺から返金させても一向に懲りず家族を蔑ろにしての所業だしなぁ… 壺は徹底的に活動禁止して取り締まれ、海外流出した金を取り戻せ、教祖ババアや朝鮮人幹部を指名手配し 日本への身柄引き渡して逮捕しろ 破防法強化して反社団体認定しろとまで思うけど ただ、結局のところ暴走して家族すら止められない浪費に明け暮れた個人が元凶なわけで 脱会したり反省して無茶苦茶しないように本人が自省したりしないと いくら家族や周囲が返金させても一時しのぎで元の木阿弥で際限がなく、肝心な問題は解決しないわけで… となるとどうしても極度の浪費してしまう対象者の大人の個人の金銭や行動の大幅な制限という 個人の権利の領域への強制力の何かしらの行使、に踏み込まざるを得なくなってしまうわけで… そのあたりどこまでやりゃーいいんだろうね？ 水商売系とかロマンス詐欺とか博打や投資での浪費のケースにもってなるし 誰がどのようにどの範囲でとか、いろいろ面倒くさいことになってくるわなぁ…,"Here is the strict and faithful translation of the text:

Although the Pot cult is a Urist trash scum cult whose purpose is to extort money from Japan and build a perpetual motion machine based on fabricated historical views and fabricated war responsibility, it's not as if the Pot cult forced Yamagami's foolish mother, or took her hostage, or threatened and extorted her, or swindled her, or deceived a person with dementia. Even if the Pot cult, with its doctrines and nature and everything, is all shit and scum, the fact remains that Yamagami's foolish mother was mentally dependent and, through extreme extravagance, poured her own inheritance and her husband's death insurance money – money that should have originally been used for her children and family – into donations to the Pot cult, satisfying her own desires. No matter how much her family tried to stop her or made the Pot cult refund money, she never learned her lesson and continued to neglect her family...

I think the Pot cult should be thoroughly banned from activities and cracked down on, the money that flowed overseas should be recovered, and the cult leader old hag and Korean executives should be put on a wanted list, extradited to Japan, and arrested. I even think the Anti-Subversive Activities Law should be strengthened and they should be designated an anti-social organization.

However, in the end, the root cause is an individual who went out of control and indulged in spending that even their family couldn't stop. Unless the person themselves leaves the cult, reflects, and refrains from acting recklessly, no matter how much family or others make them refund money, it's just a temporary fix, back to square one, and endless, and the essential problem won't be solved...

If that's the case, then inevitably, it becomes unavoidable to step into the realm of individual rights by exercising some form of coercive power, such as a significant restriction on the money and actions of the adult individual who is the subject of extreme spending... How far should we go with that? It also applies to cases of spending in the entertainment industry, romance scams, gambling, or investments, and it gets complicated and troublesome with questions like who, how, and to what extent...","以下に原文の厳密かつ忠実な翻訳を示します。

壺カルトは、日本から金を巻き上げ、捏造された歴史観と捏造された戦争責任に基づいた永久機関を構築することを目的とするウリストのゴミクズカルトではあるが、壺カルトが山上の愚かな母親を強制したり、人質に取ったり、脅迫して金を巻き上げたり、騙し取ったり、認知症の人間を騙したりしたわけではない。壺カルトが、その教義も性質も何もかもクソでゴミクズであったとしても、山上の愚かな母親が精神的に依存し、極度の浪費によって、自分の相続財産や夫の死亡保険金という、本来なら子供や家族のために使われるべき金を、壺カルトへの献金に注ぎ込み、自分の欲望を満たしたという事実は変わらない。家族がどれだけ止めようとしたり、壺カルトに金を返金させたりしても、彼女は全く懲りずに家族を顧みなかった…

私は、壺カルトは徹底的に活動禁止・取り締まりを行い、海外に流れた金は回収し、教祖のババアや朝鮮人幹部どもは国際手配して日本に引き渡し逮捕すべきだと思う。破壊活動防止法を強化して反社会組織に指定すべきとすら思う。

しかし、結局のところ、根源は家族ですら止められない浪費に走り、暴走した一個人の問題である。本人がカルトから脱退し、反省し、無軌道な行動を慎まない限り、いくら家族や他人が金を返金させても、その場しのぎで、振り出しに戻り、キリがなく、本質的な問題解決にはならない…

となると、極度の浪費の対象となっている成人個人の金銭や行動に、何らかの強制力をもって大幅な制限をかけるなど、個人の権利の領域に踏み込まざるを得なくなる… それをどこまでやるのか？ 芸能界への浪費やロマンス詐欺、ギャンブルや投資などにも当てはまり、誰が、どのように、どこまで、と話が複雑で厄介になる…"
291,堀江は統一教会は悪くない 安倍晋三も悪くない 悪いのは勝手に金をつぎ込んだ 母親だと いっている ひろゆきは統一教会が 全て悪いと言っている,"Horie says the Unification Church is not bad, and Shinzo Abe is also not bad. He says the one who is bad is the mother who unilaterally poured money into it. Hiroyuki says the Unification Church is entirely bad.",堀江は、統一教会も安倍晋三も悪くない、悪いのは一方的に金を注ぎ込んだ母親だと言っている。ひろゆきは、統一教会は完全に悪いと言っている。
287,神を知る態度 - 小海キリスト教会 礼拝メッセージ ＜神を知る態度＞　使徒acts 17:10～15 ダビデは、詩篇で神様に対する自分の正直な心のうちを告白しています。すべてを知っておられる神様に隠し事は無用です。ありのままの思いを父なる神様にぶつけましょう。神様は、本気でご自身を知りたいと願う者にご自身の本当の姿を現してくださいます。ヨハネ14 : 8～10参照 koumi2016 2017-09-10 16:00 « 宣教の情熱 王なるイエス »,"The Attitude to Know God - Koumi Christ Church Worship Message
<The Attitude to Know God> Acts 17:10-15
David confesses the honest state of his heart towards God in the Psalms. There is no need for secrets with God, who knows everything. Let us pour out our true feelings to God the Father. God reveals His true self to those who earnestly desire to know Him. See John 14:8-10.
koumi2016 2017-09-10 16:00 « Passion for Mission Jesus the King »","神を知る態度 - 小海キリスト教会 礼拝メッセージ
＜神を知る態度＞ 使徒の働き 17:10-15
ダビデは詩篇で、神に対する心のありのままを告白しています。すべてをご存じの神には、秘密は必要ありません。父なる神に、私たちの本当の気持ちを打ち明けましょう。神は、熱心に神を知りたいと願う人々に、ご自身を現されます。ヨハネ 14:8-10 を参照。
koumi2016 2017-09-10 16:00 « 宣教への情熱 イエスは王 »"
292,ヘブル１１章２３～２８節 「信仰によって選択する」 – 大田原キリスト教会 ← ヘブル１１章１７～２２節 「死を乗り越える信仰」 申命記21章 →,"Hebrews Chapter 11, Verses 23-28 Choosing by Faith – Otawara Christ Church ← Hebrews Chapter 11, Verses 17-22 Faith Overcoming Death Deuteronomy Chapter 21 →",ヘブライ書 第11章 23-28節 信仰による選択 – 大田原キリスト教会 ← ヘブライ書 第11章 17-22節 死に打ち勝つ信仰 申命記 第21章 →
283,>>273 そそw いいね！ 俺は〜〜モブだからわかんねえやw こうゆうのはアメリカ様が好むんだろパコパコママ♪ ちんこもでかけりゃまんこもでかいプラちんとガバマンという感度の低い欧米系。。 やりすぎだから増えちまう性犯罪者からの犯罪者。 結果、愛というキリスト教の教え多幸感という脳内麻薬からの執着おまんこ馬鹿。 全くしょーもねーペテン野郎がイエスだった高須クリノックへgo!! ブスとデブはいきなさい金かけてみてくれと毛穴クッサーのワキガチューンなかったことにするのアップデート。 https://imgur.com/a/CIXtdsO アメリカたまたま白人様。 俺様は日本人だったりアジア系だからわからんちん。 元々見た目がアジア系のイケメン。。w https://imgur.com/a/ElO0cYa 要するに美味しんだろ・・・こいつら。w,">>273 Yeah, yeah, lol! Nice! I'm just a mob character, so I don't get it, lol. America-sama probably likes these kinds of things, huh, you fucking mom♪ Western types with big dicks and big cunts, plastic dicks and gaping cunts, with low sensitivity... Because it's overdone, criminals spawned from sex offenders increase. As a result, the Christian teaching called 'love,' attachment from the brain drug called 'euphoria,' you stupid cunt. Go to Takasu Clinoc, where that absolutely worthless swindler bastard was Jesus!! Ugly women and fat people, go and try spending money on an update to make your stinky pores and armpit odor tune-up as if they never happened. https://imgur.com/a/CIXtdsO America, coincidentally White people-sama. I, the great me, am Japanese or Asian, so I don't understand a thing. Originally, an Asian-looking handsome guy.. lol https://imgur.com/a/ElO0cYa In short, they're delicious, aren't they... these guys. lol",>>273 うんうん、草！いいね！俺はモブキャラだからわかんねーわ、草。アメリカ様はこういうの好きそうだよな、クソママ♪デカチンデカマン、プラスチックチンコにガバマン、感度低い西洋タイプ…やりすぎだから性犯罪者から湧く犯罪者が増える。結果、キリスト教の「愛」という教え、脳内麻薬「多幸感」からの執着、このアホマン。高須クリニックに行け、あのどうしようもない詐欺師野郎がイエスだった場所だぞ！！ブスとデブは金かけてアップデートしてこい、臭い毛穴とワキガを無かったことにするチューンナップでもしてこい。https://imgur.com/a/CIXtdsO アメリカ、ついでに白人様。偉大なる俺様は日本人かアジア人だから何もわからん。元々、アジア系のイケメン…草 https://imgur.com/a/ElO0cYa 要するに、美味いんだよな…こいつら。草
295,旧約聖書を知っていますか：新品本・書籍：阿刀田高(著者)：ブックオフオンライン 9784101255194,Do you know the Old Testament?: New Books / Books: Atoda Takashi (Author): Book Off Online 9784101255194,旧約聖書を知っていますか？：新刊／書籍：芥川隆 (著)：ブックオフオンライン 9784101255194
