text,lang,tokenized_text,x,y,cluster_kmeans,cluster_hdbscan
一直到近代那些基督教的传教士在中国也干了不少杀害孤儿的事，主要就是拿孩子的器官做药卖到欧洲,zh,一直 到 近代 那些 基督教 的 传教士 在 中国 也 干 了 不少 杀害 孤儿 的 事 ， 主要 就是 拿 孩子 的 器官 做药 卖 到 欧洲,15.044751,-0.51174843,0,0
中国人今天还信什么？相当数量的中国人，今天不是孔子的信徒，不是佛陀的信徒，不是耶稣的信徒，不是人道主义的信徒，也不是马克思主义的信徒。他们已经什么也不相信，什么也不崇拜，什么也不遵循，什么也不负责。如果说生活中还有什么支柱的话，那就是金钱和自利！「转」,zh,中国 人 今天 还信 什么 ？ 相当 数量 的 中国 人 ， 今天 不是 孔子 的 信徒 ， 不是 佛陀 的 信徒 ， 不是 耶稣 的 信徒 ， 不是 人道主义 的 信徒 ， 也 不是 马克思主义 的 信徒 。 他们 已经 什么 也 不 相信 ， 什么 也 不 崇拜 ， 什么 也 不 遵循 ， 什么 也 不 负责 。 如果说 生活 中 还有 什么 支柱 的话 ， 那 就是 金钱 和 自利 ！ 「 转 」,16.02226,-2.116467,0,0
上帝看了这种东西不降下天火只能说明上帝根本不存在,zh,上帝 看 了 这种 东西 不 降下 天火 只能 说明 上帝 根本 不 存在,17.899406,-2.7675583,0,0
在看   多美的故事     没有上帝的时光中     我也活在无助无知迷茫中    我是多么多么的幸运    得到这莫大的恩典[呵呵],zh,在 看       多 美的 故事           没有 上帝 的 时光 中           我 也 活 在 无助 无知 迷茫 中         我 是 多么 多么 的 幸运         得到 这 莫大 的 恩典 [ 呵呵 ],14.796892,-0.7934476,0,0
可以叫耶稣来找我,zh,可以 叫 耶稣 来 找 我,17.605675,-3.0554497,0,0
还有一种可能，修女会就是个草台班子，这样很多矛盾就可以解释了,zh,还有 一种 可能 ， 修女 会 就是 个 草台班子 ， 这样 很多 矛盾 就 可以 解释 了,18.857126,-1.0324734,0,0
太残忍，我不要相信第二个 //@sosowoods:我没跟上帝走~,zh,太 残忍 ， 我 不要 相信 第二个   / / @ sosowoods : 我 没 跟 上帝 走 ~,17.996931,-2.8071327,0,0
不是，牧师都有月升了，这些减费何意味,zh,不是 ， 牧师 都 有 月 升 了 ， 这些 减费何 意味,18.761084,-1.8909657,0,0
你这个异端笑死人了！你还暂把我们唯二当弟兄？谁跟你们这些异端是弟兄啊？！你记住，只有加尔文主义者才是基督徒！我们加尔文主义者跟你们这些啊米念异端没有和平只有肉搏战！,zh,你 这个 异端 笑死人 了 ！ 你 还 暂 把 我们 唯二当 弟兄 ？ 谁 跟 你们 这些 异端 是 弟兄 啊 ？ ！ 你 记住 ， 只有 加尔文 主义者 才 是 基督徒 ！ 我们 加尔文 主义者 跟 你们 这些 啊 米 念 异端 没有 和平 只有 肉搏战 ！,16.475895,-1.1458346,0,0
在本国，他们会问你怎么可能无缘无故去救一个孩子，你一定有目的！//@剥柑者03:美国人，特别是美国基督徒，每年收养大量的有生理缺陷的中国孤儿，并且花钱给他们治病。我们教会就好几个,zh,在 本国 ， 他们 会 问 你 怎么 可能 无缘无故 去 救 一个 孩子 ， 你 一定 有 目的 ！ / / @ 剥 柑者 03 : 美国 人 ， 特别 是 美国 基督徒 ， 每年 收养 大量 的 有 生理 缺陷 的 中国 孤儿 ， 并且 花钱 给 他们 治病 。 我们 教会 就 好几个,16.378849,-1.7052727,0,0
"其实，刻板印象里的光明教廷不是以天主教为原型吗？这件事丢脸的是新教，愿意帮助的是天主教，反刻板印象才对
只不过国内分不清这些，统一当十字教了，觉得他们是一伙的(虽然历史书上有讲过新教改革的内容，大部分人还回去了。。)",zh,"其实 ， 刻板 印象 里 的 光明 教廷 不是 以 天主教 为 原型 吗 ？ 这件 事 丢脸 的 是 新教 ， 愿意 帮助 的 是 天主教 ， 反 刻板 印象 才 对 
 只不过 国内 分不清 这些 ， 统一 当 十字 教 了 ， 觉得 他们 是 一伙 的 ( 虽然 历史 书上 有 讲 过 新教 改革 的 内容 ， 大部分 人 还 回去 了 。 。 )",17.00365,-0.6308361,0,0
不是啥都要从圣经里找答案，圣经的字数是有限的。神职人员不准结婚的传统是出于防止腐败，如果都把神父、主教的位置传给孩子了那就不好了,zh,不是 啥 都 要 从 圣经 里 找 答案 ， 圣经 的 字数 是 有限 的 。 神职人员 不准 结婚 的 传统 是 出于 防止 腐败 ， 如果 都 把 神父 、 主教 的 位置 传给 孩子 了 那 就 不好 了,18.343111,-1.5393679,0,0
耶稣会是啥？要么极光沙俗神道+职道，要么不发教,zh,耶稣会 是 啥 ？ 要么 极光 沙俗 神道 + 职道 ， 要么 不发教,17.37326,-3.1198902,0,0
额，我昨天刚听别人说是因为一些不能说的秘密，如果被披露会震荡整个天主教世界。所以他不得不选择退位。想想这是教廷历史上600年来的第一次，就知道背后的事件有多么大。。。。了,zh,额 ， 我 昨天 刚 听 别人 说 是因为 一些 不能 说 的 秘密 ， 如果 被 披露 会 震荡 整个 天主教 世界 。 所以 他 不得不 选择 退位 。 想想 这是 教廷 历史 上 600 年 来 的 第一次 ， 就 知道 背后 的 事件 有 多么 大 。 。 。 。 了,17.781582,-1.3066955,0,0
知耻而后勇。可怕的是，我们的民族知耻还在屁颠屁颠的媚外而以此为荣。奴性尽显。时代给这个民族的自卑感至今仍无法抹去。一个没有精神信仰的民族让人不可思议。想找属于自己的精神寄托却也只能效仿西方的基督，印度的佛教。一个伟大民族的悲哀。,zh,知耻而后勇 。 可怕 的 是 ， 我们 的 民族 知耻 还 在 屁颠 屁颠 的 媚外 而 以此为荣 。 奴性 尽显 。 时代 给 这个 民族 的 自卑感 至今 仍 无法 抹 去 。 一个 没有 精神 信仰 的 民族 让 人 不可思议 。 想 找 属于 自己 的 精神 寄托 却 也 只能 效仿 西方 的 基督 ， 印度 的 佛教 。 一个 伟大 民族 的 悲哀 。,15.937007,-1.8779814,0,0
家庭和社会问题在这个时代是找不到答案，只有在教会。,zh,家庭 和 社会 问题 在 这个 时代 是 找 不到 答案 ， 只有 在 教会 。,18.362103,-1.9695634,0,0
孔子比耶稣强,zh,孔子 比 耶稣 强,17.105099,-3.343737,0,0
问题是基督是个一神教你总不能指望刻意避讳著名神话历史人物的东方把稣哥或者玛利亚搬过来吧，最多给你弄个5面一个修女，6面一个大牧首大主教，还是说找圣经看看有哪个不太知名的小人物？,zh,问题 是 基督 是 个 一神教 你 总 不能 指望 刻意 避讳 著名 神话 历史 人物 的 东方 把稣 哥 或者 玛利亚 搬 过来 吧 ， 最多 给 你 弄 个 5 面 一个 修女 ， 6 面 一个 大 牧首 大主教 ， 还是 说 找 圣经 看看 有 哪个 不太 知名 的 小人物 ？,15.177146,-0.8569165,0,0
请她给上帝通话，如遇占线，就转接释迦摩尼咨询。,zh,请 她 给 上帝 通话 ， 如遇 占线 ， 就 转接 释迦 摩尼 咨询 。,17.489458,-2.9781687,0,0
跟这种双重标准的脑残信徒谈什么。叫他们把上帝牵出来遛遛。,zh,跟 这种 双重标准 的 脑残 信徒 谈 什么 。 叫 他们 把 上帝 牵出来 遛 遛 。,17.870226,-2.7115939,0,0
首先，ysl要有一个像宗教改革一样的自下而上的大变革。才能打破中世纪意识形态的束缚,zh,首先 ， ysl 要 有 一个 像 宗教改革 一样 的 自下而上 的 大 变革 。 才能 打破 中世纪 意识形态 的 束缚,14.600665,-0.23062287,0,0
记得刚刚开店的时候，来了一位米果客人，他进来就要了那个孔子抚琴，拿起来告诉我：这肯定是耶稣！耶稣抚琴！,zh,记得 刚刚 开店 的 时候 ， 来 了 一位 米果 客人 ， 他 进来 就要 了 那个 孔子 抚琴 ， 拿 起来 告诉 我 ： 这 肯定 是 耶稣 ！ 耶稣 抚琴 ！,17.16196,-3.2912002,0,0
读圣经、祷告、聚会，与上帝建立关系是重要的提升。但是同时，基督徒应该有一份脚踏实地的工作，一个实实在在的专业，认真钻研一个行业。丰富的经历经验人生，否则人们看到的基督徒就永远都是一群游手好闲的人了，这些绝对不是好见证。如果你无法专心致志的从事一项事业，那么信仰就太脆弱了。,zh,读 圣经 、 祷告 、 聚会 ， 与 上帝 建立 关系 是 重要 的 提升 。 但是 同时 ， 基督徒 应该 有 一份 脚踏实地 的 工作 ， 一个 实实在在 的 专业 ， 认真 钻研 一个 行业 。 丰富 的 经历 经验 人生 ， 否则 人们 看到 的 基督徒 就 永远都是 一群 游手好闲 的 人 了 ， 这些 绝对 不是 好 见证 。 如果 你 无法 专心致志 的 从事 一项 事业 ， 那么 信仰 就 太 脆弱 了 。,16.161499,-1.3380327,0,0
张角是把宗教世俗化了，从精神世界发展到在世俗世界建立政权；耶稣和释迦是把世俗宗教化，精神上脱离现世，到达精神的彼岸，天堂或极乐世界。发展方向背道而驰,zh,张角 是 把 宗教 世俗化 了 ， 从 精神 世界 发展 到 在 世俗 世界 建立 政权 ； 耶稣 和 释迦 是 把 世俗 宗教 化 ， 精神 上 脱离 现世 ， 到达 精神 的 彼岸 ， 天堂 或 极乐世界 。 发展 方向 背道而驰,15.787921,-2.6003332,0,0
基狗脸皮厚我相信楼主不是第一次知道，基督狗教徒造谣诺贝尔奖得主96%信基督教（注意，还不是信教，是信基督教）而真相是700名诺奖得主里只有1人真正信上帝，美国科学院院士只有7％信上帝，英国皇家科学院只有3%信上帝，由此可见科学家信上帝的比例可“真高”,zh,基狗 脸皮厚 我 相信 楼主 不是 第一次 知道 ， 基督 狗 教徒 造谣 诺贝尔奖 得主 96% 信 基督教 （ 注意 ， 还 不是 信教 ， 是 信 基督教 ） 而 真相 是 700 名诺 奖得主 里 只有 1 人 真正 信 上帝 ， 美国科学院 院士 只有 7 ％ 信 上帝 ， 英国皇家 科学院 只有 3% 信 上帝 ， 由此可见 科学家 信 上帝 的 比例 可 “ 真高 ”,16.673006,-2.7488163,0,0
//@赵与: @亚东  //@风之酷://@著名疯子://@天主教中文网:虽不知李开复先生是如何获得这一信息，但请用您学者的智慧想一想，这样的事情如果属实，岂不太过于滑稽？请李开复先生立即停止传播该条虚假消息，避免更多人对天主教、对教会乃至对教宗本人产生不必要的误解。,zh,/ / @ 赵与 :   @ 亚东     / / @ 风之酷 : / / @ 著名 疯子 : / / @ 天主教 中文网 : 虽 不知 李开复 先生 是 如何 获得 这一 信息 ， 但 请 用 您 学者 的 智慧 想一想 ， 这样 的 事情 如果 属实 ， 岂 不 太 过于 滑稽 ？ 请 李开复 先生 立即 停止 传播 该条 虚假 消息 ， 避免 更多人 对 天主教 、 对 教会 乃至 对 教宗 本人 产生 不必要 的 误解 。,16.890196,-2.5270045,0,0
人之初，亚当先。无罪性，受造全。得夏娃，偶作伴。在伊甸，是乐园。蛇引诱，鬼魔骗。吃禁果，夏娃馋。违禁令，善死焉！真善美，已变换。假恶丑，代代传。魔入内，亚当变。推罪责，无悔念！善为恶，恶为善。人之初，罪接管！叛上帝，恶习惯。拜魔君，称良善！善性灭，恶性添。叹世人，浑浑然[笑哈哈],zh,人之初 ， 亚当 先 。 无罪 性 ， 受造 全 。 得 夏娃 ， 偶 作伴 。 在 伊甸 ， 是 乐园 。 蛇 引诱 ， 鬼魔 骗 。 吃 禁果 ， 夏娃 馋 。 违禁 令 ， 善死 焉 ！ 真善美 ， 已 变换 。 假恶丑 ， 代代传 。 魔入 内 ， 亚当 变 。 推 罪责 ， 无悔 念 ！ 善为 恶 ， 恶为 善 。 人之初 ， 罪 接管 ！ 叛 上帝 ， 恶 习惯 。 拜 魔君 ， 称 良善 ！ 善性 灭 ， 恶性 添 。 叹 世人 ， 浑 浑然 [ 笑哈哈 ],15.939289,-1.199537,0,0
隔壁办公室是一个小教会，刚刚教徒们吵架了，他们都很厉害的，一开口都是说；我以主的名义诅咒你。。。。然后另外一个说，我奉主的名义诅咒你。。。。然后两个人伸出食指指牢对方，我差一点以为他们要开始放魔法了。。。。,zh,隔壁 办公室 是 一个 小 教会 ， 刚刚 教徒 们 吵架 了 ， 他们 都 很 厉害 的 ， 一 开口 都 是 说 ； 我 以主 的 名义 诅咒 你 。 。 。 。 然后 另外 一个 说 ， 我 奉主 的 名义 诅咒 你 。 。 。 。 然后 两个 人 伸出 食指 指牢 对方 ， 我 差一点 以为 他们 要 开始 放 魔法 了 。 。 。 。,14.724764,-0.72616553,0,0
宗教信仰无法用科学逻辑去跟他辩论，因为宗教是不存在逻辑的。他说神的旨意不能猜，那圣经所写怎么保证是神的旨意？当然，他会说那是使徒，使徒通上帝。那么，如何证明使徒是真的？在逻辑上，这些都叫无法证实也无法证伪的玩意，只问你信还是不信。,zh,宗教信仰 无法 用 科学 逻辑 去 跟 他 辩论 ， 因为 宗教 是 不 存在 逻辑 的 。 他 说 神 的 旨意 不能 猜 ， 那 圣经 所 写 怎么 保证 是 神 的 旨意 ？ 当然 ， 他会 说 那 是 使徒 ， 使徒 通 上帝 。 那么 ， 如何 证明 使徒 是 真的 ？ 在 逻辑 上 ， 这些 都 叫 无法 证实 也 无法 证伪 的 玩意 ， 只 问 你 信 还是 不 信 。,16.946753,-2.0816305,0,0
这是新教或者基督教，正儿八经的,zh,这是 新教 或者 基督教 ， 正儿八经 的,17.719357,-1.0993731,0,0
其实我觉得现在的神父其实人也挺好的，不过以前就算了吧！,zh,其实 我 觉得 现在 的 神父 其实 人 也 挺 好 的 ， 不过 以前 就算 了 吧 ！,18.89633,-1.7789587,0,0
"礼拜、礼拜，不就是走个礼仪。以便以心灵和诚实和基督共融团契。
如果没有个固定日子，那不乱套了？
这都能想多，那安息日会的人还敢招惹？早年间，陈终道他们那批人，那个不是从小在个修道院里训练出来的？你个平信徒和他们辩经，绕不死你？",zh,"礼拜 、 礼拜 ， 不 就是 走个 礼仪 。 以便 以 心灵 和 诚实 和 基督 共融 团契 。 
 如果 没有 个 固定 日子 ， 那 不 乱套 了 ？ 
 这 都 能 想 多 ， 那 安息日 会 的 人 还 敢 招惹 ？ 早年间 ， 陈终 道 他们 那批 人 ， 那个 不是 从小 在 个 修道院 里 训练 出来 的 ？ 你 个 平 信徒 和 他们 辩经 ， 绕 不 死 你 ？",16.596611,-1.5616926,0,0
耶稣有这么生猛的话：＂不要把神圣的东西丢给狗，它会转过头咬你；不要把珍珠扔给猪，它会把珍珠践踏在脚底下。＂,zh,耶稣 有 这么 生猛 的话 ： ＂ 不要 把 神圣 的 东西 丢 给 狗 ， 它会 转过 头 咬 你 ； 不要 把 珍珠 扔给 猪 ， 它会 把 珍珠 践踏在 脚底 下 。 ＂,16.923859,-2.7829235,0,0
耶稣就是道的化身，而孔子只是一个慕道者。,zh,耶稣 就是 道 的 化身 ， 而 孔子 只是 一个 慕道者 。,17.067072,-3.2798538,0,0
只有耶稣基督是救世主！,zh,只有 耶稣基督 是 救世主 ！,17.602943,-2.858275,0,0
"神父笑话兼顾了反权威.反教会.男同笑话.真实历史背书。
可修女上面四个全不沾，顶多编造点性压抑小故事或者放荡笑话。这种纯粹的ghs反而没有神父笑话那种建政味了",zh,"神父 笑话 兼顾 了 反 权威 . 反 教会 . 男同 笑话 . 真实 历史 背书 。 
 可 修女 上面 四个 全不 沾 ， 顶多 编造 点 性压抑 小 故事 或者 放荡 笑话 。 这种 纯粹 的 ghs 反而 没有 神父 笑话 那种 建政 味 了",18.397804,-0.7527622,0,0
耶稣他爹玩什么？//@斯麦尔博士:不懂洋文，当拼音读：耶稣他爹玩什么？,zh,耶稣 他 爹 玩 什么 ？ / / @ 斯麦 尔博士 : 不 懂 洋文 ， 当 拼音 读 ： 耶稣 他 爹 玩 什么 ？,14.328148,-0.7166687,0,0
修女晚上搭乘神父的车回家。途中，好色的神父竟然把手搭在了修女雪白的大腿上！修女羞涩的质问神父：你记得圣经上第129条说的是什么吗？”神父听后，脸红的把手拿开了。回到家，神父急忙打开圣经129条，见上面写着：再深入一点你会得到莫大的快乐！”神父看罢，大呼：上帝啊，业务不熟害死人呐！,zh,修女 晚上 搭乘 神父 的 车 回家 。 途中 ， 好色 的 神父 竟然 把手 搭 在 了 修女 雪白 的 大腿 上 ！ 修女 羞涩 的 质问 神父 ： 你 记得 圣经上 第 129 条说 的 是 什么 吗 ？ ” 神父 听后 ， 脸红 的 把手 拿开 了 。 回到 家 ， 神父 急忙 打开 圣经 129 条 ， 见 上面 写 着 ： 再 深入 一点 你 会 得到 莫大 的 快乐 ！ ” 神父 看 罢 ， 大呼 ： 上帝 啊 ， 业务 不 熟 害死 人呐 ！,16.316137,-1.4638797,0,0
那钉子岂不是耶稣最严厉的父亲，孔子最慈爱的爹？,zh,那 钉子 岂 不是 耶稣 最 严厉 的 父亲 ， 孔子 最 慈爱 的 爹 ？,17.29066,-3.3814037,0,0
我衡阳也沦陷了。这辈子我都不过狗屁基督狗节日,zh,我 衡阳 也 沦陷 了 。 这辈子 我 都 不过 狗屁 基督 狗 节日,16.574844,-3.0903778,0,0
"你：快到锅里来
修道士：爷会飞",zh,"你 ： 快到 锅里 来 
 修道士 ： 爷会 飞",18.521584,-1.7343398,0,0
回复@misskuhn:更二的是，拜佛后，同行一小伙子看出我不太高兴，就问我怎么看宗教，好像问到怎么看佛教与基督教之类，我就彻底恼了，说我们不要在这里谈这些吧？在寺院里总该对这里有起码的尊敬！ //@misskuhn:这种讨厌的人往往很难拒绝啊……所以更加气闷吧。,zh,回复 @ misskuhn : 更 二 的 是 ， 拜佛 后 ， 同行 一 小伙子 看出 我 不 太高兴 ， 就 问 我 怎么 看 宗教 ， 好像 问 到 怎么 看 佛教 与 基督教 之类 ， 我 就 彻底 恼 了 ， 说 我们 不要 在 这里 谈 这些 吧 ？ 在 寺院 里 总该 对 这里 有 起码 的 尊敬 ！   / / @ misskuhn : 这种 讨厌 的 人 往往 很难 拒绝 啊 … … 所以 更加 气闷 吧 。,15.277487,-1.8177423,0,0
看海到1354年，然后……你说谁皈依东正教？？？( ﾟдﾟ ),zh,看海到 1354 年 ， 然后 … … 你 说 谁 皈依 东正教 ？ ？ ？ (   ﾟ д ﾟ   ),17.924402,-1.5838401,0,0
正经的流程应该是逐出教会还有刑法吧，不正经的不说了,zh,正经 的 流程 应该 是 逐出 教会 还有 刑法 吧 ， 不正经 的 不 说 了,18.215006,-2.2964492,0,0
《骂人类的笑话》 -    在网上看到笑话，先说骂男人的： 有一天，在伊甸园，伊娃朝着天上说：「上帝，我有困扰。」 「你的困扰是甚么？」上帝问。 伊娃说...  (来自 @头条博客) - http://t.cn/8szvMBd,zh,《 骂 人类 的 笑话 》   -         在 网上 看到 笑话 ， 先说 骂 男人 的 ：   有 一天 ， 在 伊甸园 ， 伊娃 朝着 天上 说 ： 「 上帝 ， 我 有 困扰 。 」   「 你 的 困扰 是 甚么 ？ 」 上帝 问 。   伊娃 说 ...     ( 来自   @ 头条 博客 )   -   http : / / t . cn / 8szvmbd,16.14313,-1.3551162,0,0
童格丽特修女和郭斯瓦尔神父......狼狈地抢光......,zh,童格丽特 修女 和 郭 斯瓦尔 神父 ...... 狼狈 地 抢光 ......,18.663315,-1.2832989,0,0
因为神父足够出生，又没有人格魅力啊，看看它怎么对待他的兄弟天气预报的吧,zh,因为 神父 足够 出生 ， 又 没有 人格魅力 啊 ， 看看 它 怎么 对待 他 的 兄弟 天气预报 的 吧,14.675967,-0.45526803,0,0
"在现代，洋人不仅不传播科学技术，还严禁封锁科学技术呢！
指望洋人传教士传播科学技术，我更相信他们是在偷科学技术才差不多",zh,"在 现代 ， 洋人 不仅 不 传播 科学技术 ， 还 严禁 封锁 科学技术 呢 ！ 
 指望 洋人 传教士 传播 科学技术 ， 我 更 相信 他们 是 在 偷 科学技术 才 差不多",15.289605,-1.2188947,0,0
"宗教是有的，但感觉大部分都是斜角（毕竟都市大环境原型就是🇰🇷）
某种程度上来说图书馆的艾琳主教也是修女，但如果你要的是信天主教的原教旨主义修女的话，那多半没有，天主教多半早就失传了",zh,"宗教 是 有 的 ， 但 感觉 大部分 都 是 斜角 （ 毕竟 都市 大 环境 原型 就是 🇰 🇷 ） 
 某种程度 上 来说 图书馆 的 艾琳 主教 也 是 修女 ， 但 如果 你 要 的 是 信 天主教 的 原教旨主义 修女 的话 ， 那 多半 没有 ， 天主教 多半 早就 失传 了",18.791098,-0.87676746,0,0
我以为就我知道上帝为什么会发笑，原来昆德拉也知道。,zh,我 以为 就 我 知道 上帝 为什么 会 发笑 ， 原来 昆德拉 也 知道 。,18.200594,-2.7872093,0,0
甜煮教吧，不像冻猪脚，而新教没神父，不过我认为普奇压根就不信教，把人灵魂溶解了放光碟里面，在害怕的时候不是上帝保佑而是念质数，还说“以神的名义让你们退下”这种话，完全就不像一个信徒啊,zh,甜 煮 教 吧 ， 不像 冻 猪脚 ， 而 新教 没 神父 ， 不过 我 认为 普奇 压根 就 不 信教 ， 把 人 灵魂 溶解 了 放 光碟 里面 ， 在 害怕 的 时候 不是 上帝保佑 而是 念 质数 ， 还 说 “ 以神 的 名义 让 你们 退 下 ” 这种 话 ， 完全 就 不 像 一个 信徒 啊,16.824453,-0.6229571,0,0
"耶稣说了这话，就吐唾沫在地上，用唾沫和泥抹在瞎子的眼睛上，
对他说：“你往西罗亚池子里去洗。”（“西罗亚”翻出来，就是“奉差遣”）他去一洗，回头就看见了。",zh,"耶稣 说 了 这话 ， 就 吐 唾沫 在 地上 ， 用 唾沫 和 泥 抹 在 瞎子 的 眼睛 上 ， 
 对 他 说 ： “ 你 往 西罗 亚 池子 里 去 洗 。 ” （ “ 西罗 亚 ” 翻出来 ， 就是 “ 奉 差遣 ” ） 他 去 一洗 ， 回头 就 看见 了 。",16.147915,-1.8165352,0,0
"另外我讨论的不是党或他者与基督教的关系，是该教内自身\""反基督\""这个概念，是它自己的概念，与别人无关 //@战争史研究WHS:@孟晖menghui 女史认为党和教会、党员和教徒是矛盾的，是基督和反基督，是你死我活",zh,"另外 我 讨论 的 不是 党 或 他者 与 基督教 的 关系 ， 是 该 教内 自身 \ "" 反 基督 \ "" 这个 概念 ， 是 它 自己 的 概念 ， 与 别人 无关   / / @ 战争史 研究 whs : @ 孟晖 menghui   女史 认为 党 和 教会 、 党员 和 教徒 是 矛盾 的 ， 是 基督 和 反 基督 ， 是 你死我活",15.450448,-0.99107367,0,0
新的圣经,zh,新 的 圣经,18.741539,-2.8605595,0,0
这个教派是FF社自创的？还是出自哪部文学作品？以及这个教派有明确的崇拜对象以及教义吗？,zh,这个 教派 是 ff 社 自创 的 ？ 还是 出自 哪部 文学作品 ？ 以及 这个 教派 有 明确 的 崇拜 对象 以及 教义 吗 ？,14.985407,-0.5771646,0,0
呵呵，所有正面宗教的教义都有一个共同点！你们没发现吗？哈哈哈哈哈！还你的我的！道的佛的耶稣的真主的！哈哈哈哈哈！,zh,呵呵 ， 所有 正面 宗教 的 教义 都 有 一个 共同点 ！ 你们 没 发现 吗 ？ 哈哈哈 哈哈 ！ 还 你 的 我 的 ！ 道 的 佛 的 耶稣 的 真主 的 ！ 哈哈哈 哈哈 ！,17.213657,-2.749671,0,0
基督教的流派理解多了去了,zh,基督教 的 流派 理解 多 了 去 了,14.182157,-0.24456125,0,0
国内的基督教这个词被抢注了，特指中特誓,zh,国内 的 基督教 这个 词 被 抢注 了 ， 特指 中特誓,17.699205,-1.2992566,0,0
猿类也具有公平意识这一现象被证实，对原教旨主义基督教是个打击，基督教一直宣称道德是人类所特有的。,zh,猿类 也 具有 公平 意识 这一 现象 被 证实 ， 对 原教旨主义 基督教 是 个 打击 ， 基督教 一直 宣称 道德 是 人类 所 特有 的 。,17.781416,-2.087373,0,0
互相侵不好么？找毛儿童？[弱]//@汪海林: //@鲍迪克: 校长性侵不是新闻，因为校长也有人欲，但神父性侵可是大新闻，因为神父可是有信仰的！前者相当于市长贪污，后者相当于纪委书记贪污，显然更有新闻性，讽刺性！,zh,互相 侵 不好 么 ？ 找 毛 儿童 ？ [ 弱 ] / / @ 汪 海林 :   / / @ 鲍 迪克 :   校长 性侵 不是 新闻 ， 因为 校长 也 有人 欲 ， 但 神父 性侵 可是 大 新闻 ， 因为 神父 可是 有 信仰 的 ！ 前者 相当于 市长 贪污 ， 后者 相当于 纪委书记 贪污 ， 显然 更 有 新闻性 ， 讽刺性 ！,18.091549,-1.0508925,0,0
最好的作品，是让人每年看，都能看出不同的道理来。不知道圣经是不是这样，神父一遍一遍讲，每一次听到的都是不同的故事。,zh,最好 的 作品 ， 是 让 人 每年 看 ， 都 能 看出 不同 的 道理 来 。 不 知道 圣经 是不是 这样 ， 神父 一遍 一遍 讲 ， 每 一次 听到 的 都 是 不同 的 故事 。,14.743552,-0.47880146,0,0
实践已经证明：佛�的修持形制在提高普罗大众的文明素养、思辨逻辑方面非常有限！佛光也非常微弱！百姓对修佛的认识就是1不吃肉、2不做爱。去寺庙上香的都想跟佛祖做买卖！做坏事的希望行贿佛祖闭眼！佛祖为何对人间乱象视而不见？任由妖魔起舞？快引天火下来呀！上帝还偶尔上班，您别一直睡觉啊！,zh,实践 已经 证明 ： 佛 � 的 修持 形制 在 提高 普罗 大众 的 文明 素养 、 思辨 逻辑 方面 非常 有限 ！ 佛光 也 非常 微弱 ！ 百姓 对 修佛 的 认识 就是 1 不吃 肉 、 2 不 做爱 。 去 寺庙 上香 的 都 想 跟 佛祖 做买卖 ！ 做 坏事 的 希望 行贿 佛祖 闭眼 ！ 佛祖 为何 对 人间 乱象 视而不见 ？ 任由 妖魔 起舞 ？ 快引 天火 下来 呀 ！ 上帝 还 偶尔 上班 ， 您 别 一直 睡觉 啊 ！,15.338771,-1.8351681,0,0
表面说得好听，其实也是迷惑人的。实际上教会里面也是有管理层的，也分阶层，跟社会上差不多。,zh,表面 说 得 好听 ， 其实 也 是 迷惑 人 的 。 实际上 教会 里面 也 是 有 管理层 的 ， 也 分 阶层 ， 跟 社会 上 差不多 。,15.018667,-0.43412057,0,0
不是基督教，你在说什么啊，基督教有这么多分支这么多不同的门派，怎么可能归为一种啊,zh,不是 基督教 ， 你 在 说 什么 啊 ， 基督教 有 这么 多 分支 这么 多 不同 的 门派 ， 怎么 可能 归为 一种 啊,17.756634,-1.8391863,0,0
为什么上帝不买A片看！因为人在做，天在看！[打哈气][打哈气],zh,为什么 上帝 不买 a 片 看 ！ 因为 人 在 做 ， 天在 看 ！ [ 打 哈气 ] [ 打 哈气 ],18.13856,-2.881999,0,0
礼仪可以保留普世教会合一的。,zh,礼仪 可以 保留 普世 教会 合一 的 。,18.285128,-1.9577291,0,0
所以这个准九圣体指的是境界？,zh,所以 这个 准九 圣体 指 的 是 境界 ？,18.190264,-3.0240934,0,0
修女笑话基本就是纯粹的炫压抑笑话,zh,修女 笑话 基本 就是 纯粹 的 炫 压抑 笑话,18.82654,-0.9144487,0,0
加上前面所述：1上帝：以前上帝是神；现消费者也称上帝，但你千万别把自己当上帝。2老板：从钱有买卖才叫老板，现在人人都被称老板。3老公：以前老公是丈夫、现夜总会小姐统称客人为老公。4亲爱的：以前同床才称亲爱的，现在同事都称亲爱的。5老大：以前黑社会叫老大，现在上级都是老大。（全了）,zh,加上 前面 所述 ： 1 上帝 ： 以前 上帝 是 神 ； 现 消费者 也 称 上帝 ， 但 你 千万别 把 自己 当 上帝 。 2 老板 ： 从 钱 有 买卖 才 叫 老板 ， 现在 人人 都 被 称 老板 。 3 老公 ： 以前 老公 是 丈夫 、 现 夜总会 小姐 统称 客人 为 老公 。 4 亲爱 的 ： 以前 同床 才 称 亲爱 的 ， 现在 同事 都 称 亲爱 的 。 5 老大 ： 以前 黑社会 叫 老大 ， 现在 上级 都 是 老大 。 （ 全了 ）,16.348995,-2.0745373,0,0
耶稣耶稣，能不能给我一次，大家都说 God is a girl,zh,耶稣 耶稣 ， 能 不能 给 我 一次 ， 大家 都 说   god   is   a   girl,17.769308,-3.0617301,0,0
