topic,lang,layer,target,verb,predicate,role,context,frame_type
8,zh,window,教会,丑闻,丑闻,unknown,"我算是看明白了，现在网上衡量一个教会正不正，就看它反不反堕胎。

说白了这事儿跟我半毛钱关系没有。我一男的，自己不可能去堕胎，也犯不着帮别人张罗这事。天天被这破事刷屏，纯粹是某些教棍吃饱了撑的，一天到晚就盯着这点事儿。

人家教宗方济各，还有那些真正有见识的神职人员，格局比他们大多了。国内这帮子教友",institutional_rot
13,zh,svo,教会学校,没有,没有,agent,"我可不这么认为。这种话术听得太多了。好学校烂学校哪没有？公立的有，教会学校不也一样？校园霸凌更是个社会通病，哪都一样，谁都不想去根治。

反正根据我自己的亲身经历，我早就跟我老公摊牌了：以后就算有孩子，任何教会学校或打着宗教旗号的学校，想都别想，倒贴钱我都不送。当然了，他的经历跟我完全是两码事。

",other
13,zh,svo,教会学校,一样,一样,agent,"我可不这么认为。这种话术听得太多了。好学校烂学校哪没有？公立的有，教会学校不也一样？校园霸凌更是个社会通病，哪都一样，谁都不想去根治。

反正根据我自己的亲身经历，我早就跟我老公摊牌了：以后就算有孩子，任何教会学校或打着宗教旗号的学校，想都别想，倒贴钱我都不送。当然了，他的经历跟我完全是两码事。

",other
13,zh,svo,教会学校,招收,招收 家庭,agent,"我可不这么认为。这种话术听得太多了。好学校烂学校哪没有？公立的有，教会学校不也一样？校园霸凌更是个社会通病，哪都一样，谁都不想去根治。

反正根据我自己的亲身经历，我早就跟我老公摊牌了：以后就算有孩子，任何教会学校或打着宗教旗号的学校，想都别想，倒贴钱我都不送。当然了，他的经历跟我完全是两码事。

",other
22,zh,svo,耶稣,不够,不够,agent,"教会那帮人看不上凡人玛利亚，硬是给捧成了一个女神偶像，还胡编乱造了一堆神话故事包装她。然后就宣布自己“永远正确”，逼着所有人都得信他们这套鬼话。

这不仅侮辱了玛利亚本人，更是亵渎神明，说什么信耶稣还不够，非得信她死后连尸体都整个儿飞升去了天堂。

结果呢，现在一帮魔怔了的巨婴天天拜着那个玛利亚的偶",other
28,zh,window,伯克,毒瘤,毒瘤,unknown,"这伯克真把自己当圣尼古拉了，天天隔空打“异端”教宗方济各的脸。我看老方也差不多该还手了，直接给他来个不那么“隐喻”的耳光——先停他的职，再不老实就干脆把他打为白身。

不过说实话，我估计这货巴不得呢。这样他正好能卖惨，把自己包装成殉道者，然后拉一帮人出去另立山头，自封为“正统”教义的唯一仲裁。他要真",dehumanization
37,zh,svo,佛教,没有,没有,agent,基督教、天主教，伊斯兰教有升官发财的供奉吗？其实佛教也没有。从信仰上把中国人的心搞乱才是有些人的本意，你们相信整天上网经常参加社交活动的法师真信佛吗？,other
2,zh,svo,教会,天主,天主,agent,"我看啊，教会里自从搞出那个什么“天主子民”的提法，就把一些平信徒的脑子给搞乱了，这不就是个现成的例子。

他们天真地以为“我们就是教会”，觉得教会是他们家的，想怎么捏就怎么捏，想怎么改就怎么改。这种想法不仅错得离谱，还极其危险。

然后呢，他们还拿这套歪理去对抗另一种同样可笑的观点——就是觉得教会等",other
4,zh,svo,基督徒,看见,看见,agent,"琉璃 琳
暗杀者 〔4〕
——————————
”哎哎！别啊！”我叫住了那个女生，跑了过去，那些基督徒看见后便说：”你！让开！”我挡在那个女孩面前，问那些基督徒为什么？他们只好回答说：”她是我们要捉弄的对象！不要碍事！”我很生气，”什么？我碍事？你们死定了！！！”",other
3,zh,svo,神父,假装,假装,patient,"那帮主教早该搞个普查了，看看手底下到底有多少神父是gay，再看看普通信众对这事儿到底是什么反应。

没错，早就该这样了。主教们真该醒醒了，睁眼看看现实吧。天天自欺欺人，假装所有神父都是铁直男、不食人间烟火，这不滑稽吗？同样滑稽的是，他们还以为所有天主教徒都跟梵蒂冈一个想法，都那么对待LGBTQI群体",moral_accusation
22,zh,svo,圣母婊,喜欢,喜欢,patient,"大家推崇或者喜欢圣母，那是因为圣母知行合一的言行是能人所不能
至于圣母婊，不就是慷他人之慨，这还需要你教我做，我tm不会吗？",other
22,zh,svo,圣母婊,知行合一,知行合一,agent,"大家推崇或者喜欢圣母，那是因为圣母知行合一的言行是能人所不能
至于圣母婊，不就是慷他人之慨，这还需要你教我做，我tm不会吗？",other
2,zh,svo,耶稣,代表,代表,patient,"笑死，谁说不让男的当神父了？关键是凭什么女人就不行？上帝的召唤还分男女？

都什么年代了，教会还好意思抱着这种歧视女性的破规矩不放？以前为了纠错改了那么多传统和规矩，现在这条充满仇恨的破法再不改，就等着自己作死吧。

你们天天挂在嘴边的耶稣，他一个男的，牺牲自己就能拯救女人了，因为耶稣自己都说了：肉",other
24,zh,window,教会,渗透,渗透,unknown,"口子。这套路，跟当年马丁·路德打着“改革”的旗号，实际上是把教会搞分裂有什么区别？都是一个味儿。

篡改教义，哪怕是打开一个小缝，这可是连教宗方济各都碰都不敢碰的红线。你看他为了推行自己那点牧灵改革，都得小心翼翼地辩护，生怕被人抓住把柄。

我看教会里这帮梵二精神中毒的“进步派”，是时候该给他们找个",political_interference
24,zh,window,梵二,渗透,渗透,unknown,"问题的根子就在这儿：那个叫马丁的神父，跟梵二会议后的那帮“革新派”一个德行，嘴上喊着“无意改变”，实际上就是想搞思想渗透，在性伦理的教义上撕开一个口子。这套路，跟当年马丁·路德打着“改革”的旗号，实际上是把教会搞分裂有什么区别？都是一个味儿。

篡改教义，哪怕是打开一个小缝，这可是连教宗方济各都碰都",political_interference
3,zh,svo,教会,批准,批准,agent,"要我说，神学非要去碰同性恋这个议题，就必然会捅破一些我们平时不愿面对的窗户纸。比如说一个根本问题：是不是任何形式的性行为都配得上“人的尊严”这几个字？

这问题当然不是只针对同性恋群体。但只要我们还陷在异性恋的框架里，就会产生一种错觉，好像所有异性恋伴侣的性都是高尚的、符合人性尊严的，而其他人就不是",other
3,zh,svo,教会,离开,离开,patient,"要我说，神学非要去碰同性恋这个议题，就必然会捅破一些我们平时不愿面对的窗户纸。比如说一个根本问题：是不是任何形式的性行为都配得上“人的尊严”这几个字？

这问题当然不是只针对同性恋群体。但只要我们还陷在异性恋的框架里，就会产生一种错觉，好像所有异性恋伴侣的性都是高尚的、符合人性尊严的，而其他人就不是",other
5,zh,svo,神父,不行,不行,agent,"笑死，又拿梵二说事。

你们这些人就是这样，专挑自己喜欢的看，不喜欢的就当不存在，玩双标是吧？

人家文件里白纸黑字写着：
“格里高利圣咏在礼仪中应占首席。”——你们现在唱的都是些什么玩意儿？

“拉丁语的运用应予保持。”——现在还有几个人懂？

“除非教会的真正利益确实需要，否则不应有任何创新。”",other
5,zh,svo,神父,面向,面向 民众,agent,"笑死，又拿梵二说事。

你们这些人就是这样，专挑自己喜欢的看，不喜欢的就当不存在，玩双标是吧？

人家文件里白纸黑字写着：
“格里高利圣咏在礼仪中应占首席。”——你们现在唱的都是些什么玩意儿？

“拉丁语的运用应予保持。”——现在还有几个人懂？

“除非教会的真正利益确实需要，否则不应有任何创新。”",other
11,zh,window,基督教,洗脑,洗脑,unknown,"得了吧，你们基督教那点黑历史还想洗白？心里没点数吗？
任何靠恐吓洗脑发展下线的组织，骨子里都是鼓吹暴力的。无非是一种蠢到把自己当人肉炸弹，另一种是坏到把圣经当枪使，煽动别人替自己开火罢了。",cognitive_manipulation
12,zh,window,教会,强奸,强奸,unknown,"了那个什么圣餐，而是因为这帮人渣跑去强奸八岁的小孩！
赶紧把教会里那帮不干人事的垃圾清理门户吧，换点真正想干活的正常人上来，男女都要！",sexual_abuse_frame
12,zh,window,神父,强奸,强奸,unknown,"几百年了，也没见哪个被雷劈了或者被警察抓走。
反倒是你们那帮神父、主教、大主教，成千上万地丢饭碗、蹲大牢……
为啥？不是因为他们给离婚的吃了那个什么圣餐，而是因为这帮人渣跑去强奸八岁的小孩！
赶紧把教会里那帮不干人事的垃圾清理门户吧，换点真正想干活的正常人上来，男女都要！",sexual_abuse_frame
5,zh,svo,神父,准备,准备,agent,"说白了，这人就是根本不懂领圣体的规矩。纯属自己在那儿挑挑拣拣，搞双标。一边嫌耶稣把天主叫“父”不合她心意，一边又凭自己想象，认定“最后的晚餐”就该是她要的那一套？

耶稣定的是圣体圣事，具体怎么领，是教会的礼仪定的，不是他老人家手把手教的。你去拜占庭礼的教堂试试用手领圣体？人家让吗？那他们的领圣体方",other
40,zh,window,信徒,渗透,渗透,unknown,"解放拯救了。现在他老人家发话了，要把我们都发展成他的下线，让信徒和传教士搞病毒式传播，好在这片土地上建立他的“地上神国”。

我们是见证人，是渗透者：管你是在一线城市还是穷乡僻壤，在深山老林还是在钢筋丛林，在所有社会生活的犄角旮旯，在网上每一个能吵架的公共平台，甚至在人活不下去的绝境里……我们都得去",political_interference
9,zh,svo,耶稣,超度,超度,patient,//@孔庆东: 回复@一碟茴香�:我佛可直接超度耶稣，省得他年年表演复活，辛苦无极限也。 //@一碟茴香�:和耶稣抢生意么，， //@孔庆东:主要应向欧美普及。 //@与通榆霸: 若是当方丈的话，孔老师会将佛法又传回印度的..... //@孔庆东: 这已经是普遍现象，不奇怪了。,other
2,zh,svo,主教,迈一步,迈一步,agent,"真希望那帮主教能长点心，动动他们那僵化的脑子，好好听听所谓“圣灵”到底在说什么。

我看根本不是没人想当神父，而是那帮高层主教打心底里就不肯接受圣灵的旨意——圣灵明明在说，结了婚的男人、结了婚或单身的女人，一样可以当神父。

还有，现在教会拿出来让人信的这一整套“信仰实践”也很有问题。什么神父、主教",other
21,zh,svo,教会,离开,离开,patient,这波攻击还真是奏效了。你身边可能没见过那种从小被虔诚教友带大，结果长大后偏偏离开教会，连得救的确据都不要了的年轻人，但这种事多的是。这百分之百是外面那些人抹黑教会搞的鬼，跟我们真正虔诚的信徒、跟那些有圣灵带领的牧者们，没有半毛钱关系。,other
21,zh,svo,教会,抹黑,抹黑,patient,这波攻击还真是奏效了。你身边可能没见过那种从小被虔诚教友带大，结果长大后偏偏离开教会，连得救的确据都不要了的年轻人，但这种事多的是。这百分之百是外面那些人抹黑教会搞的鬼，跟我们真正虔诚的信徒、跟那些有圣灵带领的牧者们，没有半毛钱关系。,moral_accusation
28,zh,svo,伯克,配算,配算 神学家,agent,"伯克也配算神学家？他充其量就是个死抠教规的官僚。翻翻他当大主教那些破事，有哪一件是真正在乎过普通人的？

一帮人真是忘了，教宗方济各可是耶稣会的，那是有真修行的，不是外面那些混日子的神棍能比的。人家在神学院里教过神学，还是神学博士，脑子可不是草包。

最关键的是，他是在南美那种刀山火海里滚过来的。军",other
2,zh,svo,神父,执行,执行 规定,agent,"这哥们人不错，就是太天真了。真是可惜。

咱们的女信徒，特别是年轻姑娘，都跑光了，一个个都成了无神论者。信徒流失得比人家新教还快，可这文章里屁都不提一句，说我们是不是也该把女性当人看，给她们平等的圣职。

我最近就跟我一个信教的朋友吐槽：在咱们的祭坛上，你聊那些娈童的、嘴上恐同喊打喊杀的、私下里嫖娼",other
2,zh,svo,教会,要求,要求,patient,"这哥们人不错，就是太天真了。真是可惜。

咱们的女信徒，特别是年轻姑娘，都跑光了，一个个都成了无神论者。信徒流失得比人家新教还快，可这文章里屁都不提一句，说我们是不是也该把女性当人看，给她们平等的圣职。

我最近就跟我一个信教的朋友吐槽：在咱们的祭坛上，你聊那些娈童的、嘴上恐同喊打喊杀的、私下里嫖娼",other
3,zh,svo,教会,等于,等于,patient,"他们自己不也是凡夫俗子，却整天装着对性一无所知。满脑子都是性交必须为了生孩子才“正当”的奇葩思想。那套老掉牙的教条就是这么来的，还硬说这是什么“自然法”。

说白了，神学辩论里一提到“自然法”，意思就是“我寻思”，或者更干脆点：“我实在没理了，就拿这个词来吓唬你，赌你不敢吱声。”纯粹是扯淡。

我懂",other
19,zh,svo,耶稣,点明,点明 前提,agent,"咱们圈子里这么多人，有几个能做到这样？

我看啊，就是因为我们心里不老实，要么就是自以为是，给自己找各种借口；要么就是不敢面对自己那点儿堕落的本性。
耶稣在浪子回头的比喻里，早就点明了蒙宽恕的前提——那就是诚实。

“他恨不得拿猪吃的豆荚充饥，只是没有人给他。”

他为什么不自己拿呢？
在我看来，耶",other
19,zh,svo,教会,需要,需要,patient,"咱们圈子里这么多人，有几个能做到这样？

我看啊，就是因为我们心里不老实，要么就是自以为是，给自己找各种借口；要么就是不敢面对自己那点儿堕落的本性。
耶稣在浪子回头的比喻里，早就点明了蒙宽恕的前提——那就是诚实。

“他恨不得拿猪吃的豆荚充饥，只是没有人给他。”

他为什么不自己拿呢？
在我看来，耶",other
19,zh,window,耶稣,堕落,堕落,unknown,"，给自己找各种借口；要么就是不敢面对自己那点儿堕落的本性。
耶稣在浪子回头的比喻里，早就点明了蒙宽恕的前提——那就是诚实。

“他恨不得拿猪吃的豆荚充饥，只是没有人给他。”

他为什么不自己拿呢？
在我看来，耶稣这儿正是在强调‘诚实’这点。我敢说，当时听这比喻的很多人，心里肯定也犯嘀咕。
教宗方济各",moral_accusation
3,zh,svo,教会,认同性,认同性 婚姻,agent,"今天教皇方济各又上新闻了，说是松口考虑让神父[异性]结婚，我个人是举双手赞成。是男人就有七情六欲，硬憋着算怎么回事？把这股精力疏导到正常的家庭生活中，不比到处乱搞、被人抓着骂虚伪强得多？

当然了，这对同性恋神父来说，又有个屁用。你天主教会本来就不认同性婚姻，他们就算想结也结不了，照样被排挤。所以啊",other
3,zh,svo,神父,结婚,结婚,agent,"今天教皇方济各又上新闻了，说是松口考虑让神父[异性]结婚，我个人是举双手赞成。是男人就有七情六欲，硬憋着算怎么回事？把这股精力疏导到正常的家庭生活中，不比到处乱搞、被人抓着骂虚伪强得多？

当然了，这对同性恋神父来说，又有个屁用。你天主教会本来就不认同性婚姻，他们就算想结也结不了，照样被排挤。所以啊",other
3,zh,svo,神父,搞基,搞基,agent,"今天教皇方济各又上新闻了，说是松口考虑让神父[异性]结婚，我个人是举双手赞成。是男人就有七情六欲，硬憋着算怎么回事？把这股精力疏导到正常的家庭生活中，不比到处乱搞、被人抓着骂虚伪强得多？

当然了，这对同性恋神父来说，又有个屁用。你天主教会本来就不认同性婚姻，他们就算想结也结不了，照样被排挤。所以啊",moral_accusation
27,zh,svo,基督徒,看看,看看,patient,那些反对平权的人真是搞不懂重点。这根本就不是什么跨性别、LGBT的问题，说白了就是个人权问题。再看看那帮所谓的“基督徒”，嘴上喊着“神爱世人”、“要爱你的邻人”，一转头就去排挤跟自己不一样的人，简直双标得可笑。,other
20,zh,svo,神父,不如,不如,patient,西方很多修女笑话 只不过现在提到修女就是瑟瑟 所以不如神父笑话,dehumanization
3,zh,window,教会,剥削,剥削,unknown,"天主教会那套性道德，你要说它一无是处吧，也不尽然。比如强调婚姻里的忠诚、别把性当成剥削工具、鼓励给孩子一个稳定的成长环境啥的。但讲真，这些不就是做人的基本道理吗？爱、忠诚、责任心，放哪儿都一样，还用得着你教会来教？

反过来看，教会那套对男女“天性”从头发丝管到脚指甲的奇葩定义、它对女权和避孕的立场",economic_exploitation
44,zh,svo,信徒,接受,接受,agent,这教皇总算干了件人事，他就是要砸烂那些神棍对信徒的精神控制，彻底扭转那种信徒只能被动接受、被他们定义需求的狗屁局面。方济各有种，敢于向自己宗教里的“原教旨主义”这颗毒瘤开刀，好让其他那些乌烟瘴气的极端宗教也照照镜子。他身边那帮人觉得他“太激进”？这恰恰说明他做对了。他就是要唾弃那帮红衣主教的虚伪，戳,other
44,zh,svo,教会,门可罗雀,门可罗雀,agent,这教皇总算干了件人事，他就是要砸烂那些神棍对信徒的精神控制，彻底扭转那种信徒只能被动接受、被他们定义需求的狗屁局面。方济各有种，敢于向自己宗教里的“原教旨主义”这颗毒瘤开刀，好让其他那些乌烟瘴气的极端宗教也照照镜子。他身边那帮人觉得他“太激进”？这恰恰说明他做对了。他就是要唾弃那帮红衣主教的虚伪，戳,other
44,zh,window,教皇,毒瘤,毒瘤,unknown,这教皇总算干了件人事，他就是要砸烂那些神棍对信徒的精神控制，彻底扭转那种信徒只能被动接受、被他们定义需求的狗屁局面。方济各有种，敢于向自己宗教里的“原教旨主义”这颗毒瘤开刀，好让其他那些乌烟瘴气的极端宗教也照照镜子。他身边那帮人觉得他“太激进”？这恰恰说明他做对了。他就是要唾弃那帮红衣主教的虚伪，戳,dehumanization
44,zh,window,主教,毒瘤,毒瘤,unknown,人觉得他“太激进”？这恰恰说明他做对了。他就是要唾弃那帮红衣主教的虚伪，戳穿他们死抱着那些没人性的、石器时代一样的破规矩不放，死攥着对信徒的控制权不肯松手的丑恶嘴脸。就是这种又蠢又坏的顽固，才把人都给逼走了，教会现在门可罗雀。方济各是在重新倡导“爱人如己”的黄金法则，想给世界带来和平。他反对的，就是,dehumanization
44,zh,window,信徒,毒瘤,毒瘤,unknown,这教皇总算干了件人事，他就是要砸烂那些神棍对信徒的精神控制，彻底扭转那种信徒只能被动接受、被他们定义需求的狗屁局面。方济各有种，敢于向自己宗教里的“原教旨主义”这颗毒瘤开刀，好让其他那些乌烟瘴气的极端宗教也照照镜子。他身边那帮人觉得他“太激进”？这恰恰说明他做对了。他就是要唾弃那帮红衣主教的虚伪，戳,dehumanization
4,zh,svo,神父,同情,同情,patient,回复@老徐缘木坊:我也很同情教父，所以在他出来拉我前先跑了！哈哈，我还会回来的 //@老徐缘木坊:太像葛优忏悔的那个教堂了，你就好好忏悔吧，我估计得半个多月才能出来。不可怜你，我同情教堂里的神父。哈哈，,other
7,zh,svo,教会,反对,反对,agent,"我说Tridentius啊，没别的意思，但你这条评论真的暴露了你压根就没搞懂那个“多祖先假说”。这假说什么时候说过人类祖先必须在世界不同地方“凭空冒出来”了？我都不知道你这想法是打哪儿来的。

所以你还是没回答问题。你嘴里那个“唯科学论的神坛”到底是个什么玩意儿？你的意思是不是说，有些人愿意承认，要",other
10,zh,svo,耶稣,希望,希望,agent,"自己研究经文？省省吧。我们这些普通人，懂个屁啊？当然得听人家“大师”来讲了，人家才是吃这碗饭的。

耶稣本人会怎么想，那根本不重要。现在得看教会里管事的怎么说。你搞清楚，这地盘是他们管，上天堂的门票就在他们手里攥着呢。他们一句话说你不行，你就活该下地狱。

这就是神的旨意，人家这唯一的“正统”教会说",other
40,zh,window,神棍,敛财,敛财,unknown,身边就有几个信这套的，简直把我三观都给震碎了。这明摆着就是些神棍搞出来收割韭菜的敛财工具，专门套牢那些在社会底层挣扎、缺乏安全感又渴望尊严的老实人。说到底，它那套核心价值观跟真正的福音精神，纯属挂羊头卖狗肉，八竿子都打不着。,economic_exploitation
9,zh,svo,耶稣,可能,可能,agent,我在道观里看到各种神仙，关公、孙悟空、观音，包罗万象。再多整一个耶稣也不是不可能啊。,other
11,zh,svo,基督徒,动手,动手,agent,听说这次基督徒没动手啊，整天把爱挂在嘴边，总算没以暴制暴。就是不知道，他们对美爹“把ISIS炸出屎”这事儿怎么看？,dehumanization
9,zh,svo,耶稣,虚构,虚构,agent,耶稣是虚构的，孔孑是真实的。,cognitive_manipulation
17,zh,svo,基督徒,处理,处理,patient,"本来想当面锣对面鼓地聊聊，但看样子是没这机会了，那我就再说几句。

我看那个叫Ivo的哥们处理他所谓的“基督徒”（一个成分多复杂、光谱多广的群体）的手段，实在是吃相难看，太掉价了。他对人家的行为轻轻带过，转头就去搞诛心论，去审判别人的动机和逻辑，这不沾边也太low了。咱们宪法都讲了信仰自由，要求的是",other
24,zh,svo,主教,提拔,提拔,patient,"（二）

这年头，教会要是不来场大变革，根本就混不下去了。权力就该下放，责任就该共担，人人都要追求灵性上的圣洁，整个社会风气也得扭转过来。但这一切的前提是，你得真心信赖圣神的力量，相信祂能启迪每一个信徒的灵魂和良知。

偏偏总有那么些道貌岸然的斯文败类跳出来，对这一切说三道四，满嘴不信任，叫嚣着要把",other
2,zh,svo,教会,改改,改改 该,agent,"（第一部分）

接着我上面回你的那条说：我非常同意，教会早就该改改那套只让男人当头的臭毛病了，赶紧干点正事吧——多关心人的灵魂和精神世界，别整天盯着裤裆里那点事。

不过话又说回来，对于神职人员和平信徒角色不同这点，我跟你看法不太一样。地球上任何一个组织，不管松散还是严密，都得有个领导架构吧，教会又",other
26,zh,svo,修道院,离开,离开,patient,离开修道院就没了,other
34,zh,svo,信徒,以为,以为,agent,"谁不想帮穷人啊？哪儿的穷人都该帮！

但问题是，某些宗教团体拿着纳税人的钱去做慈善，回头功劳全算自己头上，这种挂羊头卖狗肉的事也太恶心了吧？看看他们搞的那些所谓“慈善机构”就知道了，资金来源根本就不是他们信徒的奉献！

我看捐款这事儿才最需要“打假”！

最烦的就是那帮被蒙在鼓里的信徒，还真以为是他",cognitive_manipulation
28,zh,svo,伯克,顽固,顽固,agent,"哦，你说的是伯克那老顽固吧。你们这帮“虔诚”的保守派，教宗的话不才应该是圣旨吗？想当初保禄二世和本笃十六世在位那会儿，这话你们不是天天挂在嘴边？

呵，谁叫现在的方济各在清理门户、抓异端这事儿上那么心慈手软呢。",moral_accusation
3,zh,svo,教会,关心,关心,patient,"我看咱们有些教友天天盯着LGBT那点破事儿，但说实话，我身边真没几个人觉得这对教会有多重要。贫困、战争、全球那么多地方教会受的迫害、西方社会的世俗化、信徒流失，这些事哪个不比它严重？够咱们教宗和真心关心教会的人喝一壶了。

神父乱搞，不管是同性恋还是异性恋，对教会的杀伤力是毁灭性的，尤其是对孩子下手",other
3,zh,svo,教会,开遍,开遍 全球,agent,"我看咱们有些教友天天盯着LGBT那点破事儿，但说实话，我身边真没几个人觉得这对教会有多重要。贫困、战争、全球那么多地方教会受的迫害、西方社会的世俗化、信徒流失，这些事哪个不比它严重？够咱们教宗和真心关心教会的人喝一壶了。

神父乱搞，不管是同性恋还是异性恋，对教会的杀伤力是毁灭性的，尤其是对孩子下手",other
3,zh,window,教会,丑闻,丑闻,unknown,"天盯着LGBT那点破事儿，但说实话，我身边真没几个人觉得这对教会有多重要。贫困、战争、全球那么多地方教会受的迫害、西方社会的世俗化、信徒流失，这些事哪个不比它严重？够咱们教宗和真心关心教会的人喝一壶了。

神父乱搞，不管是同性恋还是异性恋，对教会的杀伤力是毁灭性的，尤其是对孩子下手。当然，这方面两边",institutional_rot
3,zh,window,神父,丑闻,丑闻,unknown,"事哪个不比它严重？够咱们教宗和真心关心教会的人喝一壶了。

神父乱搞，不管是同性恋还是异性恋，对教会的杀伤力是毁灭性的，尤其是对孩子下手。当然，这方面两边都不是省油的灯。但你不能否认一个事实：放眼全世界（教会可是开遍全球的），同性恋那套生活方式，在绝大多数人眼里就是变态、恶心的。

再说了，当神父又",institutional_rot
2,zh,svo,神父,欢迎,欢迎,patient,现在谁不知道性别是流动的光谱啊。教会里头那帮老顽固，自己就缩在光谱最极端的那一头，还看谁都不顺眼。歧视女性，排挤异性恋男，反正只要跟他们不一样的，都得靠边站。现在早就该改改了，不光是让结了婚的男的当神父，更应该欢迎女性神父、各种性别和取向的神父，整个彩虹光谱都该有。你要是只允许已婚男的当神父，却继续,other
2,zh,svo,神父,一样,一样,agent,现在谁不知道性别是流动的光谱啊。教会里头那帮老顽固，自己就缩在光谱最极端的那一头，还看谁都不顺眼。歧视女性，排挤异性恋男，反正只要跟他们不一样的，都得靠边站。现在早就该改改了，不光是让结了婚的男的当神父，更应该欢迎女性神父、各种性别和取向的神父，整个彩虹光谱都该有。你要是只允许已婚男的当神父，却继续,other
2,zh,svo,主教,包括,包括,patient,只要教会一天不让主召唤女性担任圣职，这种由男权思想驱动的根本性失衡，就会对整个基督的身体——无论男女——造成伤害。所谓的圣召危机，根本不是女人的问题，也不是男人的问题。问题是你们死抱着那套早该被扫进历史垃圾堆的父权文化不放，不让主在此时此地召唤他想召唤的人，无论是男是女，去担任所有圣职，包括铎品和主,other
2,zh,svo,神父,服务,服务,agent,只要教会一天不让主召唤女性担任圣职，这种由男权思想驱动的根本性失衡，就会对整个基督的身体——无论男女——造成伤害。所谓的圣召危机，根本不是女人的问题，也不是男人的问题。问题是你们死抱着那套早该被扫进历史垃圾堆的父权文化不放，不让主在此时此地召唤他想召唤的人，无论是男是女，去担任所有圣职，包括铎品和主,other
2,zh,svo,神父,没有,没有,patient,"这篇帖子也就是提了一嘴神品神父制度，结果下面一帮喷子那反应，简直跟吸血鬼见了蒜一样。

这让我想起以前看过的一个段子。说的是当年也有很多人极其反感圣母玛利亚，看见圣母抱耶稣的雕像就浑身难受。

结果当时就有个明白人吐槽说：耶稣总不能凭空悬着吧？说白了，你不要玛利亚，哪儿来的耶稣？

一个道理。天天骂",other
19,zh,svo,基督徒,吸烟,吸烟,agent,@远牧师:  有人问，基督徒可以吸烟吗？可以喝酒吗？可以纹身吗？可以打太极拳吗？可以打麻将吗？可以玩电子游戏吗？等等。世界上这类不属于犯罪的事，圣经并没有禁止。但圣经里有两句话，适用于一切事：一、凡事都可以行，但不是凡事都有益处。二、凡事都可以行，但凡事都不要受它的辖制。,other
21,zh,svo,神棍,指望,指望,patient,凡事都讲个中道，但现在的教会，屁股不是歪到这边就是歪到那边。是个脑子正常的成年人，用心看看都能瞧出这帮人又当又立的嘴脸有多恶心。真想学耶稣那样做人，就得靠自己，别指望这帮神棍了。,other
35,zh,svo,耶稣,攒够,攒够 钱,agent,"你说得没错，“有钱还想守住，肯定麻烦”。可不就是麻烦嘛，因为你要想保住你的财富，就得死死攥在手里……你要是真听话，拿去救济穷人，那你地上是没钱了，可天上不就有“财宝”了嘛。

顺便说一句，那种说耶稣是自己攒够了钱才“退休”出来传教的，纯属扯淡。《圣经》里写得明明白白，耶稣传教，全靠别人的善心和施舍，",economic_exploitation
35,zh,svo,耶稣,传教,传教,agent,"你说得没错，“有钱还想守住，肯定麻烦”。可不就是麻烦嘛，因为你要想保住你的财富，就得死死攥在手里……你要是真听话，拿去救济穷人，那你地上是没钱了，可天上不就有“财宝”了嘛。

顺便说一句，那种说耶稣是自己攒够了钱才“退休”出来传教的，纯属扯淡。《圣经》里写得明明白白，耶稣传教，全靠别人的善心和施舍，",cognitive_manipulation
35,zh,svo,耶稣,清楚,清楚,agent,"你说得没错，“有钱还想守住，肯定麻烦”。可不就是麻烦嘛，因为你要想保住你的财富，就得死死攥在手里……你要是真听话，拿去救济穷人，那你地上是没钱了，可天上不就有“财宝”了嘛。

顺便说一句，那种说耶稣是自己攒够了钱才“退休”出来传教的，纯属扯淡。《圣经》里写得明明白白，耶稣传教，全靠别人的善心和施舍，",other
34,zh,svo,耶稣,清理,清理 该,agent,"美国那帮教会，说白了早就成了门生意，从前是搭个帐篷巡回骗钱，吹嘘能包治百病。现在更是搞起了什么“巨型教会”，还开办野鸡“大学”，一分钱税都不交，疯狂敛财。更别提那些电视上的神棍，天天忽悠底下那帮信众把零钱都“奉献”出来，靠着割韭菜赚得盆满钵满。这些哪是教会，就是彻头彻尾的传销和骗子集团。

要我说，",institutional_rot
34,zh,window,教会,敛财,敛财,unknown,"美国那帮教会，说白了早就成了门生意，从前是搭个帐篷巡回骗钱，吹嘘能包治百病。现在更是搞起了什么“巨型教会”，还开办野鸡“大学”，一分钱税都不交，疯狂敛财。更别提那些电视上的神棍，天天忽悠底下那帮信众把零钱都“奉献”出来，靠着割韭菜赚得盆满钵满。这些哪是教会，就是彻头彻尾的传销和骗子集团。

要我说，",economic_exploitation
36,zh,svo,保守派,支持,支持,patient,"纯属个人看法啊，那帮给保守派投票的天主教徒，估计就算还去教堂，嘴上听主教的，心里还不是因为恨透了另一派。这帮人到底是真支持保守派，还是纯粹为了反自由派，鬼才知道。

你永远别低估人能有多恨，那种极右翼的弱智洗脑包，从九十年代开始，像填鸭一样硬塞给他们快三十年了。

至于那些支持进步派的天主教徒，我估",other
36,zh,svo,主教,没有,没有,patient,"纯属个人看法啊，那帮给保守派投票的天主教徒，估计就算还去教堂，嘴上听主教的，心里还不是因为恨透了另一派。这帮人到底是真支持保守派，还是纯粹为了反自由派，鬼才知道。

你永远别低估人能有多恨，那种极右翼的弱智洗脑包，从九十年代开始，像填鸭一样硬塞给他们快三十年了。

至于那些支持进步派的天主教徒，我估",other
