annotation_id,annotator,average_prob,christianity_related,created_at,hate_speech,id,lead_time,model_votes,sampling_strategy_tag,text,updated_at,split
3605,1,0.3428272604942322,0,2026-02-17T11:41:49.094266Z,0,19397,1.686,1/5,uncertain_or_low_confidence,カシオEDIFICEブルートゥースの知能腕時計 – 日本の時計のホームページ カシオEDIFICEブルートゥースの知能腕時計 adminx 03/23/2017 腕時計教室 ← めったにないしかも神秘的な複雑な機能の天文の時差 ジャガー・ルクルトがすべての新約聖書を出してシリーズのキヅタ陀はずみ車の腕時計ができます →,2026-02-17T11:41:49.094287Z,train
1580,1,0.5589444736639658,0,2026-02-10T14:44:15.655891Z,0,19398,1.383,0/6,uncertain_or_low_confidence,三八松の寺・神社・教会(三潴郡大木町) - 寺・神社・教会の検索なら30min. 三八松の寺・神社・教会 トップ　 全国の寺・神社・教会　 福岡県　 福岡県の寺・神社・教会　 三潴郡大木町　 三潴郡大木町の寺・神社・教会　 三八松　 三八松のレジャー　 三八松の寺・神社・教会 三八松の寺・神社・教会(三潴郡大木町)を0件掲載。三八松の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,2026-02-10T14:44:15.655907Z,train
952,1,0.4699946343898773,0,2026-02-03T00:52:45.518011Z,0,19399,2.814,1/5,uncertain_or_low_confidence,"テスラ「モデルS」、GO PUCK社製軽量バッテリーでパイクスピークに初参戦が決定！ - ライブドアニュース 2016年5月24日 18時0分 【ビデオ】F３で３台が絡む大クラッシュが発生！　マシンが宙を舞う衝撃映像 BMW、往年の名車を見事によみがえらせたコンセプトカー「2002オマージュ」を公開 GM ""ZR1""の商標登録は新型コルベットを意味するのか？",2026-02-03T00:52:45.518034Z,train
1053,1,0.4791695674260457,1,2026-02-03T02:10:16.006418Z,0,19401,5.193,2/4,uncertain_or_low_confidence,私ではなくキリストI 十字架の死と復活の原則―栄光から栄光へ―主と同じかたちに姿を変えられて行く （２） 燔祭として神に捧げられ、死んでよみがえらされ、神の手から返された新しい人 HOME	 カルバリに住む―権勢によらず、能力によらず、ただ神の霊によって生きる,2026-02-03T02:10:16.006434Z,train
4992,1,0.4503177801767985,0,2026-02-23T14:20:03.578463Z,0,19403,2.248,1/5,uncertain_or_low_confidence,予測のつかない天気の荒れ: 司教の日記 « 家の祝別 | | 新潟はジャズに満たされて »,2026-02-23T14:20:03.578480Z,train
2086,1,0.6391445795694987,1,2026-02-12T14:03:27.827911Z,0,19404,8.017,1/5,uncertain_or_low_confidence,十字架の死と復活の原則―燔祭として神に捧げられ、死んでよみがえらされ、神の手から返された新しい人―｜キリストの復活の命｜私ではなくキリストⅥ（東洋からの風の便りIII） Home > ブログ > キリストの復活の命 > 十字架の死と復活の原則―燔祭として神に捧げられ、死んでよみがえらされ、神の手から返された新しい人― 十字架の死と復活の原則―燔祭として神に捧げられ、死んでよみがえらされ、神の手から返された新しい人―,2026-02-12T14:03:27.827932Z,train
1682,1,0.4429360528786977,1,2026-02-10T14:57:27.269809Z,0,19405,14.863,1/5,uncertain_or_low_confidence,+カルマ、-カルマという二元論からくる2進数に帰着でき、単語に関してポイントを設けることで論述展開の数値化によるポイントから 推測できるということだ。 これらを、時系列的に数値化すると数列となり、未来予測ができる。 これが、数学的帰納法による、とある事象・現象・事件におけるカルマにおいての帰納的推測と定義する。 不可能と諦めた時点で正しい決断ができなくなり、これには心理学研究結果と事件性のギャップを埋めなきゃならん作業が生じることだろう。 これを円滑に行うための手段としてAIをうまく活用するという試み。 現代の計算機科学においてはスーパーコンピュータを用いずともそれは可能ではなかろうかと予測して流のだが。。 これについてはポアンカレ予想より簡単なような気がするが・・・。 人間がやることは時代を通じて見返してみても同じことの繰り返しであり、データさえ揃えばそういった方程式は容易である。 なぜなら古典物理学を見てもわかるように再現性があればそれは法則として成立し、裁きの場においては非常に有効な手段であるからだ。 これらは行動規範という倫理観を見返すにもいい機会であり、それら生命倫理において必須条件である。 感情とは、、命の尊厳に起因することであるからだ。 それが法である。あらためて律法を見直そう。 ユダヤ人のタルムードという情報源ではなく、あくまで聖書においての律法を基準とした帰納的推測である。,2026-02-10T14:57:27.269822Z,train
4871,1,0.4084417124589284,0,2026-02-22T13:54:43.723643Z,0,19407,1.899,1/5,uncertain_or_low_confidence,「自民党にも喜んでいただいた」旧統一教会関係団体トップがついに登場 安倍元首相銃撃に繋がった問題の動画はなぜ撮られたのか 2025/03/09 https://bunshun.jp/articles/-/77403 https://pbs.twimg.co.../GlqXK33aUAAySW9.jpg 福島瑞穂氏が生放送中に統一教会を語りだす⇒三浦瑠麗氏＆東浩紀氏＆夏野剛氏＆石戸諭氏ら出演者が激怒！福島氏を批判 2022/07/15 https://hayabusa9.5c...newsplus/1657893874/ 動画 https://youtu.be/T4HE9mY1xxc?t=10904,2026-02-22T13:54:43.723663Z,train
2566,1,0.4490658740202586,0,2026-02-14T02:58:19.798467Z,0,19409,1.901,3/3,uncertain_or_low_confidence,索引「く」 - 寺院名 - Weblio 文化 公卿寺 クキョウジ クサリダイシ クシュウオンイン 久慈感応教会 クジカンノウキョウカイ 久玉町正光寺 クタママチショウコウジ クダラジ クドクイン クドクジ クドクリンジ クドジ 久本院 クホンイン クホンジ 名立寺 西本願寺鎮西別院 東本願寺鹿児島別院,2026-02-14T02:58:19.798482Z,train
1013,1,0.6155662933985392,0,2026-02-03T01:46:34.806213Z,0,19410,9.429,1/5,uncertain_or_low_confidence,６年生　聖書科特別授業 | 関東学院六浦中学校・高等学校ブログ << 学校説明会(7月11日)のご案内 | main | ＫＧＭブログのアクセス数（６月） >> ５年生聖書「ミニ貿易ゲーム」(2017.03.13) ４年生　KP法にチャレンジ(2017.03.10) 「メイク・ア・ウィッシュ」による特別授業(2015.02.24) ６年生特別授業：炊き出しボランティア　(2014.02.20) ４年生の聖書の授業(2013.09.11),2026-02-03T01:46:34.806243Z,val
5196,1,0.4706066052118937,0,2026-02-24T13:36:34.171121Z,0,19411,1.886,1/5,uncertain_or_low_confidence,聖書に関する映画「私の主は誰か」抜粋シーン（４）神様と聖書の関係とは｜日本語 | 全能神教会 特集映画クリップ 829 https://jp.godfootsteps.org/videos/faith-in-God-movie-4.html https://jp.godfootsteps.org/videos/mistakes-are-most-easily-made.html 「救い主はすでに『白い雲』に乗って戻って来た」聖霊が諸教会に語られた御言葉,2026-02-24T13:36:34.171142Z,train
2845,1,0.4379837910334269,0,2026-02-15T01:34:34.614494Z,0,19417,2.7,1/5,uncertain_or_low_confidence,サンフランシスコへ旅行をしてきたよ！という話(予算編) - 早稲田大学国際教養学部、純ジャパだけど頑張ったよブログ « 2016年春学期にとっていた授業を紹介する… はっちすたじおさんでまた記事を書かせて… »,2026-02-15T01:34:34.614513Z,train
3714,1,0.4344499905904134,0,2026-02-17T14:26:15.959306Z,0,19418,3.099,2/4,uncertain_or_low_confidence,"艺术 | Luo Fei Blog Posted in 艺术评论 | Art Essay	| Tagged 信仰, 希望, 真理, 艺术, 艺术家	| Leave a reply Posted on 2009/11/29 by Luo Fei Posted in 宗教与艺术| Religion and Art	| Tagged 人文主义, 圣经, 基督徒, 基督教, 福音派, 艺术, 艺术家	| 2 Replies",2026-02-17T14:26:15.959329Z,train
2952,1,0.4016183018684387,1,2026-02-15T01:53:28.035333Z,1,19420,3.439,1/5,uncertain_or_low_confidence,>>839 君の優先順位は速度なんだね 俺は安倍の立場を考えるから 政治家として時期を見るって考え方に共鳴する 俺の表紙なんて後回しでいいじゃねえか！従軍慰安婦教会みたいな統一教会の資金源を潰すのが先だ！ 安倍の優先順位は 俺より君に似てるかもしれないね,2026-02-15T01:53:28.035353Z,train
4606,1,0.5658066173394521,0,2026-02-19T03:15:17.711485Z,0,19423,1.968,1/5,uncertain_or_low_confidence,荒井の寺・神社・教会(北本市) - 寺・神社・教会の検索なら30min. トップ　 全国の寺・神社・教会　 埼玉県　 埼玉県の寺・神社・教会　 北本市　 北本市の寺・神社・教会　 荒井　 荒井のレジャー　 荒井の寺・神社・教会 荒井の寺・神社・教会(北本市)を0件掲載。荒井の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,2026-02-19T03:15:17.711506Z,train
1501,1,0.553564190864563,0,2026-02-10T14:29:39.033075Z,0,19424,2.431,1/5,uncertain_or_low_confidence,荒井の寺・神社・教会(犬山市) - 寺・神社・教会の検索なら30min. トップ　 全国の寺・神社・教会　 愛知県　 愛知県の寺・神社・教会　 犬山市　 犬山市の寺・神社・教会　 荒井　 荒井のレジャー　 荒井の寺・神社・教会 荒井の寺・神社・教会(犬山市)を0件掲載。荒井の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,2026-02-10T14:29:39.033088Z,train
3077,1,0.5485026240348816,0,2026-02-15T04:18:42.743935Z,0,19429,1.369,0/6,uncertain_or_low_confidence,四ツ小屋駅の寺・神社・教会(JR奥羽本線(新庄～青森)) - 寺・神社・教会の検索なら30min. 四ツ小屋駅の寺・神社・教会 トップ　 全国の寺・神社・教会　 路線選択　 JR奥羽本線(新庄～青森)　 JR奥羽本線(新庄～青森)の寺・神社・教会　 四ツ小屋駅　 四ツ小屋駅のレジャー　 四ツ小屋駅の寺・神社・教会 四ツ小屋駅の寺・神社・教会(JR奥羽本線(新庄～青森))を0件掲載。四ツ小屋駅の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,2026-02-15T04:18:42.743952Z,train
4596,1,0.527668684720993,0,2026-02-19T03:12:38.720815Z,0,19430,2.674,1/5,uncertain_or_low_confidence,日本キリスト教団安芸教会: 「真心から受け入れる神」コリントの信徒への手紙一 7:25-40,2026-02-19T03:12:38.720839Z,train
1765,1,0.5892492830753326,0,2026-02-11T04:57:05.126829Z,0,19432,2.32,0/6,uncertain_or_low_confidence,8月8日　原爆犠牲者のためのスピリチュアルコンサート 8月21日付　大阪大司教の任命に関するお知らせ（カトリック長崎大司教より）,2026-02-11T04:57:05.126846Z,train
3059,1,0.5123987396558126,0,2026-02-15T04:04:22.062929Z,0,19433,2.893,0/6,uncertain_or_low_confidence,上渋垂町の寺・神社・教会(足利市) - 寺・神社・教会の検索なら30min. 上渋垂町の寺・神社・教会 トップ　 全国の寺・神社・教会　 栃木県　 栃木県の寺・神社・教会　 足利市　 足利市の寺・神社・教会　 上渋垂町　 上渋垂町のレジャー　 上渋垂町の寺・神社・教会 上渋垂町の寺・神社・教会(足利市)を0件掲載。上渋垂町の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,2026-02-15T04:04:22.062950Z,train
5027,1,0.4320359726746877,0,2026-02-24T09:35:40.137709Z,0,19434,3.54,1/5,uncertain_or_low_confidence,「送り出されて」　使徒言行録１３章１－１２節 : 国立のぞみ教会説教要約 by nozomichurch | 2008-05-18 10:30 | 使徒言行録 << 「神の計画」　使徒言行録１３章... 「自由への旅立ち」　創世記１１... >>,2026-02-24T09:35:40.137735Z,train
3839,1,0.458104948202769,0,2026-02-18T03:45:12.532385Z,0,19436,1.243,2/4,uncertain_or_low_confidence,死の力（8点連作）　エヴァの創造 ／ アルデグレーファー、ハインリヒ	／ サイズ：7.7×5.0 cm 死の力（8点連作）　堕罪 死の力（8点連作）　楽園追放 死の力（8点連作）　大地を耕すアダムとエヴァ 死の力（8点連作）　死と教皇 死の力（8点連作）　死と枢機卿 死の力（8点連作）　死と司教 死の力（8点連作）　死と修道院長 サイズ：14.9×9.9 cm サテュロスの脚と2人の子供が表された縦長の装飾 サイズ：10.4×4.2 cm,2026-02-18T03:45:12.532408Z,train
1927,1,0.4615639448165893,1,2026-02-12T05:32:23.062408Z,0,19438,3.999,1/5,uncertain_or_low_confidence,自由をもたらす完全な律法を一心に見つめ、これを守りなさい。聞いて忘れてしまうことなく、行う人になりなさい。｜義人は信仰によって生きる｜私ではなくキリストⅥ（東洋からの風の便りIII） Home > ブログ > 義人は信仰によって生きる > 自由をもたらす完全な律法を一心に見つめ、これを守りなさい。聞いて忘れてしまうことなく、行う人になりなさい。,2026-02-12T05:32:23.062427Z,train
4933,1,0.4523906707763672,0,2026-02-23T14:08:24.347048Z,0,19441,158.607,1/5,uncertain_or_low_confidence,"2016 6月 | 【世界一周夫婦プロデュース】 旅と夢と自由の実現方法 タイ　お守り, タイ　ジャスミンの花輪, タイ　チェンマイ, タイ　精 タイの人たちと一緒にいると、日本との文化の違いが浮き彫りになります。タイの人たちはこんな事を考えてたの？と思う出来事に、ここ最近よく出会います。お守り大好きなタイの人たちとジャスミンの花輪とタイの人たちのお化け信仰についてです。続きを読む トルコの平和な日常とブルーモスクとア… トルコでは、平和な日常を送る。暮らすように旅してたトルコのイ…",2026-02-23T14:08:24.347064Z,train
3682,1,0.5723125239213308,0,2026-02-17T13:19:18.659359Z,0,19442,2.287,1/5,uncertain_or_low_confidence,プログラマー | 株式会社 アイエスサービス | IT/Web業界の求人・採用情報に強い転職サイトGreen(グリーン) |2018/12/03 15:31:30更新 | id:48347,2026-02-17T13:19:18.659380Z,train
5229,1,0.5455614527066549,0,2026-02-24T13:44:39.520011Z,0,19445,2.451,0/6,uncertain_or_low_confidence,さくら台の寺・神社・教会(旭市) - 寺・神社・教会の検索なら30min. さくら台の寺・神社・教会 トップ　 全国の寺・神社・教会　 千葉県　 千葉県の寺・神社・教会　 旭市　 旭市の寺・神社・教会　 さくら台　 さくら台のレジャー　 さくら台の寺・神社・教会 さくら台の寺・神社・教会(旭市)を0件掲載。さくら台の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,2026-02-24T13:44:39.520027Z,train
3849,1,0.6398183008035024,1,2026-02-18T03:46:01.059081Z,0,19447,3.687,1/5,uncertain_or_low_confidence,第百十四章 | 神の国降臨の福音 前へ：第百十三章 神の心にかなう奉仕とは 受肉した神の職分と人間の本分の違い 一人ひとりが自らの役割を果たすことについて 神を愛することだけが本当に神を信じることである,2026-02-18T03:46:01.059105Z,val
5198,1,0.6269227663675944,0,2026-02-24T13:36:38.249894Z,0,19448,2.146,2/4,uncertain_or_low_confidence,岡田 栄照 (著) Saddharmapuṇdarīkaに於けるsarvāvantaṃについて 宗教研究 通号 181 1965-03-31 106-108(R) 詳細 月光 善弘 (著) 東北における十一面観音信仰 宗教研究 通号 181 1965-03-31 144-145(R) 詳細,2026-02-24T13:36:38.249918Z,train
4736,1,0.4396994511286418,0,2026-02-19T08:31:57.112595Z,0,19449,32.023,1/5,uncertain_or_low_confidence,日蓮宗新聞社 : 全国檀信徒青年会管区代表者会議 全国檀信徒青年会管区代表者会議 2010年11月10日号 「次代に信仰を繋げていくことが宗門や国の活力に」,2026-02-19T08:31:57.112622Z,train
5246,1,0.3743612070878346,0,2026-02-24T14:01:33.035570Z,0,19450,3.174,3/3,uncertain_or_low_confidence,安倍政権と蜜月の関係を築く一方で、統一教会・韓鶴子総裁が日本の幹部に下していた仰天指令 - 記事詳細｜Infoseekニュース ◆＜政界宗教汚染〜安倍政権と問題教団の歪な共存関係・第13回＞,2026-02-24T14:01:33.035593Z,train
1973,1,0.4186855653921763,0,2026-02-12T13:13:57.827792Z,0,19451,1.775,1/5,uncertain_or_low_confidence,草葉の読書記 |塩野七生『ローマ亡き後の地中海世界2』 http://exphenomenologist.blog100.fc2.com/tb.php/740-90b830f9,2026-02-12T13:13:57.827804Z,train
1661,1,0.4477167228857676,0,2026-02-10T14:55:28.585750Z,0,19452,1.713,2/4,uncertain_or_low_confidence,使徒の働き２６章２４～３２節 「信仰の決断」 – 大田原キリスト教会 ← 使徒の働き２６章１～２３節 「天からの啓示にそむかず」 使徒の働き２７章１～４４節 「人生の艱難を乗り越える」 →,2026-02-10T14:55:28.585769Z,train
3983,1,0.4524831970532735,1,2026-02-18T04:18:36.892065Z,0,19453,24.942,2/4,uncertain_or_low_confidence,それは、死がひとりの人によって きたのだから、 死人の復活もまた、 ひとりの人によってこなければならない。 アダムにあってすべての人が 死んでいるのと同じように、 キリストにあって すべての人が生かされるのです。 ただ、各自はそれぞれの 順序に従わねばならない。 最初はキリスト、 次に、主の来臨に際して キリストに属する者たち、 それから終末となって、 その時に、キリストは すべての君たち、すべての権威 と権力とを打ち滅ぼして、 国を父なる神に渡されるのです。 なぜなら、キリストは あらゆる敵をその足もとに置く時までは、 支配を続けることに なっているからです。,2026-02-18T04:18:36.892080Z,train
1961,1,0.5360508362452189,0,2026-02-12T05:44:36.762372Z,0,19457,2.651,1/5,uncertain_or_low_confidence,下古沢の寺・神社・教会(厚木市) - 寺・神社・教会の検索なら30min. 下古沢の寺・神社・教会 トップ　 全国の寺・神社・教会　 神奈川県　 神奈川県の寺・神社・教会　 厚木市　 厚木市の寺・神社・教会　 下古沢　 下古沢のレジャー　 下古沢の寺・神社・教会 下古沢の寺・神社・教会(厚木市)を0件掲載。下古沢の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,2026-02-12T05:44:36.762393Z,train
1932,1,0.5321146100759506,1,2026-02-12T05:32:50.615677Z,1,19461,11.266,1/5,uncertain_or_low_confidence,悪すぎる神父はアナテマにかかります。前田万葉枢機卿がやる。,2026-02-12T05:32:50.615697Z,train
4520,1,0.3220460116863251,0,2026-02-19T02:51:13.071399Z,0,19462,3041.642,0/6,uncertain_or_low_confidence,https://jp.reuters.c...H3YN277A-2025-08-07/ イタリア、本土とシチリア島結ぶ世界最長つり橋の建設計画を承認 2025年8月7日午後 2:27 GMT+9 [メッシナ/ローマ ６日 ロイター] - イタリア政府の「経済計画および持続可能な開発のための省庁間委員会（ＣＩＰＥＳＳ）」は ６日、同国本土と南部シチリア島を結ぶつり橋「メッシナ海峡大橋」の建設計画を承認した。 全長３．７キロで、完成すればトルコのダーダネルス海峡に架けられたチャナッカレ大橋を抜いて世界最長となる。 メッシナ海峡大橋の建設計画は、所得の低いイタリア南部を開発する手段として少なくとも１９６０年代終盤から議論されていたが、 環境問題や財政面の懸念から何十年にもわたり先送りされてきた。 だがメローニ政権は建設計画を優先事項に掲げ、橋および関連施設の建設に向こう１０年間で１３５億ユーロ（１５６億３０００万ドル）の資金を割り当てた。 メローニ首相はローマで開かれたＣＩＰＥＳＳの会合で「これは容易な任務ではないが、イタリアの現在および将来への投資になると考えている」と述べた。 計画を推進するメッシナ海峡会社によると、建設は２０３２年に完了する見通し。 建設計画は、地震が多い地域にこうした橋を建設することに疑念を抱く人々が強く反対してきた。 建設コストの膨張や環境面への影響、建設契約にマフィアが入り込む事態を懸念する声も聞かれた。 一方で、シチリアを含むイタリア南部への経済効果に期待する人々からは建設に強い支持がある。 メッシナ海峡を運航するフェリーは現在、出発から到着まで約２０分だが、 自動車の積み込みや積み降ろしを含めると混雑時には数時間を要する。 シチリア島と本土間を運行する鉄道も車両ごとフェリーに積み込まれて海峡を渡り、所要時間は２時間程度となっている。 イタリア政府は建設費用を防衛支出として計上する方針であり、 ２０３５年までに防衛支出を国内総生産（ＧＤＰ）の５％に増やす北大西洋条約機構（ＮＡＴＯ）加盟国の目標達成に寄与すると考えられる。 建設計画を国際入札で落札した企業連合「ユーロリンク」には、イタリアの建設大手ウィービルド(WBD.MI)や スペインのサシール (SCYR.MC)日本のＩＨＩ(7013.T)が参加している。,2026-02-19T02:51:13.071412Z,train
1689,1,0.5682376623153687,0,2026-02-10T14:58:17.989884Z,0,19464,2.889,1/5,uncertain_or_low_confidence,浜寺諏訪森町東の寺・神社・教会(堺市西区) - 寺・神社・教会の検索なら30min. 浜寺諏訪森町東の寺・神社・教会 トップ　 全国の寺・神社・教会　 大阪府　 大阪府の寺・神社・教会　 堺市西区　 堺市西区の寺・神社・教会　 浜寺諏訪森町東　 浜寺諏訪森町東のレジャー　 浜寺諏訪森町東の寺・神社・教会 浜寺諏訪森町東の寺・神社・教会(堺市西区)を0件掲載。浜寺諏訪森町東の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,2026-02-10T14:58:17.989908Z,train
3012,1,0.3990241388479869,1,2026-02-15T03:46:37.870517Z,0,19466,8.078,2/4,uncertain_or_low_confidence,「あなたは高価な者」マタイ8：28-34 : 国立のぞみ教会説教要約 by nozomichurch | 2010-05-16 10:30 | マタイ福音書 << 「出発信仰」使徒言行録1：12... 「イエスの示す道」マタイ8：1... >>,2026-02-15T03:46:37.870541Z,train
3746,1,0.6085008482138315,0,2026-02-18T03:13:08.346854Z,0,19467,1.896,1/5,uncertain_or_low_confidence,"イーアールエーハートフルハウス｜尼崎市　塚口・武庫之荘・園田の賃貸・マンション検索|ハイエスト５Ａ棟　103 物件番号 6014 ハイエスト５Ａ棟　103 61,000円 共益費 0円 ハイエスト５Ａ棟　103 例：物件番号 6014 番の物件は空室ですか？ ※一世帯2台契約時に限り2台21,600円/月 取引形態：専任	最終更新日：2019/01/11",2026-02-18T03:13:08.346879Z,train
950,1,0.6304058929284414,0,2026-02-03T00:52:37.035043Z,0,19468,6.638,1/5,uncertain_or_low_confidence,【2019年夏/秋】『ROMA』アッシュカラー×大人抜け感コンパクトショート/ROMA Ginza 銀座店【ローマ ギンザ】のヘアスタイル｜BIGLOBEヘアスタイル ローマ ギンザ(ROMA Ginza)/『ROMA』アッシュカラー×大人抜け感コンパクトショート ビューティトップ > ヘアサロン > ヘアスタイル > ベリーショート > 『ROMA』アッシュカラー×大人抜け感コンパクトショート,2026-02-03T00:52:37.035056Z,train
930,1,0.5792974929014841,1,2026-02-03T00:44:53.553090Z,0,19469,2.929,1/5,uncertain_or_low_confidence,キリスト教讃美歌「神の業が広大な宇宙全体を満たす」神の大いなる力の栄光を現します | 神の国降臨の福音 芸術的パフォーマンス 1114,2026-02-03T00:44:53.553182Z,train
3775,1,0.5890576640764872,0,2026-02-18T03:35:24.680765Z,0,19470,3.963,1/5,uncertain_or_low_confidence,『聖十字』　第19号　2008.6．8 : 日本聖公会中部教区松本聖十字教会 「日本聖公会中部教区松本聖十字教会」の更新通知を受け取る場合はここをクリック ある方の訪問 教会にいると色んな方々が... by yoihime | 2008-06-08 06:36 | 『聖十字』 << 自己紹介,2026-02-18T03:35:24.680793Z,train
4634,1,0.4446220099925995,1,2026-02-19T03:18:21.555161Z,0,19471,4.193,1/5,uncertain_or_low_confidence,"2016年5月21日 / theophilus1970 私が理事長を務める日本福音主義神学会中部部会では、毎年5月に外部から講師をお招きして、公開講演会を行なっています。今年度は鎌野直人先生（関西聖書神学校学監）をお迎えして、「旧約聖書における『福音』とは～イザヤ書から考える～」と題して講演をいただきました。 福音主義, 旧約聖書 イザヤ, 福音, 旧約聖書 ← オープン神論とは何か（7） 聖書に関するDVDと翻訳書2点 →",2026-02-19T03:18:21.555180Z,train
4539,1,0.477279782295227,1,2026-02-19T03:05:33.570854Z,0,19472,16.314,1/5,uncertain_or_low_confidence,教会とか社寺とかに行くのは素晴らしいと思います。 というか、私はそれがないとやってられないというか、坐禅が恋しくなります。,2026-02-19T03:05:33.570875Z,train
1722,1,0.6072294414043427,0,2026-02-11T04:44:36.615583Z,0,19473,1.985,1/5,uncertain_or_low_confidence,日本キリスト教団　行人坂教会: 小さい人が真ん中に【マタイ18：1〜5】 << 命の道を教えて | TOP | ２月第４主日礼拝 >>,2026-02-11T04:44:36.615606Z,train
3625,1,0.4554352561632792,1,2026-02-17T13:05:24.326538Z,0,19474,13.656,1/5,uncertain_or_low_confidence,神の2つの受肉が受肉の意義を完全にしたと言われるのはなぜか。 神は世の終わりに神の裁きの働きをするためになぜ人を使わず、代わりに自らが受肉し裁きの働きを行わなければならないか。 裁きの働きをするために受肉する神が漠然とした神とサタンの支配の暗い時代を人が信じることをどのように終わらせるか。 神が世の終わりに受肉し、働きを行うためにイエス・キリストとして現れると主イエスは自ら預言した。,2026-02-17T13:05:24.326556Z,train
3778,1,0.4636950294176737,1,2026-02-18T03:35:34.805514Z,0,19477,4.628,1/5,uncertain_or_low_confidence,人間は、たとい多くの財産を得ても 満足することはありません。 人は神に似せられて創造されたゆえ、 神の器として用いられることで 満たされ喜びを得るのです。 イエス様を信じるひとは、 神の器に変えられ用いられるでしょう。 すなわち、イエス様を信じる者には、 神の子供としての特権を授けられ、 朽ちることない 無尽蔵の財産を与えられ、 王権、祭司権を授かり 永遠のいのちを与えられ 神の栄光の身体を与えられるのです。 イエス・キリストを信じる人には、 神は、威光と尊厳で身を飾り、 栄光と華麗で あなたの身を装わせてくださいます。,2026-02-18T03:35:34.805535Z,train
5194,1,0.5575560927391052,0,2026-02-24T13:36:27.345724Z,0,19478,1.689,0/6,uncertain_or_low_confidence,東雲町の寺・神社・教会(泉大津市) - 寺・神社・教会の検索なら30min. 東雲町の寺・神社・教会 トップ　 全国の寺・神社・教会　 大阪府　 大阪府の寺・神社・教会　 泉大津市　 泉大津市の寺・神社・教会　 東雲町　 東雲町のレジャー　 東雲町の寺・神社・教会 東雲町の寺・神社・教会(泉大津市)を0件掲載。東雲町の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,2026-02-24T13:36:27.345742Z,val
4536,1,0.4938201606273651,1,2026-02-19T03:05:12.616180Z,1,19480,82.184,4/2,uncertain_or_low_confidence,共存不可なのにいつまでやるんだこんなこと。。 イエスお前・・・責任とれよ。 俺様、お前とかヤクザ基本的に嫌いだからエロい人LilithとLilin。 恫喝かよ山口組のLilin。 殺しますよジェノサイド。 しばらく付き合えよ木山と前川、馬場くんならびにヒットマンたち。 肉にされるぞこいつらと付き合っているとAmy属。 性癖悪いのは実はこいつらだった阿弥陀からの・・・・。 まあ、こいつらの中でも独立したいやつもいるだろうに棲み分け。 安易に受け入れないほうがいい案件。。 どこでキャッチされるかわからんぞよ上級天使の阿弥陀と素戔嗚&Barvert&SatanとJesus&Japhkiel＆エンリル。 窓口・・・・すなわち仕掛けてくるのBarveritらしいおブリテンのクソジジイ。。 生きてゆけないのは無能な証拠Amy属すなわち阿弥陀とその配下の天使たち。。。 いつまで神様ごっこを・・・イエスよ。 精神疾患を見直せ阿弥陀の。,2026-02-19T03:05:12.616191Z,train
1400,1,0.4110179543495178,1,2026-02-08T07:38:21.040137Z,0,19481,9.336,2/4,uncertain_or_low_confidence,肉となった神と神に使われる人々との間の本質的違い あなたは誰に忠実か 信者はどんな見解を持つべきか ペテロはどのようにしてイエスを知るようになったか,2026-02-08T07:38:21.040153Z,train
3724,1,0.4485828777154286,0,2026-02-17T14:35:41.535916Z,0,19482,2.425,1/5,uncertain_or_low_confidence,（グレコローマンスタイルから転送） 「https://ja.wikipedia.org/w/index.php?title=アマチュアレスリング&oldid=72912172」から取得 最終更新: 2019年5月28日 (火) 11:19,2026-02-17T14:35:41.535940Z,train
1887,1,0.4080344041188558,1,2026-02-11T14:36:35.402808Z,1,19486,2.718,4/2,uncertain_or_low_confidence,金の流れ 信者→教会→安倍派裏金,2026-02-11T14:36:35.402830Z,train
1469,1,0.4439865251382192,1,2026-02-10T14:22:37.244310Z,0,19487,17.979,1/5,uncertain_or_low_confidence,〈Silk Road in 2007〉 ゼンコク教会 | しのわずり カザフスタンのかつての首都であり現在でも最大都市であるアルマトイにロシア正教会ゼンコク教会があります。この教会は1854年に釘を一本も用いず木の組合せだけで立てられました。ロシア正教はイコン崇拝です。教会の中にはたくさんの絵が飾られ、その前にはロウソクの明かりがゆれていました。（2008-01-05）,2026-02-10T14:22:37.244335Z,train
2551,1,0.6123333672682444,0,2026-02-13T13:31:11.067989Z,0,19490,636.265,1/5,uncertain_or_low_confidence,"第2227日目　〈「コロサイの信徒への手紙」前夜〉：Let's be Friends,：So-netブログ 第2226日目　〈聖書読書が終わったあ..｜第2228日目　〈コロサイの信徒への手紙.. ブログトップ 第2227日目　〈「コロサイの信徒への手紙」前夜〉　[コロサイの信徒への手紙] [編集]",2026-02-13T13:31:11.068002Z,train
