text,method,group_id,hate_speech,christianity_related,annotation_id,annotator,average_prob,created_at,id,lead_time,model_votes,sampling_strategy_tag,updated_at
"2010年4月24日、6,000人のサイエントロジストと来賓が、全面改修されたロサンゼルス・サイエントロジー教会の献堂式に出席した。宗教技術センター理事長でありサイエントロジー宗教の教会指導者であるデイヴィッド・ミスキャヴィッジが、市・郡・州の要人と共に式典を主宰した。ミスキャヴィッジ氏はこの日の意義について次のように述べた： 「本日は、地球規模で援助を届けるという我々の真にグローバルな運動における画期的な一歩を刻む日です。この運動を通じて、我々はいつか犯罪のない世界、戦争のない世界、狂気のない世界を実現し、人類がより大きな自由へと昇華するでしょう」ミスキャベッジ氏はロサンゼルス市の重要性について言及しました：「ここは1954年に最初のサイエントロジー教会が法人化された都市です。 それ以上に、ここは地球上で最も多くのサイエントロジストが集中する都市なのです」カリフォルニア州議会議長カレン・バーチェット：「人権教育を通じて、私たちは誰もが声を上げ、その声を届ける力を与えます。サイエントロジー教会は真に状況を変えました。なぜなら、あなたの信念は普遍的であり、すべての人類に語りかけるからです」ロサンゼルス市議会議員兼文化保存活動家ポール・コレッツ：「私たちはハリウッドの文化を変える必要がありました。 そうすれば活気ある波がロサンゼルス全体に広がる。今目の当たりにしているのは、ハリウッド再生の夢が現実となりつつある証だ。この街を理想の都市とするモデルがあるとすれば、それはサイエントロジー教会だからだ」と述べた。5か月に及ぶ大規模改修を経て、教会は4月24日にグランドオープンを迎え、ミスキャベッジ氏と市・郡・州政府関係者がテープカットを行った。 テープカット後、数千人の信者と来賓が新教会のレセプションエリアに入り、マルチメディア設備を備えたパブリック・インフォメーション・センターを見学した。1954年に設立されたサイエントロジー教会ロサンゼルスは、北米最大のサイエントロジー教会であり、サンセット・ブールバードとL. ロン ハバード・ウェイに面したハリウッドのランドマーク的建造物である。メインレセプションエリアはサンセット・ブールバードに面し、教会の行事や礼拝に参加する信者と来賓を迎える。 メイン受付に隣接する書店では、L. ロン ハバードの書籍や講演録を販売している。サイド受付エリアに隣接するパブリック・インフォメーション・センターにはマルチメディア展示パネルが設置されている。パブリック・インフォメーション・センターは誰でも見学可能である。 ここでは、ダイアネティックスとサイエントロジーの原理、教会が世界的に推進する人道活動、創設者L. ロン ハバードの生涯と功績を紹介しています。礼拝堂は日曜礼拝、結婚式、命名式などの集会に使用されます。ダイアネティックスセミナー室では、地域住民にダイアネティックス療法の原理と技術を伝えています。ライフ・インプルーブメント・コース室では、生徒が生活環境を改善するための様々なサイエントロジーの知識と技術を学びます。 書店では、L. ロン ハバードの著作や録音を含む、サイエントロジー宗教の宗教的テキストであるハバードの全著作を提供しています。浄化センターでは、信徒に「浄化プログラム」として知られる宗教的実践を提供しています。これらは厳格に構造化された手順のもと、細心の注意を払って実施されます。 ハバードガイダンスセンターのラウンジ。信徒が教会の聖職者による精神的カウンセリングを受けるために訪れる場所です。専用の宗教カウンセリングルームは、サイエントロジー聖職者による個人カウンセリングに最適な環境を提供するため、細心の注意を払って整備されており、信徒が人生の問題に対する答えを見出すことを可能にします。サイエントロジストは、新しく改装された教会アカデミーでダイアネティックスとサイエントロジーの完全な研究を追求します。 すべてのサイエントロジー教会には、ダイアネティックスとサイエントロジーの創始者L. ロン ハバードを記念するオフィスが設けられています。これは、教会が彼の宗教的教えを敬い忠実に遵守している証です。ロサンゼルス・サイエントロジー教会1954年に設立された世界初のサイエントロジー教会は、2010年4月24日に理想のサイエントロジー教会の仲間入りを果たしました。 信徒、来賓、ロサンゼルス地域の政府関係者を含む6,000人が参列した新教会の奉献式は、宗教技術センター理事長でありサイエントロジー宗教の教会指導者であるデイヴィッド・ミスキャヴィッジが主宰した。 2010年4月24日、サイエントロジー宗教の教会指導者であり宗教技術センター会長であるデイヴィッド・ミスキャヴィッジは、ロサンゼルス市および州政府関係者、6,000人のサイエントロジストと来賓を迎え、ロサンゼルス・サイエントロジー教会の献堂式を主宰した。 この式典は、サンセット・ブールバードとL. ロン ハバード・ウェイの角に位置する5万平方フィートの教会施設の包括的な再設計と建設の完了を記念するものでした。 施設全体が理想的なサイエントロジー教会として再建されました。この教会は地域社会全体に奉仕するだけでなく、世界中の教会役員やスタッフのための研修施設としても機能します。ミスキャベッジ氏は、ロサンゼルス市がサイエントロジストにとって持つ意義について次のように語りました。「ここは1954年に最初のサイエントロジー教会が法人化された街です。 それ以上に、ここは地球上でサイエントロジストが最も集中している都市です」と述べました。カリフォルニア州議会議長カレン・バーチェット氏も祝辞を述べました。「公僕として、私は声なき者の代弁者となり、いかなる声も無視されないよう尽力してきました。しかし人権教育を通じて、私たちは誰もが自らを語り、声を届ける力を与えるのです。 サイエントロジー教会は真に状況を変えました。なぜなら、その信念は普遍的であり、全人類に語りかけるものだからです。」ロサンゼルス市議会議員であり文化保存活動家のポール・コレッツは、ハリウッド再生における教会の役割について語った。「この街の人々はハリウッドに夢を抱いていました。それは数十年にわたる衰退から不死鳥のように蘇るという夢でした。 ハリウッドの文化を変える必要がありました。そうすれば復興の波はロサンゼルス全体に広がるはずでした。今目の前にある光景こそ、ハリウッド復興の夢が現実となりつつある証です。なぜなら、この街を夢の街にするためのモデルがあるとすれば、それはサイエントロジー教会だからです。…この歴史的建造物の改修を通じて、皆さんは私たちの想像をはるかに超えた、新たなハリウッドの可能性を示してくださったのです。」 もともと独立した建物であったこの施設は、クロード・ベイルマン設計、1928年築のアールデコ様式のレバノン病院複合施設に統合された。大規模な再建は2009年11月に開始された。壁、天井、表面仕上げは完全に刷新され、教会の専用工房で組み立てられた家具には輸入木材とイタリア産大理石が用いられた。 広大な礼拝堂の他、数多くのユニークな施設が存在します。例えば「サイエントロジーとは何か？」という問いに答える20のマルチメディア展示パネルを備えた大規模な広報センター。新教会には図書館、セミナー室、映画上映室に加え、教会の様々な社会福祉活動や地域支援プログラムに従事するボランティアのためのスペースも設けられています。コースルームは480名以上を収容可能で、個人宗教カウンセリング用の専用室は35室用意されています。 大ロサンゼルス地域には、宗教の母教会であるサイエントロジー教会国際本部と、ハバード氏の書籍や録音講義を出版し北米および欧州を除く全世界に配布するブリッジ出版社が所在する。165カ国に8,500以上のサイエントロジー教会、ミッション、関連団体が存在する。",BT_DeepL_EN,269.0,0,1,4526,1,0.3246047496795654,2026-02-19T03:02:20.539050Z,21103,71.704,0/6,uncertain_or_low_confidence,2026-02-19T03:02:20.539065Z
"2010年4月24日、6,000人のサイエントロジストと来賓が、全面改修されたロサンゼルス・サイエ·ント、ロジー教会の献堂式に出席した。宗教技術センター·理·事長でありサイエントロジー·、宗教の教会、指。導者で...あるデイヴィ、ッド・ミスキャヴィッジ、が、市・郡、・州の要人と共。に式典を主宰した。ミスキャヴィッジ氏はこの日の意義につ...いて次のよう？に、述べた： 「本日は、地球！規模で...援助を届けるという我々の真にグローバルな。運動における画期、的な一歩を·。刻む日で、す。この運動。を、通じて、我々は...いつか犯罪のない世界、戦争のない世界、狂気のない世界を実現し、人類がより大きな自由へと昇華するでしょう」ミスキャベッジ氏はロサンゼルス市の重要性につ！いて言及しました：「ここは19...54。、年に...最初のサイエントロジー教会が法人化された都市です。 それ以上に、ここは地球上で最も多くのサイエントロジス、トが集...中する都市なのです」カリフォルニア州議会議長カレン・。バーチェッ、ト：「人権教育を通じて、私たちは誰もが声を上げ、その声！！を届ける力を与えます。サイエ！ントロジー教会は真に...状況を変えました！。なぜなら、あな。たの信念は普遍的であり、すべての？人。類に語りかけるからです」ロサンゼルス市議会議員兼文化保存活動家ポール・コレッツ：「私たち。はハリウ。ッド...の文化！を変える必要がありました。 そ、うすれ、ば！活気ある波がロサンゼルス全体に。広がる。今目の当たりにしているのは！、ハ...リ...ウッド再·生の夢が現、実となりつつある証だ。？この街を理想の都？市とするモデルがあ·るとすれば、そ·れはサイ、エントロジ、...ー。教会だからだ」と述べた。5か月に及ぶ大規模改...修を経て、！教会は4月24日にグランドオープンを迎え、ミスキ...ャベッジ氏と市？・...郡・州政府関係者がテープ。...カットを行った。 テープカット後、数千...人の...信者...と来賓が新教会のレセプションエリ。アに入り、マ。ルチメディア設備を備えた...パブリック・インフ。ォメーション・？センターを見学した。1954。年に設立されたサイエ？ントロジー教会ロサン！ゼルスは、北米最大のサイエント！·...？ロジー教会であり、サンセット・ブールバードとL. ロン ハバ...ード・ウ！ェイに面したハ、リ！ウッ·ドのランドマーク的建造物である。メインレセプ、ションエリア·はサン·セット・ブールバードに面し、教·会·の行事や礼拝に参加する。。信者と来賓を迎える。 メ、イン受付に隣接する書·店では、L. ロン ハバ！ードの書籍、や講？演？録を販売して！い...る。サイド受付エリアに隣接するパブリック・インフォメーション・？センターには！マルチメディア展示パネ、ルが·設置されている！。パブリック...！・インフォメーション・センターは誰。でも見学可能。である。 ここでは、ダイアネティックスとサイエントロジーの原理、教会が世界的に推進、する人道活動、創·...！設者L. ？ロン... ハバードの生涯と功績を紹介しています。礼拝堂は日曜礼拝、結婚、式、命名式などの集会に使用されます。ダイアネティックスセミナー室では、地域住民にダイアネティックス療法の原理と技術を！伝えて？います。ラ！イフ。・インプルーブメント？・コース室。では、生徒が生活環境を改善するための...様々なサイエントロジ·ー·の知識と技術を学？びます。... 書店？では、L. ロン ハバードの著作や録音...を含む、サイエントロジー宗教の宗教的·テキス。トであるハバードの全？著作を提供していま、·す。浄化セン·ターでは、信徒に「浄化プログラム」と·して知られる宗教的実践を提供し。ています。これらは厳格に構造化された手順？のもと、細心の注意を払って実施され？ます。 ハバードガイダンスセンター·のラウンジ。信徒が教会の·聖職者に·よる精神的カ？ウンセリ？、ング！·を、受けるために訪れる場所です。専用の宗、教カウンセリングル、ームは、サイエントロジー聖職者による個人、！カウンセリングに最適な環境を提供するため、細心の注意を払って！整備されてお、り、信徒！が人生の問題に対·する...答え...を、見出すことを可能にします。サイエントロジストは、新しく改装...。された教会アカデミーでダイア...ネテ...ィックスとサイ？エントロジーの...完、全！な！研究を追求...します。 すべてのサイエントロジー教、会、には、ダイアネ？ティックスとサイエントロジーの創·始者L. ロ！ン ハバードを。記念するオフ？ィスが·、？？？設けられてい！ます。これは、教会が彼の宗教？的教えを敬い忠実に遵守している証で、す。ロサンゼルス・！サ...イエントロジー教会1954年に設立された世界初のサイエントロジー教会は、2！010年4月24日に理·想のサイエントロジー教会の...仲間入り、を果た。しました。 信徒、来賓、ロサンゼル？ス地域の政府関係者を含む6,000人が参列した新教会の奉献式は、宗教技術センター理！、事長でありサ。イエントロジー宗教の教会！指導者であるデイヴィッド・ミ...スキャヴィッジが主宰した。 2010年4月24日、サイエントロジー宗教の教会指導者であり、宗！教技術センター会長であるデ！イヴィッド・ミスキャヴィッジは、ロサンゼルス市および州政府関係、者、6,000人のサイエントロジストと来賓を迎え、ロサンゼルス？・サイエント。ロジー...教会の献...堂式を。主宰した。 この式典は、サンセット・ブールバードとL·. ロン ハバード・·ウェイの角に位置する5？万平方フィートの教·会施設の包括的な再設計と建設の完·了！...を記念するもの。でした...。 施設全体が理想·的なサイエ...ントロジー教会として再建されまし、た。この！教会は地。域社会...全、体に奉仕する...だけでなく！、世界...中·の教会役員やスタッフのための研修施設としても機能します。ミスキ。ャベッ？ジ氏·は、ロサンゼ...ルス市がサイエントロジストにとって持つ意義につい！て次のように語りました。「？ここは1·954年に最初のサイエント？ロジー教会！が法人化された街で？す。 それ以上に·、ここは地...球上で！、サイエントロジ！！ストが最も集中している都市です」と述べました。カリフォルニ！ア州議会議長カレン・バーチェット氏も祝辞を述べました·。「公僕として、、私は声な、き者！の代弁者と·なり、いかなる声も無視さ...、れないよう尽力してきました。し·かし人権教育を！通、じて、私。たちは誰もが自らを語り、声を届ける力を与えるので。す。 サイエントロジー教·会。は真に状況を変、えました。なぜなら、その信念。は、普遍的であり、全人類に...語りかける？...ものだからです。」ロサンゼルス市議。会議員であり文化保存·活動家のポール・コレッ...ツは、ハリ？ウッ、ド再生に、おける、教会の役割に...ついて語っ、た。「この街の人々はハリウッド、に夢を抱·いていました。そ！れは数十年にわたる？衰退から。不死鳥のように蘇ると...いう、夢で？した。 ！ハリウッドの文化を変える必要がありました。そうすれば·復興の波はロ。サンゼルス全体、に広がるはずでした··。今目の前にある光景こ、そ、...？ハリウッド復興？の夢が現実となりつつある証で！す。なぜなら、こ、の街を夢の街にするた...めのモデルがあるとすれば、それはサイ！エントロジー教会だか、らです。…この歴史的建造物の改修を通じて、皆？さんは私たちの想像をはるかに超えた、新·たなハリウッド？の可。能性を示...してくださったのです。」 も。ともと独立した建物？であったこの施設は、、クロード・ベイルマン設、計、1928年、築·のアールデコ様式のレバノン病院複合施設に統合された。大規模、な再建は2？？009年11月に！開始さ、れ·た。壁、天井、表面仕上げは完全に刷新され、教会の専用工房で組み立てられた家具には輸入、木！材とイタリア産大理石が用い、られた。 広大な！礼拝堂の他、数多くのユニ。ークな施設が存在し...ます。例えば「サイエントロジーとは何か？」という問いに答、える20のマルチメディア展示パ？。ネルを備えた大規模な...？広報センター。新教会に...は図書館、セミ...、ナー室！、映画上映...室に加え、教...会の様々な社、会。福祉活動や地域支援プログラムに従事す。るボランティア、のためのスペー...スも設けられています。コースルームは480名以上を·収容、可能で、個人宗·教カウンセリ·ング用の専用室...は35室用意されています。 大ロサンゼルス。地域には、宗教·の母教会であるサイエントロジー教会国際本部と、ハバード氏の書籍や録音講義を出版...し北米？およ...び欧州を除く全世界に配布するブリッジ出版社が所在する、。165。カ国に8,500以。上？のサ。イエントロジー教会、？ミッション、関連団体が存在する。",BT_DeepL_EN_AEDA,269.0,0,1,4526,1,0.3246047496795654,2026-02-19T03:02:20.539050Z,21103,71.704,0/6,uncertain_or_low_confidence,2026-02-19T03:02:20.539065Z
20、10年4月24·日、全面、改装されたサイエントロ、ジー教会ロサンゼルスの落成式に？、6000·人のサイエントロジストとゲ、ストが参加、しま...した、。サイエントロジー宗教の教会指導者、であるリ...·リジャス･テクノロジ...ー･セン。タ！ー会長、デビッド･ミスキャベッジ氏が？、市や！郡、州か、らの来賓ととも...に落？成式に立ち会いました。 ミスキャベッジ氏は·？、この日！の意！義？、·について次のように述べました。「。今日は、私たちの？援助·を真に地球規模、でもたらす惑星！！規模の運動における、画期的な、...一歩·、·です。この運動を通じて、いつ！の日か、、犯罪。もなく、。戦、争もなく、狂気もなく、...人間が自由により高い境地に至る世界に。なるでしょう？。」 ミスキャベッ。ジ氏は、ロサン。ゼ、ルスという都！市の重要性に·ついて次、！のように。述べました。「こ！こは、1954年に最初のサイエントロ、ジー教会？！が法人化さ...れた？！都市です。それ以上に、ここ、は地球上で最もサイエントロジストが...密集している都市です。」？ カリフォルニア州議会。議。長カレン･バース女史「。人権教·育を通じて、私たちは誰もが自ら、声を上げ、人々にその声を！届けることができる、力を与えます、。サイエントロジー教会は、確かに状況を変えて、きました。·というのも、皆さんの信条は普遍のも。の...。で？あり、...人類·全体に語。りかけるものだからで...す。」 ロサンゼ！ルス市議！、会議員で文...化財保護活動家のポ？ー、ル･コレ·ツ氏·「私たちは！ハリウッドの文化を変える必要がありまし、た。そうすれば、ロサンゼルス中に復興の？波、が広がるのです。今私たち、が目にしてい！るものは、ハリウッド復興の、。...夢が現実？になっている証拠で、、す。なぜなら·、この街を、私たちの夢の街にす！ることの見·本...があ？ると、したら、。サイエント·ロジー教·会だからです。」？ この教会は...5ヵ月にわたる？全面改装工事。の後、4月。2？4日にグランド･オープニングを迎え、ミスキ、ャ、ベッジ氏？と·市や郡、州の政...府関係、者？によってリボンカットさ。れました...！。 リボンカットの。後、何千人もの教会、員とゲストが新しい教会の受付エ。リアに入っていき、マルチメディアを駆使したパブリック情報セン...ターを...見学しました。 サイエンロジー教会ロサ！ンゼ！·ル！スは19...·54·年に設立された、北米最大のサイエントロジー教会であり、サ！ンセッ！·ト大通！り、とL. ロン ？ハバード·通りに...面...するハリウッドの名物ビル。です。 正面の？受付はサン·...セット、大通り...に·面し、教会の催しや？サービスのために訪れる。教会員や？ゲストを迎えま！す。！ 、ブックスト··アは！...正面受付に隣接し、L. ロン· ...ハ！バードの·書...籍や講演を提供し？て·！！います。！ 。教会側面の受付のすぐ隣に、マルチメ。ディアの展示パネ、ルを備えたパブリック情報センターがあります。· パブリ·...ック。情報センタ？ーは誰もが見学でき！...るように開·...放されてい。！ます。ここではダイアネティ...ックスとサ？イ...。。エント？ロジーの原理、教、？会...が？世界各地で推進する人道支援活動、創、！設者L.... 。ロン ハバードの生涯と遺産·などを紹介します。 ·チ、？ャペルは日曜サー。ビ...、スや結婚式？、命名式といった教会！員やゲストの集会に利！用されます。 ダイアネティックス･！セミナール。ームでは？、街の普！通の？人々に、ダイアネテ！ィックス療法の原理...、やテクニ·ックを。紹...介します。 人？生を向上させるコー...スルームで、生徒は、自分、の人、生の状、態を向上させるた！め、に、サイエントロジーのさまざまな知識や技·能を学びます。 ブッ！クス！トア。では、、サイエントロジー宗教の！教典であるL. ロ！？ン ハバー！ドの？著作や録音作品の·全集·が提供されます。 ピュアリフィケ？ーション･セ...ンターでは、ピュ！アリ？フィケーション･プログラム、と呼ばれる宗教的実践が教会？·。員に提供されます。厳密に...組まれた手順により、入念！なケアのも？·とで行われるものです。 ハ？バード･ガ？イダンス･センター·のラ...ウンジ。教会の·聖職者が提供する·精神的なカ！ウ。ンセリングを受けるため！に教会·員が訪れる場所です。 宗...教カ·ウンセリング専用ルームは、サ。イエント...ロ、ジーの聖職者による個別の？。精。神？カウンセリングに理想的な環境になるよう...！に入念な！装備が...施されて！お。り、教会員が人生の問·題への答えを見付けられるようにします。 サ·イエント。ロジストは、！新たに改装された教会のアカデミーでダ？イアネ、ティック？スとサイエ·ントロジーの本格的な！勉...強·を進め·ま、す！！。 あらゆるサ！·イエントロジー、教会には、ダイアネティックスとサイエ...ントロジー？の...創設·者·？で！あ？るL. ロン ハバ·ー？ドを記念·するオフィスが...あり。ます。これ？？は教会が彼の宗教、的な教えに敬意を払い、それを忠実。に。守り続けてい...る証し·です...。 サ。イエントロ。！ジー教会 ロサンゼルス 1954年に設立さ...れた世！界初のサイエ...ント·ロジ？ー、、教、会。が、201·0年4月24日に理想の·サイエン·ト...ロジー！教。...会の仲。間。入りしました。教会員とゲストに加え、ロ...？...サンゼルス地·区の行政官など...6000人が出席した新·しい教？会の。落成式には、サイエントロ...·？ジー宗教の教会指導者·で、リ·リジャス･テクノ...ロジー･センタ、ー会長のデビッド･ミスキ、ャベッジ氏が立ち会？いました。· ·2010年4月24日、サイ？！エントロジー？宗教の教会指...導者で、リリジャス･·...テ！クノロジー･センター会長のデビッド･ミスキャベ...ッジ氏は、市や州の政府高官、6000人のサイエントロジストや来賓を！迎...え、サ、イエントロジ？ー教会ロサンゼルスの落成式を執り行いました！。 式？典は、サンセッ！ト大通りとL. ロン ハバ！·ード通りが交差する角に·？ある、総床面積5000平？方メートルの教会...施設の全面的...な再·設計と建設、·の完成を？記、念す？るも·のでした...。？施？設全体が理想のサ、イエントロジー教、会として...つ！く...り直されまし·！た。地域社会全体？に？...奉仕するだけでなく、世界各地......の教会役員やスタッフが研修！する施設にもなります。 ！ミスキャベッジ氏は...、サイエントロ、ジ？。ス·トに·...·とっ！？てのロサ。ンゼルスという？都？市の重要性について、次の。よう！に述べました·。「ここは。、1954年に最初のサイ？エント？？ロジー教会が法人化された都·市です。それ以上に、ここは地球上で最も...サイ？エントロジストが密集している都...市です。」 カ！リフォルニア州議会議長、の！·カレン･バース女史も祝辞！を述べました。「公職に就、いている者とし？て、·私は。声なき声を代弁し、誰の声も無、...視されな！いことを保証するために全力を尽くしてきま！し...た。。 しかし、人権教育を通じて、私たちは誰もが自ら。？声を上げ！、人々にその、。声を。·届ける·ことができる力を与えます。。サイエン！トロジー教会？は、確か？に状況...を変えて。、？きました。というのも、皆さんの信条は普遍のものであ！り、、人類全体に語りかけるものだ·からです。」 ロサンゼルス·市議会議員で、文化財保全活動家·の、ポール･コレツ...氏は、ハリウッ...！ドを復活させ...るた、めに教？会が果たす役割に、ついて述べまし。た。「こ？の都市、の人々？は、ハ。リ？ウッ？ドに夢を抱いていました。そ！れは、何十！年もの、下降状態から不死鳥のごとく飛び立つという夢でした...。私たちはハリウッドの文化を変える？必要がありました。そうす。れば、ロサンゼルス中に復興の波が。広がるのです。今、私た。ちが·目にしているものは、ハリウ、ッド復興！の夢が現実になっている証拠です。なぜな、ら、この街...を私たちの？夢の街にする、こと、の見本があると！した。ら、そ？、れは。サ。イエントロジー教会だからです。…この歴史的建築·物の改修、！を通じて、皆さんは私たちの予想を遥？かに超、えて、、新しい...、ハ·？リウ·ッド。の可能性？を示してく。れました。」 この·施·設はもとも...と単独の。ビルでした·が、ク！ロード･ビールマンの設計で19。28年に建てら·！れた。。、レバノン。病院のアールデコ調の施設と統合されま！した。20...09年。1。1月から大規模、な。建て替え工事が始まり、ました！。壁。と天井·...、表面の塗装を全面的に一新し、、備品も輸入木材とイ、タリア産大理石を使って...、教会内の特注品工！房？で組み立てら！れました。 広大なチ·ャペル！のほか。、、多くの独自な施設があります。「サイエ。！ントロ·...ジーとは何ですか?」？という質問？にマ...ル？チメ。デ？ィ。アを駆使し！て答える、20の展、...示パ。ネルを備えた、広？大なパブリック情報センター...などで...す。新し·、？！い教会！には、図書館、セミナー室、·フィルム上映室·！！に加え、教会が推進するさまざま？な社会福。祉事業や地域貢、献活動のためにボラン！テ！ィ？アが利用するスペースもあり...！ます？。コー...スルームは480、·人以！上を、...収容で...き、個別の宗教カ！··ウンセ、リン？、。、グ専用に35室が設置され·て...います。 ロサンゼルス大都市圏には、この宗教の母教会で·ある国際サイエントロジー、教会と、ハバード氏。の...書籍や録音された講演を出版、し、北米大陸をはじめ、ヨー...ロッパ··？を！除·く全世界に流通？させているブ...リッジ･パブリケ。ーシ？ョンズがあります。世界165。ヵ国に、850？0以上のサイエント、ロ、ジー教会、ミッション、加盟グル！ープがあります。,AEDA_Only,269.0,0,1,4526,1,0.3246047496795654,2026-02-19T03:02:20.539050Z,21103,71.704,0/6,uncertain_or_low_confidence,2026-02-19T03:02:20.539065Z
キリスト教団体がバンス米副大統領を猛批判...「イエスに背いた」とされる発言とは？ 2025年2月14日 https://www.newsweek...d/2025/02/537423.php https://pbs.twimg.co...t=jpg&name=4096x4096,original,270.0,0,1,5056,1,0.4556768735249837,2026-02-24T09:42:36.597717Z,21106,2.486,2/4,uncertain_or_low_confidence,2026-02-24T09:42:36.597745Z
キリスト教団体がペンス米副大統領を厳しく批判…「イエスへの裏切り」とみなされた発言とは？2025年2月14日https://www.newsweek...d/2025/02/537423.phphttps://pbs.twimg.co...t=jpg&name=4096x4096,BT_DeepL_EN,270.0,0,1,5056,1,0.4556768735249837,2026-02-24T09:42:36.597717Z,21106,2.486,2/4,uncertain_or_low_confidence,2026-02-24T09:42:36.597745Z
キリスト教団？体が。ペンス米副大統領を厳？しく批·判…「イエスへの裏切り」とみなされ、·た発？言とは？20·2？5年2月14日https://ww·w.newswe！ek...d/2025·/0·2/5。3·...7！423.？phphtt·ps://？pb...s·.t！wimg.co...t=jpg&name=4096？x4、096,BT_DeepL_EN_AEDA,270.0,0,1,5056,1,0.4556768735249837,2026-02-24T09:42:36.597717Z,21106,2.486,2/4,uncertain_or_low_confidence,2026-02-24T09:42:36.597745Z
キリスト教団体がバンス米副大統·領を猛批判...「イエスに。背いた」とされる発言とは？ ·...2025年2月·14日 h、。ttps://www.？new...！sweek...d/202。5/02！/·537423...、！.php h、！tt？ps:/？/p。bs.twimg.c...o......t=j·pg&na·m！e=4096x4096,AEDA_Only,270.0,0,1,5056,1,0.4556768735249837,2026-02-24T09:42:36.597717Z,21106,2.486,2/4,uncertain_or_low_confidence,2026-02-24T09:42:36.597745Z
聖霊の御言葉「神の国の時代は言葉の時代」その２ | 全能神教会 神の御言葉の朗読 1230 https://jp.godfootsteps.org/videos/knowing-the-three-stages-of-gods-work-is-the-path-to-know-god-2.html,original,271.0,0,1,1375,1,0.4230181078116099,2026-02-08T07:33:16.574524Z,21113,19.61,1/5,uncertain_or_low_confidence,2026-02-08T07:33:16.574535Z
聖霊の言葉：「神の王国の時代は言葉の時代である」第2部 | 全能神教会 - 神の言葉を読む 1230 https://jp.godfootsteps.org/videos/knowing-the-three-stages-of-gods-work-is-the-path-to-know-god-2.html,BT_DeepL_EN,271.0,0,1,1375,1,0.4230181078116099,2026-02-08T07:33:16.574524Z,21113,19.61,1/5,uncertain_or_low_confidence,2026-02-08T07:33:16.574535Z
聖霊の言葉：！「神。の。王国の時代は言葉の時代で。ある」第2部 | 全！能神教...。·会 ！- 神の言葉を読む 1230 ··ht·t、ps://jp.g？odfo...otst·eps.org/v？i？deos/know！ing-the-th？re！e-s、tages-of-gods-wo？、rk-is-t。he-p·ath-to-k。n！ow-god-2·.html,BT_DeepL_EN_AEDA,271.0,0,1,1375,1,0.4230181078116099,2026-02-08T07:33:16.574524Z,21113,19.61,1/5,uncertain_or_low_confidence,2026-02-08T07:33:16.574535Z
聖霊の御言葉「神の...国の時代は言葉？の時代」そ·の２ | 全、能神教会 神の？御言葉の朗読 1230 h。ttps:...//jp.godfootsteps.org/videos/knowing-the-t...hr...。ee、-。st·ages！-of-、god、？！！s-。work-？。is-t。he·-path-to-kno、w-、...god-、2....html,AEDA_Only,271.0,0,1,1375,1,0.4230181078116099,2026-02-08T07:33:16.574524Z,21113,19.61,1/5,uncertain_or_low_confidence,2026-02-08T07:33:16.574535Z
タグ: テロとの戦争 ソマリア ファシズム 新自由主義 インドネシア キリスト教右派,original,272.0,0,1,1058,1,0.4328951636950175,2026-02-03T02:10:43.899946Z,21117,7.421,2/4,uncertain_or_low_confidence,2026-02-03T02:10:43.899957Z
タグ: テロとの戦い、ソマリア、ファシズム、新自由主義、インドネシア、キリスト教右派,BT_DeepL_EN,272.0,0,1,1058,1,0.4328951636950175,2026-02-03T02:10:43.899946Z,21117,7.421,2/4,uncertain_or_low_confidence,2026-02-03T02:10:43.899957Z
タグ: テロ？との戦い、ソ。マ、。リ！ア...、ファシズム、新自由。主義、インドネシア、キリスト教右派,BT_DeepL_EN_AEDA,272.0,0,1,1058,1,0.4328951636950175,2026-02-03T02:10:43.899946Z,21117,7.421,2/4,uncertain_or_low_confidence,2026-02-03T02:10:43.899957Z
タグ: 、テロ！との戦争 ソマリア ファシズム！ 新自由主義 、イ！ンドネシア キ？リスト、教右派,AEDA_Only,272.0,0,1,1058,1,0.4328951636950175,2026-02-03T02:10:43.899946Z,21117,7.421,2/4,uncertain_or_low_confidence,2026-02-03T02:10:43.899957Z
ロシアでは 統一協会は カルト宗教と認定されていて 禁止されています 中国でも同様で 統一協会は禁止されています フランスでも禁止されています 欧州のほとんどの国で 統一協会は禁止されているはずです 米国においては大量の献金によってなぜか 統一教会は活動できています,original,273.0,1,1,4712,1,0.4261614481608073,2026-02-19T08:28:10.111830Z,21150,7.032,3/3,uncertain_or_low_confidence,2026-02-19T08:28:10.111848Z
ロシアでは統一教会はカルト宗教に指定され禁止されている。中国でも同様で、統一教会は禁止されている。フランスでも禁止されている。統一教会はほとんどの欧州諸国で禁止されるべきである。しかし米国では、莫大な寄付金のおかげで統一教会は何とか活動を続けている。,BT_DeepL_EN,273.0,1,1,4712,1,0.4261614481608073,2026-02-19T08:28:10.111830Z,21150,7.032,3/3,uncertain_or_low_confidence,2026-02-19T08:28:10.111848Z
ロ、シアで？は統一教...会。はカルト宗教に指定され禁止されている。中国でも同...様で、統一、教会は禁止されている。フランスでも禁止されている。。統一教·会。はほとんどの欧州諸！。国で禁止され·るべきである。しかし米·国では、莫大な寄付金...の？おかげ、で統！一教会は何とか活動を続け！·ている。,BT_DeepL_EN_AEDA,273.0,1,1,4712,1,0.4261614481608073,2026-02-19T08:28:10.111830Z,21150,7.032,3/3,uncertain_or_low_confidence,2026-02-19T08:28:10.111848Z
