cluster_id,original_en
19,"Here is part of the problem:  In line with Vatican II, ""[Fr. James Martin]staunchly insists he seeks no change"" when in fact, he seeks deep change in the very ""tolerance"" he prescribes.  Fr. Martin seeks to crack the door open on sexual doctrine, somewhat as Martin Luther sought deep change in the doctrine that one could purchase salvation with prayer and almsgiving.

Changing doctrine, even cracking the door slightly open to doctrinal change, is something even Pope Francis won't touch, as evidenced by his pastoral defense of the changes he is trying to implement in the Church.

It may be time in the Church for Vatican II-oriented clergy to look at canonically approved structures in the universal Church that allow more room for a post-Vatican II implementation...structures such as prelature, ordinariate, with eventually, perhaps, a post-Vatican II Rite/Church in union with Rome and the Eastern Rite Churches.  What do you think?
See https://RiteBeyondRome.com"
19,""" St John Paul II and Benedict XVI came under criticism over Assisi and for their failure to turn back the tide of Modernism which is flooding through today's Church unchecked.""

Ah. ""modernism"", the traditionalist's way of rejecting doctrine he or she doesn't like. 

""Those two popes did not, however, threaten any dogma or doctrine like is happening now.""

Another slander on Pope Francis.

""The charge that orthodox Catholics reject the Church's social teaching is absolutely false.""

""Orthodox Catholics"", a code phrase for ""Catholics who agree with ME"". Trid has told us, repeatedly, that his views are ""congruent"" with the magisterium. Some time ago, I found an exception, but Trid denies it.

Also, ""orthodox Catholic"" quite often do reject the Church's social teachings, claiming it's ""prudential"", a code for ""we are at the cafeteria, but we won't admit it""."
19,"I don't believe I have ever seen Tridentinus say he disavowed Vatican II.  

Many people take issue with the spin, interpretation, and application of the documents by those who feel they are progressive heirs to the documents, believing that they and they alone are capable of understanding and defining ""the progression of theology/praxis"" - all others are ""intrinsically wrong""...despite what the Council actually said."
19,"The Roman Catholic church has a lot of stuff that its hierarchy needs to repent of.  And its not just the tall Renaissance miters and loooong catdinalatial cappa magnas, either!"
20,"But for Jesus Christ and His Church, marriage is indissoluble."
20,"""Now Serial Divorcers Occupy The Vatican And WH.""
Sounds very judgmental.
Holy Father Francis is allowing many remarried divorcees receive Holy Communion.
Do you have a problem with that?"
20,"I covered that above.  You are still wrong.  Fecundity is not a requirement in Canon Law for marriage.  Never was, never will be.  Look it up yourself.  That is why the defense of marriage folks were laughed out of the District Court in San Francisco, because they relied on a moral philosophy that even Catholic Canon law did not require.  It was certainly not a universal enough philosophy to sway the Trial Court, the Appellate Courts nation-wide and the Supreme Court (only Scalia bought it, he's dead and all the other Catholic justices voted against him).  This is why natural law reasoning cannot be lodged in the teaching Magisterium of the Church, because it must be based on reason or else it is simply belief.  We don't make civil law based on belief, or it seems even Canon Law in some circumstances.

You can keep arguing this, but you might was well simply say what plebes say during their first year: ""Thank You Sir, May I have another!"""
20,"The sin being discussed is cohabiting with another without benefit of an annulment, not divorce.  The Church is punishing no one. Christ Himself taught that divorce and remarriage was contrary to divine precept.  Again, the topic is not ""the sin of divorce""."
20,"Well Jesus is not just any man so that is not a very good comparison.  Jesus is the ONLY begotten son of God so his wisdom is perfect because he is thoroughly perfect.  

I do believe celibate people can have great wisdom, even on sexual love, but only if they want to learn about that subject from a variety of sources and not just from a rule book of patriarchs.  

As I said elsewhere in this comment thread - Jesus did not condone any kind of break of marriage, in the Gospels, including annulments.  So our Church is not following Christ's teachings on divorce anyway.  Jesus also did not desire to keep the woman at the well who had five husbands and was living with someone who was not a husband from life giving water so why should we believe Jesus would want to keep her from life giving communion?  

We are talking apples and oranges.  Divorce is a sin as it breaks a spiritual contract and often causes adultery later on.  Eucharist was not designed to be a tool for punishment by Jesus."
21,"Agree. But more than that, there's also a radically more challenging change effecting an even deeper historical meme of religious traditions, the very Biblical concept that females are meant to be ""helpmates"", read: 'servants and submissive' to THE MAN - in the wrongly presumptive sense that 'God is Male.'
More biologically and theologically true is that 'God is Female' in a sense that is more credible than 'God is Male'.
Soul/ body, we are all female/ male -- and not always proportioned in absolutely distinct ways. If we believe Biblical Tradition, Jesus' Body in totality comes from His Mother's DNA!
Males! cherish your femaleness! Learn your true biology so you get right your theology! (it's not my place to admonish females because they already mostly get it.)"
21,">""...the symbolism of a woman stretching out her hand in a desire for Communion, only to be degraded, dictated to, and sent away empty seemed like an apt ritualization of our experience.""

So sad.  So true.  To complain about a lack of vocations and the numbers of women walking away is rank hypocrisy from a Church that treats the ""other"" sex like lesser beings in whom God has no real interest and  with whom he would rather avoid contact."
21,"First of all what Tony states about biology is false.  Most animals that mate for life actually share all the same roles - they build their home together, feed and protect and hunt in turns.  So no gender division.  Women and men are equally equipped and desire all the same roles too and that is not a coincidence.  If God did not want women to be priests, he could have made them incapable of holding a cup or learning the expertise required or made them unable to give powerful homilies - yet God did not do this.  Scripture does not demand men and women have different roles either.  There are some animals that start off male and age into the opposite sex.  Chimps which are our closest biological relative have breeds that are pure matriarchy and some that are not. 

Tony is sexist & misogynistic but if you pretend sexual discrimination isn't hate, even though you would not want a sacrament stripped from you because you are a man, then of course there is no misogyny-just denial of truth."
21,"Which is all perfectly true, but has nothing to do with the fact that nearly all abuse in the church was male-on-male. Next, you're supposed to say that only males were available. But don't bother. Altar ""girls"" have been abundant for decades, and women have always spent at least as much time at the churches as men, usually more. That's just empirical data, not an opinion."
21,"If you choose to characterize our Lord's command that women are to be excluded from Holy Orders as ""sex discrimination"", have at it."
22,"I leave the intra-RC kerfuffle to you, good people. May the Holy Spirit guide us in all things, and may we remember the ""new"" commandment Jesus gave us ""to love one another, as I have loved you"".

In a mainline church which has fractured over many things (and contrary to the religious right not just over women clergy and/or pelvic issues), I've seen the relationship with secular politics change over time. The advance of the ""nones"" particularly among young people here and abroad, has delinked faith from the most activist persons on the Left. 

The decline in power of the mainline churches allows both sides to marginalize us. If Pew research is right, we're down collectively to 17 percent of Americans. Therefore the idea that there is parallel  ""integralism"" among mainline and progressive forces with political power equivalent to the RC-Evangelical axis is delusional. It is apples to oranges in terms of impact, money, and power."
22,"JD, glad to have your ideas and have missed them for awhile. You're incite is particularly good in what you have written.  While in my personal life, my medical residents always recognized my conservatism. I was willing to change but only after I had studied at least many of the ramifications of what the change meant.  Now people socially see me as a liberal because I am honest when I decry poor leaders such as our very own Catholic Bishops.  To be conservatives means to preserve things like human dignity and the environment, it does not mean materialism. Yet, our own culture and our own Catholic Bishops are using mammon as their God. One thing that Mr. Goldwater said about the neocons, ""They are not conservatives and they are not right."" I was not a great fan of Senator Goldwater but he had many more high and good principles than so many ""so called"" conservatives.  As a conservative I think I liked it better when  people did not have such a high opinion of the word conservative."
22,"“Our great President Dwight D. Eisenhower has counseled us further: In all those things which deal with people, be liberal, be human.""  Republican Party Platform, 1956 
 
“As Mankind becomes more liberal, they will be more apt to allow that all those who conduct themselves as worthy members of the community are equally entitled to the protections of civil government. I hope ever to see America among the foremost nations of justice and liberality.” 
 Letter from George Washington to the Roman Catholics in the United States, May 15th 1790

“You would better educate ten women into the practice of liberal principles than to organize a thousand on a platform of intolerance and bigotry.” Susan B. Anthony

“Liberal and conservative have lost their meaning in America. I represent the distracted center.”
Jon Stewart

“The Liberal State is a mask behind which there is no face; it is a scaffolding behind which there is no building.” Benito Mussolini"
22,"Picking up on your final epithet, “Clueless”, and your summary of “Christian, a Conservative and a Republican”, I point out that my trinity was love of God, love of family, and then love of country in that order.

Love of any political party was conspicuous by its absence.  As the Church never tires of teaching, one cannot love God without loving one's neighbour (sic).

The Catechism, 2239, points out that patriotism is a duty and belongs to the order of charity.

Since this is post-election, and I proposed that the Church nourish and support patriotism led by the higher spiritual motives - i.e., love of God and love of family - your “response” appears to be some cyber-combat material left from the election that you used my post as a pretext to unload. It has basically no relationship at all to what I posted (e.g. ""anti-kingdom arming every citizen which actually ignores the constitution's strict rules for carrying weapons"").

Clueless."
22,"Sir, here is what I know:

The Catholic Church has a Faith that those who are Catholic are expected to believe.  Whether that means I cannot ""see beyond the rims of my reading glasses"" etc, is beside the point.  

I grant there are teachings of the Church I don't like, and perhaps even privately disagree with.  Who doesn't? Also, conservatives can actually be worse than liberals in terms of their own dissidence.  At least liberals come right out and are dissident.  They don't put on the ""I am more Roman than Rome, more Catholic than the pope"" bit.  

I like to say that conservatives are obediently disobedient.  They will kiss the hands of priests, veil their heads at Mass, etc, but as soon as the priest does or says something they disagree with---down with the priest--let's run him out of town! 

Thing is---in my disagreements with the Church, I recognize that I am the problem, not the Church.  Dissidents think the Church is the problem."
23,"As one who was once an active player in the Old Catholic/Old Roman Catholic/Independent Catholic movement, I found this an interesting read.   I firmly believe there is a place for these groups in the wider ""Church"" life in the world.   Often these groups, never very large and often scattered, minister to those who fall through the cracks.  They are attempting to make Christ present in a fallen world.  Are there scammers, abusers and others who abuse their ministry, yes,  they are there,  just you find the same in the mainstream denominations.  And those abuse in the name of religion are all the same, no matter where they come from.  But I myself have had the ability to minister to those who would never darken a church door.  I have baptized, married, anointed and buried those in need.  I have communicated those who would never been welcomed at a RC altar, but were at mine because I welcomed anyone who felt the need of communion.  I don't own the Sacraments, they belong to Jesus."
23,"I share your attraction to Clayton Christensen’s model for understanding social structures, Dr. Attiken.

From within Seventh-day Adventism, then, what is the job the vast majority of Seventh-day Adventist church members continue to hire the church to do for them?

The church has taken great effort to make this clear.

As a condition of baptism into the salvation defined by the church, the church requires people to publically confirm their determination to remain true to the published fundamental beliefs of the church, the church having self-defined itself as ‘God’s highest authority on earth’ pending the return of Jesus.

To change the church structure thus calls into question the validity of its creed and thus the spiritual security of its members.  

Soteriology not church structure seems the church’s barrier to and enabler of unity.

Clayton Christensen, a Mormon, would likely agree.

If so, now what?"
23,and they are no longer pastors.  What the real pastors do is not their concern.
23,I am a huge fan y'all should do church stereotypes
23,"@william. That's exactly my point. All conferences have the necessary resources based on my own experience to teach Christ in a thoughtful and immersive way. I think at times we abuse such resources and try to compete against other churches in way way to best each other to prove who has what and who is doing what when in all actuality, those same churches have to at least help each other and or assist in progressing closer to Christ. The article suggest a #whysowhite hashtag in a way to bring into focus what ""some"" consider major setbacks withing the Adventist Church. To me, that's actually taking focus away from the churches objective. I live in Florida and I can tell the difference between the Southeastern conference and the Florida conference. It even gets to a point where people call those conferences the black and white conference respectively. However, God isn't concerned about makeup and or structure model of said conferences. Are we saving/winning souls for Christ?"
24,"What secular ""Catholic"" Democrats fail to understand is that the Church can quite legitimately oppose both Clinton and Trump. Having held its ground on the imperative, non-negotiable, moral issues of abortion and homosexuality, it can legitimately oppose Trump's position on the economy, immigration and his foreign policy. Clinton and the Democrats couldn't be influenced by Catholic moral theology, because of her fixed ideology, but there is hope Trump's excesses can be  influenced. President elect Trump is already demonstrating a capacity to be conciliatory. Get behind your President and the American democratic process."
24,"""More broadly, Pope Francis’ leadership has helped to reset Catholicism’s influence in American politics in recent years, as Rome seemed to favor a Democratic policy agenda versus a Republican one.""  From Time article on Trump's Evangelical supporters wanting to tamp down Vatican criticism.

You could not really tell that from the way our bishops talk.   The bishops still run on litmus tests on abortion and their religious freedom (and that of bosses, generally) that comes at the expense of others.  What bishop has really talked about cutting off communion for a politician who supports building the wall across the border or supports the extreme limits on immigration proposed by Trump?  

Lets see the Cardinals and the head of the USCCB stand up for issues Pope Francis has said are most important rather than their militant stances on culture war issues."
24,"Yes, it is very troubling that only 54% of white Catholics are voting for Donald Trump, especially in light of the fact that Donald Trump is pro-life and pro-religious liberty, whereas Hillary Clinton is pro-abortion and against religious liberty.  ""Laws have to be backed up with resources and political will.  And deep-seated religious beliefs have to be changed"", according to Hillary Clinton.
Here is a link comparing the 2 with regard to Catholic Doctrine.  After clicking into the link, tap the red letters for the 2 page .pdf file
http://www.ncregister.com/daily-news/election-2016-the-candidates-the-issues-and-church-teaching"
24,"The way the author of this article portrays both Clinton and Trump are just short of astounding. Hillary Clinton and her government will go after Catholics and Christians and continue the erosion of  our religious freedoms.  The platform of the Democratic Party is no where near in line with church teaching.  Not sure how I happened upon this ""Catholic"" paper, but it sure is unsettling. 

And to all who keep writing that people have to vote their conscience,  they seem to forget we are all supposed to have a well informed one."
24,"Given the role that the Bishops played in encouraging Catholics not to vote for Hillary.  What are their plans, if any, to protest against Trump and Republican policies that run counter to Catholic Teachings?"
25,"I agree with you, Jim. Rarely is there any concession that the person in question might have thought deeply about the matter and concluded that some of the Church's position are flawed, possibly even immoral. Instead, people of this ilk insist it boils down to a refusal to listen to the ""truth,"" being awash in ""secular culture"" (where the Holy Spirit is actually hanging out, though that's lost on Chaput), and having dangerous erotic or selfish impulses. There's a great deal of projection in these accusations, of course. It would be terrible of Chaput woke up one day, had a change of heart, and there was no one left to minister to. But he'd be at least partly responsible. Quite frankly, I find his particular notion of ""church"" as outlined here the antithesis of Christianity."
25,"I suspect this is MSW's attempt to preemptively disown Bannon by labeling him ""anti-Catholic."" But there's no disowning him: he's a Catholic in good standing. If he's friends with Burke, it's kind of obvious he's a Catholic with friends in Rome too.

I don't *want* to own him, obviously. He's a disgrace to the Faith. But pretending he's not really Catholic is both dishonest and pointless."
25,"Relax - I'm quite certain Catholic U and the Knights can find someone else to talk to them about Encountering Jesus.  (Tell them I'm available and will do it for free.)  The myth that all is lost if a celebrity priest can't do the talk is just absurd, and a sign of the arrogance of the subjects involved.  And all you Martin acolytes need to be more honest about why so many object to his position here: Its not about his book so much (most of us, myself included, haven't read and won't read his book - we have better things to do and spend our $ on...).  No - the problem is that he does not support Church teaching on sexuality, chastity, or marriage.  And we dont need more priests like that.  If you dont think so, watch the video of his talk at Fordham, applauding SSM acts.  He is a priest who does not hate sin, who has no problem with letting people remain in sin.  That is objectionable to sound Catholics.  Let him attest to the teachings of the Church, and folks like us, will rejoice."
25,"I wish he had sent someone with more experience handling these matters, successfully, like Cardinal Law, or Dolan.  Perhaps Bishop Finn would be available.  All these men understand the primacy of the need to protect the reputation of the Church from scandal and all have courageously suffered, martyrs to the Church and the sincere desire of Jesus to protect the clergy from secular law."
25,"The problems and attacks are not coming from his religious superiors to whom he owes obedience, but from self-appointed guardians of the faith, those whom I call the ""Catholic police"".  
And he has said not one thing that contracicts Catholic teaching."
26,Separation between church and state.
26,"<""Except in the narrowest circumstances, no one should be forced to choose between living out his or her faith and complying with the law. To the greatest extent practicable and permitted by law, religious observance and practice should be reasonably accommodated in all government activity."">

Very liberal, tolerant and secular - and entirely consistent with Catholic teaching. Why should any group be permitted to impose its world view on an another? If conscience can be accommodated to the""greatest extent practicable,"" and this is ""permitted by law,"" then what's the issue?  Why should a Big State (or small activist lobbies) be able to bully and force people to act in ways that contradict their faith unless just cause can be demonstrated?"
26,"This was never a Christian nation.  In fact, the Constitution forbids any one religion.  The founding fathers were very clear on this point: God has no role in government; therefore, Christianity has no role in government.   Separation of church and state was only one such declaration.  

The Constitution clearly states:  
""Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof; or abridging the freedom of speech, or of the press; or the right of the people peaceably to assemble, and to petition the Government for a redress of grievances.""

Not one of the four founding documents establishes any one religion or mentions any god: the Declaration of Independence, the Articles of Confederation, the Federalist Papers, or the Constitution.   People need to know their history.

Most of the references to God came in the 1950's.  Our Nation's government is NOT Christian.

Hilary is a Christian, and I salute her right to her religion."
26,They are trying to act like everyone in America is or should be christian. It's why we have laws like separation of church and state - to keep these knuckle dragging frothing at the mouth christians in line.
26,"I thought this was a good letter. The author acknowledged each side of the issue. Because the writings of the Founders are varied and open to interpretation, the author chooses to move to a different proposal: We need a nation that allows freedom of religion and freedom from siding with any particular religion.
Owens then goes on to note what happens in many countries where there is no separation of church and state. It's always surprised me that those who want a nation founded on one religion to be a nation of that religion, ignore the wide variety of religions we have, including the various takes on Christian religion. 
Does this nation need a religion sanctioned by the government? Some people believe this is the only way to remain protected by the God of that religion. Ironically, adopting that religion means accepting this view of God that would forsake his followers for no longer being followers. To me, that just seems vengeful and based on superstition."
27,"These are dogma and articles of faith, not history.

The historical Jesus is obscured behind the gospels. The gospel writers were heavily dependent on the Septuagint to structure their literary, theological narratives. The Church takes the gospels somewhat at face value, which requires quite a bit of cognitive dissonance. The furtive, apocalyptic exorcist of Mark is not the voluble, divine emissary of John. As Schweitzer famously remarked, when we go looking for the historical Jesus, we find only ourselves reflected in the quest.

<<Thus each successive epoch of theology found its own thoughts in Jesus; that was, indeed, the only way in which it could make Him live. But it was not only each epoch that found its reflection in Jesus; each individual created Him in accordance with his own character. There is no historical task which so reveals a man's true self as the writing of a Life of Jesus.>>

I await when all your pious prayer reaps the least little berry."
27,"No, the Church, the People of God, needs to follow the Jesus of the Gospels."
27,"Further evidence of a tendency toward a fundamentalist understanding of the Church... ""where did Jesus say x"".  Shrunken, closing in one oneself, unopen to surprises.  There are good seminaries and then there are others, noisily Roman or not."
27,I'm curious about your position that the Gospels lack historicity. Do I interpret your position incorrectly?
27,"You prove my point. I challenged you to read Hebrews and you either can't or won't. It is not an historical fact that church teaching has remain unchanged through the millenia. Trent, in my view, is Medieval and should go the way of the Inquisition and the crimes of the Papacy-such as screwing nuns with a torture chamber below the Papal bedroom with a channel to allow the screams of the victims of the Inquisition to reach His Holiness while he has sex. 
    Or go the way of the end to priests who shove the Host up a teenage girl's vagina in Philadelphia in our day, albeit decades ago. Or, why in heck would you want to crucify Jesus if you ever met Him? This is the theology of alienation. Dark theology breeds corruption and spiritual decay. 
    I DARE you to tell me you have read the letter to the Hebrews in the New Testament and that you are not brainwashed, as so many Catholics are."
28,"#1
Your response is the typical excuse I hear - and you are very wrong.

As an accountant, and one who donates some of my time, experience, and alleged talents to the Church, I can tell you much more than ""25%"" is dedicated to the endeavors I mentioned above...much more.  Perhaps your NGO is different.  I can't speak to that.

It would be nice if you also explain that Catholic Charities administers many programs the govt is involved in and supports - and to those programs, tax dollars are given...that Catholic Charities, since the Johnson admin, has been ""contracted"" with by many govt agencies to administer what they themselves apparently cannot do as well.   That the money received is not for priests and religious, but for relief and assistance efforts.  Perhaps your NGO is different.  

Now - when I say Catholic Charities above, I did not mean simply the umbrella org - but the charities that the Church supports that are not government affiliated.  You do know about those, right?"
28,"Really? Are you privy to every Catholic's charital giving or lack of it? I do know of some on the left who refuse to give charitably because they pay taxes and the government then uses that for charity. Really, that's what they've said. So, a Catholic who has donated to Catholic Charities or CRS, while maybe not the best of charities to donate to, is perfectly correct in thinking that they, a Catholic, helped to provide funds to the charity. I myself choose to do most of my charity on a more local and personal level, giving to those in need in my community."
28,"I am reminded of the parish in Boston that was supported by its' ethnic members for many ,many years. The hierarchy decided to close this church as it has closed thousands of Churches throughout the United States. Like many retail establishments, the Catholic Church business decides when and where to close its' many franchises. Many of these Churches were kept in business for decades by Catholic lay people donating not just their money , but their time and  labor to keep said churches open. And in the end what do the real land owners [the bishops[ do. They close the doors of the Church and sell the land and keep the profits. And like Dolan, they continue to beg for more money. No more money until you get your own house in order."
28,"That money that funds Catholic colleges, charities,  dioceses and NCR?

That money comes from capitalism, like selling burgers.   It doesn't fall  from the sky like manna.

Sorry if this shocks readers who are government verkers or lawyers."
28,"Orgs aren't owed as a matter of justice special tax status.

We need Catholics who have a better grasp intellectually about what justice is and what it is not.

Too many emotions and not enough criteria."
29,"I know this is difficult for the modernist mind to comprehend, but the true Catholic is horrified and scandalized by the unworthy reception of Holy Communion, regardless of the nature of the sin which creates such circumstance."
29,"I absolutely believe in the Real Presence of Christ in the Eucharist.  I also believe Christ is present in the scripture and in the community. (as Catholic teaching tells us).  All three are worthy of equal reverence.  Unfortunately, this often gets missed, especially the community.  The priest is not ordained into the sacraments to be ""better"" or ""above"" us, in fact Jesus said quite the opposite about any who would live his teachings.  Clericalism places the priest ""above"" the laity, and sets them apart as separate (as in the priest who told me he got to go to heaven before anyone else simply by virtue of his ordination, regardless of his state of sin upon his death, or the priests I've seen lauded for their mistresses)., when in fact, Jesus calls those in service to serve from ""below,""  or at the very least, in union with those they serve. Thankfully not all priests support this culture of clericalism, and some are even trying to change it."
29,"I believe the priest also prays, ""Lord, I am not worthy .  . ."" before receiving Communion."
29,"This column, insofar as it gives the sacrament of holy orders the barest mention, and with it's many acerbic commenters reacting to the mention of the priesthood like vampires to garlic, reminds me of something G.K. Chesterton wrote, I think in <i>Orthodoxy.</i> It had to do with the similar aversion many of his then-fellow Protestants had to devotion to Mary; he commented on a statue of Mary, holding Jesus as a child, and on the problem this presented. He humorously pointed out that you can't have Jesus suspended in mid-air -- i.e., you can't have Jesus without Mary. Similarly, there is no Eucharist without the priesthood."
29,"We have had priests who were sexual abusers who not only celebrated the Eucharist, but received Communion [in a state of mortal sin].  Of course this MORTAL SIN on the priests' part did not invalidate the people receiving Communion.  

Your judgment of Catholics on this site and what they believe or don't believe are colored by YOUR understandings of what constitutes Catholicism.  It is not based on any objective criteria."
30,"I fear how this can be played out when people with like moral thinking all decide they won't bake cakes for LGBT weddings, or when they apply social pressure to assure that no one does.  I grew up in a segregated Bible Belt Southern U.S. state.  Believe me, the beliefs regarding segregation by race were widely defended as being Biblical.  I think it is important we not forget how individual ""religious beliefs"" can become group and social actions, to the detriment of some minority or the other.  

I also agree with Monica's point that this ""right"" to discriminate on a moral belief is narrowly pointed directly at LGBT people.   

We both fear slippery slopes.  You fear chains around what we are calling ""religious freedom.""  I fear ""religious freedom"" run amok - anything can be claimed as a religious belief.  And, I fear a religious belief becoming a group and social action directed against a particular minority.  ""Whites only"" drinking fountains?  ""No gay wedding"" cake bakers?"
30,"There is no right to discriminate against anyone based on their sexual orientation. 
Jesus taught us to love one another which means showing kindness, respect, etc.
The Church and their most ardent followers seem to disregard this foundation of their faith since they only see the sin in the person and not God."
30,"Chuck, as a business owner I go along with the libertarian side of the point I think you're making. If I owned a bakery down the street I'd want the whole town to know about the new guy insulting and refusing to serve our friends and neighbors. Then we'd let the market sort it out. But the fact is it's against the law and it has nothing to do with religious freedom. You can't deny service to a gay couple just because you think your cake is art, regardless of cherry-picking bible verses and calling it religion. Just like not too many years ago (well within my lifetime; don't know about yours) Americans decided you can't refuse to serve a black man, regardless of your biblical justification, just because your corned beef sandwich is a work of art."
30,"""LGBT Americans feel Trump has sacrificed them to shore up his evangelical base""
That's because President Trump is doing exactly that.
Trump knows that conservative Christians will support him, no matter what, as long as Trump throws GLBT people under the bus.
Trump has no ideological core. Trump doesn't care one way or the other about GLBT people. Trump is no more religious than Emperor Constantine was. But Emperor Constantine saw Christians as a means to power, and Trump sees conservative Christians in the same light.
So, wake up GLBT Americans! Conservative Christians want the right, in the name of religious freedom, to deny us any goods or services they please, any job or housing opportunity.
But, if we discriminate against those same conservative Christians, they can sue us for discrimination.
Conservative Christians want to discriminate, but not be discriminated against."
30,So many of the church communications on LGBT topics remind of racial bigots explaining how their actions are not really racially motivated. Not buying.
31,"I don't see that Catholics should have difficulty with science's findings; if ""compatibility"" is not likely to occur, I don't believe that ""contradiction"" must.  Your example of an aged universe is a good example.  The anthropic argument that the universe's existence - its current age and other factors - make it uniquely suited to the development of mankind and, therefore, a suitable ""project of a God"" suggest that, rather than emptying faith of an idea of the uniqueness of humans, can serve to strengthen that belief.  Yes, in a theorized infinite multi-verse at least one of those must give rise to humanity, but that theory is less about science and more about philosophical cosmology. Science should give the faithful a sense of wonder.
I won't argue to support Christogenesis - whether the universe ends in fire or ice is, I think, inconsequential to a Divine plan for the individual.
I don't see that physical extinction is incompatible with Christianity.  Even Revelation talks about it."
31,"The 'insights' of creation was based on a mythic story that was common to the Mesopotamia area.  The people who wrote the Creation myth, based much of it on the old stories that were told.  They added the crucial part that God brought about creation.  That is wonderful.  But we live in a scientific/technical age.  Most people [and the youngsters in Catholic schools & religious formation] are taught that the universe was created in 7.7 Billion years and the earth in 4.5 Billion years.  Humanity did not begin in a beautiful garden, but evolved from the primate apes and chimps.  People NEED a Christian, but applied/ practical way to understand Christian marriage and family life as lived TODAY.  When Church leaders try to utilize Medieval- 19th Century and early 20th Century answers to 21st Century problems---the result is a people who would rather ask Oprah for advice."
31,"Try this;  any god you or I can understand is NO god at all.  We all know the attributes the church ascribes to God.  That is not the issue.  What you pose is belief, and acceptance of belief, void of any evidence.  I am not questioning that you believe it, only the veracity of knowing factually.  Forget 'climate change' then, and focus on the scientific fact of evolution."
31,"Thanks for the response, Blue- I also love *History,* but never mind all those amazing scientists who were also devout Christians and were called to discover *Because* of their faith...

I *Am* glad you mentioned chromosomes.  *AT CONCEPTION* we are complete beings, yes? We have a perfect and complete chromosomal make-up, and we are factually and completely *Totipotent.* From conception, science, logic, biology, and reason all declares we are and will always be human from that moment on.

You're right: I *do* love science."
31,"""The effort to reconcile science and religion is almost always made, not by theologians, but by scientists unable to shake off altogether the piety absorbed with their mothers' milk. The theologians, with no such dualism addling their wits, are smart enough to see that the two things are implacably and eternally antagonistic, and that any attempt to thrust them into one bag is bound to result in one swallowing the other. The scientists who undertake this miscegenation always end by succumbing to religion; after a Millikan has been discoursing five minutes it becomes apparent that he is speaking in the character of a Christian Sunday-school scholar, not of a scientist. The essence of science is that it is always willing to abandon a given idea, however fundamental it may seem to be, for a better one;""
Minority Report, H. L. Mencken's Notebooks, Knopf, 1956. Page 232"
32,"Oh, you mean Burke!  Because the view that really should matter to the conservatives is that of the Pope.  Isn't that what they all prated about when JPII and BXVI were sitting in Peters chair?  

Yeah - Pope Francis is really soft on calling out heretics."
32,"Exactly...But it's pretty obvious right now...he's merely an ornament  and even that's questionable ...

The Popes appointed Patron IS clearly the KM Vatican connection, NOT Burke...."
32,"Burke is hardly a learned theologian.  He's a canon-lawyer.  And his history as an Archbishop is one not noted for cerncern for the people.

People keep forgetting that Pope Francis, is a Jesuit with a solid background in spirituality [that many of the secular priests don't have], that he taught theology in the Jesuit seminary and that he has a doctorate in theology as well.  He is not a mental fly-weight.  Finally, he has been tested in the fires of South American dictatorships, drug cartels running and influencing politics, and the anguish of seeing thousands of people kidnapped and murdered.  This includes priests and people whom Francis knew and cared about."
32,"Which puts Burke third in line behind Harnwell and Cardinal Martino.  
I do not wish to nit pick over Burke's title in HDI or who extended the invitation to Burke. I was only asking for verification of the assertion of fact that it was Burke invited Bannon to speak.
Burke's power and importance is a figment of the US for-profit media's imagination. Here's what he actually said in response to the comment: ""CWR: Some critics say you are implicitly accusing the Pope of heresy. Cardinal Burke: No, that's not what we have implied at all. We have simply asked him, as the Supreme Pastor of the Church, to clarify these five points that are confused; these five, very serious and fundamental points. We’re not accusing him of heresy, but just asking him to answer these questions for us as the Supreme Pastor of the Church."" http://www.catholicworldreport.com/Item/5292/cardinal_burke_no_i_am_not_saying_that_pope_francis_is_in_heresy.aspx"
32,"Greetings.....this is good news for the Church.  Burke is pushing for a showdown with the Holy Father.  By using Burke and Pell as examples of  hierarchy out of touch with his reforms, Pope Francis is saying by this action that he expects  the cardinals to be first a Shepherd.....not a Borgia style politician while being  a member of the college of Cardinals.  Burke needs to head to the nearest Friary of  Mary Immaculata hang out with his Trad buddies!"
33,"Sad, jumping into a conversation between two posters having a civil discussion that in no way involves the third person, to interrupt with snarky and nasty harassing postings.  Sigh.  Is it truly in keeping with the teachings of the Person you quote to so behave?  Is this what the One True Church teaches?  Shirley, one would expect a catholic to strive to be above such harassment and bullying, but time and time again we see that those who claim to hew to the teachings of the Church behave in a manner so far below the standards set out in the Gospels.  Perhaps this is done as a subtle indictment of the Church?  A way of criticizing the Church for so often abandoning the Ideals and idears of the New Testament in favor of the  expedient ways, values and attitudes of the modern world?  One cannot help but wonder."
33,"ADN, why are you allowing all the anti-Christian comments?  If these same remarks were towards another religion or race of people you'd be deleting them.

No where in this story is Christianity mentioned. This is a hate attack but then again, ADN is a liberal rag that supports it."
33,"Maybe I should re-post some of your vile hate directed at me, Jesus Christ and Christianity in general?  It's all right here under one of your many previous nom de plumes .....   https://disqus.com/by/disavour/"
