doc_id,topic,lang,text_preview,bias_harm,bias_fairness,bias_loyalty,bias_authority,bias_sanctity,bias_realistic_threat,bias_symbolic_threat
215,2,zh,教会其实替代了行政机构，就算岁主不在了大家还是要过日子的,0.191315,0.203406,0.141766,0.161764,0.183502,-0.008955,0.018411
216,22,zh,"有区别，但是区别并不大。
假如一个坏人快饿死了，圣母把自己的那份给了他，那这是圣母还是圣母婊。坏人活下来把其他人都害死了，那给他吃的的人是圣母还是圣母婊？",0.140374,0.153091,0.066082,0.085662,0.119076,0.014704,-0.04243
217,24,zh,"呵，那两次梵蒂冈大会，说白了不就是一帮凡人凑在一起开会？你还真以为他们搞出来的东西能“永不犯错”，完美无瑕？

梵二那帮人，非要抱着“教皇永不犯错”这套鬼话",0.201301,0.215594,0.129118,0.131592,0.200525,-0.000368,-0.052016
218,9,zh,罗杰本来也是要死的人，耶稣布可是健健康康,0.173439,0.195952,0.133043,0.131739,0.169533,0.023569,-0.027443
219,37,zh,信仰缺失让泰国的佛爷好念经。宗教到中国全都变了味，各大宗教教义都在普渡牺牲、爱与宽恕，可在这个物欲横流、利欲薰心的中国全都变了味，变成了求福、避灾和转运。错乱不,0.202144,0.192598,0.107142,0.102031,0.187118,-0.003391,-0.066993
220,10,zh,耶稣自己都看不上教会里那帮道貌岸然的头头们对经文的解读。他骂的那些话，我看句句在理，简直就是今天那些教会的写照，特别是那些热衷于搞政治、到处捞钱的所谓“仆人”。,0.164174,0.189161,0.105568,0.12271,0.171721,-3.4e-05,-0.041237
221,39,zh,我真快晕了，他们到底要强奸多少名人成基督徒？,0.165553,0.178987,0.104186,0.119843,0.167785,-0.06589,-0.084724
222,9,zh,不是，lz的话很难理解吗？这是一句玩笑话，是在调侃耶稣手上有两个孔（被十字架钉的），所以说有两个“孔子”,0.153694,0.162028,0.108461,0.120338,0.156641,-0.025844,-0.034261
223,6,zh,谢了啊，楼上的…你对这破事儿的回应，是我在这破网上看过最到位的之一。你们这帮天主教徒，真该把脑袋从那套伪神学的沙子里拔出来了，赶紧从那个叫“罗马天主教”的意识形,0.148748,0.16435,0.083561,0.088353,0.15096,-0.022716,-0.07767
224,21,zh,呵呵，人家不拉人头发展下线，那还叫信教吗？,0.197716,0.196827,0.116279,0.148032,0.182399,-0.008366,-0.035184
225,3,zh,"楼上说的我同意。但你也别指望那些挺同的白左能听进去。一有人说同性恋半点不好，他们就跟被踩了尾巴一样跳起来。

这次这事不就是个活生生的例子么？一个同性恋自己",0.147846,0.158569,0.091952,0.072454,0.110365,-0.010299,-0.03267
226,18,zh,"基督徒的一言一行，本该是为了荣耀神，引人归向真善美。

我们理应成为光和盐，去温暖万物，而不是去玷污和败坏我们所接触的一切。

可这篇文呢？作者居然还是",0.172649,0.183581,0.120209,0.114475,0.153966,-0.003556,-0.041535
227,27,zh,就是那个蛋糕店好像是基督徒开的，拒绝给TXL提供蛋糕服务，后来被拒绝的TXL不服气告到奥黑驴那，强势让人家蛋糕店给他们提供服务，真是贱得很。,0.142047,0.15431,0.067982,0.07358,0.13002,-0.02851,-0.066915
228,37,zh,"你在哪个国家看到过基督教堂挨着伊斯兰清真寺？
但在中国的大街上，你会看到一条大街上左边建了一座天主教堂，右边人们正往圆顶的清真寺去做礼拜。要知道伊斯兰教和基督",0.186326,0.194146,0.131434,0.124187,0.199938,-0.011793,-0.020335
229,20,zh,该死的卫兵和修士，他们怎么全部躺在修道院神圣的地板上！这一点也不符合教规！,0.15754,0.178488,0.112075,0.119717,0.154197,-0.014215,-0.051558
230,7,zh,我说的根本就不是科学，是天理和本性。原罪这玩意儿不是人编出来的，是上帝通过教会和圣经告诉我们的事实。什么道成肉身、三位一体的我懒得提，但我的道理绝对正统，就是天,0.152753,0.170417,0.093329,0.09411,0.137,-0.001384,-0.059143
231,30,zh,国内天主教东正教和基督教（新教）是分开管理的,0.19426,0.194676,0.117885,0.136547,0.186361,-0.008063,-0.005183
232,3,zh,那段话说得再怎么绕，教会的规矩是死的。搞同性恋就是大逆不道，是罪。想求宽恕？行啊，先磕头认罪，把自己那点破事儿认清楚了再说。,0.170856,0.186178,0.086538,0.081962,0.147522,-0.015802,-0.046958
233,2,zh,"回楼上：你说的什么“见上文”... 跟你之前发的那些玩意儿估计一个德行，懒得看了。

还“教会传统”？拉倒吧。你们那套所谓“传统”，不就是一帮老头子搞出来的",0.151862,0.165562,0.094442,0.106953,0.14407,-0.007869,-0.034053
234,5,zh,"Re: “我看不出对老派弥撒的喜爱和对某一派道德神学的倾向之间有任何必然联系。”

这文章有点东西。

那帮所谓的“教会洁癖党”，他们那套逻辑的内核不就",0.192148,0.191013,0.130496,0.11628,0.171951,0.014236,-0.029291
235,9,zh,法师，你是如来派到耶稣那边的卧底么？,0.168623,0.167177,0.090091,0.125957,0.175203,-0.01619,-0.063642
236,6,zh,"这篇评论文章敢于揭露教会包庇那些变态神父，点名批评高层当保护伞，这本身是好的。但文章的逻辑没抓到重点。

“法律和规矩是改了，但人心和脑子没跟着改”，这话没",0.171141,0.188092,0.097537,0.115788,0.152869,-0.028179,-0.071975
237,34,zh,"劝你先去扒一扒那些所谓“慈善机构”的资金来源再说吧。

我上次看了眼，某地天主教会的慈善机构，86%的资金都是政府拨款，根本不是什么信徒的私人捐款。这可不是",0.219577,0.19509,0.129433,0.139598,0.197355,0.002741,-0.019764
238,28,zh,"你这话槽点太多，我都不知道从哪儿说起。简单给你讲讲基本逻辑吧。
教会这玩意儿，说白了不就是个等级森严的组织吗？谁负责教导？教宗和主教呗，他们是权威，其他人像神",0.164001,0.176248,0.081786,0.10106,0.161276,-0.001792,-0.081073
239,36,zh,行，知道这是你们教会的喉舌文。但别忘了，现在是什么时代了，一个文明社会，讲的是人文关怀和基本人性，是实实在在的医疗、住房、教育、社会保障。这套普世价值，早就比你,0.216244,0.212437,0.160524,0.147321,0.186031,0.008264,0.022409
240,33,zh,"那帮自称“尊重生命”的政客不就是共和党吗？结果一转脸就把几百万人的医保给断了，这他妈算哪门子的“尊重生命”？
我就想问，所有支持这破法案的、自称信上帝的议员，",0.17825,0.178848,0.090861,0.091433,0.145199,-0.020749,-0.079297
241,29,zh,圣经体。,0.180173,0.199352,0.152642,0.154275,0.194221,0.060728,0.030181
242,25,zh,"“你就不能承认，反对你的人也可能是为这个国家好？”

呵呵，问题是太多人不装了，他们巴不得我们玩完。

他们那种幸灾乐祸的嘴脸，就差直接说我们这套几千年",0.184306,0.168685,0.081307,0.091742,0.135887,-0.039083,-0.028167
243,10,zh,一直想能请教一位懂圣经的人士,0.171134,0.184616,0.116772,0.127435,0.172808,0.005628,-0.026716
244,4,zh,當時的神棍？,0.056808,0.083699,0.033376,0.033845,0.078636,-0.009171,-0.045107
245,44,zh,教皇方济各天天说要搞什么“新实践”，结果搞出什么名堂了？搞得教会乌烟瘴气，分裂、内斗、拉帮结派。红衣主教掐红衣主教，主教跟主教对着干，高层自己都撕破脸了。下面的,0.173234,0.197927,0.096008,0.102621,0.163979,-0.032664,-0.078286
246,1,zh,"“我们拉美裔的天主教兄弟姐妹都吓坏了”？呵呵。

那叙利亚的基督徒就不算人了？人家指望教会给条活路的时候，你们在哪儿？

教会高层天天把“博爱”、“团结",0.155676,0.155952,0.099851,0.097048,0.149358,-0.01739,-0.016777
247,2,zh,没错，但看问题得看根儿上。宗教传统里有个更要命、更深层次的思想钢印，就是圣经里那个所谓“女人是男人贤内助”的说法，说白了就是给男人当牛做马、唯命是从的仆人。而这,0.187463,0.192324,0.128259,0.143683,0.18805,0.000919,-0.024377
248,4,zh,他们的上帝不是你说的上帝。,0.144394,0.136798,0.070957,0.071717,0.158494,-0.027191,-0.071317
249,10,zh,圣经这玩意儿传来传去，早就被历代掌权者为了自己的说辞魔改了无数遍了。呵，你手里那本也不例外。,0.161186,0.182343,0.095113,0.113602,0.155324,-0.027036,-0.052286
250,8,zh,那帮主教们最好搞清楚，现在对咱们信仰自由最大的威胁，就是他们自己非要去插手政治，完全不把政教分离当回事。我们这些教友，谁TM愿意让这帮神棍来治国理政？就他们那套,0.17518,0.174406,0.083265,0.101333,0.160967,0.006199,-0.083615
251,4,zh,日白兄，又遭大姐暗算老嗦？ //@戴日白:啥子哟，和尚，我又没惹你！你晓得我是基督徒个嘛！  //@ERIC无泪和尚:  //@卷毛27327377: @戴日白,0.16222,0.152371,0.083984,0.105276,0.150328,-0.041383,-0.057967
252,37,zh,虽然都是信教的，但也要分个高下，这位佛教徒行为就比基督狗好多了，不打搅别人，不涉政治,0.175487,0.180245,0.115472,0.110017,0.176617,0.012937,-0.029029
253,9,zh,南洋一带的德教早把耶稣、真主、孔子、老子、释迦牟尼摆在同一屋檐下供奉?//@李向平围脖://@杨凤岗: 有趣，[呵呵]//@爱玛奴尔: @安立甘主�者_王信� ,0.214505,0.21869,0.178353,0.170574,0.231734,-0.025064,-0.010074
254,6,zh,要不是有那些受害者自发组织的互助会抱团取暖，我根本没胆子把自己被那个道貌岸然的神父性侵的事儿说出来。我真心感谢那些勇敢站出来带头的人，感谢他们支持我和所有被神职,0.17088,0.18006,0.108405,0.10925,0.164805,0.008548,-0.038511
255,24,zh,"原文里根本就没这个意思，求求你们别再断章取义、歪曲解读了行吗？

事实就是，梵二完全忠于教会的传承，只不过是换了个方式，让所有教友都能全面参与进来——这才是",0.19097,0.19672,0.110838,0.12706,0.188664,-0.002256,-0.014199
256,20,zh,吹响通往天堂的号角//@索居道人:�有些人有意或者�意混淆宗教��和文化��的�容。伊甸�是耶教��的，不是西方人��的。不��句��，�然不能和道教比，但是耶,0.194846,0.198035,0.153009,0.143232,0.203571,0.003004,-0.001097
257,9,zh,耶稣不是瘟神，他很伟大,0.15194,0.168158,0.085006,0.093149,0.149976,0.006865,-0.036805
258,44,zh,最近网上扒的班农和教会里那帮老顽固沆瀣一气的事，真看得人后背发凉。教宗是时候该下狠手了，好好清理门户，整治这股越来越邪的内部势力。我看这事儿，还就得他来办。,0.157379,0.185177,0.107289,0.108439,0.141892,-0.045888,-0.053975
259,20,zh,可能修女有需求也是找的神父吧,0.17954,0.177352,0.132347,0.145853,0.187972,0.000273,-0.015296
260,4,zh,耶稣也够萌的，丢18次。。。上天在折磨人的时候从来花样百出，乐此不疲。,0.161633,0.17782,0.093236,0.094848,0.153164,0.006205,-0.064391
261,27,zh,"你要是觉得这事儿里基督徒占了上风，那你脑子真是进水了，想啥美事呢。

一对给佬要订婚礼蛋糕，老板不卖，结果那俩货骂骂咧咧竖个中指，转身就去别家拿了个免费的。",0.184197,0.193483,0.103732,0.111046,0.179301,0.003292,-0.034651
262,13,zh,我刚也想说。一听说他上的是那种教会学校，就知道怎么回事了……天主教这套玩意儿，压根就不是什么好东西。,0.152223,0.156774,0.091856,0.116567,0.144781,-0.005556,-0.058009
263,13,zh,教会学校和正常公私立还是有区别的 另外怎么拿电视剧当真事了,0.194402,0.195353,0.124963,0.153056,0.184687,-0.009361,-0.038406
264,4,zh,额，有没有可能我们这边不认上帝？,0.155095,0.154191,0.094762,0.102213,0.154891,-0.002967,-0.048025
265,37,zh,中国的和尚都是职业的，寺庙都是承包的。拜金教是唯一教派，收钱也就是应该的了 //@保洁工人杰西:不少教派经济来源是教众捐赠一定比例收入，中国好像不允许；另外花钱,0.218116,0.201184,0.163689,0.169686,0.213295,-0.014995,-0.037447
266,4,zh,[泪]无言以对！//@姜格拉丹冬: 耶稣很生气，不带这么埋汰人的。//@彼亦一是非: 亮瞎了！//@枫林仙:毁三观啊毁三观！[哈哈],0.148109,0.166687,0.091776,0.089059,0.149851,-0.042074,-0.072794
267,26,zh,因为神父是 那个,0.14895,0.156239,0.120532,0.127072,0.172037,0.018949,-0.014715
268,26,zh,普奇神父吗？,0.184656,0.189966,0.122898,0.146186,0.185113,-0.013381,-0.036947
269,2,zh,我当然信基督在圣体里的真实临在，也信他在圣经和整个教会团体里。这三样都该得到同等的敬畏，天主教自己也是这么教的。可惜啊，很多人根本不懂，尤其是忘了“团体”这码事,0.190621,0.188323,0.13621,0.153295,0.195977,-0.003129,-0.04286
270,18,zh,说白了，咱们得正视一个事：天主教圈里那几个喉舌媒体，比如官方背景的和那些个极端保守派的，观点完全是南辕北辙——这本身没啥。但问题是，一旦他们开始张口闭口就是“异,0.16614,0.164331,0.070834,0.072648,0.144975,-0.011532,-0.05576
271,44,zh,嗨，杰西，要我说啊，这位教宗也就这点本事了——耍耍嘴皮子，喊喊口号他在行，真要动体制，他根本不行。你看看底下那帮主教，一个个跟空降的官僚似的，跟派去服务的教区有,0.19485,0.194102,0.083589,0.112865,0.171039,-0.058657,-0.086011
272,6,zh,"骗人可以骗一时，也可以骗一部分人，但你不可能永远骗倒所有人。
那帮主教根本就没意识到，他们的道德光环早就碎了一地了。
当然，他们也假模假样地对民生问题发过什",0.172484,0.150556,0.06979,0.092368,0.139796,-0.042413,-0.078381
273,8,zh,笑死，都什么年代了，还有几个天主教徒真把“不能避孕”那套老古董教条当回事啊？他们自己人都不信了。,0.180044,0.18364,0.097617,0.103672,0.157578,-0.005154,-0.071693
274,26,zh,其实我觉得现在的神父其实人也挺好的，不过以前就算了吧！,0.20524,0.208169,0.152734,0.160259,0.209301,0.019195,-0.020282
275,6,zh,"这报告可得仔细看，最好多看几遍。这里头的信息量可比那些跟帖评论大多了。里面的问题设计得很刁钻，就是为了挖出实话，看你前后说法对不对得上。

这调查结果，说白",0.148586,0.158755,0.092386,0.093989,0.141333,-0.007076,-0.035787
276,38,zh,基督教与伊斯兰教都受犹太教影响，教义中颇多相似，然而互视为异教徒攻伐上千年，所以说一神教本质上都是狭隘、残忍的邪教。,0.139434,0.1666,0.072923,0.082001,0.158449,-0.02158,-0.069937
277,7,zh,"但凡是客观事实，就得讲证据。那个所谓的大洪水灭世，说人类和动物都死光了，最后全靠诺亚方舟上的一对对活宝才繁衍下来？证据呢？拿出来看看。

把信这种玩意儿当成",0.185684,0.193835,0.118747,0.114602,0.17321,0.024831,-0.054447
278,10,zh,哭得淅沥哗啦的，得看看圣经了。,0.156565,0.182474,0.097437,0.095785,0.153118,-0.005641,-0.04936
279,3,zh,"你不是天天追着问：“那个牧师到底在哪说了不让同性恋进银行和珠宝店、不跟他们做生意了？”

行，那我们就掰开来给你看。

人家那句“我们没必要跟他们做生意",0.148077,0.151277,0.082096,0.092266,0.1444,-0.025023,-0.070211
280,35,zh,你们的耶稣不是最关心穷人吗？怎么到了你们这儿，就光盯着人家口袋里那点钱了？,0.168688,0.161069,0.104787,0.112719,0.150333,-0.021845,-0.017684
281,14,zh,"差不多得了，别天天为政府地盘上摆个什么十诫牌子就高潮。

总想违反宪法，把你们基督教那套东西硬塞到不该放的地方。一帮信徒天天吹这国家是基督教立国的，省省吧，",0.186042,0.197307,0.128616,0.124158,0.177392,-0.022118,-0.032626
282,22,zh,"圣经正典里压根就没说过圣母必须永远是处女，这都是后人瞎编的神话。耶稣明明有兄弟，比如腓力和犹大（也就是托马斯），跟他一样都是一个妈生的，结果硬是被掰成了外甥。",0.159282,0.174216,0.097272,0.096751,0.15628,0.00828,-0.039028
283,6,zh,"我真是活久见了。
基督教会对自己神父强奸儿童的事反应迟钝？笑死人了。他们明明是在忙着撒谎和捂盖子，现在倒好，反过来说是捂盖子搞得自己都麻木了，对事情的严重性没",0.169239,0.183802,0.087257,0.109602,0.146245,-0.027833,-0.087349
284,21,zh,姐妹，跟你说个事儿。我总算找到了一个地方，既有我一直追求的那种庄重的仪式感和信仰的传承，又能真正地尊重每一个人，不管你是女性还是性少数群体，都不会对你指指点点，,0.195085,0.194187,0.152729,0.134098,0.194066,0.033688,0.006491
285,3,zh,"搞清楚，教会说“非人化”，不是在说有同性恋倾向的这些人，而是在说他们做的那些事。

两个男人，当一辈子铁哥们互相关爱，和两个“搞同性恋”的男人，区别到底在哪",0.172378,0.179063,0.107152,0.100714,0.138204,-0.037809,-0.047791
286,18,zh,"行，我之前说话是难听，我删了。我都删了你还在这儿阴阳怪气，有意思吗？

你那点小心思谁看不出来？你就是觉得你们家那些道貌岸然的大和尚们永远伟光正，放个屁都是",0.180574,0.182779,0.104454,0.117827,0.161803,-0.021991,-0.066771
287,11,zh,"出了这么大事……我就等着看西方那帮自诩“基督文明”的白左圣母们出来发声。

结果呢？集体装死。

毕竟在他们眼里，死的无非是一群基督徒罢了。",0.160901,0.172235,0.110855,0.104273,0.156378,-0.005699,-0.016434
288,3,zh,教会里那套守活寡式的性道德，根子就在保罗那儿。他以为世界末日马上就到，所以人人都得当圣人，保持身体纯洁。结果呢？我们等到现在，那个所谓的“大事件”连个影儿都没有,0.185198,0.196916,0.128248,0.11677,0.162955,0.012912,-0.037656
289,9,zh,少拿你那套解读碰瓷耶稣。,0.153276,0.166358,0.074982,0.088689,0.151229,-0.032104,-0.050871
290,9,zh,记得刚刚开店的时候，来了一位米果客人，他进来就要了那个孔子抚琴，拿起来告诉我：这肯定是耶稣！耶稣抚琴！,0.202622,0.206306,0.139523,0.155185,0.213845,-0.017304,-0.000809
291,1,zh,"果不其然，又是那帮神棍排着队给川普站台。

福音派这股势力本来就日薄西山了，这下掺和进川普这档子破事，正好能把自己的名声彻底搞臭，够他们再消停一代人的了。（",0.17869,0.173685,0.098305,0.095706,0.168587,-0.042678,-0.081714
292,3,zh,"还有这些：

2.     你们那个什么《爱的喜乐》劝谕(304)一出来，我就想问问，之前老教宗保罗二世根据你们的圣经和传统，在《真理的光辉》第79条里强调",0.172706,0.18238,0.089038,0.107568,0.157607,-0.016122,-0.060737
293,21,zh,"呵呵，还有外人给教会当教师爷，说什么为了迎合年轻人，就该多聊聊什么气候变化、社会正义这些时髦玩意儿。

搞些花里胡哨的名堂想把那些信仰动摇的人拉回来，纯属白",0.185283,0.171368,0.077741,0.087671,0.159174,-0.039054,-0.093955
294,1,zh,帝国主义头子 拿着林肯和马丁路德金 的圣经 宣誓就职了，未来4年会怎样呢？？？//@头条新闻:转发微博,0.178214,0.201402,0.130789,0.160323,0.176134,-0.042462,-0.024584
295,2,zh,还“她”呢，笑死。你们这帮白左是真牛逼，为了搞政治正确，连圣灵的性别都能给你魔改了。下一步是不是就要让女人当主教、当教皇了？我看你们信的根本不是上帝，是你们自己,0.178015,0.179828,0.112372,0.124257,0.177687,-0.020015,-0.045793
296,3,zh,"你少在这里自定义了，为了迎合你那套世界观，真是啥话都敢编。

给同性恋证婚自古以来就不是任何正经基督牧师的职责——你要是能找出一个历史先例，没准我还能听听你",0.194149,0.200171,0.136707,0.151343,0.192428,-0.004761,-0.018939
297,5,zh,但凡管耶稣圣体叫“天主堂发的那块饼”的，一看就是对圣事根本没半点概念。,0.177902,0.192762,0.129605,0.148674,0.187591,0.017131,-0.03149
298,4,zh,"你电我 我受了
你下基督教的地狱
还有出来的时候吗",0.107984,0.123564,0.051779,0.068792,0.104997,-0.018767,-0.059551
299,9,zh,洪秀全：耶稣说过，吾弟当为尧舜。不信你把他叫过来当面对质。,0.197241,0.212356,0.142149,0.151225,0.202368,-0.011823,-0.035382
300,4,zh,三天后，我复活了，我分明清楚的看见女人们兴奋的对我喊：耶[耶]叔！于是，我感受到了被钉在十字架的痛苦。。。。。,0.133358,0.173882,0.106805,0.102024,0.142306,0.004494,-0.026814
301,33,zh,"哟，瞧瞧这副圣母嘴脸，张口闭口就是“人人都有权享受医疗”。说得倒轻巧。

凭什么我们辛辛苦苦挣的钱，就该拿去养那些穷鬼懒汉？还扯什么“基督的责任”，你家上帝",0.220391,0.215384,0.165486,0.148243,0.176815,0.001791,-0.017029
302,20,zh,宗教，祈祷，懂了，n浮是修女,0.185842,0.181132,0.112449,0.120467,0.178273,-0.007322,-0.015249
303,1,zh,现在的基督徒，有几个还真把他们嘴里那套“爱与和平”当回事儿的？这么一看，让川普这种顶级伪君子来给他们当带头大哥，简直是天作之合。最好让他带着这帮信徒一起翻车，把,0.186073,0.187999,0.112206,0.109903,0.17899,-0.029649,-0.08875
304,20,zh,神父笑话的本质是男同笑话而不是宗教笑话,0.210687,0.202498,0.14795,0.141375,0.205288,-0.002627,-0.036081
305,28,zh,伯克这老家伙，好几年了，天天高举教宗权威的大旗，谁敢质疑就骂谁。当然了，那是因为他跟前几任教宗穿一条裤子。现在方济各上来了，搞的事儿他不爱看，立马就调转枪口，觉,0.153077,0.158668,0.073405,0.09364,0.147006,-0.009446,-0.078042
306,4,zh,"\""听说昨天主人又被打了?\""蛇\""恩。。我给你演示一遍,就是这样--->啊啊啊啊啊啊。。\""",0.129046,0.174011,0.09812,0.11508,0.117493,-0.001326,-0.023773
307,9,zh,台湾道士已经搞定耶稣了，到底是台湾人，思维就是强过大陆。//@道��-正统道教网站: 还是台湾人牛啊 @宝中堂,0.194535,0.204627,0.138965,0.154229,0.218294,-0.023501,-0.019804
308,43,zh,好书共赏//@旁观者马勇: 这个访谈不错，但标题还可再推敲。如有机会去台港澳看看，应该相信传教士播下了龙种，也收获了应该收获的成就。至于大陆中国，也同样应承认依,0.185646,0.186291,0.137659,0.143234,0.171804,-0.031737,-0.005728
309,26,zh,那我问你，这座城的传教士是想传万神殿信仰吗,0.183436,0.177235,0.123275,0.133325,0.191387,-0.01272,-0.05017
310,10,zh,别尬黑，圣经没这么拗口,0.173742,0.187603,0.107941,0.112262,0.162216,-0.019881,-0.057935
311,12,zh,"你还在那儿说“婚姻传统上跟宗教无关”？就你这认知，我真是得先给你扫扫盲。

我再给你讲深一点，教会怎么看婚姻——那是永恒的盟约，是人的交付。我这是掰开了圣经",0.190059,0.199304,0.149898,0.151743,0.184408,0.031945,0.000539
312,5,zh,"笑死，你们那套逻辑闭环玩得真溜。

一边念叨着自己“不配领受”，一边又挤上去分那点饼和水，不觉得精神分裂吗？按这说法，你们有一个算一个，谁都别去凑热闹。
",0.188512,0.16236,0.123094,0.095766,0.163255,-0.029861,-0.05156
313,42,zh,@向高处 向高处亵渎圣灵，向高处的罪恶今生和来世不得赦免。基督复临安息日会被指责为异端，是违背了圣经里的因信称义，靠守律法得救，靠功德之法得救恩。果真如此是亵渎,0.162766,0.175725,0.078515,0.071507,0.157099,-0.008708,-0.060091
314,7,zh,听那个叫理查德·罗尔的神棍大师说什么屁话：“当我们开始明白，神是参与万物的存在，是爱的无限流溢，是万物的生命力时，我们就会意识到，我们自己做任何事都身不由己。”,0.190173,0.189362,0.113393,0.112532,0.163401,-0.011328,-0.059919
315,20,zh,修女压抑了好歹是男女，但神父笑话不仅现实中有，而且还是真的是找小男孩，甚至案例广泛，整个教会从上到下都有着很严重的这方面问题，严肃点讲是很重的以权谋私,0.176825,0.175359,0.11005,0.131601,0.177312,-0.017809,-0.062993
316,4,zh,耶稣耶稣，能不能给我一次，大家都说 God is a girl,0.118921,0.125405,0.085688,0.085959,0.123189,0.001789,-0.027898
317,12,zh,"我算是看明白了，有些天主教徒的脑回路简直清奇，连点基本的逻辑都盘不明白。

除非教会宣布婚姻无效……否则就不能再婚。教会假装把人当成年人看，信了他们当初结婚",0.159462,0.165132,0.076345,0.089123,0.141949,0.009173,-0.068722
318,19,zh,早些年，应该说是一个世纪前吧，天主教那套东西还没“与时俱进”，对《圣经》里那些没法自圆其说的经文，脑子还转不过弯来。就拿耶稣骂那个外邦女人是狗那段来说，教会硬是,0.165176,0.183445,0.079143,0.095413,0.154706,-0.021633,-0.051555
319,4,zh,你是上帝？,0.165616,0.17787,0.124101,0.12793,0.169875,0.015967,-0.001943
320,26,zh,我还以为是普奇神父,0.198623,0.195936,0.132348,0.161206,0.194964,-0.019239,-0.044136
321,37,zh,【信仰】中国人得意时信儒教，失意时信道教、佛教，而在教义与已相背时，中国人会说，“人定胜天”。中国人的信仰危机在于，经常改变信仰。 ――林语堂,0.185722,0.187977,0.105121,0.095958,0.183924,0.027706,-0.015927
322,2,zh,我也看了那片子。不光是讲她们怎么跟梵蒂冈对着干，也讲了她们怎么跟自己所在的修会叫板。我们这儿的偏远山区里，到处都有这样的修女。她们干的活儿跟神父没两样，但就是没,0.189996,0.197501,0.137159,0.129442,0.19492,0.007344,-0.01398
323,45,zh,何等无耻，圣经说拐带人口的要致死！ //@冯伟牧师://@儿童希望张雯: [围观][话筒]//@北大梁昌年:同案犯!,0.153094,0.163613,0.083394,0.102992,0.142738,-0.03905,-0.065281
324,2,zh,"还提什么女执事？从根上就错了！这帮高高在上的老官僚就是想随便搞个什么所谓“女性特有”的虚名头衔来画大饼，把我们当傻子打发了！

我们必须站稳立场，绝不让步，",0.170174,0.177192,0.119594,0.132547,0.177644,-0.032665,-0.03895
325,30,zh,"经典笑话了
普世教派并不普遍、正教派并不正统、新教派并不新。",0.188338,0.185761,0.119291,0.118678,0.186927,-0.001782,-0.038578
326,42,zh,回复 信仰红领巾 :你这个阿米念异端不知羞耻，成天朝着上帝狂吠！三位一体本来就是圣经真理！真理就是绝对的正确！异端就是非真理，就是绝对的错误！极端加尔文主义是个,0.154763,0.153946,0.071385,0.064246,0.14066,0.008999,-0.070229
327,34,zh,"养活天主教会那些大学、慈善堂区、还有自家媒体的钱，哪来的？

不也是靠搞资本那套，跟卖快餐的没啥区别。总不能真是上帝从天上撒下来的吧？

这话要是让那帮",0.200046,0.197511,0.108064,0.139602,0.181497,-0.024256,-0.040791
328,19,zh,"我算是看明白了，咱们这帮人，拜耶稣一个比一个虔诚，真要学耶稣做人，一个比一个怂。
有人拿经上说的“妻子要顺服丈夫”来杠我，我就回他……“那也简单啊！你找个能让",0.196966,0.191953,0.112843,0.142442,0.192937,-0.016073,-0.065443
329,35,zh,"穷人自己想被当枪使吗？我看未必。他们对那套“解放神学”不感冒，反而一头扎进各种给你打鸡血、讲成功学的教会里，这还不能说明问题吗？

跟穷人站在一起，不等于把",0.211586,0.211245,0.137459,0.133264,0.207624,-0.039488,-0.040256
330,2,zh,耶稣自己都收女门徒，这事儿还不够清楚吗？那帮教会里的老顽固和他们搞的那套东西，纯粹是把祖师爷当牌坊，对自己没用的教诲就装没看见。,0.187275,0.184942,0.111182,0.132515,0.187067,-0.032128,-0.066124
331,43,zh,出家当僧侣、修道士，指的不是清修，而是负责接待信众的那种岗位。,0.224819,0.212494,0.139176,0.166943,0.214059,0.012166,-0.032078
332,9,zh,有没有考虑过，耶稣会不如不发酵,0.157766,0.163568,0.096922,0.094229,0.13748,-0.018411,-0.044552
333,4,zh,男的整个一脑残，女的信耶稣的嘛😂,0.188956,0.191122,0.123042,0.125254,0.169193,0.004609,-0.063668
334,20,zh,那我问你，十罗是不是修女,0.184707,0.184538,0.117396,0.133719,0.179083,-0.002235,-0.024524
335,8,zh,"呵呵，您这话说得在理，就算意见不同，也得尊重别人的『人格尊严』嘛。

那些给教会大学、教会医院、慈善机构打工的上百万人，也应该有权自己做主吧？这些人绝大多数",0.198911,0.19137,0.123056,0.127639,0.169155,0.012196,-0.050557
336,20,zh,天主教里传统上修女属于修会、修道院，一般不会在教堂和普通信徒接触，神父则是和信徒接触较多，也能和小男孩充当的唱诗班接触。,0.198275,0.19646,0.1482,0.174356,0.208091,0.009693,-0.016019
337,4,zh,传说原本世界同语，众人预谋反抗上帝，于是上帝用语言分化众人。看来人类又要拉手抗天，上帝啊，你会做什么？,0.147297,0.160463,0.100128,0.079441,0.138427,-0.035186,-0.033735
338,10,zh,还在辩经呢，梵蒂冈地下那53英里的秘密图书馆是看不见咋的？真以为魔鬼会傻到让完整的真经流出来？你们懂个屁。圣经这种东西，当个行为准则参考下得了。满世界都是你们这,0.162718,0.169556,0.062462,0.089228,0.151895,-0.00252,-0.084821
339,4,zh,没有上帝,0.167062,0.165549,0.09838,0.100398,0.175122,0.001383,-0.058443
340,1,zh,"都这份上了，那帮信教的神棍还铁了心给川普洗地。

耶稣的棺材板都快压不住了。",0.16798,0.180992,0.109847,0.113299,0.161913,-0.031121,-0.062772
